target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T7W40,VALIDATION,R2,-0.008189,0.018459,-0.010003,-0.006375,1.9659,399,True
MOT,T7W40,VALIDATION,RMSE,7.675192,0.3217,7.64357,7.706814,1.9659,399,True
MOT,T7W40,VALIDATION,MAE,6.524754,0.238282,6.501332,6.548176,1.9659,399,True
MOT,T7W40,VALIDATION,rho,0.020538,0.118564,0.008884,0.032192,1.9659,399,True
MOT,T7W40,TEST,R2,-0.009578,0.025565,-0.012091,-0.007065,1.9659,399,True
MOT,T7W40,TEST,RMSE,7.748752,0.499816,7.699622,7.797882,1.9659,399,True
MOT,T7W40,TEST,MAE,6.581529,0.383393,6.543843,6.619215,1.9659,399,True
MOT,T7W40,TEST,rho,0.029677,0.186675,0.011327,0.048026,1.9659,399,True
COG,T7W40,VALIDATION,R2,-0.015242,0.01797,-0.017008,-0.013475,1.9659,399,True
COG,T7W40,VALIDATION,RMSE,2.223782,0.170395,2.207033,2.240531,1.9659,399,True
COG,T7W40,VALIDATION,MAE,1.720626,0.113099,1.709509,1.731743,1.9659,399,True
COG,T7W40,VALIDATION,rho,-0.083511,0.125198,-0.095817,-0.071204,1.9659,399,True
COG,T7W40,TEST,R2,-0.018575,0.027711,-0.021299,-0.015851,1.9659,399,True
COG,T7W40,TEST,RMSE,2.180486,0.270696,2.153878,2.207094,1.9659,399,True
COG,T7W40,TEST,MAE,1.672355,0.179865,1.654675,1.690035,1.9659,399,True
COG,T7W40,TEST,rho,-0.067865,0.193277,-0.086863,-0.048866,1.9659,399,True
MOT_V4,T7W40,VALIDATION,R2,-0.004437,0.025107,-0.006905,-0.001969,1.9659,399,True
MOT_V4,T7W40,VALIDATION,RMSE,3.492435,0.192911,3.473472,3.511397,1.9659,399,True
MOT_V4,T7W40,VALIDATION,MAE,2.909197,0.126093,2.896803,2.921592,1.9659,399,True
MOT_V4,T7W40,VALIDATION,rho,0.08554,0.120167,0.073728,0.097352,1.9659,399,True
MOT_V4,T7W40,TEST,R2,-0.007421,0.038322,-0.011187,-0.003654,1.9659,399,True
MOT_V4,T7W40,TEST,RMSE,3.510666,0.28481,3.482671,3.538662,1.9659,399,True
MOT_V4,T7W40,TEST,MAE,2.924414,0.187044,2.906029,2.9428,1.9659,399,True
MOT_V4,T7W40,TEST,rho,0.088156,0.19279,0.069206,0.107107,1.9659,399,True
COG_V1,T7W40,VALIDATION,R2,-0.01352,0.019303,-0.015417,-0.011622,1.9659,399,True
COG_V1,T7W40,VALIDATION,RMSE,1.353376,0.076258,1.345881,1.360872,1.9659,399,True
COG_V1,T7W40,VALIDATION,MAE,1.050182,0.052458,1.045026,1.055339,1.9659,399,True
COG_V1,T7W40,VALIDATION,rho,-0.08587,0.123671,-0.098026,-0.073713,1.9659,399,True
COG_V1,T7W40,TEST,R2,-0.015831,0.022832,-0.018075,-0.013587,1.9659,399,True
COG_V1,T7W40,TEST,RMSE,1.343024,0.116332,1.331589,1.354459,1.9659,399,True
COG_V1,T7W40,TEST,MAE,1.030419,0.083555,1.022206,1.038632,1.9659,399,True
COG_V1,T7W40,TEST,rho,-0.088621,0.18016,-0.10633,-0.070912,1.9659,399,True
