target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T2W40,VALIDATION,R2,-0.006834,0.039752,-0.010741,-0.002926,1.9659,399,True
MOT,T2W40,VALIDATION,RMSE,7.641006,0.370161,7.60462,7.677391,1.9659,399,True
MOT,T2W40,VALIDATION,MAE,6.494076,0.277022,6.466846,6.521307,1.9659,399,True
MOT,T2W40,VALIDATION,rho,0.068223,0.131864,0.055261,0.081185,1.9659,399,True
MOT,T2W40,TEST,R2,-0.011827,0.047819,-0.016527,-0.007126,1.9659,399,True
MOT,T2W40,TEST,RMSE,7.604755,0.504911,7.555124,7.654386,1.9659,399,True
MOT,T2W40,TEST,MAE,6.401326,0.386674,6.363317,6.439335,1.9659,399,True
MOT,T2W40,TEST,rho,0.051571,0.195402,0.032363,0.070778,1.9659,399,True
COG,T2W40,VALIDATION,R2,-0.011276,0.015644,-0.012814,-0.009738,1.9659,399,True
COG,T2W40,VALIDATION,RMSE,2.251447,0.189702,2.2328,2.270094,1.9659,399,True
COG,T2W40,VALIDATION,MAE,1.771341,0.128128,1.758747,1.783936,1.9659,399,True
COG,T2W40,VALIDATION,rho,-0.010904,0.133408,-0.024017,0.00221,1.9659,399,False
COG,T2W40,TEST,R2,-0.015156,0.0257,-0.017682,-0.01263,1.9659,399,True
COG,T2W40,TEST,RMSE,2.16928,0.289603,2.140813,2.197747,1.9659,399,True
COG,T2W40,TEST,MAE,1.672228,0.181333,1.654404,1.690053,1.9659,399,True
COG,T2W40,TEST,rho,-0.02685,0.198687,-0.04638,-0.00732,1.9659,399,True
MOT_V4,T2W40,VALIDATION,R2,-0.011105,0.03156,-0.014207,-0.008003,1.9659,399,True
MOT_V4,T2W40,VALIDATION,RMSE,3.466662,0.188145,3.448169,3.485156,1.9659,399,True
MOT_V4,T2W40,VALIDATION,MAE,2.847579,0.122655,2.835523,2.859636,1.9659,399,True
MOT_V4,T2W40,VALIDATION,rho,0.033063,0.136278,0.019668,0.046459,1.9659,399,True
MOT_V4,T2W40,TEST,R2,-0.015374,0.041623,-0.019465,-0.011282,1.9659,399,True
MOT_V4,T2W40,TEST,RMSE,3.380768,0.277753,3.353466,3.40807,1.9659,399,True
MOT_V4,T2W40,TEST,MAE,2.775083,0.181079,2.757284,2.792883,1.9659,399,True
MOT_V4,T2W40,TEST,rho,0.02934,0.211486,0.008551,0.050128,1.9659,399,True
COG_V1,T2W40,VALIDATION,R2,-0.011235,0.029552,-0.01414,-0.00833,1.9659,399,True
COG_V1,T2W40,VALIDATION,RMSE,1.343621,0.073699,1.336376,1.350865,1.9659,399,True
COG_V1,T2W40,VALIDATION,MAE,1.025212,0.052026,1.020098,1.030326,1.9659,399,True
COG_V1,T2W40,VALIDATION,rho,-0.024252,0.137627,-0.037781,-0.010724,1.9659,399,True
COG_V1,T2W40,TEST,R2,-0.015211,0.025518,-0.017719,-0.012703,1.9659,399,True
COG_V1,T2W40,TEST,RMSE,1.324735,0.111668,1.313758,1.335711,1.9659,399,True
COG_V1,T2W40,TEST,MAE,1.017896,0.077825,1.010246,1.025545,1.9659,399,True
COG_V1,T2W40,TEST,rho,-0.055244,0.197171,-0.074626,-0.035863,1.9659,399,True
