feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
diameter_T7W20,-0.5018765134567215,1.224340258906623,1.0,163,0.4075
asp_T7W20,0.38893355503120985,1.0355240659813767,1.0,264,0.66
nodes_T7W20,-0.17883935307193044,0.6371650424831538,1.0,167,0.4175
lcc_T7W20,0.17017273373491226,0.4425958140415785,1.0,370,0.925
edges_T7W20,0.09137097693234156,0.08077691154866411,1.0,302,0.755
l2_T7W20,-0.062243306639872265,0.06391450895656639,1.0,158,0.395
l1_T7W20,0.04970254472699718,0.06467551409761216,1.0,169,0.4225
pe_T7W20,-0.042125050871843324,0.05600885480616049,1.0,122,0.305
density_T7W20,-0.04096241429284325,0.1202262908923413,1.0,175,0.4375
lsc_T7W20,0.03569829039109392,0.029274062291307038,1.0,21,0.0525
atd_T7W20,0.020480018357504664,0.2243069428044048,1.0,32,0.08
re_T7W20,-0.012828302173303703,0.04113463833368395,1.0,24,0.06
l3_T7W20,-0.009409467895188182,0.047410609747430485,1.0,33,0.0825
