feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,abs_r_MOT,abs_r_partial_MOT,abs_r_COG,abs_r_partial_COG
nodes,raw,7,T7W20,250,0.021733378329620075,0.7323861576071408,0.01824074369930041,0.7745644120822334,0.0915917928384762,0.1487466917881982,0.043081631234246395,0.4985897796207834,0.021733378329620075,0.01824074369930041,0.0915917928384762,0.043081631234246395
edges,raw,7,T7W20,250,0.12494997904709244,0.048441772548567005,0.12722371770715898,0.0448976618009127,0.1257301552156069,0.047045212771435994,0.14709772223732293,0.02022597199085189,0.12494997904709244,0.12722371770715898,0.1257301552156069,0.14709772223732293
re,raw,7,T7W20,250,-0.0509779293403047,0.42225550634624587,-0.04952571897337114,0.4365407390485204,-0.03166692788888201,0.6182628643499765,-0.009824172566304306,0.8774153636062763,0.0509779293403047,0.04952571897337114,0.03166692788888201,0.009824172566304306
pe,raw,7,T7W20,250,-0.022253872148517113,0.7262301814509478,-0.020195673563649617,0.7511592402692399,-0.07347392048590665,0.24708130189477379,-0.04731727518551095,0.4572918867891647,0.022253872148517113,0.020195673563649617,0.07347392048590665,0.04731727518551095
l1,raw,7,T7W20,250,-0.04305312893584616,0.49800472444160854,-0.0425355525463669,0.5040538845933592,0.07695095494031011,0.22535838989259005,0.0848456628990721,0.18203582450710945,0.04305312893584616,0.0425355525463669,0.07695095494031011,0.0848456628990721
l2,raw,7,T7W20,250,-0.02639899406945962,0.6778598569356892,-0.02451003267541959,0.7003311058330097,-0.0821247220339893,0.1956013409140179,-0.05799979372556169,0.36209326522305996,0.02639899406945962,0.02451003267541959,0.0821247220339893,0.05799979372556169
l3,raw,7,T7W20,250,0.022693056317522144,0.721049486871344,0.024583930429818195,0.6994712730634801,-0.01925979538082787,0.761869986554918,0.0011341538197603177,0.9857931393927637,0.022693056317522144,0.024583930429818195,0.01925979538082787,0.0011341538197603177
lcc,raw,7,T7W20,250,0.030863438173491634,0.6272054635378476,0.027865302279910843,0.6616910906694221,0.12067349850313669,0.05672521122038715,0.0756925961138098,0.23400427555986889,0.030863438173491634,0.027865302279910843,0.12067349850313669,0.0756925961138098
lsc,raw,7,T7W20,250,0.1103771174917217,0.08154430090710875,0.11583922005551675,0.06802177253207202,0.006908981329141874,0.9134448680606065,0.04398038665064259,0.4896653676311888,0.1103771174917217,0.11583922005551675,0.006908981329141874,0.04398038665064259
atd,raw,7,T7W20,250,-0.0090108947630253,0.887266724213299,-0.004802142895301629,0.9398998921891051,-0.0721827812747035,0.2555072891748625,-0.020864044365768563,0.7432079610242266,0.0090108947630253,0.004802142895301629,0.0721827812747035,0.020864044365768563
