feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG
lsc,raw,7,T7W30,250,0.17365578811279633,0.005906527618510277,0.17306014583905707,0.0061853510626420595,0.08918556282352014,0.15975868551224892,0.07538513171633442,0.2359150210487363
cc,raw,7,T7W40,248,0.1452539878791953,0.022134394772050623,0.1512253792026091,0.01739118108640718,-0.023226081965929863,0.7158834360042854,0.009161554474464822,0.8860866105818859
cc,raw,7,T7W30,250,0.1425977758225353,0.024139297573053015,0.14713856838806702,0.02019090604006258,-0.016076045578464832,0.8003245558754445,0.013323129716431223,0.8343023530975966
cc,raw,7,T7W50,243,0.13587259338835136,0.03426409846060806,0.1420969839365607,0.027084850055335168,-0.020141005783203103,0.7547517426925384,0.012083163717850166,0.8516578835061128
edges,raw,7,T7W50,243,0.13596533612503064,0.034140490611427314,0.13941806512128768,0.03014295372155802,0.14187280031869046,0.027010080261202482,0.16596070520955036,0.009700240436064649
edges,raw,7,T7W40,248,0.13478061329310975,0.0338802867024641,0.13764123884694404,0.030577198222188396,0.13555847886654773,0.032854945378572975,0.15793382111906254,0.012949666402655297
edges,raw,7,T7W30,250,0.1288194503808662,0.04184144988351531,0.13108632115537858,0.03873162945713518,0.1307998232159034,0.03876722591002722,0.15207794898825702,0.01632084852542269
edges,raw,7,T7W20,250,0.12494997904709244,0.048441772548567005,0.12722371770715898,0.0448976618009127,0.1257301552156069,0.047045212771435994,0.14709772223732293,0.02022597199085189
cc,raw,7,T7W20,250,0.12092216093719829,0.05621339853153508,0.1242597797111285,0.05016936235676957,-0.007565856395321147,0.9052524736055807,0.01741936567966883,0.7844607245270439
diameter,raw,7,T7W30,250,-0.11444662175584365,0.07085101052486567,-0.12182317706861186,0.054880500351039925,0.039245088323225874,0.536807675454401,-0.003632871255517702,0.954515336939615
lsc,raw,7,T7W20,250,0.1103771174917217,0.08154430090710875,0.11583922005551675,0.06802177253207202,0.006908981329141874,0.9134448680606065,0.04398038665064259,0.4896653676311888
asp,raw,7,T7W30,250,-0.10039514305970543,0.11332248781221317,-0.10761989865921297,0.09015256545228714,0.051276290765379394,0.41954123300869745,0.007752141647847485,0.9031262799500888
diameter,raw,7,T7W40,248,-0.0974840368122421,0.12575130261745762,-0.1034235679772975,0.10490292368632584,0.027933883537936223,0.6615557263870048,-0.007867740829970079,0.9020865652515141
asp,raw,7,T7W40,248,-0.09454989734142957,0.13760235536848994,-0.10174997757049725,0.1106770435941178,0.0460164580486903,0.4706701536501729,0.005171894300585981,0.9355445996026877
diameter,raw,7,T7W50,243,-0.09561132969911046,0.1372381848770274,-0.10134504753409095,0.11584685576876047,-0.0016036695981072472,0.9801587751332752,-0.035259351958917405,0.5851782595280636
asp,raw,7,T7W50,243,-0.09143356614421186,0.1553350516606313,-0.09851335182027988,0.1264397615848731,0.021372850070420592,0.7402746007212759,-0.017797520664846175,0.7829684062008982
re,raw,7,T7W50,243,-0.08987058047684889,0.16254965412217595,-0.08720266538590972,0.17634061665603912,-0.093935559332975,0.1442927573036525,-0.06271480844296982,0.3312899853580213
re,raw,7,T7W30,250,-0.08182276052207177,0.1972552604893204,-0.08057392994615153,0.20511995844189312,-0.026645952239916615,0.6750169577471168,-0.002119898854751586,0.9734487836656702
re,raw,7,T7W40,248,-0.08119924102271728,0.20253158340880786,-0.07906950866484956,0.2156007634805105,-0.04594291394232031,0.4713803534726135,-0.016161526748978538,0.8004796314533745
density,raw,7,T7W40,248,0.05478216484714952,0.39034206243784575,0.0633223906984297,0.3216189912911511,-0.07321344370943371,0.2506863699799049,-0.021863623101969057,0.7324173540164091
diameter,raw,7,T7W20,250,-0.048175115428664365,0.4482483494750763,-0.054926083017884604,0.3881322028395536,0.09153852725300651,0.1489840579775228,0.043017573794771544,0.4992291186198553
re,raw,7,T7W20,250,-0.0509779293403047,0.42225550634624587,-0.04952571897337114,0.4365407390485204,-0.03166692788888201,0.6182628643499765,-0.009824172566304306,0.8774153636062763
lsc,raw,7,T7W40,248,0.05228418693761456,0.4123453241165881,0.04940653288190475,0.43951167905668065,0.1135549304513486,0.07425994383603399,0.08064531826978785,0.20656411296863564
density,raw,7,T7W50,243,0.037766529524895946,0.5579458042157179,0.045837317706620966,0.47786381660872757,-0.05943274589015171,0.35626601552219755,-0.009835245268200553,0.8790197182938544
density,raw,7,T7W30,250,0.03847502932811629,0.5448341048231101,0.04517373403610419,0.47794905908283036,-0.0747066411694086,0.23921890444356858,-0.022798513924122427,0.7203501695752081
l1,raw,7,T7W30,250,-0.04436826098988981,0.48495703679166585,-0.04380711557962232,0.4913792287846237,0.0767144222089587,0.22679171020679978,0.08522702479565827,0.18007209097874713
l1,raw,7,T7W40,248,-0.04349221452882917,0.49537899607577435,-0.0429285270714292,0.5018625102533564,0.07967815911832254,0.21114517921413747,0.08656075666123014,0.17508169730212095
asp,raw,7,T7W20,250,-0.0364598390345426,0.5661150362056656,-0.042615434000021296,0.503252628632199,0.10076102929165581,0.11200742299591863,0.05310141839835656,0.4041125987899921
l1,raw,7,T7W20,250,-0.04305312893584616,0.49800472444160854,-0.0425355525463669,0.5040538845933592,0.07695095494031011,0.22535838989259005,0.0848456628990721,0.18203582450710945
l3,raw,7,T7W50,243,0.03835510499268389,0.5518214023883936,0.04160265281091931,0.5195018626223085,-0.07481494351814859,0.24529025977122107,-0.052976818669633885,0.4119680542552091
