feature,selected,ranking
atd_T2W20,True,1
l2_T2W20,True,1
pe_T2W20,True,1
diameter_T2W20,False,2
lsc_T2W20,False,2
asp_T2W20,False,3
density_T2W20,False,3
l3_T2W20,False,4
lcc_T2W20,False,4
l1_T2W20,False,5
re_T2W20,False,5
edges_T2W20,False,6
nodes_T2W20,False,6
