target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T6W50,VALIDATION,R2,-0.010496,0.024275,-0.012882,-0.00811,1.9659,399,True
MOT,T6W50,VALIDATION,RMSE,7.637375,0.320775,7.605844,7.668906,1.9659,399,True
MOT,T6W50,VALIDATION,MAE,6.505249,0.240293,6.481629,6.528869,1.9659,399,True
MOT,T6W50,VALIDATION,rho,-0.065634,0.125842,-0.078003,-0.053264,1.9659,399,True
MOT,T6W50,TEST,R2,-0.008807,0.020592,-0.010831,-0.006783,1.9659,399,True
MOT,T6W50,TEST,RMSE,7.814944,0.486657,7.767108,7.862781,1.9659,399,True
MOT,T6W50,TEST,MAE,6.692533,0.371198,6.656046,6.72902,1.9659,399,True
MOT,T6W50,TEST,rho,-0.042743,0.183344,-0.060765,-0.024721,1.9659,399,True
COG,T6W50,VALIDATION,R2,-0.020592,0.05501,-0.025999,-0.015185,1.9659,399,True
COG,T6W50,VALIDATION,RMSE,2.263952,0.192205,2.245058,2.282845,1.9659,399,True
COG,T6W50,VALIDATION,MAE,1.767584,0.129036,1.7549,1.780267,1.9659,399,True
COG,T6W50,VALIDATION,rho,0.069901,0.123699,0.057742,0.08206,1.9659,399,True
COG,T6W50,TEST,R2,-0.028197,0.077619,-0.035827,-0.020568,1.9659,399,True
COG,T6W50,TEST,RMSE,2.193093,0.27796,2.16577,2.220415,1.9659,399,True
COG,T6W50,TEST,MAE,1.705916,0.192771,1.686967,1.724865,1.9659,399,True
COG,T6W50,TEST,rho,0.053918,0.185755,0.035659,0.072177,1.9659,399,True
MOT_V4,T6W50,VALIDATION,R2,-0.016183,0.035268,-0.01965,-0.012717,1.9659,399,True
MOT_V4,T6W50,VALIDATION,RMSE,3.476084,0.178414,3.458546,3.493621,1.9659,399,True
MOT_V4,T6W50,VALIDATION,MAE,2.880029,0.115524,2.868673,2.891384,1.9659,399,True
MOT_V4,T6W50,VALIDATION,rho,-0.011109,0.124767,-0.023373,0.001155,1.9659,399,False
MOT_V4,T6W50,TEST,R2,-0.018923,0.040712,-0.022925,-0.014921,1.9659,399,True
MOT_V4,T6W50,TEST,RMSE,3.490626,0.270548,3.464032,3.51722,1.9659,399,True
MOT_V4,T6W50,TEST,MAE,2.909855,0.177648,2.892393,2.927317,1.9659,399,True
MOT_V4,T6W50,TEST,rho,-0.007355,0.186052,-0.025643,0.010933,1.9659,399,False
COG_V1,T6W50,VALIDATION,R2,-0.013897,0.031444,-0.016988,-0.010806,1.9659,399,True
COG_V1,T6W50,VALIDATION,RMSE,1.390689,0.076902,1.38313,1.398248,1.9659,399,True
COG_V1,T6W50,VALIDATION,MAE,1.084353,0.056993,1.078751,1.089955,1.9659,399,True
COG_V1,T6W50,VALIDATION,rho,-0.020371,0.133153,-0.033459,-0.007282,1.9659,399,True
COG_V1,T6W50,TEST,R2,-0.016262,0.042858,-0.020475,-0.012049,1.9659,399,True
COG_V1,T6W50,TEST,RMSE,1.345322,0.10865,1.334642,1.356001,1.9659,399,True
COG_V1,T6W50,TEST,MAE,1.041962,0.077496,1.034344,1.049579,1.9659,399,True
COG_V1,T6W50,TEST,rho,-0.021164,0.197908,-0.040617,-0.00171,1.9659,399,True
