subject,re_T6W40,pe_T6W40,l2_T6W40,l3_T6W40,lcc_T6W40
CDMS-10-4A-JURAN,-1.3024667059449948,-0.15888889446495505,-0.06940503032521514,-0.24523693479199313,0.9684055186215368
CDMS-10-5A-HEPIHO,-1.422918862114825,-0.7392145386161691,-0.9335880672273817,-0.7499128891319723,1.3661779588853322
CDMS-10-5A-KSRAGU,-0.7403285408607696,-0.4116874219091436,-0.6164150561766344,-1.258838901488594,0.4616838213821475
CDMS-10-5A-SROPU,0.6872028980146744,0.4727153421779755,0.4948070601196027,-1.3948710366430814,0.4379092571941086
CDMS-10-5A-SZURO,0.16948746642290213,-1.1531227056341389,-1.4713589066747181,-0.8813133055151707,0.43718156826455223
CDMS-10-5B-SRAJA,-0.9292189089791315,-1.3095920299242232,-1.4175395039463274,-0.6597080095883394,0.47895744043822636
CDMS-10-5C-DAAUSA,0.6946009382959507,0.9813469198455721,1.0682071146481575,1.3694265812829285,-0.3134150087947014
CDMS-10-5C-ICAPA,1.4453615202828063,1.3520830293739254,0.7208557161985786,1.2362710144908373,-2.228119076416011
CDMS-10-5C-JFALGI,0.17339479088466223,-0.030627007951552522,-0.18623410469329632,0.9478423199072631,-1.2336933051120844
CDMS-10-5C-MAORTO,1.7117847308740057,0.9714337862347878,0.7890176253137353,0.6451795161103371,-1.712484071428654
CDMS-10-5C-NBEMO,0.9932257639496148,0.3046965229444458,0.5527285512019223,0.4885223320007276,-0.9811610382386692
CDMS-10-6B-ASCACO,0.18329349822164515,-1.021111188790632,-1.0701692412050134,0.20094791395276565,-0.638948721965519
CDMS-10-6B-JJMOBE,-0.728589197113538,-0.5678487132604144,-0.04130341803754798,-0.1772784902654775,0.4112059770510012
CDMS-11-4A-GACHSA,1.877574260728831,0.2820921999382305,0.351901834854769,1.3034578576744154,-1.1551948151002873
CDMS-11-5A-EAARCA,0.4060722065028072,-1.0468071636544127,-1.117643001186757,0.04283570878355801,-0.4802221774230099
CDMS-11-5A-MGTHAR,2.8802800380708615,0.6236981307097277,0.3986875400664993,0.9967020815704873,-1.953093786320562
CDMS-11-6A-DFVEBE,-0.9464464194388477,-1.2317481046495922,-1.2334994619939446,-0.7601665126108896,-0.1390170021455989
CDMS-11-6A-NMREPR,0.8290856702926727,-1.3613161588664955,-1.502553457806208,-1.1100344610097497,0.12424878320162906
CDMS-11-6B-ARAHE,0.7177579753493704,-1.299324265297094,-1.3548492213620584,-0.47317735147343093,-0.44182033361537515
CDMS-11-6B-AVROTO,-0.21978561760471724,-1.4014134307300545,-1.5381756421098054,-0.5958278374323387,0.8734273219469636
CDMS-11-6B-EAFESA,-0.1662539325263623,-0.5233864474523785,-0.4912689822447095,-0.5930161841818149,0.39272091674968546
CDMS-11-6B-EFRGR,2.251827777830238,-0.41612590450556824,-0.5941125705272483,3.8402859719668316,-1.229633413987018
CDMS-11-6B-EROCO,0.07347748326640281,0.3461629233638633,0.3037413719023478,0.6369693889141307,-0.8614081857882233
CDMS-11-6B-JACUPE,0.8221405713243816,2.255364376252302,2.7138634264589543,0.47463144138069335,-2.2723873929424387
CDMS-11-6B-JDCHBA,1.4801972570584139,4.330022563095044,3.669509385759746,0.1608364800592457,-1.2804649048283974
CDMS-11-6B-JFSAHE,-1.0724354716030704,-0.6825905910691692,-0.24735092248470408,-0.45954556840242305,1.0868300262843849
CDMS-11-6B-JLPENA,-0.21827338526437332,-0.08152946877326289,-0.2828283691848336,0.04613859970341769,-0.26597864675904015
CDMS-11-6B-JMARME,0.3517212583774587,0.8159787972222174,0.5318239626643259,0.19291340860117448,-0.10620016783706267
CDMS-11-6B-JPSAMA,-0.37573554575853596,0.26424279923925814,0.39768921074736924,-1.0733882522457612,0.7788168339004351
CDMS-11-6B-LESTA,0.3011309939722136,-0.006627417038953456,-0.31504637049847045,0.29823716998749283,-0.7047981112620777
CDMS-11-6B-MAGIMU,1.270477038653781,0.6142302142979815,0.8595359930424185,1.7161592378826074,-1.5409634296400885
CDMS-11-6B-MEBRTA,-0.2017812496223521,2.663383693075748,2.4015794746497527,-0.9463989237499869,-0.3107255571836872
CDMS-11-6B-MMAMO,-0.9179670366510987,-0.2564118306868851,-0.20708470640230237,-0.7106407237111405,0.5720022234429469
CDMS-11-6B-RSECA,0.11593407873655386,0.6996906176987406,0.4591862968058056,-0.3364241095652731,-0.42712609673665053
CDMS-11-6B-SCAPA,-1.0502768747647249,-1.57258506338757,-1.8455567693387978,-0.5466870384977526,1.0189874337659617
CDMS-11-6B-VZAPE,0.8433467994916094,0.7530760207447847,0.458680333487795,-0.9910746494433437,-0.5843077038214313
CDMS-11-6B-YLNIME,-0.4058584453038613,-1.02360458575095,-1.0465605375947111,-0.4083896199564038,0.47664140596504345
CDMS-11-7C-ICARE,0.40922840508771824,-0.277841824346058,-0.0817256250702975,0.5921030820898576,0.0744633009614591
CDMS-11-7C-IMOIB,-1.089930786686487,-0.022156296345277313,0.2143723313625188,-0.5812432474195897,0.7200100848703787
CDMS-11-7C-SALMA,1.1585656268003524,-0.3570579713121957,-0.5801630412655209,-0.28016955196729526,0.0073751546211918715
CDMS-11-7C-SPGAVE,0.38265645922257574,-0.6791670783794591,-0.5886831949224385,-0.38589653278806924,-0.21414695747181905
