feature,selected,ranking
l2_T6W40,True,1
l3_T6W40,True,1
lcc_T6W40,True,1
pe_T6W40,True,1
re_T6W40,True,1
z_asp_T6W40,False,2
z_l3_T6W40,False,2
z_density_T6W40,False,3
z_l1_T6W40,False,3
z_lsc_T6W40,False,3
lsc_T6W40,False,4
z_l2_T6W40,False,4
z_pe_T6W40,False,4
asp_T6W40,False,5
atd_T6W40,False,5
diameter_T6W40,False,5
edges_T6W40,False,6
nodes_T6W40,False,6
z_re_T6W40,False,6
density_T6W40,False,7
l1_T6W40,False,7
z_diameter_T6W40,False,7
