subject,re_T6W40,pe_T6W40,l2_T6W40,l3_T6W40,lcc_T6W40,y_true,y_pred
CSO-10-5A-ARACA,-0.1379175157347353,0.09375592998297315,-0.0725256037741681,0.40698288999457194,0.061834634737492074,7,8.456125956443138
CSO-10-5A-DABRZA,-1.0425626738707743,-0.6725419113830877,0.13720156893682547,-0.5447051051338897,-0.037530719003909196,6,5.943856780782163
CSO-10-5A-GZAMA,0.12213497586640129,0.15741459760239868,-0.017061676979585938,-0.14544803502742817,0.06262403038443916,6,8.283659513083226
CSO-10-5A-IPECA,0.13351748549998674,0.17638737476218755,-0.042714693799673076,-0.16191621223623354,0.07198290308141943,7,8.281252478544687
CSO-10-5A-JANORO,0.12095434559590089,0.04099683789563113,0.249893065857303,-0.13977750594733995,0.057809429429883,7,8.433871794068377
CSO-10-5A-JBUVE,0.14562230329151649,0.15109010582855875,-0.029585446968558124,-0.35825484161161847,0.07035488259438104,9,8.08322262437128
CSO-10-5A-JJSEMO,-0.057620244456202035,0.17269730397819735,-0.0018697770150710004,-0.14301637577977083,-0.04443599690821974,10,8.029750531055933
CSO-10-5A-JLCARI,0.11109691522541527,0.10955427105972065,-0.014145045296367526,0.7360230715312109,0.12347783114697057,9,9.170002664903953
CSO-10-5A-MAARAN,-0.12463430003180777,0.16912053310343805,-0.0873813150715049,-0.31149327636642166,-0.05511620642864082,9,7.694491056442063
CSO-10-5A-MAOSMO,0.12077286578803177,0.10183927382285018,0.009435342016973741,0.7361312770880226,-0.20144534693556881,7,8.87072903301731
CSO-10-5A-RVMOIB,0.15882857709779863,0.14347116113867658,-0.059222619933925316,-0.16774914149142287,0.07114729629184433,4,8.250470894339967
CSO-10-5A-SVHEES,0.12326713097676023,0.1471983577894105,-0.02566953951023193,-0.14277331543871336,0.047608408224616205,6,8.253626663278842
CSO-11-5A-MDVOSPE,0.0576258818907703,0.17184008823150598,-0.038759139059591254,-0.16656349029300352,0.07007626629322465,7,8.198215228299906
CSO-11-5A-MTAGA,0.07364238771638792,0.07342266894763139,-0.029340558518232196,0.4463959062285119,-0.2244949267064696,6,8.443621098904828
CSO-11-6A-CAPAMU,0.1206759881882443,0.14253117822634653,-0.0430729972200228,-0.15214147860299201,0.07227399422616278,9,8.244262306054738
CSO-11-6A-DSCACH,0.12385930889312016,-0.0058266415876601346,-0.10934150830447302,0.5943339883565163,0.022769015200836924,7,8.729789783795342
CSO-11-6A-EROMO,0.03970699877975472,-0.5672735926205641,0.1169338781608435,-0.1478239639610462,0.03781565539888857,7,7.583354596994872
CSO-11-6A-FSOVRE,-0.10310236907391115,0.1602048691784678,0.2725320879005325,-0.3834221716384612,-0.048676246929361816,7,8.001531790674267
CSO-11-6B-ANREVA,0.19322222765982028,0.17127872162691837,-0.013483565525277231,-0.16082855381228633,0.05974109334105486,11,8.35392554452723
CSO-11-6B-DISEMO,0.08257838611280166,0.07636266082868218,-0.029655802400237435,0.4245204909112157,0.023330347179934915,8,8.681131703869395
