feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
edges_T6W200,0.10241882764045143,0.11407260106260937,1.0,112,0.28
cc_T6W200,0.08629644046314405,0.10248836196218968,1.0,8,0.02
diameter_T6W200,0.07116451683148983,0.03869051237813774,1.0,12,0.03
density_T6W200,-0.05171224352026586,0.08126489032328893,1.0,238,0.595
atd_T6W200,-0.05154281351648679,0.13272005783381105,1.0,233,0.5825
l2_T6W200,-0.04964260208765728,0.045550258662884376,1.0,4,0.01
l1_T6W200,-0.039600299593663756,0.039031754437380405,1.0,5,0.0125
nodes_T6W200,0.03153759157407892,0.08308592746634509,1.0,371,0.9275
pe_T6W200,-0.030961047383588236,0.027647122455115972,1.0,4,0.01
asp_T6W200,0.03034530791939628,0.019218930318048586,1.0,7,0.0175
lcc_T6W200,0.029052584714074143,0.0951797858171216,1.0,384,0.96
re_T6W200,-0.026034614204785846,0.01591020382923131,1.0,32,0.08
l3_T6W200,-0.010030634433615734,0.022682118982406213,1.0,320,0.8
lsc_T6W200,-0.007090935148777056,0.24770618434266992,1.0,270,0.675
