feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG
l2,raw,2,T2W30,230,0.13751649215145084,0.03715203525851396,0.13750455300555148,0.03758779103789813,0.017541390576330966,0.7913181700739895,0.02666906802651936,0.6880968165336703
pe,raw,2,T2W30,230,0.1322422949885898,0.04513073258761378,0.1321785385938662,0.04571084401319105,0.026850517690225867,0.6854314482489828,0.03375565707138296,0.6113374151305325
l2,raw,2,T2W10,240,0.13034054787935784,0.04366435801836335,0.13115030719132997,0.04279939187635664,-0.009382462859305576,0.8850292182042261,-0.003920929101279536,0.9519178735623304
l2,raw,2,T2W20,237,0.12716471726138018,0.0505511493168774,0.12831001631225197,0.04897427871606285,0.004488200631854129,0.9452045351333094,0.012844604390537345,0.8443886997413126
l2,raw,2,T2W40,222,0.12191135565211889,0.06983919733238753,0.1223256425071474,0.06952220168935794,-0.010195039565904373,0.8799370144373598,0.0009572292350705863,0.9887106766370931
pe,raw,2,T2W40,222,0.12129987513085844,0.07126409597824865,0.12152375949797323,0.07138446727804507,0.007056911301742997,0.9167302443210059,0.015433214831926886,0.8195344941101788
pe,raw,2,T2W10,240,0.12053818615072556,0.062262207634636524,0.12136279850102248,0.061024618690169355,0.00971318580022819,0.8810060860526456,0.015531181956637625,0.8112127190080965
pe,raw,2,T2W20,237,0.1107963656904043,0.08877149263936356,0.1117865102985337,0.08661073371024722,0.00909554891577643,0.8892235568445863,0.016657042335672237,0.7990711942608055
lsc,raw,2,T2W40,222,-0.1072947351350123,0.11088313907806932,-0.10750250648934578,0.11100354451778409,0.11993092744130233,0.0745399486200578,0.1127961907879091,0.09439247194154513
cc,raw,2,T2W20,237,-0.09848287328418452,0.13058830552088155,-0.09896696426833605,0.12951656786276394,-0.06195022873953221,0.34232484249838735,-0.06655667918548999,0.3086001710842477
l3,raw,2,T2W10,240,-0.09467083096218676,0.14366907876228346,-0.0940468806614295,0.14719199737158178,-0.09508801564573734,0.14190432577335874,-0.09031113028610654,0.16401269622527728
atd,raw,2,T2W40,222,0.08660100805294593,0.19863226255101302,0.08676881781747196,0.19878487796129282,-0.013188765198476912,0.8450740767008582,-0.004857463789333669,0.9427592334922371
lcc,raw,2,T2W40,222,-0.08575255753060824,0.20308288576095507,-0.08607128967925248,0.20243232695059982,0.0593725661716402,0.3786349126960948,0.0483705308493281,0.4743491085787605
cc,raw,2,T2W10,240,-0.08542386093730521,0.18720802699885797,-0.08531296147690899,0.18871525104879383,-0.09604621493365233,0.13791369066383619,-0.09598223160194627,0.1390100153171692
nodes,raw,2,T2W40,222,-0.08214348878277422,0.2228205235327144,-0.08242058681595711,0.2223135667987272,0.05373485531594758,0.4256326491723888,0.043206087583522686,0.5228484980762094
diameter,raw,2,T2W20,237,-0.07990072023941432,0.22038206481451678,-0.08073308828475147,0.21657823713553853,-0.013175977209262129,0.8400903552826644,-0.019939158623823464,0.7605831583252602
l3,raw,2,T2W20,237,-0.07823103453053534,0.23020784701083338,-0.07790799301637844,0.2331422075476574,-0.05456785531444439,0.40301808466334127,-0.052099009376562026,0.42565327866352737
asp,raw,2,T2W30,230,-0.0764644153753223,0.24808475540071617,-0.07633901902430432,0.2499062748861486,-0.012880794066066133,0.8459483125004176,-0.020259610883354384,0.7604140296731043
nodes,raw,2,T2W30,230,-0.07515923421017731,0.25627380737054145,-0.07502910513178254,0.2581486370060365,0.04082292459640936,0.5378984900989073,0.03247695465047681,0.6249089053335887
asp,raw,2,T2W20,237,-0.07442783686713846,0.25373357095777055,-0.07519502187271604,0.24987040258399032,-0.010011970007007247,0.8781449455525007,-0.016290855005495257,0.8033974556314815
diameter,raw,2,T2W30,230,-0.07222225649343732,0.2753775690678295,-0.07208724067200253,0.2773364425215401,-0.014752670020334889,0.823902547902667,-0.023259664091521925,0.7262607866717121
nodes,raw,2,T2W20,237,-0.07203470546701311,0.26936219831588215,-0.07297339301363465,0.2641758203586417,0.026494388044306587,0.6848964039759401,0.019379431141297723,0.767108227538291
atd,raw,2,T2W30,230,0.06869304149989172,0.29958146464289187,0.0685572014621338,0.3016051363722495,0.003498893511211183,0.9579116613192022,0.010874341396323584,0.869996466527678
asp,raw,2,T2W40,222,-0.0657325413442966,0.3296005952392418,-0.06579635022493052,0.330234485910073,-0.0036381653452331212,0.9570135580289534,-0.009629545557937791,0.8868075199191237
lcc,raw,2,T2W30,230,-0.06277746657082221,0.3432234384441819,-0.06262118600214185,0.345491153882331,0.0694599521033145,0.2942055791277769,0.060084940023766985,0.3654163785137014
cc,raw,2,T2W30,230,-0.06119045902593572,0.3555857007824439,-0.06104499679578495,0.35779165363082416,-0.03523840236076617,0.5949543872307184,-0.04298346693669441,0.5175040619620531
diameter,raw,2,T2W40,222,-0.05715789790737427,0.39670594223726213,-0.057208102249388326,0.39736861982998267,-0.008019010783038268,0.9054274872605461,-0.013744210166032425,0.8389995952225416
lcc,raw,2,T2W20,237,-0.05491822200355469,0.4000003368074119,-0.05587954522944295,0.3928015040380328,0.07524478461209454,0.2485449374853176,0.06840887277744623,0.2953008705246243
atd,raw,2,T2W20,237,0.05490486425035431,0.4001151405461556,0.05548981658245494,0.39611580300738164,0.02228745640112442,0.7328481107240006,0.027414320132081522,0.6752238530991851
cc,raw,2,T2W40,222,-0.05354659672611233,0.4272582319534098,-0.053548910135480854,0.4282930793008625,-0.01737760192894621,0.7968096376348859,-0.018698204526908842,0.7822280817610985
