feature,selected,ranking
atd_T6W30,True,1
density_T6W30,True,1
l1_T6W30,True,1
edges_T6W30,False,2
re_T6W30,False,2
l2_T6W30,False,3
lcc_T6W30,False,3
asp_T6W30,False,4
nodes_T6W30,False,4
diameter_T6W30,False,5
pe_T6W30,False,5
l3_T6W30,False,6
lsc_T6W30,False,6
