target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T2W10,VALIDATION,R2,0.003809,0.044541,-0.000569,0.008188,1.9659,399,False
MOT,T2W10,VALIDATION,RMSE,7.715294,0.357176,7.680184,7.750403,1.9659,399,True
MOT,T2W10,VALIDATION,MAE,6.569225,0.291941,6.540528,6.597922,1.9659,399,True
MOT,T2W10,VALIDATION,rho,0.07988,0.133781,0.06673,0.09303,1.9659,399,True
MOT,T2W10,TEST,R2,0.002495,0.065601,-0.003953,0.008943,1.9659,399,False
MOT,T2W10,TEST,RMSE,7.643436,0.532153,7.591127,7.695745,1.9659,399,True
MOT,T2W10,TEST,MAE,6.532582,0.442649,6.489071,6.576093,1.9659,399,True
MOT,T2W10,TEST,rho,0.078336,0.209113,0.05778,0.098891,1.9659,399,True
COG,T2W10,VALIDATION,R2,-0.006109,0.045153,-0.010547,-0.001671,1.9659,399,True
COG,T2W10,VALIDATION,RMSE,2.262712,0.183683,2.244657,2.280767,1.9659,399,True
COG,T2W10,VALIDATION,MAE,1.771923,0.124898,1.759646,1.7842,1.9659,399,True
COG,T2W10,VALIDATION,rho,0.097292,0.122891,0.085212,0.109372,1.9659,399,True
COG,T2W10,TEST,R2,-0.013086,0.068277,-0.019797,-0.006375,1.9659,399,True
COG,T2W10,TEST,RMSE,2.215849,0.292417,2.187106,2.244593,1.9659,399,True
COG,T2W10,TEST,MAE,1.745037,0.193728,1.725995,1.76408,1.9659,399,True
COG,T2W10,TEST,rho,0.090853,0.179564,0.073203,0.108503,1.9659,399,True
MOT_V4,T2W10,VALIDATION,R2,-0.00544,0.048081,-0.010167,-0.000714,1.9659,399,True
MOT_V4,T2W10,VALIDATION,RMSE,3.487429,0.170658,3.470654,3.504204,1.9659,399,True
MOT_V4,T2W10,VALIDATION,MAE,2.876664,0.128288,2.864054,2.889274,1.9659,399,True
MOT_V4,T2W10,VALIDATION,rho,0.058722,0.136457,0.045309,0.072135,1.9659,399,True
MOT_V4,T2W10,TEST,R2,-0.011764,0.074411,-0.019078,-0.00445,1.9659,399,True
MOT_V4,T2W10,TEST,RMSE,3.458501,0.258874,3.433055,3.483948,1.9659,399,True
MOT_V4,T2W10,TEST,MAE,2.854637,0.192861,2.835679,2.873595,1.9659,399,True
MOT_V4,T2W10,TEST,rho,0.057708,0.204369,0.03762,0.077797,1.9659,399,True
COG_V1,T2W10,VALIDATION,R2,0.011313,0.064411,0.004982,0.017645,1.9659,399,True
COG_V1,T2W10,VALIDATION,RMSE,1.336208,0.079908,1.328353,1.344063,1.9659,399,True
COG_V1,T2W10,VALIDATION,MAE,1.046561,0.062088,1.040458,1.052665,1.9659,399,True
COG_V1,T2W10,VALIDATION,rho,0.131598,0.126548,0.119159,0.144037,1.9659,399,True
COG_V1,T2W10,TEST,R2,0.02031,0.093451,0.011124,0.029496,1.9659,399,True
COG_V1,T2W10,TEST,RMSE,1.338242,0.118949,1.32655,1.349934,1.9659,399,True
COG_V1,T2W10,TEST,MAE,1.059302,0.095249,1.04994,1.068665,1.9659,399,True
COG_V1,T2W10,TEST,rho,0.155855,0.203718,0.13583,0.17588,1.9659,399,True
