feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_atd_T7W50,-0.15252442461233395,0.16105748472033712,1.0,400,1.0
z_density_T7W50,0.09343765715266247,0.07610451949472051,1.0,400,1.0
z_re_T7W50,-0.0925494400884238,0.08158453969137303,1.0,400,1.0
z_asp_T7W50,-0.09017363168038241,0.06456115247572645,1.0,400,1.0
z_diameter_T7W50,-0.07040590699318812,0.0732535667053536,1.0,400,1.0
z_l1_T7W50,-0.040474015449802926,0.06354355013359832,1.0,400,1.0
z_lsc_T7W50,-0.03198787763538631,0.0904179801334015,1.0,400,1.0
z_l2_T7W50,-0.02399576086430547,0.05247517880049991,1.0,400,1.0
z_pe_T7W50,-0.014815745732446267,0.061381636502085286,1.0,400,1.0
z_l3_T7W50,-0.007186258698689674,0.08391423070653689,1.0,400,1.0
z_lcc_T7W50,-7.000685499379412e-19,6.25486605646369e-17,0.0,400,1.0
z_edges_T7W50,0.0,0.0,0.0,400,1.0
z_nodes_T7W50,0.0,0.0,0.0,400,1.0
