subject,edges_T2W30,density_T2W30,diameter_T2W30,asp_T2W30
CDMS-14-10A-JCVANI,0.5121684188005443,0.41948851183024977,-0.45444348915137084,-0.38769466122397195
CDMS-14-6B-KDCAHE,-1.368832710474493,1.2783594073206628,-1.5073406936148739,-1.6009641231504186
CDMS-15-10A-AMALOS,0.5121684188005443,-0.6511584872859956,0.9496935358055532,1.0594453908718062
CDMS-15-10A-JJMACH,0.5121684188005443,-0.7035918174248588,0.11000476507635254,0.36563021105745247
CDMS-15-10A-MAALCA,0.5121684188005443,-0.47138230320630786,-0.22647587888074183,-0.18020925187254289
CDMS-15-10A-MAALRI,0.16138712712493272,-0.49228010051806953,1.4076864569525154,1.3805826825095466
CDMS-15-10A-SGOMO,0.5121684188005443,-0.16595078085478954,-0.5518193074919349,-0.493599623211801
CDMS-15-10A-SHEGA,0.12684048476294685,0.7922379685649271,-0.7292258765311483,-0.7023121835202778
CDMS-15-11B-JEMOLO,-0.33555303608219333,0.24353251447173352,0.28580748187359245,0.018132248934067962
CDMS-15-11B-VSAHO,0.5121684188005443,-0.6693764521287168,1.5362969214677358,1.4878319196813343
CDMS-16-10A-SGALO,0.5121684188005443,-0.7936408900390689,0.5431560639705498,0.5979053919015355
CDMS-16-11B-NGABE,0.5121684188005443,-0.4933361610123695,0.2992277042577886,0.2961924917788971
CDMS-17-10A-ASSAMO,0.5121684188005443,-0.5038989608794179,0.5816115502586009,0.6655434109169751
CDMS-18-7C-VVECA,0.5121684188005443,0.06957712427798553,0.969258768278916,0.9260299605953503
CDMS-8-4A-DJAVDA,0.5121684188005443,1.626531954828536,-1.9826071490552206,-2.0072833172054767
CDMS-8-4A-DOSTR,0.5121684188005443,0.9839677470613665,-0.8000928671823927,-0.8287493883619933
CDMS-8-4A-LGOPA,-1.0468595442021995,1.3523085791588176,-1.2337746219370131,-1.252401683179159
CDMS-8-4C-JDBUTU,-4.041834315233751,2.246472272773852,-1.8211130995611784,-1.824760801718806
CDMS-9-4A-ACDUTR,-0.349399666016755,1.509826542909524,-1.3337471287666587,-1.6026630645027773
CDMS-9-4A-CARGA,0.5121684188005443,0.8789619131356929,-1.2245538567439882,-1.3056721971304617
CDMS-9-4A-CRAAG,0.5121684188005443,0.8223023738119544,-1.4522145493597878,-1.3205909356138554
CDMS-9-4A-EROHI,0.5121684188005443,-0.28250606752801866,-0.01692176536992711,0.21567455621961376
CDMS-9-4A-ILOSE,0.06304446919379292,-0.4540661935344224,-0.13308394243843802,-0.053595741597918696
CDMS-9-4A-TGAFR,-1.0955791680460238,0.1938058337819594,-1.363621725534111,-1.3376664705740264
CDMS-9-4C-SCAMO,0.1011519558270965,-0.55817090735018,0.3376114172307706,0.38080579807252085
CDMS-9-5A-ABERO,0.5121684188005443,0.7320145731100628,0.5148467043574776,0.432064496624765
CDMS-9-5A-VVAAR,0.5121684188005443,-0.6385052018634185,1.2118028263831793,1.3233814349417297
CDMS-9-5C-JDMADE,0.18768173750572453,-0.28063762147114474,0.34647261669976315,0.3468092578655483
CDMS-9-5C-LVIZAC,-0.31240417434830275,0.45536618570379445,0.29239526556063167,0.27092837440402673
CDMS-9-5C-MLOGO,0.5121684188005443,0.556992534755766,-0.6725653222342327,-0.5885981192353947
CDMS-9-5C-SCAAG,-1.826373525703555,1.370926114445235,-1.281261562681095,-1.6673089541038648
CDMS-XX-10A-VGILO,0.22536610485193023,-0.5039727149566041,-0.3915534087400977,-0.18915042947121335
CDMS-XX-5C-MPCAQU,0.5121684188005443,0.27370976333827857,-0.37143508449847923,-0.3120299094754373
CDMS-XX-6B-SPUCA,0.4701586832705393,-0.09396192192163118,-0.3693416886315796,-0.23701347661438033
CSO-10-4A-KCOMO,-0.26734556270081933,-0.7549234418037944,0.452830514835534,0.43999428403155366
CSO-10-4A-LRAVI,0.5121684188005443,-0.9372748880524079,0.3392302902106835,0.29915069330609034
CSO-10-4A-LSCAVA,0.5121684188005443,-0.7402642130584861,1.455311441128993,1.3002482219316314
CSO-10-5A-ACAVA,-1.371657036494428,0.1245697913070312,0.31944406490064775,0.12030117869755055
CSO-10-5A-ARACA,0.5121684188005443,0.9193757792836229,-0.9653701742530755,-1.0178729694648783
CSO-10-5A-DABRZA,0.10607430867707399,0.5578677107819718,-0.4034640412620569,-0.3007338076226094
CSO-10-5A-GZAMA,0.4433877733739575,0.7597319343901644,-0.8706391927175677,-1.002391836873797
CSO-10-5A-IPECA,0.5121684188005443,-0.7865640229009899,0.1557345572267618,0.272646118461235
CSO-10-5A-JANORO,0.3406753428702335,-0.6577472789834825,0.9933628989604035,0.9323322105669711
CSO-10-5A-JBUVE,0.5121684188005443,-1.0805888875139935,1.5252166352941163,1.60698298225243
CSO-10-5A-JJSEMO,-1.4609763468747894,0.3899602142986124,-0.8627828973738774,-0.837606956338906
CSO-10-5A-JLCARI,0.35965481372418207,-0.2253395345359526,0.7224808717593838,0.5910898476966174
CSO-10-5A-MAARAN,0.5121684188005443,0.4651241103917353,-1.5399404241028025,-1.4578123564173917
CSO-10-5A-RVMOIB,0.1415798046441602,-0.6186991860924116,0.9381690612758912,0.846247731389948
CSO-10-5A-SVHEES,0.11088015613415991,-0.11556402565869586,0.3776904973961628,0.3273163951776167
CSO-11-5A-MDVOSPE,0.5121684188005443,0.041099273579432334,-0.09226162328120954,0.08746907041750285
CSO-11-5A-MTAGA,-1.79979918542509,-0.3718260730943493,-0.24356398255758854,-0.23688743135834597
CSO-11-6A-CAPAMU,0.16259256111693893,0.24914394799812012,-0.4345743047750241,-0.48152259339368525
CSO-11-6A-DSCACH,0.5121684188005443,-0.7270717356024805,0.879728656250272,0.8319571286226812
CSO-11-6A-EROMO,0.07179363704327703,-0.6804670742722331,0.4143922499923051,0.5114282720367801
CSO-11-6A-FSOVRE,-1.029143317349887,-0.3369841779601536,0.8707602519484117,0.744560760365199
CSO-11-6B-ANREVA,0.5121684188005443,-0.0711794923874521,-1.0206230129152845,-0.9681379377626205
CSO-11-6B-DISEMO,-5.604018205287103,-0.6024075349363665,-0.2292431831199067,0.05080065178148602
CSO-11-6B-LHFDLACH,0.5121684188005443,-0.5204977724095943,1.595655597397838,1.532126789204485
CSO-11-6B-RJGIHE,0.5121684188005443,0.03927814134951843,-0.6329194533384326,-0.6345911223617388
CSO-11-6B-SFLVA,0.5121684188005443,-0.7704047485915524,1.3146911979953553,1.1830310510703563
CSO-11-6B-VCOMA,0.5121684188005443,-0.476858735828836,0.6353334526992142,0.7194726505407318
CSO-12-6A-DGISE,-2.9956444979556043,-0.20972297007765933,-0.3908814237295685,-0.09088424981450405
CSO-12-6A-FJOVRE,-0.0934971207832391,0.4817093966439145,0.033682573462571544,-0.150287363277132
CSO-12-6B-GQULO,0.5121684188005443,-0.2936158150933485,1.064083383196054,0.9402609120273668
CSO-12-6B-LJHEFE,0.30064201175997624,-0.3744777210553848,1.5450466090420227,1.558066261272037
CSO-12-7A-DALRE,0.5121684188005443,6.4880107101230164,-3.217052735366296,-3.2125062354576186
CSO-12-7A-ESALA,0.5121684188005443,-1.0154710380785983,0.7589809271449741,0.9316761750981837
CSO-12-7A-IMERO,0.5121684188005443,0.25488949649570913,-0.2840358070553851,-0.16710691378146525
CSO-12-7A-JHEZA,0.5121684188005443,0.41162143832416487,-0.5525483515768925,-0.3610226928894597
CSO-12-7A-LSARAR,-0.47001919789118135,-1.4393696080557126,2.493950226473378,2.4258891213519704
CSO-12-7A-SCAHO,0.16417110563028747,-0.29500202273385057,0.19931341123258667,0.008463715426749953
CSO-12-7B-DVAGRO,0.5121684188005443,0.24503973024725054,-0.056835357805684154,-0.08451875946681181
CSO-12-7B-SMUGU,0.22345953676300404,-0.06748515109074424,-0.547852144522504,-0.5072480320198159
CSO-12-7B-SSARA,0.5121684188005443,-0.476000451430551,0.5574426247827421,0.6157024029375486
CSO-12-7B-VHOMA,0.5121684188005443,-0.460021186244641,0.2993751792290442,0.2904915483744355
CSO-12-8A-YTOME,0.5121684188005443,-0.432863853702481,-0.37307382095053776,0.020592530256690243
CSO-13-6A-ANASA,0.12241142804985002,-0.8207912739041481,0.9481684312177622,0.7512819907561877
CSO-13-6B-JETAVE,-0.30783979550609103,0.1372885547376604,-0.3672921317365663,-0.45484175197718857
CSO-13-6B-LFMIES,-1.6230220522684191,-1.209497181116628,0.28890445626994415,0.46813131117895246
CSO-13-6B-LJMAHU,-1.2559974416781685,-0.6013607387939665,0.9320931632198706,0.21016186092641487
CSO-13-7A-CAPAMU,-0.009506322665748749,0.11626524957907433,-0.5251233523714912,-0.524316357539685
CSO-13-7A-CDDITR,0.5121684188005443,0.41414050689234,-1.7420332845885098,-1.4585907873180677
CSO-13-7A-JJATFL,-0.29170537462273977,-0.2357499789283164,-0.2617763035815969,-0.3824366013754957
CSO-13-7A-KRAMA,-1.826373525703555,-0.2791345236681327,1.3186484430573628,0.7249635824625843
CSO-13-7A-RXCHLU,0.5121684188005443,1.3390410132301798,-1.3083969573919987,-1.2752690898386516
CSO-13-7A-YAMEZA,0.5121684188005443,-0.2509705553292702,0.3223571971984828,0.40896611286677154
CSO-13-8A-KIGAGU,0.5121684188005443,-0.6824417263241827,1.6258785129812956,1.6549693432690529
CSO-13-8A-MBUAN,-3.314536581297073,-1.3036096179354115,1.3995920920529559,0.7077232897079881
CSO-13-8A-MGAAN,-0.08205125562263145,-0.9228265967981117,1.006285574638301,0.9832303504042709
CSO-13-8A-MGAHE,0.5121684188005443,0.5087741965925431,-1.3752250837278945,-1.3221354700366903
CSO-13-8A-MJAGA,0.5121684188005443,0.21411945273076233,-0.2840358070553851,-0.38828411089749226
CSO-13-8A-VHODU,0.01714859113179216,0.2556711969294476,-0.4608120098253235,-0.39698958123947214
CSO-13-8B-FCJISA,0.12241142804985002,-0.9195598211168465,0.4183751914508189,0.3329983019484019
CSO-13-8B-JEMABE,-0.22932049043246133,2.241163802678535,-1.3959251513070472,-1.5231938732116037
CSO-13-9B-DMLLLU,-2.8457379630514836,0.06864869394348203,-0.37535684694784904,-0.4385355094493204
CSO-14-7B-EVEGO,0.5121684188005443,-0.6527057588996115,1.4445493289473237,1.3494165192629597
CSO-14-8A-AQUMA,-0.14625601217634912,0.18903611410228727,0.06174288768307232,0.005759296489700188
CSO-14-8A-SZARA,-0.16566982598325558,0.530270012325275,-1.1202188940707316,-0.9440291294087788
CSO-14-8B-JLLORA,0.5121684188005443,0.41047048109030826,0.11602540606256112,-0.09320170107497265
CSO-14-9A-AEDCAGO,-0.39206779974104083,-0.5422711601580095,0.26681270557595815,0.3214782965004014
CSO-14-9A-HASACA,0.20174249696371285,0.26703497823775313,-0.08232136849645612,0.02691945897345627
CSO-14-9A-JSMAAL,0.5121684188005443,-0.3438332459511731,0.5337948390926842,0.4322990764478754
CSO-14-9A-MARJA,0.5121684188005443,-0.9666829897270438,1.5041443053389303,1.2794258521952897
CSO-14-9A-SORZU,-0.21705433808783214,1.281612197188684,-1.1035684940903385,-1.3639640373754476
CSO-14-9B-ERAGA,0.5121684188005443,0.3354339584528461,-0.7722442427950986,-0.7470004687342885
CSO-14-9B-MFEGA,0.5121684188005443,-0.39571370284659496,-0.06068621287771429,-0.014816802808906173
CSO-15-10A-LJRAGU,-0.5818862920785642,-0.6213066498098065,0.38244757180891675,0.30624372082838885
CSO-15-10A-MAARLO,-0.7988323682699395,-0.15997629070797403,0.298758465712887,0.3613753840263422
CSO-15-10A-SFEGA,-0.8241412637732302,-1.4063109331221395,2.158149716925945,2.4890304119663553
CSO-15-10B-MEBUAR,0.5121684188005443,0.16281665922243937,0.2145770707574693,0.180764122370832
CSO-15-10B-YVBUAN,0.5121684188005443,-0.21752827586294993,-0.023770843361860958,0.013994556477523623
CSO-15-10C-ALBAHO,0.5121684188005443,-1.7328695872955766,0.42826830410583616,2.2075887951096225
CSO-15-10C-SSCAMO,0.5121684188005443,0.1899694710013373,0.820506250780516,0.7564536585266585
CSO-15-11C-JETALO,0.5121684188005443,0.21273605200308665,0.32810053847378945,0.1471203392439505
CSO-15-7B-JCRAGA,0.5121684188005443,-0.7861223240661029,-0.551149848740843,-0.637826582451744
CSO-15-8A-VBMABR,0.5121684188005443,0.5274341202505672,-1.2844629294728307,-1.2400523988423007
CSO-15-8B-KEPOGO,0.5121684188005443,-0.26472795825820217,-0.18534306876196227,-0.06174679299796893
CSO-15-9B-ALRIHE,0.5121684188005443,-0.5630862018653124,0.26681270557595815,0.2935369075585501
CSO-15-9B-AMSAGO,0.5121684188005443,-0.7065271764289868,1.6791438163889563,1.57164137735484
CSO-15-9B-JCAPA,0.05954739728361812,0.012387669724474009,0.04339430855904682,-0.13315412925443476
CSO-15-9B-KSBEJA,-0.6925350071561138,0.22146836505811568,-0.8236601336926741,-0.8852985116468706
CSO-15-9B-RMCHLU,0.5121684188005443,-0.1025250082189296,-0.781164717969987,-0.6155602686562629
CSO-16-10A-JEGAHE,-1.826373525703555,4.119483592216532,-1.352491973797217,-1.7726496034846047
CSO-16-10A-MSACO,0.5121684188005443,0.0058090974040327535,1.3440878755988355,1.21425607063017
CSO-16-10A-YKMUJO,0.5121684188005443,0.5835818651875705,-1.5661832071455832,-1.4273876132733314
CSO-16-10B-JESUGU,0.19327633545907547,-0.20505097555580573,-0.31641326665362207,-0.24886797230998048
CSO-16-10B-LTVIFA,0.5121684188005443,-0.7732805658789249,1.110893077302007,1.063447029721847
CSO-16-10B-VVILI,0.5121684188005443,-0.968561992816514,0.889170964268979,0.8913533456829745
CSO-16-10C-ACALGU,-0.29040810653222443,0.05751497469236882,-0.5074211200231048,-0.5241960009644215
CSO-16-10C-MAVAVE,0.5121684188005443,-0.3055491885130045,0.0659756958428011,-0.045614212206589386
CSO-16-11A-JAVABO,0.5121684188005443,-0.058620165259993154,-0.4045795797134375,-0.43646711719653947
CSO-16-11A-JDMUVA,0.5121684188005443,-1.0939160376900048,0.5258442097443606,0.6750371715119566
CSO-16-11A-VZAOR,0.5121684188005443,-0.9408889447736073,1.998840483633446,1.853174784360064
CSO-16-11B-KRORE,0.5121684188005443,-0.008171742589885372,-0.5480795723996315,-0.32294353502973483
CSO-16-11B-LLOZA,0.11734964894920352,-0.7102992326763489,1.131321712524705,1.1612312341612678
CSO-16-11B-YAROMO,0.2260177167304223,-0.3670713124911684,0.43427930926331443,0.4966400839814666
CSO-16-9A-JALEMO,0.5121684188005443,-1.0115600330981869,1.155035442904849,1.1862012135150781
CSO-16-9A-JPROSO,0.5121684188005443,-0.5772964759281844,0.9766794339379263,0.8744244732957347
CSO-16-9A-JSMAGU,0.5121684188005443,0.2171805331112243,-0.3529684629742135,-0.32225168855631053
CSO-16-9B-SJPAJI,0.2198506757375319,1.8672798673685407,-1.8867200571681328,-2.0454480972894844
CSO-17-10A-YVGOCA,0.06865184311873124,-1.3949135763253668,1.1160102045373597,1.1887955006430935
CSO-17-10B-EHECO,-0.32508733910834064,-0.6004159257238989,-0.24006641747753235,-0.23403119260387434
CSO-17-10B-YCQUVE,-1.4145548184952839,-0.32851578842270696,0.45514770452701464,0.4836006047523278
CSO-17-11A-DJAPA,-1.0822919979067998,1.8110069493335723,-1.4820018121901661,-1.56867136949912
CSO-17-11A-JDAMO,0.5121684188005443,0.47906094432238666,-1.3939050035158926,-1.305803230966722
CSO-17-11A-NPAHE,0.5121684188005443,0.08468841348882539,-0.14685131157248413,-0.2054882807701767
CSO-17-11A-RLPAIG,0.5121684188005443,0.3346372030312505,-0.802779018444535,-0.8711253869205107
CSO-17-11A-SPUVA,0.5121684188005443,-0.06790336293714062,1.7638385125331262,1.9613001081414227
CSO-17-11B-CDBEBU,-1.3981897893859023,-0.07323172428070511,1.2308644856959448,1.332284696236527
CSO-17-11C-JDAAG,0.5121684188005443,-0.6154709089236526,0.433747566499384,0.4433509415318138
CSO-17-11C-MAPAMA,0.2258163439633063,-0.3976739971312307,0.3022825429480687,0.26758892934462064
CSO-17-11C-MCAAG,0.5121684188005443,-1.2122249540135532,2.374513375510991,2.3674763522842004
CSO-17-11C-SARJA,0.5121684188005443,-0.3040979366184753,1.1850914222146338,0.9624764593203915
CSO-18-11A-ADBAHO,0.5121684188005443,-0.7059908470946186,0.34991485187810223,0.4637431334408484
CSO-18-11B-YLLRE,0.5121684188005443,-0.7308684479042424,1.1958373894088763,1.122361203702893
CSO-18-9B-MAMOLO,0.31211615806125714,0.2503885408762419,0.5417326757952348,0.43864797423471086
CSO-8-3A-DAPAVA,-0.13065353750863615,-0.25773998691871236,0.9751558207319866,0.9549109762458563
CSO-8-3A-KVPECO,-5.385024310818485,-0.7697729605719837,0.3353590722152423,0.6537823980227149
CSO-8-4A-ARAGR,-0.29290339815988575,0.32020079052962097,-1.0080170347930197,-0.8637933865907245
CSO-8-4A-JRAAR,-5.167147732137979,-1.3635514687717307,-0.69106672771894,-0.6496152270049471
CSO-9-2A-EXMOCO,-0.9223993286683684,-0.8476514279906171,1.1764869082667841,1.3087929255909438
CSO-9-4A-AGAPE,0.5121684188005443,-0.77197996398827,1.32854155571238,1.242489961976767
CSO-9-4A-DKVIMO,0.5121684188005443,0.7732838218657713,-1.3464554982789012,-1.214903182621968
CSO-9-4A-DSMOMU,0.5121684188005443,-0.5726351481649036,0.38117381741748985,0.34621097083381
CSO-9-4A-DVGATO,0.5121684188005443,-0.08730773731670667,0.461958363417515,0.4107975352086382
CSO-9-4A-FAGIGA,0.5121684188005443,-0.08214872102240896,-0.2758484034788183,-0.18177847890888285
CSO-9-4A-GSBRCO,0.5121684188005443,-0.20588734259754013,0.3207507024211223,0.22179951915225174
CSO-9-4A-KEMOCO,-0.31763678731381484,0.9386543617696633,-0.4219011188930407,-0.7330720874872454
CSO-9-4A-LCOMO,0.5121684188005443,6.614326398041934,-3.3302725377661395,-3.2764233998107364
CSO-9-4A-MLORO,0.011052287835377808,1.3132246647201942,-2.081755706652753,-2.025537723657721
CSO-9-4A-MPAME,0.5121684188005443,-0.4737015796530413,1.1865275192129427,0.8398419828589245
CSO-9-4A-NSARPA,-0.7038733923415863,-0.39688079003338367,0.043624084078777305,-0.009849584178300268
CSO-9-4A-SLOCA,0.5121684188005443,1.309150121589702,-1.3999789145412982,-1.3794691229413787
CSO-9-4A-YVDITR,0.5121684188005443,-1.200898559988649,0.25019227631553087,0.7514009245707476
