feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
l1_T6W50,-0.15750176436166735,0.14198045082436564,1.0,31,0.0775
density_T6W50,0.08853941152133732,0.11099257177405583,1.0,355,0.8875
l3_T6W50,0.0816281231884883,0.06549919050655037,1.0,72,0.18
asp_T6W50,-0.07695178434679746,0.06041443593437972,1.0,103,0.2575
pe_T6W50,0.0740463798005638,0.0634869505965134,1.0,16,0.04
atd_T6W50,0.06966270727435389,0.03914866736698668,1.0,316,0.79
lcc_T6W50,-0.06548480888309904,0.04171690564742552,1.0,347,0.8675
l2_T6W50,0.06427711721674766,0.06807678306424397,1.0,15,0.0375
nodes_T6W50,-0.06381035761546457,0.06132535128299442,1.0,341,0.8525
lsc_T6W50,-0.06091945395679793,0.03803881112602135,1.0,299,0.7475
re_T6W50,0.05886361534143632,0.031979571093628915,1.0,49,0.1225
diameter_T6W50,-0.05505814011004799,0.06340235369552377,1.0,46,0.115
edges_T6W50,0.008072930830159562,0.040479922021802256,1.0,10,0.025
