target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T2W40,VALIDATION,R2,-0.003981,0.035546,-0.007475,-0.000487,1.9659,399,True
MOT,T2W40,VALIDATION,RMSE,7.630034,0.356117,7.595029,7.665039,1.9659,399,True
MOT,T2W40,VALIDATION,MAE,6.483041,0.268493,6.456649,6.509433,1.9659,399,True
MOT,T2W40,VALIDATION,rho,0.072175,0.133549,0.059048,0.085303,1.9659,399,True
MOT,T2W40,TEST,R2,-0.011175,0.052613,-0.016346,-0.006003,1.9659,399,True
MOT,T2W40,TEST,RMSE,7.60134,0.504295,7.55177,7.650911,1.9659,399,True
MOT,T2W40,TEST,MAE,6.396706,0.394053,6.357972,6.43544,1.9659,399,True
MOT,T2W40,TEST,rho,0.051241,0.192233,0.032346,0.070137,1.9659,399,True
COG,T2W40,VALIDATION,R2,-0.013607,0.019297,-0.015504,-0.01171,1.9659,399,True
COG,T2W40,VALIDATION,RMSE,2.254034,0.190672,2.235292,2.272776,1.9659,399,True
COG,T2W40,VALIDATION,MAE,1.774902,0.129627,1.76216,1.787644,1.9659,399,True
COG,T2W40,VALIDATION,rho,-0.018284,0.130433,-0.031105,-0.005463,1.9659,399,True
COG,T2W40,TEST,R2,-0.018512,0.031849,-0.021643,-0.015382,1.9659,399,True
COG,T2W40,TEST,RMSE,2.172644,0.289574,2.14418,2.201108,1.9659,399,True
COG,T2W40,TEST,MAE,1.676551,0.181994,1.658662,1.694441,1.9659,399,True
COG,T2W40,TEST,rho,-0.041039,0.190176,-0.059733,-0.022345,1.9659,399,True
MOT_V4,T2W40,VALIDATION,R2,-0.013187,0.034305,-0.016559,-0.009815,1.9659,399,True
MOT_V4,T2W40,VALIDATION,RMSE,3.470104,0.188796,3.451546,3.488662,1.9659,399,True
MOT_V4,T2W40,VALIDATION,MAE,2.849215,0.124604,2.836967,2.861464,1.9659,399,True
MOT_V4,T2W40,VALIDATION,rho,0.025482,0.135104,0.012201,0.038762,1.9659,399,True
MOT_V4,T2W40,TEST,R2,-0.017713,0.047206,-0.022353,-0.013072,1.9659,399,True
MOT_V4,T2W40,TEST,RMSE,3.38427,0.278164,3.356927,3.411612,1.9659,399,True
MOT_V4,T2W40,TEST,MAE,2.777288,0.183809,2.759221,2.795356,1.9659,399,True
MOT_V4,T2W40,TEST,rho,0.022332,0.211118,0.00158,0.043085,1.9659,399,True
COG_V1,T2W40,VALIDATION,R2,-0.020173,0.037177,-0.023827,-0.016518,1.9659,399,True
COG_V1,T2W40,VALIDATION,RMSE,1.349338,0.073128,1.34215,1.356526,1.9659,399,True
COG_V1,T2W40,VALIDATION,MAE,1.034438,0.054205,1.02911,1.039766,1.9659,399,True
COG_V1,T2W40,VALIDATION,rho,-0.039858,0.13668,-0.053293,-0.026423,1.9659,399,True
COG_V1,T2W40,TEST,R2,-0.027343,0.048536,-0.032114,-0.022572,1.9659,399,True
COG_V1,T2W40,TEST,RMSE,1.332198,0.113008,1.321089,1.343306,1.9659,399,True
COG_V1,T2W40,TEST,MAE,1.02835,0.081667,1.020322,1.036377,1.9659,399,True
COG_V1,T2W40,TEST,rho,-0.062283,0.192577,-0.081213,-0.043353,1.9659,399,True
