subject,nodes_T2W20,edges_T2W20,l2_T2W20,lcc_T2W20,y_true,y_pred
CSO-15-10A-MAARLO,-0.055067588597256176,-0.21893998489155717,0.0,0.05945339641091196,3,2.6648885727833083
CSO-15-10A-SFEGA,0.25266119281573707,-0.29065643818695885,0.0,-0.3004328055805521,4,2.5410146989094287
CSO-15-10B-MEBUAR,-0.07412875502684271,0.16832886290360444,0.0,0.026357142262025096,3,2.9999999999999964
CSO-15-10B-YVBUAN,0.05833273872497234,0.16832886290360463,0.0,-0.10610435148979015,5,2.9999999999999964
CSO-15-10C-ALBAHO,0.6628081819100918,0.16832886290360471,0.0,-0.7105797946749097,2,2.9999999999999964
CSO-15-10C-SSCAMO,0.001007140362217232,0.16832886290360444,0.0,-0.04877875312703485,4,2.9999999999999964
CSO-15-11C-JETALO,-0.12204597918169051,0.16832886290360446,0.0,0.07427436641687286,2,2.9999999999999964
CSO-15-7B-JCRAGA,0.1863905878454421,0.16832886290360421,0.0,-0.2341622006102595,3,2.9999999999999964
CSO-15-8A-VBMABR,-0.003858484756572078,0.16832886290360446,0.0,-0.043913128008245574,5,2.9999999999999964
CSO-15-8B-KEPOGO,0.15379917290108597,0.1683288629036047,0.0,-0.2015707856659038,2,2.9999999999999964
CSO-15-9B-ALRIHE,0.18172710082901286,0.16832886290360452,0.0,-0.22949871359383056,3,2.9999999999999964
CSO-15-9B-AMSAGO,0.21165114251776027,0.16832886290360474,0.0,-0.2594227552825782,3,2.9999999999999964
CSO-15-9B-JCAPA,0.057187635991039716,0.013763850129635984,0.0,-0.08277288328591181,1,2.8676213526959735
CSO-15-9B-KSBEJA,-0.035927250770290936,-0.21170254465073673,0.0,0.0008839626604065509,4,2.6326969171005885
CSO-15-9B-RMCHLU,0.14096558459579842,0.16832886290360466,0.0,-0.18873719736061623,1,2.9999999999999964
CSO-16-10A-JEGAHE,-0.8026572835553678,-0.4675570229822795,0.0,0.7548856707905539,1,2.364114114114116
CSO-16-10A-MSACO,-0.018122749020834883,0.16832886290360438,0.0,-0.02964886374398267,2,3.0
CSO-16-10A-SMOUT,0.2709162900182007,-0.9217612271864825,0.0,0.7714021873070721,3,3.0
CSO-16-10A-YKMUJO,0.0033487224506351665,0.1683288629036052,0.0,-0.05112033521544997,1,3.0
CSO-16-10B-JESUGU,0.0701102207910805,0.03923924697188594,0.0,-0.11788183355589814,0,2.870910384068278
CSO-16-10B-LTVIFA,0.2316183714099383,0.1683288629036046,0.0,-0.2793899841747561,3,2.9999999999999964
