subject,edges_T2W20,diameter_T2W20,asp_T2W20
CDMS-11-6B-JDCHBA,0.1517055757750116,-0.3838849671650436,-0.4564388656010792
CDMS-11-6B-JFSAHE,0.5283025107261066,0.49802559295085275,0.6528839409734898
CDMS-11-6B-JLPENA,-3.228767663093209,-1.011639418818582,-0.971863234179391
CDMS-11-6B-JMARME,0.2986050894084202,0.5061677728206181,0.5443976816540865
CDMS-11-6B-JPSAMA,0.5283025107261066,0.9078217600474457,0.9746567506009681
CDMS-11-6B-LESTA,-1.077681112701713,-0.42798001167254357,-0.36765207412714096
CDMS-11-6B-MAGIMU,0.5283025107261066,1.3838363726467258,1.1337347571764393
CDMS-11-6B-MEBRTA,0.5283025107261066,0.9165179817652224,0.9729368963241918
CDMS-11-6B-MMAMO,0.5283025107261066,0.07733783734134005,0.04004311839512241
CDMS-11-6B-RSECA,0.5283025107261066,1.62210832754492,1.589320840423404
CDMS-11-6B-SCAPA,0.5283025107261066,0.8215723479285094,0.8736983751898865
CDMS-11-6B-VZAPE,0.5283025107261066,-0.3121080336056128,-0.18982151300014
CDMS-11-6B-YLNIME,0.5283025107261066,0.4192804471166054,0.4018003719156318
CDMS-11-7C-ICARE,0.5283025107261066,-0.9584328982776444,-0.8661518916665464
CDMS-11-7C-SALMA,0.5283025107261066,-0.8527622737614575,-0.7403572853945709
CDMS-11-7C-SPGAVE,-1.1213071534060295,0.1877385345364808,0.15309941940304073
CDMS-12-5A-SRIGO,0.5283025107261066,0.7406286576629505,0.677544592172454
CDMS-12-6A-FAROPA,0.5283025107261066,0.03489900948604875,0.06134713301739803
CDMS-12-6A-JGIGA,0.5283025107261066,-0.12157236639882925,-0.158213714425836
CDMS-12-6A-JSOTGU,-2.3126919108347876,-1.2812191228926637,-1.2037501341106935
CDMS-12-6A-SROAL,0.5283025107261066,-0.874685233742587,-0.9818931489242813
CDMS-12-6B-IJDAGA,0.5283025107261066,0.298412354847668,0.2907844804159476
CDMS-12-6B-SCLAG,0.00011763235139446802,-1.6973790441189616,-1.6766490694457277
CDMS-12-7C-ARAHE,-2.1232922827307346,-0.27699531297927066,-0.27063554189077893
CDMS-12-7C-CATRAR,0.5283025107261066,-0.6149552490078161,-0.6768450197206489
CDMS-12-7C-DLOLO,0.5283025107261066,0.28610184359159946,0.22220635984155554
CDMS-12-7C-JSZAOR,-0.22489135917608336,0.012235515993996068,-0.0549836134036462
CDMS-12-7C-MAROBE,0.5283025107261066,0.8831819768481031,1.0043855555973153
CDMS-12-7C-VMAPA,0.5283025107261066,0.09320080156276579,0.19438240404088813
CDMS-12-7C-VQURA,0.5283025107261066,-0.6588744665009274,-0.5514096529814928
CDMS-13-6B-ASUMO,-2.261037466806406,-1.502429262838621,-1.4874901641031
CDMS-13-6B-JDTAHE,-0.4359137778036439,0.18298132722581442,0.17770983395330114
CDMS-13-7C-MVEAR,0.5283025107261066,-0.06635518790227501,-0.15561918531844587
CDMS-13-7C-RAIZAC,0.5283025107261066,0.8530679569853045,0.7729447251172402
CDMS-13-7C-SSOSLO,0.5283025107261066,0.9989057336447205,0.9050826187969429
CDMS-14-10A-IMORTO,0.5283025107261066,-0.04138895757651452,-0.08535789792176798
CDMS-14-10A-JCVANI,0.5283025107261066,-0.3304339877955264,-0.2599815981280986
CDMS-14-6B-KDCAHE,-1.1154156903198433,-2.063354974844441,-2.0566563814760412
CDMS-15-10A-AMALOS,0.5283025107261066,1.1734185474454286,1.202926383587807
CDMS-15-10A-JJMACH,0.5283025107261066,1.2644531225171605,1.2997502155057343
CDMS-15-10A-MAALCA,0.5283025107261066,0.26551232745029996,0.280421643853452
CDMS-15-10A-MAALRI,0.14727502359912292,0.7267740970201345,0.6902120467366414
CDMS-15-10A-SGOMO,0.5283025107261066,-0.5009064314349472,-0.3879812448031743
CDMS-15-10A-SHEGA,0.18005158163154666,-0.6756945923493523,-0.6387918999363563
CDMS-15-11B-JEMOLO,-0.19141607606932448,-0.184297730525727,-0.3671138511803666
CDMS-15-11B-VSAHO,0.5283025107261066,1.0447404368332096,0.9024831446107596
CDMS-16-10A-SGALO,0.5283025107261066,1.2707905403863053,1.2504859345221613
CDMS-16-11B-NGABE,0.5283025107261066,0.3394227325029104,0.3840392321520761
CDMS-17-10A-ASSAMO,0.5283025107261066,0.8360779308757821,0.8123236557567912
CDMS-18-7C-VVECA,0.5283025107261066,0.5892856659020622,0.5198280191258651
CDMS-8-4A-DJAVDA,0.5283025107261066,-2.2854429328060566,-2.3310247102460226
