feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,r_MOT_V4,p_MOT_V4,r_partial_MOT_V4,p_partial_MOT_V4,r_COG_V1,p_COG_V1,r_partial_COG_V1,p_partial_COG_V1
z_l3,z,6,T6W200,241,0.08115656459037635,0.20932988875988603,0.0863902006228778,0.1822500930308989,-0.07707764801098589,0.23321418617804815,-0.03673629628464174,0.5711652610018659,0.07456142264775183,0.24887249977103157,0.08455247164874241,0.1917630324858405,-0.11592910705121579,0.07242957914952863,-0.09746064200716895,0.13218082971575676
z_density,z,6,T6W200,241,0.006197199994202584,0.9237531676695039,0.004723708606259216,0.941967080869815,0.04014839386442232,0.5350732205200696,0.024054399901937078,0.7108183309477719,0.04981404839749721,0.4414307461282148,0.04661355848110035,0.4722920154886293,0.09168577252035937,0.15591763393037208,0.08413217119216729,0.19398879918387463
z_cc,z,6,T6W200,241,0.012458757507037845,0.8474180678937132,0.009724292420958312,0.8808710301382775,0.03563359661940271,0.581989524910947,0.0037950351273615666,0.9533617569952624,0.02121577170967464,0.7431522212584559,0.014946104657445409,0.8178213127409552,0.07211484657817772,0.26478380281815755,0.05720692399654072,0.3775920395887622
z_asp,z,6,T6W200,241,0.022535857774542423,0.727783195677242,0.024430765509795734,0.7065006052711359,0.004290184781235494,0.9471743225077595,0.0252555492658144,0.6970714757250077,0.015658020206363317,0.8089127664503423,0.019826688717738697,0.7599243152856224,-0.058480115238936134,0.36604348901787814,-0.0489686936337648,0.45018163894510693
z_re,z,6,T6W200,241,0.02101798601942894,0.7454638890189056,0.021067505936930016,0.7454017174020072,0.011532245827812598,0.8586415157252493,0.012361937210496407,0.8489034434992169,-0.0024462704213194793,0.9698639348137428,-0.0023459695353924906,0.9711596376637841,-0.040949346118618266,0.5269523510209927,-0.04095362852192231,0.5277767463296736
z_pe,z,6,T6W200,241,-0.03776499193365491,0.5596035944175689,-0.039156905822654006,0.5460559479374887,-0.007847994173800405,0.9035309860592131,-0.023173310105925684,0.7209622495326594,-0.03187422561481698,0.6224553030091607,-0.03493870359927594,0.5901582854842854,-0.031466185572552534,0.6269194930821319,-0.039065478182660235,0.5469943704493088
z_l1,z,6,T6W200,241,-0.05577394184757483,0.38867982542884805,-0.0546827476665233,0.39903278758978505,-0.008388711823103079,0.8969200635783509,0.005300902551903761,0.9348907977039673,-0.10790490312236654,0.09466074307070038,-0.10547763711092749,0.10308636348269612,-0.024408020721994505,0.7061732155439111,-0.01784253803473043,0.7833207103139392
z_diameter,z,6,T6W200,241,-0.02635312237790423,0.6839682092084682,-0.023957328406120647,0.7119334544522459,-0.002825434609462319,0.9651956873641787,0.027489064481492034,0.6717733132383331,-0.029873458690980403,0.6444738887345575,-0.024190979632330536,0.7092503919727329,0.021298527187808797,0.7421856777794654,0.03638752717908623,0.5748276028620957
z_l2,z,6,T6W200,241,-0.06250058969506224,0.33395889970017956,-0.06964732009029312,0.28253414858339215,0.062021224966086155,0.3376868262668393,0.006423691077965332,0.9211407637028971,-0.0971595152073381,0.13257109659793503,-0.11202955592919615,0.08328255028961189,-0.012512321275768014,0.8467701311934956,-0.04179195814384799,0.5193552215828244
z_lsc,z,6,T6W200,241,-0.007353490078969682,0.9095827275322111,-0.0076163725293497625,0.9065605038420826,-0.04782684465339727,0.45988567473673403,-0.052118166628680476,0.42154587297804585,0.009136678365750302,0.8877870785016405,0.008554289863440225,0.895116368882517,0.00878224300448296,0.8921131129493911,0.007372165539470159,0.9095434944233118
