split,subject,set
0,CDMS-15-10A-JJMACH,TRAIN
0,CSO-17-11C-JDAAG,TRAIN
0,CSO-9-4A-NSARPA,TRAIN
0,CSO-10-5A-JLCARI,TRAIN
0,CSO-9-4A-GSBRCO,TRAIN
0,CDMS-11-5A-MGTHAR,TRAIN
0,CSO-9-4A-AGAPE,TRAIN
0,CDMS-11-6B-JFSAHE,TRAIN
0,CSO-14-8B-JLLORA,TRAIN
0,CSO-12-7A-DALRE,TRAIN
0,CDMS-10-5A-KSRAGU,TRAIN
0,CDMS-10-5A-SROPU,TRAIN
0,CSO-13-7A-CAPAMU,TRAIN
0,CDMS-10-5C-DAAUSA,TRAIN
0,CDMS-13-7C-MVEAR,TRAIN
0,CSO-11-6B-LHFDLACH,TRAIN
0,CSO-13-8B-JEMABE,TRAIN
0,CDMS-12-6A-JSOTGU,TRAIN
0,CSO-9-4A-DSMOMU,TRAIN
0,CDMS-XX-5C-MPCAQU,TRAIN
0,CSO-16-9A-JSMAGU,TRAIN
0,CSO-13-7A-KRAMA,TRAIN
0,CSO-12-6A-DGISE,TRAIN
0,CSO-16-10A-SMOUT,TRAIN
0,CDMS-14-10A-JCVANI,TRAIN
0,CDMS-9-5A-ABERO,TRAIN
0,CSO-14-9A-HASACA,TRAIN
0,CDMS-11-6B-JLPENA,TRAIN
0,CDMS-XX-6B-SPUCA,TRAIN
0,CDMS-10-5A-SZURO,TRAIN
0,CDMS-16-10A-SGALO,TRAIN
0,CSO-17-11A-SPUVA,TRAIN
0,CSO-13-8B-FCJISA,TRAIN
0,CSO-14-7A-MVEBE,TRAIN
0,CDMS-11-6B-MAGIMU,TRAIN
0,CSO-16-11A-JAVABO,TRAIN
0,CDMS-10-6B-JJMOBE,TRAIN
0,CDMS-14-6B-KDCAHE,TRAIN
0,CSO-16-10A-YKMUJO,TRAIN
0,CSO-10-5A-JANORO,TRAIN
0,CSO-16-11B-KRORE,TRAIN
0,CSO-16-11A-VZAOR,TRAIN
0,CSO-9-4A-MLORO,TRAIN
0,CDMS-11-5A-EAARCA,TRAIN
0,CSO-11-6B-VCOMA,TRAIN
0,CSO-12-7A-JHEZA,TRAIN
0,CSO-10-5A-DABRZA,TRAIN
0,CDMS-9-5A-VVAAR,TRAIN
0,CSO-12-7B-SMUGU,TRAIN
0,CSO-13-8A-KIGAGU,TRAIN
0,CSO-17-11C-MCAAG,TRAIN
0,CDMS-8-4C-JDBUTU,TRAIN
0,CDMS-11-6B-EFRGR,TRAIN
0,CDMS-11-6B-SCAPA,TRAIN
0,CSO-16-11A-JDMUVA,TRAIN
0,CSO-17-10A-YVGOCA,TRAIN
0,CSO-14-9A-AEDCAGO,TRAIN
0,CDMS-11-6B-LESTA,TRAIN
0,CSO-15-10C-ALBAHO,TRAIN
0,CDMS-12-7C-MAROBE,TRAIN
0,CSO-16-10B-JESUGU,TRAIN
0,CSO-16-10C-MAVAVE,TRAIN
0,CDMS-11-6B-RSECA,TRAIN
0,CDMS-12-7C-JSZAOR,TRAIN
0,CDMS-14-10A-IMORTO,TRAIN
0,CDMS-17-10A-ASSAMO,TRAIN
0,CSO-11-6A-FSOVRE,TRAIN
0,CSO-18-9B-MAMOLO,TRAIN
0,CDMS-9-4A-CRAAG,TRAIN
0,CSO-17-11B-CDBEBU,TRAIN
0,CSO-15-10C-SSCAMO,TRAIN
0,CSO-10-5A-SVHEES,TRAIN
0,CSO-8-3A-AIPRBR,TRAIN
0,CSO-12-6B-LJHEFE,TRAIN
0,CSO-16-11B-LLOZA,TRAIN
0,CSO-15-9B-RMCHLU,TRAIN
0,CSO-15-9B-JCAPA,TRAIN
0,CDMS-11-7C-SPGAVE,TRAIN
0,CDMS-9-4A-EROHI,TRAIN
0,CSO-9-4A-DKVIMO,TRAIN
0,CSO-11-6A-EROMO,TRAIN
0,CDMS-11-6B-JPSAMA,TRAIN
0,CDMS-13-7C-SSOSLO,TRAIN
0,CSO-13-9B-DMLLLU,TRAIN
0,CSO-12-7B-SSARA,TRAIN
0,CDMS-9-4C-SCAMO,TRAIN
0,CSO-15-8B-KEPOGO,TRAIN
0,CSO-12-8A-YTOME,TRAIN
0,CSO-8-3A-KVPECO,TRAIN
0,CDMS-18-7C-VVECA,TRAIN
0,CSO-8-3A-DAPAVA,TRAIN
0,CDMS-11-7C-SALMA,TRAIN
0,CSO-12-6A-FJOVRE,TRAIN
0,CSO-13-6B-LFMIES,TRAIN
0,CSO-15-9B-ALRIHE,TRAIN
0,CDMS-15-10A-SHEGA,TRAIN
0,CSO-10-5A-JBUVE,TRAIN
0,CDMS-16-11B-NGABE,TRAIN
0,CDMS-10-4A-JURAN,TRAIN
0,CSO-12-7A-LSARAR,TRAIN
0,CDMS-10-5C-NBEMO,TRAIN
0,CDMS-11-6B-VZAPE,TRAIN
0,CSO-16-10A-MSACO,TRAIN
0,CDMS-12-6B-IJDAGA,TRAIN
0,CSO-9-4A-MPAME,TRAIN
0,CSO-17-10B-YCQUVE,TRAIN
0,CSO-11-6B-ANREVA,TRAIN
0,CDMS-15-11B-JEMOLO,TRAIN
0,CSO-12-7B-DVAGRO,TRAIN
0,CSO-16-9A-JPROSO,TRAIN
0,CSO-13-7A-YAMEZA,TRAIN
0,CSO-18-11B-YLLRE,TRAIN
0,CSO-9-4A-KEMOCO,TRAIN
0,CSO-10-4A-LRAVI,TRAIN
0,CSO-9-2A-EXMOCO,TRAIN
0,CSO-13-7A-JJATFL,TRAIN
0,CSO-8-4A-JRAAR,TRAIN
0,CSO-15-7B-JCRAGA,TRAIN
0,CDMS-11-6B-AVROTO,TRAIN
0,CSO-14-9B-ERAGA,TRAIN
0,CDMS-11-7C-ICARE,TRAIN
0,CSO-13-8A-MJAGA,TRAIN
0,CDMS-15-10A-SGOMO,TRAIN
0,CSO-10-5A-JJSEMO,TRAIN
0,CSO-13-7A-RXCHLU,TRAIN
0,CSO-16-10B-VVILI,TRAIN
0,CSO-13-6A-ANASA,TRAIN
0,CDMS-11-6A-DFVEBE,TRAIN
0,CDMS-9-5C-LVIZAC,TRAIN
0,CSO-9-4A-FAGIGA,TRAIN
0,CSO-9-4A-SLOCA,TRAIN
0,CSO-9-4A-YVDITR,TRAIN
0,CSO-8-4A-ARAGR,TRAIN
0,CSO-11-6A-DSCACH,TRAIN
0,CDMS-12-6A-FAROPA,TRAIN
0,CSO-11-5A-MDVOSPE,TRAIN
0,CSO-13-7A-CDDITR,TRAIN
0,CSO-13-8A-MGAHE,TRAIN
0,CDMS-11-6A-NMREPR,TRAIN
0,CSO-11-5A-MTAGA,TRAIN
0,CSO-12-6B-GQULO,TRAIN
0,CSO-18-11A-ADBAHO,TRAIN
0,CDMS-9-4A-CARGA,TRAIN
0,CDMS-15-10A-AMALOS,TRAIN
0,CSO-15-11C-JETALO,TRAIN
0,CSO-14-9A-JSMAAL,TRAIN
0,CDMS-11-6B-ARAHE,TRAIN
0,CDMS-12-7C-VMAPA,TRAIN
0,CDMS-8-4A-DBEVA,TRAIN
0,CSO-10-5A-GZAMA,TRAIN
0,CDMS-12-7C-ARAHE,TRAIN
0,CDMS-10-5A-HEPIHO,TRAIN
0,CDMS-9-5C-JDMADE,TRAIN
0,CDMS-10-5C-ICAPA,TRAIN
0,CDMS-12-7C-VQURA,TRAIN
0,CSO-14-7B-EVEGO,TRAIN
0,CSO-13-8A-MBUAN,TRAIN
0,CDMS-12-6A-SROAL,TRAIN
0,CSO-12-7A-IMERO,TRAIN
0,CDMS-9-4A-ACDUTR,TRAIN
0,CDMS-9-5C-SCAAG,TRAIN
0,CSO-10-4A-LSCAVA,TRAIN
0,CSO-10-5A-MAARAN,TRAIN
0,CDMS-8-4A-DOSTR,TRAIN
0,CDMS-11-6B-MEBRTA,TRAIN
0,CSO-16-10B-LTVIFA,TRAIN
0,CSO-12-7A-ESALA,TRAIN
0,CSO-14-8A-SZARA,VALIDATION
0,CSO-15-10B-MEBUAR,VALIDATION
0,CDMS-9-5C-MLOGO,VALIDATION
0,CSO-12-6B-VPAMA,VALIDATION
0,CDMS-11-6B-MMAMO,VALIDATION
0,CSO-15-10A-SFEGA,VALIDATION
0,CSO-16-11B-YAROMO,VALIDATION
0,CSO-16-10C-ACALGU,VALIDATION
0,CSO-11-6A-CAPAMU,VALIDATION
0,CSO-11-6B-DISEMO,VALIDATION
0,CSO-13-8A-MGAAN,VALIDATION
0,CSO-10-4A-KCOMO,VALIDATION
0,CSO-14-9B-MFEGA,VALIDATION
0,CSO-15-9B-AMSAGO,VALIDATION
0,CSO-14-8A-AQUMA,VALIDATION
0,CDMS-10-5B-SRAJA,VALIDATION
0,CSO-15-9B-KSBEJA,VALIDATION
0,CDMS-11-6B-EAFESA,VALIDATION
0,CSO-17-11A-JDAMO,VALIDATION
0,CSO-17-11A-DJAPA,VALIDATION
0,CSO-17-11C-MAPAMA,VALIDATION
0,CDMS-8-4A-DJAVDA,VALIDATION
0,CDMS-12-7C-DLOLO,VALIDATION
0,CSO-17-11C-SARJA,VALIDATION
0,CDMS-11-6B-JACUPE,VALIDATION
0,CSO-14-9A-SORZU,VALIDATION
0,CDMS-12-6B-SCLAG,VALIDATION
0,CSO-14-8A-MCIDOS,VALIDATION
0,CSO-16-9A-JALEMO,VALIDATION
0,CDMS-8-4A-LGOPA,VALIDATION
0,CSO-16-9B-SJPAJI,VALIDATION
0,CDMS-10-6B-ASCACO,VALIDATION
0,CDMS-12-7C-CATRAR,VALIDATION
0,CDMS-11-6B-EROCO,VALIDATION
0,CSO-17-10B-EHECO,VALIDATION
0,CSO-12-7B-VHOMA,VALIDATION
0,CDMS-12-6A-JGIGA,VALIDATION
0,CDMS-13-6B-JDTAHE,VALIDATION
0,CDMS-15-10A-MAALCA,VALIDATION
0,CSO-9-4A-DVGATO,VALIDATION
0,CSO-16-10A-JEGAHE,VALIDATION
0,CSO-10-5A-ACAVA,VALIDATION
0,CSO-14-9A-MARJA,VALIDATION
0,CDMS-15-11B-VSAHO,VALIDATION
0,CDMS-13-6B-ASUMO,VALIDATION
0,CDMS-9-4A-TGAFR,VALIDATION
0,CSO-10-5A-RVMOIB,VALIDATION
0,CSO-15-8A-VBMABR,VALIDATION
0,CSO-13-6B-JETAVE,VALIDATION
0,CSO-11-6B-RJGIHE,TEST
0,CSO-15-10A-MAARLO,TEST
0,CDMS-11-6B-YLNIME,TEST
0,CSO-17-11A-RLPAIG,TEST
0,CSO-14-7B-EALHU,TEST
0,CDMS-13-7C-RAIZAC,TEST
0,CSO-10-5A-ARACA,TEST
0,CDMS-10-5C-MAORTO,TEST
0,CSO-9-4A-LCOMO,TEST
0,CDMS-10-5C-JFALGI,TEST
0,CSO-15-10B-YVBUAN,TEST
0,CDMS-11-6B-JDCHBA,TEST
0,CSO-17-11A-NPAHE,TEST
0,CSO-13-6B-LJMAHU,TEST
0,CDMS-9-4A-ILOSE,TEST
0,CDMS-12-5A-SRIGO,TEST
0,CDMS-XX-10A-VGILO,TEST
0,CSO-13-8A-VHODU,TEST
0,CDMS-15-10A-MAALRI,TEST
0,CSO-10-5A-IPECA,TEST
0,CDMS-11-6B-JMARME,TEST
0,CSO-12-7A-SCAHO,TEST
0,CSO-15-10A-LJRAGU,TEST
0,CSO-11-6B-SFLVA,TEST
1,CDMS-15-10A-SGOMO,TRAIN
1,CSO-11-5A-MDVOSPE,TRAIN
1,CSO-13-7A-RXCHLU,TRAIN
1,CSO-16-10B-LTVIFA,TRAIN
1,CSO-11-6A-EROMO,TRAIN
1,CDMS-16-11B-NGABE,TRAIN
1,CSO-15-10C-SSCAMO,TRAIN
1,CDMS-12-7C-VQURA,TRAIN
1,CSO-12-7B-SMUGU,TRAIN
1,CDMS-9-4A-CARGA,TRAIN
1,CSO-13-8A-KIGAGU,TRAIN
1,CSO-11-6B-SFLVA,TRAIN
1,CSO-10-5A-IPECA,TRAIN
1,CSO-14-9B-ERAGA,TRAIN
1,CSO-15-10A-MAARLO,TRAIN
1,CSO-13-7A-YAMEZA,TRAIN
1,CSO-16-11A-VZAOR,TRAIN
1,CSO-10-5A-MAARAN,TRAIN
1,CSO-17-11C-SARJA,TRAIN
1,CSO-12-7A-JHEZA,TRAIN
1,CDMS-10-5A-HEPIHO,TRAIN
1,CSO-12-7B-SSARA,TRAIN
1,CSO-16-11A-JAVABO,TRAIN
1,CDMS-14-10A-IMORTO,TRAIN
1,CSO-14-9B-MFEGA,TRAIN
1,CSO-15-9B-JCAPA,TRAIN
1,CSO-12-7A-ESALA,TRAIN
1,CSO-11-6B-DISEMO,TRAIN
1,CSO-14-8A-SZARA,TRAIN
1,CDMS-18-7C-VVECA,TRAIN
1,CSO-16-11B-YAROMO,TRAIN
1,CDMS-15-11B-JEMOLO,TRAIN
1,CSO-17-11C-MAPAMA,TRAIN
1,CSO-16-9B-SJPAJI,TRAIN
1,CSO-9-4A-DSMOMU,TRAIN
1,CSO-15-10B-MEBUAR,TRAIN
1,CDMS-10-5C-DAAUSA,TRAIN
1,CDMS-11-6B-JPSAMA,TRAIN
1,CDMS-13-7C-SSOSLO,TRAIN
1,CSO-14-9A-SORZU,TRAIN
1,CDMS-11-6B-AVROTO,TRAIN
1,CDMS-10-5A-SROPU,TRAIN
1,CDMS-11-6B-JFSAHE,TRAIN
1,CSO-11-6A-CAPAMU,TRAIN
1,CDMS-12-7C-JSZAOR,TRAIN
1,CDMS-11-6B-MMAMO,TRAIN
1,CDMS-15-10A-JJMACH,TRAIN
1,CDMS-13-6B-JDTAHE,TRAIN
1,CDMS-10-5A-KSRAGU,TRAIN
1,CDMS-12-6B-IJDAGA,TRAIN
1,CDMS-12-6A-JSOTGU,TRAIN
1,CDMS-9-4A-TGAFR,TRAIN
1,CSO-10-5A-RVMOIB,TRAIN
1,CSO-10-4A-LSCAVA,TRAIN
1,CSO-15-10A-LJRAGU,TRAIN
1,CSO-10-5A-SVHEES,TRAIN
1,CDMS-12-6B-SCLAG,TRAIN
1,CSO-14-9A-AEDCAGO,TRAIN
1,CSO-17-10B-YCQUVE,TRAIN
1,CSO-18-9B-MAMOLO,TRAIN
1,CSO-9-4A-MPAME,TRAIN
1,CSO-17-11C-JDAAG,TRAIN
1,CDMS-11-6B-MEBRTA,TRAIN
1,CDMS-15-11B-VSAHO,TRAIN
1,CDMS-15-10A-AMALOS,TRAIN
1,CSO-13-7A-CAPAMU,TRAIN
1,CDMS-11-6B-RSECA,TRAIN
1,CDMS-10-5C-MAORTO,TRAIN
1,CSO-8-3A-KVPECO,TRAIN
1,CSO-13-6B-JETAVE,TRAIN
1,CDMS-12-7C-ARAHE,TRAIN
1,CDMS-11-6B-JACUPE,TRAIN
1,CSO-10-5A-GZAMA,TRAIN
1,CSO-11-6B-LHFDLACH,TRAIN
1,CSO-15-10C-ALBAHO,TRAIN
1,CDMS-11-6B-YLNIME,TRAIN
1,CSO-16-10A-YKMUJO,TRAIN
1,CSO-14-8A-MCIDOS,TRAIN
1,CDMS-16-10A-SGALO,TRAIN
1,CDMS-11-7C-SPGAVE,TRAIN
