subject,l1_T2W40,l2_T2W40,l3_T2W40,z_l1_T2W40,z_l3_T2W40
CDMS-13-6B-JDTAHE,0.7416512908295831,0.5999803110133805,-0.3986853605068679,1.0809982776573674,-0.3311258199708161
CDMS-13-7C-MVEAR,0.5463324259126006,1.6039332495354037,-0.8245095259409175,0.8290040647087586,-0.8924361293603984
CDMS-13-7C-RAIZAC,0.03424248883213293,-0.7711927014060926,1.418155930078891,0.38300172766832946,2.31798980889997
CDMS-13-7C-SSOSLO,-0.9117812334081805,1.168607079904448,0.7364902500320886,-0.9115211357028418,1.5334934032715088
CDMS-14-10A-IMORTO,-0.9783341390203323,-0.02283918674027507,0.47669955208434966,-1.0750126057677456,0.8104189034413267
CDMS-14-10A-JCVANI,-0.12618939781549385,-0.40123388117200653,0.5784023810731505,-0.054402152718738,0.7078784150099791
CDMS-14-6B-KDCAHE,1.1353368447730081,-0.5859416487536502,2.4870773813341103,0.6506551385130783,1.936179384355124
CDMS-15-10A-AMALOS,0.04788374122298776,-0.11185780732506653,-0.26796097722204465,0.4614861850818849,0.23490471477692088
CDMS-15-10A-JJMACH,-0.819554360462502,-0.13807018688509828,-0.16774274358224764,-0.8172735215571477,0.05663572252137394
CDMS-15-10A-MAALCA,-0.599705436305506,2.067908492930194,-0.4208591065934423,-0.7171049356565494,-0.4225318080038781
CDMS-15-10A-MAALRI,0.9348400543103257,-0.2649289066294898,-0.19554536631300098,1.1931214454135666,-0.17366459334813375
CDMS-15-10A-SGOMO,-0.3685363778423232,0.6198567863239628,-0.4820721746387358,-0.3019115175823617,-0.47873510978576633
CDMS-15-10A-SHEGA,0.5081477266904403,0.03533542488410281,0.29231040502329775,0.2770735422360746,-0.22495046186076126
CDMS-15-11B-JEMOLO,0.9006762294294212,-1.1800812543425658,0.8649261007028808,1.2333575366582146,1.4407117019571163
CDMS-15-11B-VSAHO,0.5210186770695251,0.2702554153991874,-0.8229081955143438,0.9976101888980625,-0.6176315510372385
CDMS-16-10A-SGALO,-0.9783341390203323,-1.3397008498739162,-0.6232756690014878,-0.8940125521719368,-0.19306333626424158
CDMS-16-11B-NGABE,-0.18853832945112425,0.8051874650786054,0.5526846824883057,-0.21846216484910916,0.7858711568414928
CDMS-17-10A-ASSAMO,-0.9783341390203323,-1.256317479073957,-0.2075001822641765,-0.9524757768184168,0.28744467925743084
CDMS-18-7C-VVECA,-0.4054395326022146,-0.9298667532393678,2.4172800525758396,-0.5372064536778858,1.8267891258206246
CDMS-8-4A-DJAVDA,2.0110005380588207,-1.3397008498739162,-1.1681550354836363,1.122224479553652,-1.9038825698142785
CDMS-8-4A-DOSTR,1.628069236449508,-0.015583750579759007,0.27840680536172707,1.749599901357364,0.01895429055594305
CDMS-8-4A-LGOPA,-0.08541598872396196,0.17098460783350763,0.21107086092430252,-0.6339441060773694,-0.48131527184680617
CDMS-8-4C-JDBUTU,5.181507013748831,1.8526910607530926,1.6130000642689972,2.9706355937721067,-0.7856887472256996
CDMS-9-4A-ACDUTR,3.0074454304185383,1.8526910607530926,-1.1681550354836363,1.4593303545094596,-1.8440281070721865
CDMS-9-4A-CARGA,-0.5809250323900637,-0.08677284193966003,-0.16078733575756718,-0.8572392364366593,-0.5436287457123576
CDMS-9-4A-CRAAG,1.340664883198647,1.427038806002825,-1.1681550354836363,0.6958403864857016,-1.9740940728531708
CDMS-9-4A-EROHI,0.10869665264481425,0.25649510543958826,-0.5721932283937863,-0.016965749954402472,-0.8024282815299384
CDMS-9-4A-ILOSE,-0.9783341390203323,-0.9095203796475817,-0.5290810976681376,-0.9688183178817112,-0.28456984075596375
CDMS-9-4A-TGAFR,1.1353368447730081,0.9954747143810256,-0.04244939986947507,0.4562581718563926,-0.2675544847669379
CDMS-9-4C-SCAMO,-0.7048231656336181,-0.5570499298492303,-0.4806842541438609,-0.6133346970189066,-0.2296589493554357
CDMS-9-5A-ABERO,2.3526841933336837,2.1700633559616254,0.27469986589179013,2.5709067977102773,-0.2744996158332794
CDMS-9-5A-VVAAR,-0.32611566402124437,-1.1800812543425658,-0.1431007272890944,0.06408916384005565,0.6800077447189232
CDMS-9-5C-JDMADE,1.3650638992929736,-0.21674892151265668,0.5819961206133907,1.6855616518883183,0.5213123742840816
CDMS-9-5C-LVIZAC,1.8559485999838843,0.7950888326926113,1.3634029720563157,1.7435643741545168,1.1700474567518753
CDMS-9-5C-MLOGO,0.8048849124753014,-0.2098093309441322,1.6121072375917083,0.6631650188259178,1.6564006900425685
CDMS-XX-10A-VGILO,-0.5140814050800093,-1.0404141082526341,-0.5796427509824095,-0.5122288146147058,-0.44014272758133777
CDMS-XX-5C-MPCAQU,-0.1470752983352203,0.6633685842449913,-0.11178351860280404,-0.1019497508490555,-0.054747450094869296
CDMS-XX-6B-SPUCA,-0.9298677979906762,0.48016587624785,-0.963174541325344,-1.0424036489090152,-1.1534126781380178
CSO-10-4A-KCOMO,-0.7101057618562052,-0.551967781017901,-0.45300086697581626,-0.5775328679742618,0.09219021066166623
CSO-10-4A-LRAVI,-0.9783341390203323,0.25649510543958826,-1.1681550354836363,-0.8958682391233046,-1.052502888227591
CSO-10-4A-LSCAVA,-0.7166415410268712,-0.10806816830485412,0.10764468487907947,-0.6093568866470602,0.584314509412033
CSO-10-5A-ACAVA,0.8976706143372594,-0.12968133536206602,-0.18770173994872183,0.4917103451963276,-0.2896566214039291
CSO-10-5A-ARACA,0.15115879294423404,0.5807224088626438,1.306948844586397,-0.1133348688905465,0.820664852406599
CSO-10-5A-DABRZA,1.4796017274836617,1.5883528770706017,1.8382255455046517,1.003921415228208,0.8942653817757397
CSO-10-5A-GZAMA,-0.7721731268079769,-1.3397008498739162,-0.24338671413731727,-1.028362064644582,-0.6647298111992107
CSO-10-5A-IPECA,-0.32611566402124437,-0.7620299327128384,-0.5824097165153266,0.0002602152295777924,-0.11043167645638473
CSO-10-5A-JANORO,-0.9783341390203323,-0.40478607604743494,0.0016328544327264363,-0.9809184631787261,0.6893587117217406
CSO-10-5A-JBUVE,1.0266337656064939,0.9127089981795847,-0.8979856829362376,1.9404871776857946,-0.5613223025326509
CSO-10-5A-JJSEMO,0.9980854821890247,1.8526910607530926,-0.45300086697581626,0.7398766495390859,-1.1708064901034718
CSO-10-5A-JLCARI,-0.3552799047732362,2.7286522557422113,-0.4006725131825611,-0.3894360566390607,-0.5091829414310227
CSO-10-5A-MAARAN,-0.8795131579598644,-0.638342021024043,1.1615138467766868,-1.1286278300704733,1.2009318861092264
CSO-10-5A-RVMOIB,-0.6641633899841628,-0.12179410940349666,-0.3455210497434271,-0.5442639937265352,0.10868018301312769
CSO-10-5A-SVHEES,1.3939909220350506,0.758443519060187,-0.7003812397300937,1.503405520543029,-0.8681112967770537
CSO-11-5A-MDVOSPE,-0.7971623404094745,0.189986940634859,1.0369036507488085,-0.9708890276916655,1.0363551988292556
CSO-11-5A-MTAGA,0.3316773278581776,-1.3397008498739162,-0.2146161441398763,0.45127560340327716,-0.03787444493740944
CSO-11-6A-CAPAMU,-0.5175276077709767,0.5340944020158501,0.0911381742801338,-0.6272859157926662,0.14060043012211343
CSO-11-6A-DSCACH,-0.7642220133893186,-0.7592659570326419,-0.9839486587467736,-0.6345987654096056,-0.8519038926581762
CSO-11-6A-EROMO,-0.6839299662776885,-0.12038449512054479,-0.9595684030021887,-0.5456848548905464,-0.8614399223202829
CSO-11-6A-FSOVRE,-0.2833472394311402,0.5835844405448144,-0.20093833217387952,-0.2624357106399382,-0.06384269296149625
CSO-11-6B-ANREVA,0.10869665264481425,-0.23464211157995157,-1.0672999604376618,0.2770487811652346,-1.2996356014221224
CSO-11-6B-DISEMO,0.10869665264481425,-1.3397008498739162,-1.1681550354836363,0.7169856545716917,-1.1126335601157278
CSO-11-6B-LHFDLACH,-0.34558487223017237,0.8163548808107428,-0.35693538165387034,-0.07797333933955782,-0.039148730525834986
CSO-11-6B-RJGIHE,2.533611495590141,-1.2578446470373263,-0.41632629423182566,2.7807790625068627,-0.4995111045198478
CSO-11-6B-SFLVA,-0.9783341390203323,0.11967830926985945,-0.9229593205666695,-0.8930705448881741,-0.6844337480554752
CSO-11-6B-VCOMA,-0.45494894303341,-0.6499865481952415,-0.37353929269716957,-0.2284046371745055,-0.06877318241305964
CSO-12-6A-DGISE,0.4348058901443583,1.214212678627691,-0.45300086697581626,0.8765072818595071,-0.6223451848479195
CSO-12-6A-FJOVRE,2.156359306711718,1.1350215614648504,-0.003950575122068806,2.015987778734687,-0.5950366197730784
CSO-12-6B-GQULO,0.0774151910141625,0.4172630433848334,-0.06712631562267599,0.5166079165928309,0.385902540119867
CSO-12-6B-LJHEFE,0.21222339470816143,0.19737673672427303,-0.19569672169257946,0.6442412738289051,0.09348787156811275
CSO-12-7A-DALRE,-0.9783341390203323,-0.741127366631352,5.804598107467609,-1.7498221644084742,0.9422652865971975
CSO-12-7A-ESALA,-0.552335585529937,-1.2534199874245378,-1.0231913526779972,-0.27195053658895296,-0.931870358436575
CSO-12-7A-IMERO,0.3782802889777706,0.16710813194203195,0.22782590144362838,0.40697887070180744,0.1563995451380123
CSO-12-7A-JHEZA,-0.5098899304574515,0.3446827272801135,2.360202271021796,-0.6167407462870359,1.3948818110389412
CSO-12-7A-LSARAR,0.625036278685759,-1.3397008498739162,-1.1681550354836363,1.5515061159319878,-1.0427991183711902
CSO-12-7A-SCAHO,-0.6068172861727507,-0.5618078843097399,-0.2810017631574798,-0.6413958777686541,0.006616903115471674
CSO-12-7B-DVAGRO,0.8983322277223263,0.9793008210532504,0.3431141507970403,1.2585834466672128,-0.04072307293902339
CSO-12-7B-SMUGU,-0.029095982918373398,-0.979994719099042,-0.8961949995722118,-0.43309516816899907,-1.031858504895074
CSO-12-7B-SSARA,-0.8298326647491374,0.17799366501433406,-0.2263399829678734,-0.8622280500952804,0.11833206752172153
CSO-12-7B-VHOMA,-0.6922734043716096,1.0461920517525851,-0.1443553837250729,-0.7258436761666176,0.19714946619418985
CSO-12-8A-YTOME,-0.11102233715984304,2.260230453599094,0.34584155529355726,-0.2532969561903164,0.39120764808423797
CSO-13-6A-ANASA,-0.7927435160531122,-0.8141241328804453,-0.32654067864211644,-0.6659194947460657,0.5527131617366677
CSO-13-6B-JETAVE,-0.7292229159304029,0.4005961291831684,-0.0556929955825829,-0.7826889889948033,-0.19516646653548705
CSO-13-6B-LFMIES,-0.9783341390203323,0.4781889881220194,-0.9893664933566814,-0.8681714483489897,-0.7309765352157204
CSO-13-6B-LJMAHU,1.1957274443099608,1.955671444966867,-1.1681550354836363,0.675866410930389,-1.462013495560358
CSO-13-7A-CAPAMU,-0.5706975921459023,0.4959244987366138,-0.08946416465100777,-0.7130965263442532,0.001960890721555586
CSO-13-7A-CDDITR,-0.9783341390203323,0.788560423877423,-0.0556929955825829,-1.1792817763722074,0.13460807847562492
CSO-13-7A-JJATFL,-0.9783341390203323,-0.9043746802429604,-0.16043779804079894,-0.9202212445150006,0.3493992393254765
CSO-13-7A-RXCHLU,-0.9783341390203323,1.4158374308778179,-1.040180079013816,-1.3039834757176838,-1.655322544432195
CSO-13-7A-YAMEZA,-0.7498291677994307,-0.21804963803199406,0.16551084632824434,-0.7052068661039371,0.5331123358858293
CSO-13-8A-KIGAGU,1.4909703753795067,-0.3346885817135615,0.20917891867957242,2.3663312741998443,0.6979870167399501
CSO-13-8A-MBUAN,-0.9783341390203323,-1.3397008498739162,0.9773074700398238,-0.7733670247152907,2.8632582848781727
CSO-13-8A-MGAAN,-0.2675832367777365,-0.8212782319088464,-0.5844180859751166,0.25594104687563296,-0.16720283181503798
CSO-13-8A-MGAHE,-0.7401644711835867,1.0097561180594443,0.09340905952454068,-1.1021019420817344,-0.6296231719141067
CSO-13-8A-MJAGA,0.8484814969724834,0.76639103560918,0.7836198827356224,0.6089758803993225,0.6842010385620347
CSO-13-8A-VHODU,-0.704436616711004,-0.49761321990537455,-0.002510052167740667,-0.8328138268358722,-0.23823419573876234
CSO-13-8B-FCJISA,-0.9783341390203323,-0.38713229589650217,-0.9951338656833573,-0.9051993271225854,-0.8877250121807614
CSO-13-8B-JEMABE,-0.7328755731604605,2.007161637073754,1.4617667454806051,-1.0261182370508626,1.0212957248850651
CSO-13-9B-DMLLLU,2.545144978790832,-0.018711093752395266,-0.551642821252757,2.9304826650458833,-0.8669890789530132
CSO-14-7B-EVEGO,-0.6899382147010076,-0.4493058271820294,-0.08812629120652041,-0.4758962249709174,0.23847247855443604
CSO-14-8A-AQUMA,-0.4055974853472981,-0.670328352484382,0.15449568476738548,-0.5910035180433293,0.27344055728532457
CSO-14-8A-SZARA,-0.9783341390203323,2.5560994478404,0.31063832990541546,-1.1444377941527195,0.1721873054758672
CSO-14-8B-JLLORA,0.48829470687708776,-1.3397008498739162,-0.2600227580133887,0.9006524271536988,-0.35490700063350544
CSO-14-9A-AEDCAGO,-0.6755184184850415,-0.7126238674293253,-1.0659901542682335,-0.5459043984631948,-0.9786160371991192
CSO-14-9A-HASACA,-0.4928640767232766,-1.1847303687755177,-0.7793333516347245,-0.48155058214052443,-0.9075278786969377
CSO-14-9A-JSMAAL,-0.38123271824651933,-0.6427702214975974,-0.503363836589043,-0.13947323647099624,-0.007138025120720421
CSO-14-9A-MARJA,-0.33369959977704766,-1.3397008498739162,-0.21184422875806322,0.07278876892279285,0.5193622145555685
CSO-14-9A-SORZU,0.6456636702143443,-0.3012119150916362,1.003156415889504,0.22986484085900308,0.12302992069096261
CSO-14-9B-ERAGA,0.35637455454320216,-0.733550487096636,1.2850953400305312,0.42564266263951833,1.6213390400722716
CSO-14-9B-MFEGA,0.038240953185036286,0.38951143504904684,-0.6913855898117564,0.3000777562706821,-0.76573048422014
CSO-15-10A-LJRAGU,-0.5529742640209272,0.8612650015521581,-0.2619969586165849,-0.474302741876279,0.10040803376309529
CSO-15-10A-MAARLO,0.9433810105305517,0.8265650894801256,-0.018800121810354065,1.005350715397483,0.14025477408220663
CSO-15-10A-SFEGA,0.7126026480143401,-1.3397008498739162,-1.1681550354836363,1.508087732367126,-1.1487325577202583
CSO-15-10B-MEBUAR,-0.5918343019838358,-0.2755702129982466,3.4644547449614644,-0.8193850848417614,3.338659665777889
CSO-15-10B-YVBUAN,0.678093733993224,-0.42758887540905655,-0.9297703126476964,0.967837750785438,-1.079588954781419
CSO-15-10C-SSCAMO,0.18884638843579268,-1.3397008498739162,1.514497006753071,0.14770801519120305,1.7000831853307208
CSO-15-11C-JETALO,-0.3452282933252469,0.44944186926869323,1.3388139728020183,-0.5136002441410169,1.4713427438083253
CSO-15-7B-JCRAGA,0.18634170919232468,-1.3397008498739162,-0.5551657481912192,0.1988714621156797,-0.3790554469248852
CSO-15-8A-VBMABR,-0.26282020020276753,-0.571910390356028,-0.5978422175596786,-0.37092787312146247,-1.002218755465551
CSO-15-8B-KEPOGO,-0.7065764411040457,0.021158522284392058,-0.2925496112208566,-0.7121563071526145,-0.1986599301507342
CSO-15-9B-ALRIHE,-0.38823170925925277,-0.9064476620031079,-0.6317894091027713,-0.18175755882179398,-0.34608124111620375
CSO-15-9B-AMSAGO,-0.9783341390203323,-0.5673479682706075,-1.1681550354836363,-0.9523733194886282,-1.1990557621866669
CSO-15-9B-JCAPA,-0.23457622893365307,0.25649510543958826,0.9459410591403581,-0.2132443667582437,1.1726577012926258
CSO-15-9B-KSBEJA,-0.4409256577476756,-1.250026919800124,0.7362442671720193,-0.43925402674006997,0.8122111697290836
CSO-15-9B-RMCHLU,-0.9783341390203323,-0.3374382732817157,-0.8854196665386842,-1.1065987711412484,-1.0366700241829947
CSO-16-10A-MSACO,-0.9783341390203323,-1.3397008498739162,1.6924616385476436,-1.0235301236006182,3.564467917779818
CSO-16-10A-YKMUJO,-0.9783341390203323,1.8526910607530926,-1.1681550354836363,-1.1020005150840129,-1.498936683992887
CSO-16-10B-JESUGU,-0.027182196313329066,-1.3397008498739162,-0.5807069684950699,0.2869835115934457,-0.42790655619854057
CSO-16-10B-LTVIFA,-0.9783341390203323,-0.2475667751857289,0.2433334549923244,-0.9781187533759981,1.1955894361600652
CSO-16-10B-VVILI,-0.37996856562667364,-0.16818088267134404,-1.1681550354836363,-0.08382601051996175,-1.1146222579458596
CSO-16-10C-ACALGU,-0.7117039448383152,-0.36592092744995436,0.4105815251845703,-0.8873013613621676,0.6180857885029563
CSO-16-10C-MAVAVE,-0.9783341390203323,-0.2705507288620406,-0.7296171019646901,-0.9908836046966343,-0.5630192727705272
CSO-16-11A-JAVABO,-0.7016353920510223,0.28551685008165184,0.1321252708942181,-0.7480313574018436,0.4674189488225713
CSO-16-11A-JDMUVA,-0.5866833390821544,-0.15429061835432828,-1.0892777374864502,-0.37275146572501483,-0.9990380076071349
CSO-16-11A-VZAOR,-0.6580482807618516,-0.25656788019689525,0.5367214197983994,-0.5235267618245869,1.6410026675274743
CSO-16-11B-KRORE,-0.77323398964955,-1.0234733492929389,0.4038347877458172,-0.8489972178732802,0.5459313651398138
CSO-16-11B-LLOZA,-0.9783341390203323,0.37842674091492534,-0.27421232484886127,-0.9173047765335789,0.4344038925125681
CSO-16-11B-YAROMO,-0.6958019068254263,-0.24978731210478322,-0.3868412302416126,-0.6029193940311749,-0.11694015249435437
CSO-16-9A-JALEMO,-0.37959525377161524,-0.30686817290635443,-0.26178317486142594,-0.07835908847098307,0.26215268442049017
CSO-16-9A-JPROSO,-0.17312614519429786,-0.1942824560146885,-0.26759052699230734,0.047329762936249416,0.1034362237388993
CSO-16-9A-JSMAGU,-0.5778491105121204,-0.23356505627947002,-0.2898955302985943,-0.8263137827978527,-0.453191808739669
CSO-16-9B-SJPAJI,0.6522120484773876,0.25649510543958826,0.2621533015320038,0.3994940456447525,-0.4377260097301819
CSO-17-10A-YVGOCA,-0.14041457044511513,-1.3397008498739162,-1.1532559903063901,0.46095961955827486,-1.009893249764436
CSO-17-10B-EHECO,-0.9783341390203323,-1.1598477844864792,-0.11053267360587442,-0.9260442489522296,0.5178548030661306
CSO-17-10B-YCQUVE,-0.10287309875310023,0.6528659131348884,-0.6353891784073409,0.17795861715126163,-0.4698425880841517
CSO-17-11A-DJAPA,-0.1470752983352203,0.25649510543958826,0.4935267089904163,-0.6430813155426321,-0.28685571324660947
CSO-17-11A-JDAMO,-0.9783341390203323,-1.3397008498739162,-0.9731129895269581,-1.108608263834795,-1.1520481532177482
CSO-17-11A-NPAHE,-0.21306446168806917,1.9931563048206813,-0.2470364664455641,-0.41865884450819957,-0.39156668341500506
CSO-17-11A-RLPAIG,0.09544017957572697,-0.07442356822296746,0.7592726625679276,0.005596911590351835,0.6179058698604596
CSO-17-11A-SPUVA,1.8197636395251373,-0.8667539001513963,1.917602765670476,1.6178872655354004,1.533648468942413
CSO-17-11B-CDBEBU,-0.9783341390203323,2.6900397586224725,-0.32403863986784875,-1.277249094806306,-0.39382183781267477
CSO-17-11C-JDAAG,-0.9783341390203323,0.5624326635413436,-0.5841124645355833,-1.0314465937573172,-0.4048803672499685
CSO-17-11C-MAPAMA,-0.35944069559054087,0.0351248634618029,-0.4686611772351115,-0.17357389092071063,-0.18479740113546478
CSO-17-11C-MCAAG,-0.7528330705366052,0.21404308535146324,-0.5633172014796821,-0.5221981662813097,0.12378885585394706
CSO-17-11C-SARJA,-0.9783341390203323,-0.8858804312063514,-0.5090913899960374,-0.9334965470368697,-0.17441535860191326
CSO-18-11A-ADBAHO,-0.5072874626321022,-0.9140485951236484,-0.22256230156774096,-0.2772152619225484,0.41653324773827954
CSO-18-11B-YLLRE,-0.787369270214293,-0.23961985364433885,0.12685386424674047,-0.6201544722445708,0.8892833862903399
CSO-18-9B-MAMOLO,1.0635656459312195,0.5233363745649461,1.2620649049167976,1.1893763682151264,1.1148457469659867
CSO-8-3A-DAPAVA,0.6278755382162275,0.22473001180150856,1.4860987441523525,0.7887061962326369,2.186245328557652
CSO-8-3A-KVPECO,0.10869665264481425,2.8349654947921725,-1.1681550354836363,-0.12019738263140443,-1.451378619588262
CSO-8-4A-ARAGR,-0.9783341390203323,-1.3397008498739162,-0.8596571588724198,-1.2172381710233733,-1.0884462434483402
CSO-9-2A-EXMOCO,-0.14062233626921014,-0.43177287529192276,-0.8466637120259924,-0.03903949620395115,-0.6540214380296495
CSO-9-4A-AGAPE,-0.34558487223017237,0.06590454361111012,-0.7785561227890776,0.05468189072604919,-0.5773809651666225
CSO-9-4A-DKVIMO,-0.4237265922524004,-0.06925917115500448,0.15998842031660063,-0.4805767928608594,-0.004545745853499582
CSO-9-4A-DSMOMU,-0.4397152782853498,0.5728582677539765,-0.1952876530991243,-0.27370248710120326,0.23708673696653917
CSO-9-4A-DVGATO,0.3607617637555728,1.4362921158887,-0.2975325694741162,0.3655501075266911,-0.3770087685257219
CSO-9-4A-FAGIGA,-0.3148218376143338,0.9198492686867588,-0.044341342114204846,-0.3368907293089306,-0.1848414077572653
CSO-9-4A-GSBRCO,0.7912508706671156,-1.2654591775337531,0.6945721010948719,0.75350327631638,0.5797622790184438
CSO-9-4A-KEMOCO,0.16046002367648796,-1.3397008498739162,0.09187849950633245,0.4164684178219055,0.3193352401460447
CSO-9-4A-LCOMO,2.635308763001641,-0.3474709317060621,1.267234835651102,0.7830968564153112,-1.8529267388131774
CSO-9-4A-MLORO,0.2785452138424934,2.7006701620133917,0.9326103345080851,-0.21754448935995943,0.05533067932445213
CSO-9-4A-MPAME,3.0074454304185383,1.0925977486990426,-1.1681550354836363,4.580686743227166,-1.2277779971131897
