subject,l1_T2W40,l2_T2W40,l3_T2W40,z_l1_T2W40,z_l3_T2W40,y_true,y_pred
CDMS-XX-6B-SPUCA,5.417858496044672,0.7592442918068879,-3.5598680604803072,-5.26587761439381,4.279603886680762,2,16.04555329648363
CSO-10-4A-KCOMO,4.1199881824888545,-0.6953881193935267,-1.7986376269895292,-2.964288621849712,0.04429844520931552,8,13.120564556290827
CSO-10-4A-LRAVI,5.704090942446711,0.44401500888844064,-4.267505288222138,-4.5403764643697855,3.9364898925271232,16,15.691306388095777
CSO-10-4A-LSCAVA,4.158587177614534,-0.06978041885377605,0.13683270002615658,-3.1218502800131898,-1.6290251630766812,22,13.88935631252247
CSO-10-5A-ACAVA,-5.375215202963116,-0.10024082782192836,-0.8827673655645298,2.3295661668669814,1.342656035897379,9,11.72859110324021
CSO-10-5A-ARACA,-0.9664667733133238,0.9009631384598545,4.277091383075092,-0.6660305921585987,-2.4326648324926294,5,15.52748462039582
CSO-10-5A-DABRZA,-8.811983125085304,2.3210621026301044,6.111174051991375,4.865538331592203,-2.6829217364668065,10,16.217461921486997
CSO-10-5A-GZAMA,4.4865455361996105,-1.8055757828477514,-1.075004002145489,-5.196357315191706,2.6179818527962166,20,13.442182585636306
CSO-10-5A-IPECA,1.8522200208649764,-0.9914381629813199,-2.2453851085459062,-0.10361796925233219,0.73325444297459,27,13.659625519885433
CSO-10-5A-JANORO,5.704090942446711,-0.4879583191165531,-0.22914318520594282,-4.96146264041586,-1.9861970078417899,15,12.45392208669199
CSO-10-5A-JBUVE,-6.136845594267512,1.368846778824431,-3.3348219495342635,9.502503135729032,2.2663751022960428,9,18.080649769873155
CSO-10-5A-JJSEMO,-5.968245183558542,2.6936058006246326,-1.7986376269895292,3.5582448832344196,4.338746416878495,23,17.2383065870149
CSO-10-5A-JLCARI,2.0244581515048106,3.9281373326749827,-1.6179887737286067,-2.033015742897774,2.089090574639425,24,18.805273839018263
CSO-10-5A-MAARAN,5.120474136146448,-0.8171192228424549,3.775018153671966,-5.692776086810802,-3.7256507845442783,7,13.074538492446303
CSO-10-5A-RVMOIB,3.8486617894689967,-0.0891250053380558,-1.427593932237808,-2.7995734409795925,-0.011770844817106382,15,13.93519086292186
CSO-10-5A-SVHEES,-8.306382954711172,1.1514334968557964,-2.652648453202067,7.338498917395685,3.309520641207706,10,15.255013944371374
CSO-11-5A-MDVOSPE,4.634126797562896,0.35028205923276606,3.3448366672450702,-4.911806608535272,-3.1660562737705478,8,14.665974938560337
CSO-11-5A-MTAGA,-2.0325728744054903,-1.8055757828477514,-0.9756817399119935,2.1293725637325442,0.4865449657939863,12,12.216679429186721
CSO-11-6A-CAPAMU,2.9826604000248333,0.8352481900599525,0.07984863699180308,-3.2106174338565734,-0.1203062355820373,6,14.981425854463405
CSO-11-6A-DSCACH,4.439587862129475,-0.9875427676709543,-3.63158483002586,-3.246823568706852,3.2544121411600258,2,14.24264113371126
CSO-11-6A-EROMO,3.9653992070105115,-0.08713837249371587,-3.5474188870292935,-2.8066081666477576,3.2868365989716746,14,15.225662676636844
CSO-11-6A-FSOVRE,1.5996383210891247,0.9049967285065125,-0.9284629595059046,-1.404233271749306,0.5748423382156894,15,15.161373453381541
CSO-11-6B-ANREVA,-0.7156939268561797,-0.2481667731842338,-3.919331643689335,1.2667704112318088,4.776791833354371,18,15.574962197681856
CSO-11-6B-DISEMO,-0.7156939268561797,-1.8055757828477514,-4.267505288222138,3.4449108897762857,4.140946516814958,2,15.211674705490601
CSO-11-6B-LHFDLACH,1.9672012424047296,1.2330505850944184,-1.4669986874209704,-0.49095461295761395,0.4908777983003786,21,16.147768622246367
CSO-11-6B-RJGIHE,-15.036752481454934,-1.6902121525023057,-1.6720290289776014,13.662813122817145,2.056204344310915,7,11.734616101018641
CSO-11-6B-SFLVA,5.704090942446711,0.2511929410253387,-3.4210363757995297,-4.526524997424213,2.684979281700837,22,15.10729408877457
CSO-11-6B-VCOMA,2.613083412782357,-0.8335303790111253,-1.524318997963684,-1.2357444199978496,0.5916070141738891,28,14.025688926809012
CSO-12-6A-DGISE,-2.6416293876470474,1.793769483930156,-1.7986376269895292,4.234707186932441,2.4738654251333494,7,18.476667378184796
CSO-12-6A-FJOVRE,-12.80877705275232,1.6821618787587478,-0.24841839784347308,9.87630884568391,2.381010699682523,8,15.296878270354812
CSO-12-6B-GQULO,-0.5309519162287581,0.6705924987035967,-0.4665147881949567,2.4528347796028624,-0.9543837498683679,7,15.586169120839802
CSO-12-6B-LJHEFE,-1.3271020096469306,0.3606968314167295,-0.9103677806201256,3.0847513081171107,0.03988613182462685,2,15.662456777916837
CSO-12-7A-DALRE,5.704090942446711,-0.9619792359466793,19.803954408795796,-8.76832761807336,-2.8461312632818374,23,27.34619953076605
CSO-12-7A-ESALA,3.1882293044766588,-1.683976280591741,-3.767059140674988,-1.4513414565790577,3.5263145353274483,17,14.226759258783746
CSO-12-7A-IMERO,-2.307800574443297,0.31803792455121377,0.5517243865039136,1.9100581293291472,-0.174026468891508,18,14.712585693874896
CSO-12-7A-JHEZA,2.93755381644878,0.5683017929622636,7.913151184047027,-3.158407987588801,-4.385120331230519,23,18.290070771464176
CSO-12-7A-LSARAR,-3.765091739775053,-1.8055757828477514,-4.267505288222138,7.576646388526127,3.903495083631645,20,16.056560958138256
CSO-12-7A-SCAHO,3.5099872529381284,-0.7092562197864425,-1.204859328718396,-3.280476273131971,0.3352652520094824,6,13.065252980136227
CSO-12-7B-DVAGRO,-5.379122558330921,1.462697631561433,0.949724486458092,6.126377585030243,0.49623088558788603,21,18.07050032713216
CSO-12-7B-SMUGU,0.09808161995686307,-1.2986257452733982,-3.3286401212745265,-2.2491732960128727,3.8662947526071374,12,11.502529506828628
CSO-12-7B-SSARA,4.8270711515583375,0.3333793961801035,-1.0161549802600691,-4.373822893034721,-0.04458923288225759,7,14.140475738386819
CSO-12-7B-VHOMA,4.014673871577529,1.5569704532210829,-0.7331263205628249,-3.698579821921405,-0.3125845630807999,22,15.241945916059008
CSO-12-8A-YTOME,0.5819221637475961,3.2679694070253626,0.9591400797064694,-1.358987028041498,-0.9724222056484004,29,16.892214713614955
CSO-13-6A-ANASA,4.608030111102315,-1.064856863617542,-1.3620695649423002,-3.4018934264731273,-1.521574095829815,11,11.672228457064957
CSO-13-6B-JETAVE,4.232890243231465,0.6471030664757356,-0.4270444818603026,-3.980022647861118,1.021370118308157,23,15.908888595119363
CSO-13-6B-LFMIES,5.704090942446711,0.7564581744073561,-3.6502883729139857,-4.403248833661786,2.8432343094416526,23,15.664838516545373
CSO-13-6B-LJMAHU,-7.13547879615907,2.8387406904140646,-4.267505288222138,3.2413282977358446,5.328909996215297,24,14.420587196809423
CSO-13-7A-CAPAMU,3.2966716164581267,0.7814536276488693,-0.543629899196287,-3.6354683059459965,0.35109664964417636,15,14.664715985434315
CSO-13-7A-CDDITR,5.704090942446711,1.1938786061338378,-0.4270444818603026,-5.943565273867398,-0.0999310102483518,11,14.842021079429921
CSO-13-7A-JJATFL,5.704090942446711,-1.1920510214651534,-0.788646311030735,-4.660948914701444,-0.8302650360500877,18,12.646771956024716
CSO-13-7A-RXCHLU,5.704090942446711,2.0779283207810435,-3.825707917264724,-6.560967077413694,5.98620043278575,5,17.79613699816051
CSO-13-7A-YAMEZA,4.354586615566223,-0.2247822535196163,0.33659926921164546,-3.596406364630797,-1.4549272655038292,7,13.829662297949051
CSO-13-8A-KIGAGU,-8.879124069303066,-0.3891667658286674,0.48735094822584785,11.610869858855448,-2.015535015583176,9,15.228987253191812
CSO-13-8A-MBUAN,5.704090942446711,-1.8055757828477514,3.139097695475687,-3.933869326864101,-9.37790167888207,8,8.1404341461539
CSO-13-8A-MGAAN,1.5065392971332823,-1.074939457326595,-2.2523184365322737,1.1622653941584482,0.9262880216304858,25,14.682427115888773
CSO-13-8A-MGAHE,4.2975088643410215,1.5056196521796774,0.0876882265365086,-5.561445630442739,2.4986120747289404,24,17.24257548416883
CSO-13-8A-MJAGA,-5.084714185131758,1.1626342895819464,2.4704460372251886,2.9101513016980016,-1.9686598606538257,5,13.904449879544979
CSO-13-8A-VHODU,4.086507353331021,-0.6187837903570045,-0.24344539944142976,-4.228192203271946,1.167809235852452,17,14.57848749293852
CSO-13-8B-FCJISA,5.704090942446711,-0.46307805229550764,-3.6701985959884422,-4.586574957173358,3.37621129865861,11,14.775042932473438
CSO-13-8B-JEMABE,4.254462100991219,2.91130813530878,4.8115564337300345,-5.1852480583774,-3.114850971892202,9,18.091819936585857
CSO-13-9B-DMLLLU,-15.10486690977645,0.056154527554614454,-2.1391710975043723,14.404000088913786,3.3057048703071947,26,14.936413776320201
CSO-14-7B-EVEGO,4.000882711815331,-0.5507020078656579,-0.5390112692177907,-2.4610825947785795,-0.453091285312309,4,14.411587851466418
CSO-14-8A-AQUMA,2.321623645717231,-0.8621989992164449,0.2985725368532231,-3.0309822089558685,-0.5719899290601973,9,12.569617342163369
CSO-14-8A-SZARA,5.704090942446711,3.68495089528804,0.8376108926317308,-5.771051686819577,-0.22770809396545016,30,18.642485246406878
CSO-14-8B-JLLORA,-2.9575235637556023,-1.8055757828477514,-1.1324352422124766,4.354250515770502,1.564520715799822,31,14.43782893957992
CSO-14-9A-AEDCAGO,3.9157223002837624,-0.9218079718085332,-3.9148099080460512,-2.807695133372522,3.6852594361529944,7,14.371261020035076
CSO-14-9A-HASACA,2.837002554214352,-1.587168909863655,-2.9252083073578072,-2.489077484445149,3.443545108709031,19,13.693685258082198
CSO-14-9A-JSMAAL,2.177730239590193,-0.8233600850474423,-1.9725015467946427,-0.7954424235179853,0.38203483076498124,10,13.383053311820529
CSO-14-9A-MARJA,1.8970092176275544,-1.8055757828477514,-0.9661124854110925,0.25547304629780826,-1.4081740312149582,10,12.387212261276986
CSO-14-9A-SORZU,-3.8869129586804982,-0.34198659304348183,3.2283338760021674,1.0331613265409758,-0.06056289773951726,21,14.38662504990507
CSO-14-9B-ERAGA,-2.178429719861902,-0.951300798644134,4.2016483344871896,2.002463115498837,-5.15512138293782,6,12.333851845367594
CSO-14-9B-MFEGA,-0.29959675940136304,0.6314809081997897,-2.6215935140670656,1.3807875484364576,2.9614048681763725,27,16.467075348169615
CSO-15-10A-LJRAGU,3.192001210980363,1.296344439297805,-1.139250611877715,-2.45319321282377,0.016356160223069367,17,15.326850282625177
CSO-15-10A-MAARLO,-5.645171594356613,1.2474402916513665,-0.29968226124116,4.87261483902515,-0.11913093411167425,14,14.470662637792495
CSO-15-10A-SFEGA,-4.282241076468897,-1.8055757828477514,-4.267505288222138,7.361680686689579,4.263690516817611,5,15.684641352793829
CSO-15-10B-MEBUAR,3.4215007666945723,-0.3058485883569567,11.725270783984646,-4.161706104285014,-10.994363934639903,16,14.099445220222771
CSO-15-10B-YVBUAN,-4.078438382205311,-0.5200953304270702,-3.444549401144602,4.68688704117309,4.0285880773459075,24,15.08698430156744
CSO-15-10C-SSCAMO,-1.1890421199845027,-1.8055757828477514,4.993592758982208,0.6264004515314688,-5.4228676364958135,10,11.617099968011035
CSO-15-11C-JETALO,1.9650953592263456,0.7159435661312771,4.38709673302184,-2.6477563094011223,-4.6451031937704546,15,14.189868452033311
CSO-15-7B-JCRAGA,-1.1742499889492433,-1.8055757828477514,-2.1513330071656167,0.8797121912480536,1.6466303888750982,20,11.809776097985967
CSO-15-8A-VBMABR,1.4784097626524033,-0.7234941361898362,-2.2986614571125896,-1.9413811786207196,3.765513521950489,31,14.694978809505173
CSO-15-8B-KEPOGO,4.099144725120988,0.1123445716452841,-1.2447250106873415,-3.630813252905874,1.0332486115199835,7,14.783791941518466
CSO-15-9B-ALRIHE,2.2190648705394276,-1.194972567947928,-2.4158545422976814,-1.0047933547253438,1.534511322240397,8,13.552548024634296
CSO-15-9B-AMSAGO,5.704090942446711,-0.7170641094270132,-4.267505288222138,-4.820134789317944,4.434799739207298,32,14.74877879151234
CSO-15-9B-JCAPA,1.3116065581868384,0.44401500888844064,3.0308140261233802,-1.1606854725546514,-3.6295127538093674,14,14.410829663660065
CSO-15-9B-KSBEJA,2.5302647149261808,-1.6791942776940327,2.3068951130377293,-2.279665987046948,-2.4039205765451688,28,12.888971283503185
CSO-15-9B-RMCHLU,5.704090942446711,-0.39304202989711917,-3.2914413291301763,-5.583709564183462,3.8826549055941886,9,14.733145221655565
CSO-16-10A-MSACO,5.704090942446711,-1.8055757828477514,5.607965356708295,-5.172434232099569,-11.762158331258973,15,6.986480249774136
CSO-16-10A-YKMUJO,5.704090942446711,2.6936058006246326,-4.267505288222138,-5.560943462375662,5.4544564141715535,15,18.43829670347052
CSO-16-10B-JESUGU,0.08677918180668157,-1.8055757828477514,-2.2395068522096384,1.3159575555635856,1.8127341855096788,10,13.584980584647981
CSO-16-10B-LTVIFA,5.704090942446711,-0.2663820832387778,0.6052598326316947,-4.947601194335468,-3.707485358352729,20,11.802474435976855
CSO-16-10B-VVILI,2.1702644088854863,-0.15449997239916996,-4.267505288222138,-0.5199313611600105,4.1477084975530705,30,15.790628581482665
CSO-16-10C-ACALGU,4.129426729221473,-0.43318391619108076,1.1826365299706016,-4.497961599069248,-1.7438544424444171,19,13.051655598312756
CSO-16-10C-MAVAVE,5.704090942446711,-0.2987744034772832,-2.7535770053908215,-5.01080035095263,2.272145149352869,11,14.32767662880427
CSO-16-11A-JAVABO,4.069963884805976,0.4849166596472803,0.22134500492805848,-3.8084316882795983,-1.2315562680538936,16,14.150829889873247
CSO-16-11A-JDMUVA,3.3910802174772865,-0.1349237978083734,-3.995203707939129,-1.9504098395634044,3.754698326486644,23,15.479833495478449
CSO-16-11A-VZAOR,3.8125471863128233,-0.2790677455981924,1.6180988684663138,-2.6969027921911555,-5.221981751606635,4,11.647286062208579
CSO-16-11B-KRORE,4.492810778427298,-1.359902135428317,1.1593453256193504,-4.30831665118592,-1.4985145956569415,8,12.900015018600897
CSO-16-11B-LLOZA,5.704090942446711,0.615858749923844,-1.1814207116813775,-4.646509395423312,-1.1192983013314597,9,13.787313580759832
CSO-16-11B-YAROMO,4.035512496240232,-0.26951158584726786,-1.5702401781530324,-3.0899780635780916,0.7553845971570858,13,14.275759562644351
CSO-16-9A-JALEMO,2.1680597042745307,-0.3499582117243329,-1.1385125838792065,-0.4928644683221231,-0.5336088448503329,13,14.067707892323961
CSO-16-9A-JPROSO,0.9486947429630884,-0.19128609433335436,-1.1585608259292235,0.1294247542930524,0.006059692867658032,2,14.148924566686647
CSO-16-9A-JSMAGU,3.3389070432298564,-0.24664883067968832,-1.2355625463575315,-4.196010292894883,1.8987092331266753,19,13.973986903249855
CSO-16-9B-SJPAJI,-3.925586361507625,0.44401500888844064,0.6702300342430789,1.8730005389858777,1.846122342641293,24,15.322373860076489
CSO-17-10A-YVGOCA,0.7555067723590657,-1.8055757828477514,-4.216070545279792,2.1773184142786777,3.7916083775074885,24,15.117379532843113
CSO-17-10B-EHECO,5.704090942446711,-1.5521007640605748,-0.6163629723147598,-4.689778781980503,-1.4030485228036016,15,11.857392198112695
CSO-17-10B-YCQUVE,0.5337944034108261,1.0026382256283008,-2.42828172851194,0.7761720769907077,1.9553252999297837,12,16.254240574273105
CSO-17-11A-DJAPA,0.7948436894503832,0.44401500888844064,1.4689813364065702,-3.2888209254252505,1.3331323733670286,16,15.166743779512597
CSO-17-11A-JDAMO,5.704090942446711,-1.8055757828477514,-3.5941777442496083,-5.593658621972736,4.274964221927407,6,13.400235312129446
