subject,l1_T2W40,l2_T2W40,l3_T2W40,z_l1_T2W40,z_l3_T2W40,y_true,y_pred
CDMS-10-4A-JURAN,1.1101164488171194,1.1457222283290875,-0.915281307832908,-1.585241060854847,1.0653886842014924,6,15.23529728948537
CDMS-10-5A-HEPIHO,5.704090942446711,-0.7496454112164775,-1.2695945567253994,-6.293644415752842,2.2800103872741118,25,14.085809242851528
CDMS-10-5A-KSRAGU,-2.178429719861902,-0.6380666377694745,-0.8923444348914829,2.0886483580854893,0.9134066116456299,19,13.707806474033685
CDMS-10-5A-SROPU,2.5900161924117264,0.25934710807427563,-2.904100758884727,-1.8157053092553654,2.695720604276838,19,15.239870133448173
CDMS-10-5A-SZURO,5.704090942446711,-0.3058485883569567,-4.267505288222138,-4.719474188063458,4.755472696251678,12,15.58132787088126
CDMS-10-5B-SRAJA,3.193790448680837,-0.03185996628652306,6.905703486330564,-3.031486858486807,-5.970111046680548,30,15.480628360382948
CDMS-10-5C-DAAUSA,4.8109034823697865,-0.5340679440403385,5.887054744499807,-4.544911631701406,-5.489354137706861,18,14.544216810246414
CDMS-10-5C-ICAPA,-9.604626822814028,-0.2481667731842338,-2.748202112078994,7.370950815937762,4.876305043867594,16,14.060852448553527
CDMS-10-5C-JFALGI,5.704090942446711,-1.8055757828477514,-2.2579618430328052,-4.598130345106307,0.7792387106115648,19,12.236253978896837
CDMS-10-5C-NBEMO,-0.1424988492398494,1.4884678764802437,-3.209419147693877,0.47152664690227003,2.8575750661383035,22,15.880243889412515
CDMS-10-6B-ASCACO,-4.1838535688933725,2.486746877246591,-0.6919038478162912,1.8474807471435648,2.9213186512919758,14,16.794381155797893
CDMS-10-6B-JJMOBE,5.704090942446711,-1.8055757828477514,-4.267505288222138,-5.683372237481876,5.389574470467929,13,13.751804401188298
CDMS-11-5A-EAARCA,-0.8846356339430983,0.9176130703065863,-1.1326930604728394,0.8143400194067063,-0.06049274968434641,26,14.068723942438433
CDMS-11-5A-MGTHAR,-0.30937842879903404,-1.321486625132368,-1.7986376269895292,1.0689950830287582,1.0768620541481984,16,13.13094675308145
CDMS-11-6A-DFVEBE,-0.9948150081302182,0.44401500888844064,9.15025374021595,-1.020899818955044,-7.643778339488882,7,14.349367879355674
CDMS-11-6A-NMREPR,-3.234850014810478,-1.4638657891663043,10.889467062383115,4.490570662536465,-14.953438896000957,23,10.142475321767266
CDMS-11-6B-ARAHE,-5.662704620260172,-0.16469779358135253,-0.2737487774046831,3.0068760496879365,1.3885939518125132,13,12.708911107079667
CDMS-11-6B-AVROTO,1.2727350149632999,-0.3921160818453653,1.5878622623118372,-1.9740365113035423,-1.770634430834547,15,13.138402550117108
CDMS-11-6B-EAFESA,-6.486287067802598,-0.9714578488332081,-4.267505288222138,9.054852360457511,4.5738026958188955,2,16.31799714824389
CDMS-11-6B-EFRGR,-6.05388460622217,-0.4118075749242411,-2.952564903435205,5.403623521051113,3.9302897034243878,10,14.330248436719309
CDMS-11-6B-EROCO,-8.952399042188192,0.019563916108027192,1.3689661647806097,8.14257790445931,-0.6539946776307654,13,14.339306562354416
CDMS-11-6B-JACUPE,-12.53565077445503,2.1113587721752647,2.180596132879498,5.298850301303169,2.9320654981958687,22,14.401812226924196
CDMS-11-6B-JDCHBA,-3.5454675205620596,-1.169178387817118,8.434169126803516,3.264701835161862,-8.315701977094218,13,13.083115373317408
CDMS-11-6B-JFSAHE,4.39095312827112,-0.5273991966340057,-2.4158545422976814,-3.3515148101097796,2.506748714684829,12,15.017525590739908
CDMS-11-6B-JLPENA,-6.970868927715407,-0.7096212945660169,-2.463332766552155,6.8732507210082785,2.331893172639758,7,13.475913201639882
CDMS-11-6B-JMARME,-1.0587358664372502,0.6329119455991133,-2.1849871464953954,1.1258692173943166,1.822463314420792,8,14.752113761307001
CDMS-11-6B-JPSAMA,1.067579647950179,-0.2225304108852458,-1.2042805974335313,0.025533287575839114,-0.5219851513144533,0,13.558909072718214
CDMS-11-6B-LESTA,1.6361084510072552,-0.6696437989017533,-1.4075298786754533,-1.0341679664296517,0.27792843842209664,21,13.21728754224792
CDMS-11-6B-MEBRTA,-12.411143589744613,0.8003858273813026,-2.6297415921569423,12.03861856080746,3.367726476926525,17,15.58043798003916
CDMS-11-6B-MMAMO,1.2068084938976271,-0.7228850274666965,0.4985975230343953,-0.8021227352436362,-0.63056712993581,9,13.964423421111304
CDMS-11-6B-RSECA,2.8088938445258,-0.1735197182548278,-2.4279568347547045,0.053435401063771516,0.1066650493486541,1,14.78211003875412
CDMS-11-6B-SCAPA,5.704090942446711,-1.8055757828477514,-0.39477170197490963,-4.489069209946683,-2.9369859371260976,10,10.492280607376694
CDMS-11-6B-VZAPE,-8.339188459153362,1.5487247726874636,-2.2835937747316493,8.751712209254826,2.7405052929966693,21,16.83275233787937
CDMS-11-6B-YLNIME,5.704090942446711,-0.2641894996211011,-0.6556433393818403,-5.221353945475119,-0.5238848914869655,8,13.45361156330711
CDMS-11-7C-ICARE,5.704090942446711,1.7562763040678857,2.7961994091933806,-6.429065650771457,-1.9013496515576578,17,16.34074365020429
CDMS-11-7C-SALMA,4.634126797562896,-0.9534580587052544,-2.8086289429483235,-4.433805650342768,3.6051210818482096,18,14.457947524240186
CDMS-11-7C-SPGAVE,0.048566176632259754,-0.5200953304270702,-0.505421233010545,0.6878143668182293,-1.6404290125628007,8,12.485027264275498
CDMS-12-5A-SRIGO,4.281524977089821,0.7252138578554647,-0.2555953387191493,-4.070726690514174,0.39403485473783256,15,15.48904395727522
CDMS-12-6A-FAROPA,-6.7158850138516915,-0.6293191597177162,-1.2822731488232326,5.521616149259129,1.7242357726168398,23,13.032966896308753
CDMS-12-6A-JGIGA,4.664697201702434,-0.755766746704195,-3.209419147693877,-4.110710354024031,2.7651902754942506,1,13.768583525600008
CDMS-12-6A-SROAL,2.24728370512977,-1.5748485221568598,1.7464031173444727,-2.9384377556830916,-1.1066510862963752,24,12.78834175516334
CDMS-12-6B-IJDAGA,-7.036712875092874,1.6437967644810765,2.290820088795765,6.739678774442688,-1.3796622961803424,25,16.67251275327174
CDMS-12-6B-SCLAG,-5.876697449236935,4.590319605421814,12.143203283500494,-0.06576522619502725,-1.9346522925922651,31,23.271000217723504
CDMS-12-7C-CATRAR,5.704090942446711,-1.8055757828477514,2.1691853999914485,-5.904943678495554,-3.622197717273032,12,10.955151460647246
CDMS-12-7C-DLOLO,5.704090942446711,2.085608289344581,-3.4667914521466967,-5.322223034231221,4.157657874879967,19,17.572934917118765
CDMS-12-7C-JSZAOR,-14.236149939478937,-0.7148650959453553,1.7924426075306281,12.331859828141098,-1.3541111546401727,10,12.233768542432689
CDMS-12-7C-MAROBE,-0.11850463668846793,-1.8055757828477514,1.6750017568377444,0.8750107297782381,-3.4499114938128566,9,11.590612870092333
CDMS-12-7C-VMAPA,5.704090942446711,-1.8055757828477514,-4.267505288222138,-4.865460465387533,4.668977131521849,12,13.849118834336565
CDMS-12-7C-VQURA,2.4941985077952653,-0.26979745387400483,-2.392115430170445,-3.101227692249244,3.333213407412917,13,14.478863635739915
CDMS-13-6B-JDTAHE,-4.453796508981914,0.9281041666038239,-1.6111286906933822,5.247148158284426,1.4836598212314396,21,16.008579243269818
CDMS-13-7C-MVEAR,-3.3002826404716292,2.3430202226917194,-3.0811662821753,3.9995173531365844,3.3922300638732232,27,17.767911013880024
CDMS-13-7C-RAIZAC,-0.2759826344381732,-1.0043516652430802,4.6610024181533225,1.791346584655287,-7.523876961904463,5,12.062730038048318
CDMS-13-7C-SSOSLO,5.311042889224085,1.7294954613091216,2.3077442993463397,-4.617874418524814,-4.856428190350317,23,14.28857233782984
CDMS-14-10A-IMORTO,5.704090942446711,0.05033662033460699,1.410890332612861,-5.427325524743188,-2.3978265033623285,11,13.754758164114087
CDMS-14-10A-JCVANI,0.671495768520827,-0.482952051022955,1.761990608054484,-0.37425297049560685,-2.0491677995896302,22,13.941705852292543
CDMS-14-6B-KDCAHE,-6.778824081197798,-0.7432690200834384,8.351151646966748,3.1165065419631213,-6.225643164258409,22,12.13451422021565
CDMS-15-10A-AMALOS,-0.3565451229790943,-0.07512132766606508,-1.1598397006566168,2.1799254557678354,-0.44096015630107505,16,14.56205144499041
CDMS-15-10A-JJMACH,4.766369557042918,-0.11206361378792148,-0.8138645711046127,-4.151251691978965,0.16519100129066921,6,14.268972978287515
CDMS-15-10A-MAALCA,3.4679861003299735,2.996921412993557,-1.6876772826644684,-3.655314059065264,1.7944589386552587,13,17.330967407074482
CDMS-15-10A-MAALRI,-5.594730427526377,-0.29085131641204864,-0.9098452689457902,5.802273279716963,0.9482593369097752,12,14.369697900567948
CDMS-15-10A-SGOMO,2.1027482108865523,0.9561169777389552,-1.8989981010233752,-1.599679160062149,1.9855616986166433,12,15.960341922982051
CDMS-15-10A-SHEGA,-3.074771499310856,0.1323247184671612,0.7743389115239732,1.26689300402625,1.1226418146121466,13,14.6360192461441
CDMS-15-11B-JEMOLO,-5.3929657602054295,-1.5806167036741323,2.751132777281992,6.0014833581079285,-4.540951365449487,19,11.652674602886297
CDMS-15-11B-VSAHO,-3.1507847393503803,0.4634080329551319,-3.0756381414201885,4.834291263274188,2.45783810285673,12,15.943706815140906
CDMS-16-10A-SGALO,5.704090942446711,-1.8055757828477514,-2.3864632606163414,-4.531188903361353,1.0142190437867153,20,12.409674336233406
CDMS-16-11B-NGABE,1.0397159983438293,1.2173118435477566,1.6732075216188262,-1.1865189453040157,-2.314359127294884,28,14.843949587736939
CDMS-17-10A-ASSAMO,5.704090942446711,-1.68805984596601,-0.9511158925365444,-4.8206420585895735,-0.6196068176567281,11,12.039258624523281
CDMS-18-7C-VVECA,2.3206908086249176,-1.2279781471317022,8.110196094444046,-2.7646313513568623,-5.853693836442069,5,14.999175864963755
CDMS-8-4A-DJAVDA,-11.950317448136238,-1.8055757828477514,-4.267505288222138,5.451260303810317,6.83135552796016,5,8.673809609389775
CDMS-8-4A-DOSTR,-9.68880232372272,0.06056203302431713,0.7263406629074567,8.557414582022096,0.2933156028636597,17,14.363422853920234
CDMS-8-4A-LGOPA,0.43069622837647953,0.32350121647400176,0.4938823441550361,-3.2435823309807224,1.9943347791186727,12,14.413424533968893
CDMS-8-4C-JDBUTU,-30.674689983603,2.6936058006246326,5.33364672768245,14.602798427215145,3.029267058180781,7,9.39922032692543
CDMS-9-4A-ACDUTR,-17.83512024499722,2.6936058006246326,-4.267505288222138,7.120281466121511,6.627838071451837,5,8.753692101804049
CDMS-9-4A-CARGA,3.357072818185439,-0.03976795707633185,-0.7898529912170656,-4.349123128985349,2.2062133780789566,8,14.799134415811073
CDMS-9-4A-CRAAG,-7.991450112066122,2.093714922828315,-4.267505288222138,3.3402200417663317,7.070089046923869,32,14.659660908055683
CDMS-9-4A-EROHI,-0.7156939268561797,0.44401500888844064,-2.2101155705282975,-0.188904232617122,3.0861849100611343,5,14.8300784857734
CDMS-9-4A-ILOSE,5.704090942446711,-1.1993030872025365,-2.061283122865339,-4.901554462991169,1.325359937797719,7,13.28190250401081
CDMS-9-4A-TGAFR,-6.778824081197798,1.4854922272848259,-0.3813247103559948,2.154041407584655,1.2675042355856438,6,12.161481375726757
CDMS-9-4C-SCAMO,4.088790233396307,-0.7025506204480703,-1.8942066977469205,-3.1415445368728276,1.13865163835823,10,13.903732313512144
CDMS-9-5A-ABERO,-13.968232282785536,3.1408928586306586,0.713543501984002,12.623729329413665,1.291119106473872,22,18.215644810542084
CDMS-9-5A-VVAAR,1.8522200208649764,-1.5806167036741323,-0.728794973788733,0.21240104410045157,-1.954401801049827,5,12.215399883278161
CDMS-9-5C-JDMADE,-8.13554578584947,-0.2229490951941488,1.7743969782114315,8.240359313925056,-1.4148049744988722,15,14.656048733419421
CDMS-9-5C-LVIZAC,-11.034611937637514,1.2030793864681375,4.471983303993905,8.527532508241634,-3.620637386702869,6,13.961938171188718
CDMS-9-5C-MLOGO,-4.827241539780503,-0.21316881791089642,5.33056449589564,3.178443329575756,-5.274338188102156,5,12.608851576503266
CDMS-XX-10A-VGILO,2.962307821181935,-1.3837775093972153,-2.2358329419994707,-2.640966321233958,1.8543396792880997,17,12.970663024664816
CDMS-XX-5C-MPCAQU,0.7948436894503832,1.0174401126643327,-0.6206811611726638,-0.6096625358346012,0.5439166459658504,24,15.540449047898726
