subject,z_pe_T2W40,z_l1_T2W40,z_l2_T2W40,z_l3_T2W40,z_lsc_T2W40,z_density_T2W40,z_diameter_T2W40,z_asp_T2W40
CDMS-10-4A-JURAN,0.6682772137810006,-0.2330475070871284,0.1997630347707178,-0.0250096001017354,0.1097090784151697,-1.465057271067364,0.6114983297813475,1.143611230726792
CDMS-10-5A-HEPIHO,-0.7651607660165859,-1.0808653351720812,-0.7502123928159287,-0.3658411921718313,-0.0409573376333546,0.1151874597676357,-0.1514028668054166,-0.1548927550785135
CDMS-10-5A-KSRAGU,-0.6349393940675967,0.4284907497298187,-0.6013182459374804,0.0176376633419266,-0.2616198779193388,-1.4876152411563246,0.68453537413962,1.001292557233726
CDMS-10-5A-SROPU,0.0202340318201427,-0.2745460117398572,-0.1410652113870167,-0.482492471119358,-0.2559216804122292,-1.7071815387069398,0.3636829719874771,0.884582729696964
CDMS-10-5A-SZURO,0.2131156712290448,-0.7974126479490845,-0.177104131485003,-1.0604737331053562,0.4475634422977846,-0.3365614182139204,0.3481754087441289,0.6617662113204522
CDMS-10-5B-SRAJA,-0.4146707891144827,-0.4934655041454714,-0.3793758625852362,1.9492022620930984,-0.3094498684889811,-1.4993566035471606,0.8665891030825452,1.374678803259789
CDMS-10-5C-DAAUSA,-0.0203659821593009,-0.765980071713687,-0.507963589434277,1.814298413207728,-0.0949080800900296,-0.6626903028962923,-0.0120010509831237,0.1599426161152522
CDMS-10-5C-ICAPA,-0.8437739114508419,1.3796476195942835,-0.7995219124205892,-1.0943801595320526,0.3586559745382356,-3.6236077858118114,1.0172848034867925,2.0993687492124584
CDMS-10-5C-JFALGI,-0.8741933995337475,-0.7755628900517725,-0.8828697885909936,0.0552861420398323,0.291014380266211,0.5409190704269886,-0.2475563305020303,-0.5727874496643222
CDMS-10-5C-NBEMO,0.5711371664663002,0.1373040111301726,0.6408029612020935,-0.5279099980582734,0.0803010026203785,-0.9094444047580228,0.3575601703044134,0.2401156333791185
CDMS-10-6B-ASCACO,1.7895649364628732,0.3850649459697139,0.3046863008121194,-0.54579690684413,-0.3685020105143559,-1.7953490137876185,1.0854295314434683,1.5267378933125024
CDMS-10-6B-JJMOBE,-1.1397957535668937,-0.9709767819358488,-1.1797913387192664,-1.2384072548709195,0.7675741055885662,-0.6034222056052962,-0.0911520510370645,-0.1977726395158343
CDMS-11-5A-EAARCA,0.618847969825724,0.1990326412002456,0.455273908475408,0.290920833730246,-0.4640311925557946,-1.5705875628982435,0.9967993860847444,1.347741852802705
CDMS-11-5A-MGTHAR,-0.4402181459249259,0.2448870607724959,-0.7934639757599468,-0.0282291102878721,-0.2238308431144981,-0.2174726098816824,-0.1353975101665809,-0.0069017345434533
CDMS-11-6A-DFVEBE,-0.4666567428159083,-0.1314294998897349,-0.4128511444053333,2.4188453506040952,-0.2592725690624928,-0.5872971312063442,2.010915432847324,2.1816682139434365
