feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
pe_T6W200,0.13916078936909654,0.1412983745086998,1.0,67,0.1675
cc_T6W200,0.11078290165160738,0.07273181756138032,1.0,135,0.3375
nodes_T6W200,-0.11016125118834601,0.05166202288211256,1.0,115,0.2875
lsc_T6W200,-0.10906429380655532,0.06356052306224173,1.0,212,0.53
l1_T6W200,-0.10539674104341393,0.07868017620646503,1.0,75,0.1875
density_T6W200,0.10446919189630771,0.05209451105743944,1.0,285,0.7125
re_T6W200,0.10139062652946361,0.06687835465097243,1.0,53,0.1325
asp_T6W200,-0.09943216884234463,0.06488600595310917,1.0,275,0.6875
atd_T6W200,0.09883927493430233,0.04896762727332422,1.0,235,0.5875
lcc_T6W200,-0.09828173921244422,0.050179065680131286,1.0,201,0.5025
l2_T6W200,0.08567571441392936,0.05644923038177471,1.0,53,0.1325
diameter_T6W200,-0.06796686497151552,0.05312476117621276,1.0,155,0.3875
edges_T6W200,-0.06519913001829648,0.08861146653046252,1.0,105,0.2625
l3_T6W200,0.03790044661729141,0.07705754617268001,1.0,34,0.085
