subject,pe_T6W30,z_l2_T6W30
CDMS-11-6B-MMAMO,-0.8789962948961906,-0.27360235322744864
CDMS-11-6B-RSECA,0.8423544373586558,0.33135108872035934
CDMS-11-6B-SCAPA,-1.724789967660493,-1.9311896738246692
CDMS-11-6B-VZAPE,1.0643642886491915,0.6226257399811453
CDMS-11-6B-YLNIME,-0.8615238634125121,-0.34493583832906455
CDMS-11-7C-ICARE,-0.3333482524037507,-0.5901004235047349
CDMS-11-7C-IMOIB,-0.1256539194286226,0.9654023848206337
CDMS-11-7C-SALMA,-0.32926978268865853,-0.5731261224980423
CDMS-11-7C-SPGAVE,0.2080085732297084,0.47996271778310634
CDMS-12-5A-SRIGO,-0.7841203642976653,-0.1713755097966138
CDMS-12-6A-FAROPA,-1.1381570391223177,-0.5161005526442977
CDMS-12-6A-JGIGA,1.2033866496036494,0.7055338636224153
CDMS-12-6A-JSOTGU,-0.8988239081654582,-1.4763429481985952
CDMS-12-6A-SROAL,-0.6199980655787629,-0.34532601658244966
CDMS-12-6B-IJDAGA,-0.06857217572021329,0.00967170476035514
CDMS-12-6B-SCLAG,0.6052645615044113,0.5726899708877005
CDMS-12-7C-ARAHE,0.6575120470128301,1.0790293042844696
CDMS-12-7C-CATRAR,-0.5824505228957026,0.3417664827386638
CDMS-12-7C-DLOLO,-1.4169427944373927,-2.06301963830453
CDMS-12-7C-JSZAOR,-0.20032914667667215,0.4238072002768335
CDMS-12-7C-MAROBE,0.04251560300748825,0.9341020501963314
CDMS-12-7C-VMAPA,1.359132050299124,-0.018464174849200963
CDMS-12-7C-VQURA,-0.18907851331147796,0.13888224812242875
CDMS-13-6B-ASUMO,-0.3015674714678756,0.7891882031907762
CDMS-13-6B-JDTAHE,-0.11103929859047691,-0.20412304252103702
CDMS-13-7C-MVEAR,-0.703633959711407,-1.4315949954298497
CDMS-13-7C-RAIZAC,2.2802395062830647,2.5519094007118133
CDMS-13-7C-SSOSLO,-0.5416263454043933,-0.9132362077306402
CDMS-14-10A-IMORTO,0.6263310216966604,1.0019801883552788
CDMS-14-10A-JCVANI,0.03247028904006894,0.6853345504835935
CDMS-14-5A-LSDUCO,1.8451801566672204,0.6310551812980678
CDMS-14-6B-KDCAHE,1.3515321138999952,0.8687343432032818
CDMS-15-10A-AMALOS,0.8888370252492256,1.0245715931628538
CDMS-15-10A-JJMACH,-0.7027172150669051,-0.3078611493470887
CDMS-15-10A-MAALCA,-0.11009295601955194,0.7828344159277222
CDMS-15-10A-MAALRI,0.3340717135497156,1.6158136541847952
CDMS-15-10A-SGOMO,-1.3719474037532586,-0.9435785299413426
CDMS-15-10A-SHEGA,-0.5577545300043946,0.07272889204089746
CDMS-15-11B-JEMOLO,-0.1633598013409424,0.21596563285207246
CDMS-15-11B-VSAHO,-0.10390741536035622,-0.5322941014430577
CDMS-16-10A-SGALO,-0.4365841839352739,0.3860322872662788
CDMS-16-11B-NGABE,-0.4379074564403845,0.3285704820913337
CDMS-17-10A-ASSAMO,-1.250500794710814,-0.6280870971734629
CDMS-18-7C-VVECA,-0.1353771818728503,0.18710548609626132
CDMS-8-4A-DBEVA,0.8761376268158576,-0.768134945869542
CDMS-8-4A-DJAVDA,1.9626844873294729,-0.04608609227325215
CDMS-8-4A-DOSTR,0.6690108481762236,-0.028582529823490094
CDMS-8-4A-LGOPA,2.1302946733000336,0.6163877325244914
CDMS-8-4C-JDBUTU,3.0103620712283217,0.9048302143532057
CDMS-9-4A-ACDUTR,-0.6921989663629882,-1.318947286279817
CDMS-9-4A-CARGA,-0.768425806507104,-1.360847748422809
CDMS-9-4A-CRAAG,3.232199902583302,-0.5915497302645091
CDMS-9-4A-EROHI,-0.9205952820774286,-0.9638634732088448
CDMS-9-4A-ILOSE,-0.9638602916574767,-1.6632754460314902
CDMS-9-4A-TGAFR,1.0028414419908238,-0.08334190983249024
CDMS-9-4C-SCAMO,-1.434770591961132,-0.560512248682734
CDMS-9-5A-ABERO,1.091064615745753,0.7040051653755656
CDMS-9-5A-PAGACO,0.33055832783980865,0.8093494319584329
CDMS-9-5A-VVAAR,0.9613834669043719,0.4576277425070443
CDMS-9-5C-JDMADE,1.5280109330405471,0.8111206899702306
CDMS-9-5C-LVIZAC,-0.5712054359607959,-0.7091382684027007
CDMS-9-5C-MLOGO,-0.4430079054177813,-1.3055874857821186
CDMS-9-5C-SCAAG,-0.40598673790035444,-0.42319804055067334
CDMS-XX-10A-VGILO,-1.3771059207694463,-1.4152606387234996
CDMS-XX-5C-MJSARU,0.4206079351279092,1.4993628449684242
CDMS-XX-5C-MPCAQU,-0.44375692240047593,-0.9504385022862445
CDMS-XX-6A-MAGICA,-0.7456552312415473,-0.06052867409987031
CDMS-XX-6B-SPUCA,2.1456860984175012,1.7623006903756402
CSO-10-4A-ICAPA,0.5937625926330454,-0.09627754256595654
CSO-10-4A-KCOMO,1.1887548446444929,0.7627733447507696
CSO-10-4A-LRAVI,1.538887067739393,0.3912910255912737
CSO-10-4A-LSCAVA,2.696966015784514,2.320854570277004
CSO-10-5A-ACAVA,-0.8059558546493356,-0.4571161622618667
CSO-10-5A-ARACA,-1.20112443226704,-1.6272726301026765
CSO-10-5A-DABRZA,0.9294052117309808,-0.09627898330134484
CSO-10-5A-GZAMA,-0.07408645643018008,-0.07669701909322557
CSO-10-5A-IPECA,-0.6306942448579007,-0.5798062331705773
CSO-10-5A-JANORO,0.6441243693201963,1.0542923346127062
CSO-10-5A-JBUVE,-0.23527147892736736,0.1156733381534784
CSO-10-5A-JJSEMO,-0.06731787251307474,-1.199607783224836
CSO-10-5A-JLCARI,-0.5770298900858015,-0.20240923552369286
CSO-10-5A-MAARAN,-0.6812824252493709,-1.3969802623336804
CSO-10-5A-MAOSMO,-0.9107550489002443,0.3223816136378683
CSO-10-5A-RVMOIB,-0.8966329230249673,-0.42447513201351883
CSO-10-5A-SVHEES,-0.5484018513692834,-0.6940632309438476
CSO-11-5A-MDVOSPE,-0.6927677079641434,-0.6857739881313399
CSO-11-5A-MTAGA,-0.19883065963114427,0.16138708821013387
CSO-11-6A-CAPAMU,-1.2903436978879756,-1.0998350270449995
CSO-11-6A-DSCACH,-1.4261930099789522,-1.429977935400379
CSO-11-6A-EROMO,2.26423346699776,3.0755910400708566
CSO-11-6A-FSOVRE,0.6982125416039382,0.2747035564638306
CSO-11-6B-ANREVA,-0.6248797215747187,-0.6758249299723829
CSO-11-6B-DISEMO,-0.11710603042908607,1.0764569082636728
CSO-11-6B-LHFDLACH,0.975213656451443,1.243470740506961
CSO-11-6B-RJGIHE,-0.042247526455605554,-0.6168888430376944
CSO-11-6B-SFLVA,1.5751143340616278,0.5474183887306031
CSO-11-6B-VCOMA,-0.10805914961712502,0.8564710660715389
CSO-12-6A-DGISE,0.9294052117309808,0.7874107631211915
CSO-12-6A-FJOVRE,0.03685882017536205,0.2156752246506939
CSO-12-6B-GQULO,0.2570090996184739,0.28035754994658146
CSO-12-6B-LJHEFE,0.3158380144171076,0.8911325475336814
CSO-12-6B-VPAMA,-1.354991987610445,-1.9204851591515475
CSO-12-7A-DALRE,-0.3354334786950795,-1.0351506384426126
CSO-12-7A-ESALA,-0.8104260781093632,-1.4034789070317397
CSO-12-7A-IMERO,0.645553782823837,0.5975948398838676
CSO-12-7A-JHEZA,-0.016342495868279946,0.7471981477316187
CSO-12-7A-LSARAR,0.7636681371807437,0.2598469767795731
CSO-12-7A-SCAHO,0.05423815258027861,-0.32946090362590447
CSO-12-7B-DVAGRO,0.3516781853019219,0.5896016360991666
CSO-12-7B-SMUGU,-1.1131235888706883,-0.9081822046196844
CSO-12-7B-SSARA,-0.7296857683902904,0.02512360474549309
CSO-12-7B-VHOMA,-0.6429958903337787,0.19913140152679687
CSO-12-8A-YTOME,-0.4017757551638199,0.36248438531279936
CSO-13-6A-ANASA,-0.3272137489074684,0.8319691728988465
CSO-13-6B-JETAVE,-0.9171330296370752,-1.3423191356508937
CSO-13-6B-LFMIES,-0.7078569487365567,-0.358178320822352
CSO-13-6B-LJMAHU,1.055650598487137,0.9765541136924767
CSO-13-7A-CAPAMU,1.5383929028014127,2.0081452233073187
CSO-13-7A-CDDITR,-0.6444859648204545,-0.0872182077341991
CSO-13-7A-JJATFL,0.4805490385365919,0.1310412115844621
CSO-13-7A-KRAMA,-0.02422597661675222,-0.7881345653512537
CSO-13-7A-RXCHLU,-0.6226670169798428,-0.524367509314481
CSO-13-7A-YAMEZA,-0.24130040611509018,1.1297567969152553
CSO-13-7A-YBOSO,-0.07859250808285981,-0.9880606834380719
CSO-13-8A-KIGAGU,-0.1508987911090577,-0.048494863180181
CSO-13-8A-MBUAN,0.25128135664945983,0.5935412078958988
CSO-13-8A-MGAAN,0.4737804261678667,2.1671897977339136
CSO-13-8A-MGAHE,-1.33086416728022,-1.364766174305112
CSO-13-8A-MJAGA,0.5869868575296234,-0.49679431210239294
CSO-13-8A-VHODU,-0.5474835910591264,-0.3042661654726835
CSO-13-8B-FCJISA,0.39856617585268606,-0.012113538342279434
CSO-13-8B-JEMABE,-0.38498214752823345,-1.1280677140984656
CSO-13-9B-DMLLLU,-0.98382714674704,-1.5044690242775918
CSO-14-7A-MVEBE,-0.9267500747964795,-0.9010976834434848
CSO-14-7B-EALHU,0.37754284769908997,0.003123213292258736
CSO-14-7B-EVEGO,-0.40224242684371286,0.546466770452848
CSO-14-8A-AQUMA,1.37994926739239,0.7740526080090778
CSO-14-8A-MCIDOS,0.27235269879071355,-0.37524684271944525
CSO-14-8A-SZARA,0.0962112557407771,0.9469511545401784
CSO-14-8B-JLLORA,-0.8258508704067384,-1.2167649159815663
CSO-14-9A-AEDCAGO,-0.3776607162334997,1.208518641607626
CSO-14-9A-HASACA,-0.11590337433773179,1.4571470009057639
CSO-14-9A-JSMAAL,0.1528502902496326,0.6019709085406215
CSO-14-9A-MARJA,-0.9876010394971639,-0.6826772308173474
CSO-14-9A-SORZU,0.8058766310548998,0.7056803324979126
CSO-14-9B-ERAGA,0.7288660203991804,0.3611514552425916
CSO-14-9B-MFEGA,0.8788491130759057,0.5830487824398496
CSO-15-10A-LJRAGU,-1.3638194232632526,-1.6478350508235031
CSO-15-10A-MAARLO,-0.7636257961885511,-0.747249456172883
CSO-15-10A-SFEGA,0.7030474341677834,0.010164447467333542
CSO-15-10B-MEBUAR,0.5465576646429983,1.6947404597779365
CSO-15-10B-YVBUAN,-0.2616369948194789,-0.7818072310889143
CSO-15-10C-ALBAHO,1.199943012385208,1.4572644131180437
CSO-15-10C-SSCAMO,0.9983842954891774,1.3532873783188242
CSO-15-11C-JETALO,3.88343487319936,2.5494024683615315
CSO-15-7B-JCRAGA,-0.8239722098064172,-0.6090531374477497
CSO-15-8A-VBMABR,0.14208157237881688,-0.015724739250160408
CSO-15-8B-KEPOGO,-1.5558031465504478,-1.2616890728759678
CSO-15-9B-ALRIHE,-0.5368984188419312,0.17052699153425488
CSO-15-9B-AMSAGO,-1.1812687705154814,-0.5642019157838711
CSO-15-9B-JCAPA,-1.3490275040612507,-1.388492097861348
CSO-15-9B-KSBEJA,0.1750550028512988,0.30864819507484126
CSO-15-9B-RMCHLU,1.1755671621224928,1.3674914261782298
CSO-15-9B-SJAGRO,-0.3852895967526464,1.0597338608513096
CSO-16-10A-JEGAHE,-0.28243813684163094,-0.09887204762879442
CSO-16-10A-MSACO,-1.0549615312210046,-0.7371461319668454
CSO-16-10A-SARI,0.0008581997660905965,-0.1580969000120513
CSO-16-10A-SMOUT,0.05147911393226259,0.4845666006447634
CSO-16-10A-YKMUJO,-0.5760891031369698,-0.9110778946904694
CSO-16-10B-JESUGU,-1.3257700212284864,-0.9435677891887757
CSO-16-10B-LTVIFA,-1.0113423034400648,0.6105644301637069
CSO-16-10B-VVILI,0.01397871108371737,1.1904094601772561
CSO-16-10C-ACALGU,-0.5210381880046032,-0.22804579939676559
CSO-16-10C-MAVAVE,-0.5489074818105653,0.11980693703870024
CSO-16-11A-JAVABO,-0.6133047764881622,-0.42144663371194363
CSO-16-11A-JDMUVA,-0.8531653778850213,-0.14349992178944324
CSO-16-11A-VZAOR,-0.3689119483087041,0.352267521325105
CSO-16-11B-KRORE,-1.0113423034400648,-0.9774421873213867
CSO-16-11B-LLOZA,-0.7569517254699105,0.2980295464877745
CSO-16-11B-YAROMO,2.2782584996184516,4.301822556260176
CSO-16-9A-JALEMO,0.23913329135681569,1.3917030906148196
CSO-16-9A-JPROSO,-0.7218430232776722,0.21654929912266876
CSO-16-9A-JSMAGU,-0.060741358737044254,0.02999655809162274
CSO-16-9B-SJPAJI,-1.242447337529104,-1.1555808584266716
CSO-17-10A-YVGOCA,0.6830032916504014,1.0181694980913467
CSO-17-10B-EHECO,-0.723474863194412,0.26627608986288437
CSO-17-10B-YCQUVE,1.2884516793638727,1.0242597188826221
CSO-17-11A-DJAPA,-0.036441877889364864,1.031673401270876
CSO-17-11A-JDAMO,-1.071449615810284,-1.2482355072701314
CSO-17-11A-NPAHE,-0.6606371218438648,-0.043052014326502346
CSO-17-11A-RLPAIG,0.9651118733371441,1.1121024241831792
CSO-17-11A-SPUVA,-0.2735753372018455,-0.8286055132922261
CSO-17-11B-CDBEBU,-0.0062207812718999,0.2350359892593969
CSO-17-11C-JDAAG,-0.9057811694482669,-0.11641011428378015
CSO-17-11C-MAPAMA,-0.1926677203949956,0.47153475538070033
CSO-17-11C-MCAAG,0.15218518873617787,0.09920428841898092
CSO-17-11C-SARJA,-0.22004939351729533,0.8382036959378374
CSO-18-11A-ADBAHO,-0.7902383964055016,0.3927939456757458
CSO-18-11B-YLLRE,-0.5782693718110443,-0.29791912529475756
CSO-18-9B-MAMOLO,2.135615367283794,1.1665629358270224
CSO-8-3A-AIPRBR,-0.829398822805538,-0.9130989804892546
CSO-8-3A-DAPAVA,1.930885042305496,0.7633400925302629
CSO-8-3A-KVPECO,-1.5139602796520923,-2.0158004196656636
CSO-8-4A-ARAGR,1.2920576223805087,1.1855931326359177
CSO-8-4A-JRAAR,-0.22764394104781085,-1.3736962937951605
CSO-9-2A-EXMOCO,-0.44930172867514595,-0.9555561765535149
CSO-9-4A-AGAPE,0.21591188393757402,0.7391224937702949
CSO-9-4A-DKVIMO,-0.6192409012032178,-1.1783806543112185
CSO-9-4A-DSMOMU,-0.4304519658212252,-0.1190134094233555
CSO-9-4A-DVGATO,0.34860485482884623,0.4546742288996084
CSO-9-4A-EGCAMO,1.3909250607935535,0.37341515816985793
CSO-9-4A-FAGIGA,0.7777369157657538,1.600454542349447
CSO-9-4A-GSBRCO,-0.06576683047365836,-1.11598389325177
CSO-9-4A-KEMOCO,-0.5501674201851173,-1.1869423646511217
CSO-9-4A-LCOMO,0.4443000004822006,1.4363269153105933
CSO-9-4A-MLORO,-0.7863423863756506,-1.5858540479016
CSO-9-4A-MPAME,0.1577732111243873,-0.626063582231986
CSO-9-4A-NSARPA,-0.2863874188289847,0.8224740634657418
CSO-9-4A-SLOCA,-1.1444514718449939,-1.8640883845348901
CSO-9-4A-YVDITR,-0.07723603690779213,-1.351234632613741
