target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T6W30,VALIDATION,R2,-0.014902,0.045195,-0.019345,-0.01046,1.9659,399,True
MOT,T6W30,VALIDATION,RMSE,7.652794,0.348016,7.618585,7.687002,1.9659,399,True
MOT,T6W30,VALIDATION,MAE,6.524832,0.266837,6.498603,6.551061,1.9659,399,True
MOT,T6W30,VALIDATION,rho,-0.034537,0.125279,-0.046851,-0.022222,1.9659,399,True
MOT,T6W30,TEST,R2,-0.01128,0.029798,-0.014209,-0.008351,1.9659,399,True
MOT,T6W30,TEST,RMSE,7.823757,0.48805,7.775783,7.87173,1.9659,399,True
MOT,T6W30,TEST,MAE,6.70771,0.370085,6.671332,6.744088,1.9659,399,True
MOT,T6W30,TEST,rho,-0.005316,0.183524,-0.023355,0.012724,1.9659,399,False
COG,T6W30,VALIDATION,R2,-0.00718,0.05809,-0.01289,-0.00147,1.9659,399,True
COG,T6W30,VALIDATION,RMSE,2.248433,0.186148,2.230135,2.26673,1.9659,399,True
COG,T6W30,VALIDATION,MAE,1.766432,0.128784,1.753773,1.779091,1.9659,399,True
COG,T6W30,VALIDATION,rho,0.1116,0.124495,0.099362,0.123837,1.9659,399,True
COG,T6W30,TEST,R2,-0.01252,0.076733,-0.020063,-0.004977,1.9659,399,True
COG,T6W30,TEST,RMSE,2.175052,0.265071,2.148997,2.201108,1.9659,399,True
COG,T6W30,TEST,MAE,1.701774,0.193325,1.682771,1.720777,1.9659,399,True
COG,T6W30,TEST,rho,0.10022,0.178038,0.082719,0.11772,1.9659,399,True
MOT_V4,T6W30,VALIDATION,R2,-0.010229,0.022077,-0.012399,-0.008059,1.9659,399,True
MOT_V4,T6W30,VALIDATION,RMSE,3.466138,0.171222,3.449308,3.482969,1.9659,399,True
MOT_V4,T6W30,VALIDATION,MAE,2.877592,0.114844,2.866303,2.88888,1.9659,399,True
MOT_V4,T6W30,VALIDATION,rho,0.001828,0.12282,-0.010244,0.013901,1.9659,399,False
MOT_V4,T6W30,TEST,R2,-0.013607,0.022976,-0.015866,-0.011349,1.9659,399,True
MOT_V4,T6W30,TEST,RMSE,3.481633,0.259984,3.456078,3.507189,1.9659,399,True
MOT_V4,T6W30,TEST,MAE,2.906046,0.167907,2.889541,2.92255,1.9659,399,True
MOT_V4,T6W30,TEST,rho,0.00554,0.177064,-0.011865,0.022945,1.9659,399,False
COG_V1,T6W30,VALIDATION,R2,-0.00572,0.036494,-0.009307,-0.002133,1.9659,399,True
COG_V1,T6W30,VALIDATION,RMSE,1.384825,0.073871,1.377563,1.392086,1.9659,399,True
COG_V1,T6W30,VALIDATION,MAE,1.080319,0.055528,1.074861,1.085777,1.9659,399,True
COG_V1,T6W30,VALIDATION,rho,0.098287,0.129055,0.085602,0.110973,1.9659,399,True
COG_V1,T6W30,TEST,R2,-0.006719,0.037874,-0.010442,-0.002996,1.9659,399,True
COG_V1,T6W30,TEST,RMSE,1.338918,0.106504,1.328449,1.349387,1.9659,399,True
COG_V1,T6W30,TEST,MAE,1.037193,0.076037,1.029718,1.044667,1.9659,399,True
COG_V1,T6W30,TEST,rho,0.092903,0.200484,0.073197,0.11261,1.9659,399,True
