"target","window","set","metric","mean","std","ci_lower","ci_upper","t_critical","df","significant","run_name"
"MOT","T7W30","VALIDATION","R2","-4.5387704900492166e+17","2.7406167165407805e+18","-7.232697095401508e+17","-1.844843884696925e+17","1.9659","399","True","W30_z_top5"
"MOT","T7W30","VALIDATION","RMSE","1550791680.786252","4840317511.071521","1075006064.989286","2026577296.583219","1.9659","399","True","W30_z_top5"
"MOT","T7W30","VALIDATION","MAE","217154276.103788","677780021.373595","150530963.871379","283777588.336198","1.9659","399","True","W30_z_top5"
"MOT","T7W30","VALIDATION","rho","0.084323","0.129321","0.071611","0.097034","1.9659","399","True","W30_z_top5"
"MOT","T7W30","TEST","R2","-2.4285611315861773e+17","1.1877297914006003e+18","-3.596056340132605e+17","-1.2610659230397498e+17","1.9659","399","True","W30_z_top5"
"MOT","T7W30","TEST","RMSE","963902172.677529","3685034208.510956","601676705.831834","1326127639.523223","1.9659","399","True","W30_z_top5"
"MOT","T7W30","TEST","MAE","192780439.675226","737006842.008477","120335346.27598","265225533.074472","1.9659","399","True","W30_z_top5"
"MOT","T7W30","TEST","rho","0.108981","0.191456","0.090161","0.1278","1.9659","399","True","W30_z_top5"
"COG","T7W30","VALIDATION","R2","-6.336372714294432e+17","7.409231365535673e+18","-1.3619377805944297e+18","9.46632377355433e+16","1.9659","399","False","W30_z_top5"
"COG","T7W30","VALIDATION","RMSE","235396853.390798","1700959285.945914","68198738.916239","402594967.865356","1.9659","399","True","W30_z_top5"
"COG","T7W30","VALIDATION","MAE","32962154.018311","238181941.227999","9549735.035534","56374573.001089","1.9659","399","True","W30_z_top5"
"COG","T7W30","VALIDATION","rho","-0.062434","0.120162","-0.074246","-0.050623","1.9659","399","True","W30_z_top5"
"COG","T7W30","TEST","R2","-3.628507429182772e+16","3.335970065213656e+17","-6.907644733972018e+16","-3493701243935264.0","1.9659","399","True","W30_z_top5"
"COG","T7W30","TEST","RMSE","66373763.492479","405524422.00445","26512186.973425","106235340.011534","1.9659","399","True","W30_z_top5"
"COG","T7W30","TEST","MAE","13274753.980116","81104884.467929","5302438.669715","21247069.290516","1.9659","399","True","W30_z_top5"
"COG","T7W30","TEST","rho","-0.057874","0.18223","-0.075787","-0.039962","1.9659","399","True","W30_z_top5"
"MOT_V4","T7W30","VALIDATION","R2","-3.5598738699283904e+17","1.2427282029552904e+18","-4.781430517728646e+17","-2.338317222128135e+17","1.9659","399","True","W30_z_top5"
"MOT_V4","T7W30","VALIDATION","RMSE","802054210.982249","1868887511.671539","618349362.372213","985759059.592286","1.9659","399","True","W30_z_top5"
"MOT_V4","T7W30","VALIDATION","MAE","112310056.252749","261696596.333336","86586232.153685","138033880.351814","1.9659","399","True","W30_z_top5"
"MOT_V4","T7W30","VALIDATION","rho","0.075068","0.12269","0.063008","0.087128","1.9659","399","True","W30_z_top5"
"MOT_V4","T7W30","TEST","R2","-6.451993127131607e+17","5.471719559984139e+18","-1.1830494546430116e+18","-1.0734917078330989e+17","1.9659","399","True","W30_z_top5"
"MOT_V4","T7W30","TEST","RMSE","715375794.659539","2669905645.255809","452933775.382456","977817813.936622","1.9659","399","True","W30_z_top5"
"MOT_V4","T7W30","TEST","MAE","143075161.18122","533981129.192068","90586757.311953","195563565.050487","1.9659","399","True","W30_z_top5"
"MOT_V4","T7W30","TEST","rho","0.09795","0.194193","0.078862","0.117039","1.9659","399","True","W30_z_top5"
"COG_V1","T7W30","VALIDATION","R2","-2.7585368803021267e+17","2.9267752500944046e+18","-5.6354505568952544e+17","1.1837679629100096e+16","1.9659","399","False","W30_z_top5"
"COG_V1","T7W30","VALIDATION","RMSE","177144642.348246","673270387.73734","110964610.708843","243324673.98765","1.9659","399","True","W30_z_top5"
"COG_V1","T7W30","VALIDATION","MAE","24805212.349729","94276711.556264","15538154.318823","34072270.380635","1.9659","399","True","W30_z_top5"
"COG_V1","T7W30","VALIDATION","rho","-0.024804","0.126865","-0.037275","-0.012334","1.9659","399","True","W30_z_top5"
"COG_V1","T7W30","TEST","R2","-3.688433478213336e+17","5.682960180393099e+18","-9.274576748346464e+17","1.8977097919197907e+17","1.9659","399","False","W30_z_top5"
"COG_V1","T7W30","TEST","RMSE","95501828.014871","787844327.435703","18059594.602758","172944061.426985","1.9659","399","True","W30_z_top5"
"COG_V1","T7W30","TEST","MAE","19100366.390364","157568865.524325","3611919.704286","34588813.076442","1.9659","399","True","W30_z_top5"
"COG_V1","T7W30","TEST","rho","-0.051192","0.180699","-0.068954","-0.03343","1.9659","399","True","W30_z_top5"
"MOT","T7W40","VALIDATION","R2","-0.009803","0.021439","-0.011911","-0.007696","1.9659","399","True","W40_raw_all"
"MOT","T7W40","VALIDATION","RMSE","7.681046","0.319697","7.649621","7.712471","1.9659","399","True","W40_raw_all"
"MOT","T7W40","VALIDATION","MAE","6.515469","0.240582","6.491821","6.539118","1.9659","399","True","W40_raw_all"
"MOT","T7W40","VALIDATION","rho","0.006532","0.121124","-0.005374","0.018438","1.9659","399","False","W40_raw_all"
"MOT","T7W40","TEST","R2","-0.010529","0.026989","-0.013182","-0.007876","1.9659","399","True","W40_raw_all"
"MOT","T7W40","TEST","RMSE","7.752194","0.498963","7.703147","7.80124","1.9659","399","True","W40_raw_all"
"MOT","T7W40","TEST","MAE","6.571601","0.388095","6.533453","6.60975","1.9659","399","True","W40_raw_all"
"MOT","T7W40","TEST","rho","0.019675","0.185491","0.001442","0.037908","1.9659","399","True","W40_raw_all"
"COG","T7W40","VALIDATION","R2","-0.011637","0.026813","-0.014273","-0.009001","1.9659","399","True","W40_raw_all"
"COG","T7W40","VALIDATION","RMSE","2.219754","0.171462","2.2029","2.236608","1.9659","399","True","W40_raw_all"
"COG","T7W40","VALIDATION","MAE","1.720972","0.114813","1.709686","1.732258","1.9659","399","True","W40_raw_all"
"COG","T7W40","VALIDATION","rho","0.030515","0.125295","0.018199","0.042831","1.9659","399","True","W40_raw_all"
"COG","T7W40","TEST","R2","-0.014807","0.040227","-0.018762","-0.010853","1.9659","399","True","W40_raw_all"
"COG","T7W40","TEST","RMSE","2.175733","0.267271","2.149461","2.202005","1.9659","399","True","W40_raw_all"
"COG","T7W40","TEST","MAE","1.673978","0.178385","1.656443","1.691513","1.9659","399","True","W40_raw_all"
"COG","T7W40","TEST","rho","0.046235","0.186548","0.027898","0.064572","1.9659","399","True","W40_raw_all"
"MOT_V4","T7W40","VALIDATION","R2","-0.003195","0.024826","-0.005635","-0.000754","1.9659","399","True","W40_raw_all"
"MOT_V4","T7W40","VALIDATION","RMSE","3.490377","0.194594","3.471249","3.509505","1.9659","399","True","W40_raw_all"
"MOT_V4","T7W40","VALIDATION","MAE","2.905787","0.129058","2.893101","2.918473","1.9659","399","True","W40_raw_all"
"MOT_V4","T7W40","VALIDATION","rho","0.093203","0.127576","0.080662","0.105743","1.9659","399","True","W40_raw_all"
"MOT_V4","T7W40","TEST","R2","-0.006159","0.036198","-0.009717","-0.002601","1.9659","399","True","W40_raw_all"
"MOT_V4","T7W40","TEST","RMSE","3.508446","0.282504","3.480676","3.536215","1.9659","399","True","W40_raw_all"
"MOT_V4","T7W40","TEST","MAE","2.919361","0.186454","2.901033","2.937689","1.9659","399","True","W40_raw_all"
"MOT_V4","T7W40","TEST","rho","0.094548","0.198475","0.075039","0.114058","1.9659","399","True","W40_raw_all"
"COG_V1","T7W40","VALIDATION","R2","-0.016087","0.02182","-0.018232","-0.013942","1.9659","399","True","W40_raw_all"
"COG_V1","T7W40","VALIDATION","RMSE","1.355064","0.076353","1.347559","1.36257","1.9659","399","True","W40_raw_all"
"COG_V1","T7W40","VALIDATION","MAE","1.050501","0.053505","1.045242","1.055761","1.9659","399","True","W40_raw_all"
"COG_V1","T7W40","VALIDATION","rho","-0.120699","0.117476","-0.132246","-0.109151","1.9659","399","True","W40_raw_all"
"COG_V1","T7W40","TEST","R2","-0.017275","0.028108","-0.020038","-0.014512","1.9659","399","True","W40_raw_all"
"COG_V1","T7W40","TEST","RMSE","1.343953","0.117299","1.332423","1.355483","1.9659","399","True","W40_raw_all"
"COG_V1","T7W40","TEST","MAE","1.02975","0.086283","1.021269","1.038231","1.9659","399","True","W40_raw_all"
"COG_V1","T7W40","TEST","rho","-0.105634","0.183373","-0.123659","-0.087609","1.9659","399","True","W40_raw_all"
"MOT","T7W40","VALIDATION","R2","-0.014942","0.028794","-0.017772","-0.012111","1.9659","399","True","W40_raw_top5"
"MOT","T7W40","VALIDATION","RMSE","7.700286","0.329701","7.667878","7.732695","1.9659","399","True","W40_raw_top5"
"MOT","T7W40","VALIDATION","MAE","6.538329","0.250164","6.513739","6.562919","1.9659","399","True","W40_raw_top5"
"MOT","T7W40","VALIDATION","rho","0.011191","0.121832","-0.000784","0.023167","1.9659","399","False","W40_raw_top5"
"MOT","T7W40","TEST","R2","-0.01525","0.035425","-0.018733","-0.011768","1.9659","399","True","W40_raw_top5"
"MOT","T7W40","TEST","RMSE","7.769643","0.504459","7.720056","7.819229","1.9659","399","True","W40_raw_top5"
"MOT","T7W40","TEST","MAE","6.592627","0.395686","6.553732","6.631521","1.9659","399","True","W40_raw_top5"
"MOT","T7W40","TEST","rho","0.023182","0.19134","0.004374","0.04199","1.9659","399","True","W40_raw_top5"
"COG","T7W40","VALIDATION","R2","-0.026035","0.052689","-0.031215","-0.020856","1.9659","399","True","W40_raw_top5"
"COG","T7W40","VALIDATION","RMSE","2.234553","0.173235","2.217524","2.251581","1.9659","399","True","W40_raw_top5"
"COG","T7W40","VALIDATION","MAE","1.738403","0.120608","1.726548","1.750258","1.9659","399","True","W40_raw_top5"
"COG","T7W40","VALIDATION","rho","0.030719","0.1302","0.017921","0.043517","1.9659","399","True","W40_raw_top5"
"COG","T7W40","TEST","R2","-0.032525","0.084587","-0.04084","-0.024211","1.9659","399","True","W40_raw_top5"
"COG","T7W40","TEST","RMSE","2.191981","0.267125","2.165723","2.218238","1.9659","399","True","W40_raw_top5"
"COG","T7W40","TEST","MAE","1.693936","0.18367","1.675882","1.71199","1.9659","399","True","W40_raw_top5"
"COG","T7W40","TEST","rho","0.048489","0.191223","0.029693","0.067286","1.9659","399","True","W40_raw_top5"
"MOT_V4","T7W40","VALIDATION","R2","-0.00863","0.034723","-0.012043","-0.005217","1.9659","399","True","W40_raw_top5"
"MOT_V4","T7W40","VALIDATION","RMSE","3.499453","0.196884","3.4801","3.518806","1.9659","399","True","W40_raw_top5"
"MOT_V4","T7W40","VALIDATION","MAE","2.91134","0.133159","2.898251","2.924429","1.9659","399","True","W40_raw_top5"
"MOT_V4","T7W40","VALIDATION","rho","0.082215","0.127815","0.069651","0.094779","1.9659","399","True","W40_raw_top5"
"MOT_V4","T7W40","TEST","R2","-0.01077","0.048467","-0.015534","-0.006006","1.9659","399","True","W40_raw_top5"
"MOT_V4","T7W40","TEST","RMSE","3.516539","0.294836","3.487558","3.545521","1.9659","399","True","W40_raw_top5"
"MOT_V4","T7W40","TEST","MAE","2.92632","0.198608","2.906798","2.945843","1.9659","399","True","W40_raw_top5"
"MOT_V4","T7W40","TEST","rho","0.085691","0.196899","0.066336","0.105045","1.9659","399","True","W40_raw_top5"
"COG_V1","T7W40","VALIDATION","R2","-0.01702","0.025732","-0.019549","-0.01449","1.9659","399","True","W40_raw_top5"
"COG_V1","T7W40","VALIDATION","RMSE","1.355538","0.074783","1.348187","1.362889","1.9659","399","True","W40_raw_top5"
"COG_V1","T7W40","VALIDATION","MAE","1.051371","0.052656","1.046195","1.056547","1.9659","399","True","W40_raw_top5"
"COG_V1","T7W40","VALIDATION","rho","-0.117248","0.111992","-0.128256","-0.10624","1.9659","399","True","W40_raw_top5"
"COG_V1","T7W40","TEST","R2","-0.01936","0.03274","-0.022578","-0.016141","1.9659","399","True","W40_raw_top5"
"COG_V1","T7W40","TEST","RMSE","1.345253","0.117289","1.333724","1.356782","1.9659","399","True","W40_raw_top5"
"COG_V1","T7W40","TEST","MAE","1.030957","0.085103","1.022591","1.039322","1.9659","399","True","W40_raw_top5"
"COG_V1","T7W40","TEST","rho","-0.108585","0.185796","-0.126849","-0.090322","1.9659","399","True","W40_raw_top5"
"MOT","T7W40","VALIDATION","R2","-0.00776","0.014323","-0.009168","-0.006352","1.9659","399","True","W40_z_all"
"MOT","T7W40","VALIDATION","RMSE","7.673574","0.315965","7.642516","7.704632","1.9659","399","True","W40_z_all"
"MOT","T7W40","VALIDATION","MAE","6.523711","0.234027","6.500707","6.546715","1.9659","399","True","W40_z_all"
"MOT","T7W40","VALIDATION","rho","0.00169","0.121177","-0.010222","0.013601","1.9659","399","False","W40_z_all"
"MOT","T7W40","TEST","R2","-0.008549","0.020735","-0.010587","-0.006511","1.9659","399","True","W40_z_all"
"MOT","T7W40","TEST","RMSE","7.744879","0.494401","7.696281","7.793476","1.9659","399","True","W40_z_all"
"MOT","T7W40","TEST","MAE","6.579789","0.381063","6.542332","6.617246","1.9659","399","True","W40_z_all"
"MOT","T7W40","TEST","rho","0.013549","0.180489","-0.004192","0.031291","1.9659","399","False","W40_z_all"
"COG","T7W40","VALIDATION","R2","-0.013102","0.015","-0.014576","-0.011628","1.9659","399","True","W40_z_all"
"COG","T7W40","VALIDATION","RMSE","2.221472","0.169976","2.204764","2.23818","1.9659","399","True","W40_z_all"
"COG","T7W40","VALIDATION","MAE","1.718383","0.11214","1.70736","1.729406","1.9659","399","True","W40_z_all"
"COG","T7W40","VALIDATION","rho","-0.078245","0.130318","-0.091055","-0.065436","1.9659","399","True","W40_z_all"
"COG","T7W40","TEST","R2","-0.017206","0.043448","-0.021476","-0.012935","1.9659","399","True","W40_z_all"
"COG","T7W40","TEST","RMSE","2.178752","0.270995","2.152114","2.20539","1.9659","399","True","W40_z_all"
"COG","T7W40","TEST","MAE","1.670393","0.18087","1.652614","1.688172","1.9659","399","True","W40_z_all"
"COG","T7W40","TEST","rho","-0.060659","0.194537","-0.079782","-0.041537","1.9659","399","True","W40_z_all"
"MOT_V4","T7W40","VALIDATION","R2","-0.002368","0.020409","-0.004375","-0.000362","1.9659","399","True","W40_z_all"
"MOT_V4","T7W40","VALIDATION","RMSE","3.488984","0.19224","3.470087","3.50788","1.9659","399","True","W40_z_all"
"MOT_V4","T7W40","VALIDATION","MAE","2.908526","0.125165","2.896222","2.920829","1.9659","399","True","W40_z_all"
"MOT_V4","T7W40","VALIDATION","rho","0.082908","0.120435","0.07107","0.094747","1.9659","399","True","W40_z_all"
"MOT_V4","T7W40","TEST","R2","-0.004058","0.028476","-0.006857","-0.001259","1.9659","399","True","W40_z_all"
"MOT_V4","T7W40","TEST","RMSE","3.504951","0.279386","3.477489","3.532414","1.9659","399","True","W40_z_all"
"MOT_V4","T7W40","TEST","MAE","2.921455","0.182322","2.903533","2.939376","1.9659","399","True","W40_z_all"
"MOT_V4","T7W40","TEST","rho","0.087325","0.19246","0.068407","0.106243","1.9659","399","True","W40_z_all"
"COG_V1","T7W40","VALIDATION","R2","-0.012569","0.01274","-0.013821","-0.011317","1.9659","399","True","W40_z_all"
"COG_V1","T7W40","VALIDATION","RMSE","1.352786","0.075814","1.345333","1.360238","1.9659","399","True","W40_z_all"
"COG_V1","T7W40","VALIDATION","MAE","1.049099","0.051745","1.044013","1.054185","1.9659","399","True","W40_z_all"
"COG_V1","T7W40","VALIDATION","rho","-0.10016","0.122402","-0.112192","-0.088128","1.9659","399","True","W40_z_all"
"COG_V1","T7W40","TEST","R2","-0.01481","0.017514","-0.016531","-0.013088","1.9659","399","True","W40_z_all"
"COG_V1","T7W40","TEST","RMSE","1.342341","0.115473","1.33099","1.353692","1.9659","399","True","W40_z_all"
"COG_V1","T7W40","TEST","MAE","1.029251","0.081969","1.021193","1.037308","1.9659","399","True","W40_z_all"
"COG_V1","T7W40","TEST","rho","-0.101017","0.18235","-0.118941","-0.083092","1.9659","399","True","W40_z_all"
"MOT","T7W40","VALIDATION","R2","-0.008189","0.018459","-0.010003","-0.006375","1.9659","399","True","W40_z_top5"
"MOT","T7W40","VALIDATION","RMSE","7.675192","0.3217","7.64357","7.706814","1.9659","399","True","W40_z_top5"
"MOT","T7W40","VALIDATION","MAE","6.524754","0.238282","6.501332","6.548176","1.9659","399","True","W40_z_top5"
"MOT","T7W40","VALIDATION","rho","0.020538","0.118564","0.008884","0.032192","1.9659","399","True","W40_z_top5"
"MOT","T7W40","TEST","R2","-0.009578","0.025565","-0.012091","-0.007065","1.9659","399","True","W40_z_top5"
"MOT","T7W40","TEST","RMSE","7.748752","0.499816","7.699622","7.797882","1.9659","399","True","W40_z_top5"
"MOT","T7W40","TEST","MAE","6.581529","0.383393","6.543843","6.619215","1.9659","399","True","W40_z_top5"
"MOT","T7W40","TEST","rho","0.029677","0.186675","0.011327","0.048026","1.9659","399","True","W40_z_top5"
"COG","T7W40","VALIDATION","R2","-0.015242","0.01797","-0.017008","-0.013475","1.9659","399","True","W40_z_top5"
"COG","T7W40","VALIDATION","RMSE","2.223782","0.170395","2.207033","2.240531","1.9659","399","True","W40_z_top5"
"COG","T7W40","VALIDATION","MAE","1.720626","0.113099","1.709509","1.731743","1.9659","399","True","W40_z_top5"
"COG","T7W40","VALIDATION","rho","-0.083511","0.125198","-0.095817","-0.071204","1.9659","399","True","W40_z_top5"
"COG","T7W40","TEST","R2","-0.018575","0.027711","-0.021299","-0.015851","1.9659","399","True","W40_z_top5"
"COG","T7W40","TEST","RMSE","2.180486","0.270696","2.153878","2.207094","1.9659","399","True","W40_z_top5"
"COG","T7W40","TEST","MAE","1.672355","0.179865","1.654675","1.690035","1.9659","399","True","W40_z_top5"
"COG","T7W40","TEST","rho","-0.067865","0.193277","-0.086863","-0.048866","1.9659","399","True","W40_z_top5"
"MOT_V4","T7W40","VALIDATION","R2","-0.004437","0.025107","-0.006905","-0.001969","1.9659","399","True","W40_z_top5"
"MOT_V4","T7W40","VALIDATION","RMSE","3.492435","0.192911","3.473472","3.511397","1.9659","399","True","W40_z_top5"
"MOT_V4","T7W40","VALIDATION","MAE","2.909197","0.126093","2.896803","2.921592","1.9659","399","True","W40_z_top5"
"MOT_V4","T7W40","VALIDATION","rho","0.08554","0.120167","0.073728","0.097352","1.9659","399","True","W40_z_top5"
"MOT_V4","T7W40","TEST","R2","-0.007421","0.038322","-0.011187","-0.003654","1.9659","399","True","W40_z_top5"
"MOT_V4","T7W40","TEST","RMSE","3.510666","0.28481","3.482671","3.538662","1.9659","399","True","W40_z_top5"
"MOT_V4","T7W40","TEST","MAE","2.924414","0.187044","2.906029","2.9428","1.9659","399","True","W40_z_top5"
"MOT_V4","T7W40","TEST","rho","0.088156","0.19279","0.069206","0.107107","1.9659","399","True","W40_z_top5"
"COG_V1","T7W40","VALIDATION","R2","-0.01352","0.019303","-0.015417","-0.011622","1.9659","399","True","W40_z_top5"
"COG_V1","T7W40","VALIDATION","RMSE","1.353376","0.076258","1.345881","1.360872","1.9659","399","True","W40_z_top5"
"COG_V1","T7W40","VALIDATION","MAE","1.050182","0.052458","1.045026","1.055339","1.9659","399","True","W40_z_top5"
"COG_V1","T7W40","VALIDATION","rho","-0.08587","0.123671","-0.098026","-0.073713","1.9659","399","True","W40_z_top5"
"COG_V1","T7W40","TEST","R2","-0.015831","0.022832","-0.018075","-0.013587","1.9659","399","True","W40_z_top5"
"COG_V1","T7W40","TEST","RMSE","1.343024","0.116332","1.331589","1.354459","1.9659","399","True","W40_z_top5"
"COG_V1","T7W40","TEST","MAE","1.030419","0.083555","1.022206","1.038632","1.9659","399","True","W40_z_top5"
"COG_V1","T7W40","TEST","rho","-0.088621","0.18016","-0.10633","-0.070912","1.9659","399","True","W40_z_top5"
"MOT","T7W50","VALIDATION","R2","-0.010424","0.018003","-0.012194","-0.008654","1.9659","399","True","W50_raw_all"
"MOT","T7W50","VALIDATION","RMSE","7.771312","0.337111","7.738175","7.804449","1.9659","399","True","W50_raw_all"
"MOT","T7W50","VALIDATION","MAE","6.65841","0.25165","6.633674","6.683146","1.9659","399","True","W50_raw_all"
"MOT","T7W50","VALIDATION","rho","-0.009663","0.121525","-0.021609","0.002282","1.9659","399","False","W50_raw_all"
"MOT","T7W50","TEST","R2","-0.011025","0.025595","-0.013541","-0.008509","1.9659","399","True","W50_raw_all"
"MOT","T7W50","TEST","RMSE","7.724203","0.484788","7.67655","7.771856","1.9659","399","True","W50_raw_all"
"MOT","T7W50","TEST","MAE","6.578555","0.355375","6.543623","6.613487","1.9659","399","True","W50_raw_all"
"MOT","T7W50","TEST","rho","0.005732","0.182228","-0.01218","0.023644","1.9659","399","False","W50_raw_all"
"COG","T7W50","VALIDATION","R2","-0.013633","0.035101","-0.017083","-0.010182","1.9659","399","True","W50_raw_all"
"COG","T7W50","VALIDATION","RMSE","2.186716","0.187868","2.168249","2.205182","1.9659","399","True","W50_raw_all"
"COG","T7W50","VALIDATION","MAE","1.696943","0.125209","1.684635","1.70925","1.9659","399","True","W50_raw_all"
"COG","T7W50","VALIDATION","rho","0.021004","0.121012","0.009109","0.032899","1.9659","399","True","W50_raw_all"
"COG","T7W50","TEST","R2","-0.015801","0.043105","-0.020038","-0.011564","1.9659","399","True","W50_raw_all"
"COG","T7W50","TEST","RMSE","2.158963","0.253115","2.134083","2.183843","1.9659","399","True","W50_raw_all"
"COG","T7W50","TEST","MAE","1.669222","0.166374","1.652868","1.685576","1.9659","399","True","W50_raw_all"
"COG","T7W50","TEST","rho","0.039768","0.201739","0.019938","0.059598","1.9659","399","True","W50_raw_all"
"MOT_V4","T7W50","VALIDATION","R2","-0.008176","0.023134","-0.01045","-0.005902","1.9659","399","True","W50_raw_all"
"MOT_V4","T7W50","VALIDATION","RMSE","3.510794","0.176028","3.493491","3.528096","1.9659","399","True","W50_raw_all"
"MOT_V4","T7W50","VALIDATION","MAE","2.928448","0.114765","2.917167","2.939729","1.9659","399","True","W50_raw_all"
"MOT_V4","T7W50","VALIDATION","rho","0.044775","0.122388","0.032745","0.056806","1.9659","399","True","W50_raw_all"
"MOT_V4","T7W50","TEST","R2","-0.009371","0.030332","-0.012352","-0.006389","1.9659","399","True","W50_raw_all"
"MOT_V4","T7W50","TEST","RMSE","3.502638","0.27254","3.475848","3.529427","1.9659","399","True","W50_raw_all"
"MOT_V4","T7W50","TEST","MAE","2.911813","0.180089","2.894111","2.929516","1.9659","399","True","W50_raw_all"
"MOT_V4","T7W50","TEST","rho","0.055818","0.192147","0.036931","0.074706","1.9659","399","True","W50_raw_all"
"COG_V1","T7W50","VALIDATION","R2","-0.011697","0.02644","-0.014296","-0.009098","1.9659","399","True","W50_raw_all"
"COG_V1","T7W50","VALIDATION","RMSE","1.340489","0.076037","1.333015","1.347963","1.9659","399","True","W50_raw_all"
"COG_V1","T7W50","VALIDATION","MAE","1.019751","0.055527","1.014293","1.025209","1.9659","399","True","W50_raw_all"
"COG_V1","T7W50","VALIDATION","rho","-0.029198","0.123035","-0.041292","-0.017104","1.9659","399","True","W50_raw_all"
"COG_V1","T7W50","TEST","R2","-0.013872","0.031289","-0.016947","-0.010796","1.9659","399","True","W50_raw_all"
"COG_V1","T7W50","TEST","RMSE","1.342896","0.115634","1.33153","1.354263","1.9659","399","True","W50_raw_all"
"COG_V1","T7W50","TEST","MAE","1.0286","0.084842","1.02026","1.036939","1.9659","399","True","W50_raw_all"
"COG_V1","T7W50","TEST","rho","-0.015592","0.176575","-0.032948","0.001765","1.9659","399","False","W50_raw_all"
"MOT","T7W50","VALIDATION","R2","-0.013637","0.023359","-0.015933","-0.011341","1.9659","399","True","W50_raw_top5"
"MOT","T7W50","VALIDATION","RMSE","7.783333","0.339359","7.749975","7.81669","1.9659","399","True","W50_raw_top5"
"MOT","T7W50","VALIDATION","MAE","6.673165","0.252133","6.648381","6.697948","1.9659","399","True","W50_raw_top5"
"MOT","T7W50","VALIDATION","rho","0.016551","0.125411","0.004223","0.028878","1.9659","399","True","W50_raw_top5"
"MOT","T7W50","TEST","R2","-0.015765","0.036981","-0.0194","-0.01213","1.9659","399","True","W50_raw_top5"
"MOT","T7W50","TEST","RMSE","7.741533","0.493018","7.693071","7.789995","1.9659","399","True","W50_raw_top5"
"MOT","T7W50","TEST","MAE","6.597851","0.365229","6.561951","6.633752","1.9659","399","True","W50_raw_top5"
"MOT","T7W50","TEST","rho","0.026021","0.186981","0.007642","0.044401","1.9659","399","True","W50_raw_top5"
"COG","T7W50","VALIDATION","R2","-0.022501","0.050337","-0.027449","-0.017553","1.9659","399","True","W50_raw_top5"
"COG","T7W50","VALIDATION","RMSE","2.195515","0.187177","2.177116","2.213914","1.9659","399","True","W50_raw_top5"
"COG","T7W50","VALIDATION","MAE","1.707698","0.125476","1.695364","1.720032","1.9659","399","True","W50_raw_top5"
"COG","T7W50","VALIDATION","rho","0.038387","0.129044","0.025702","0.051071","1.9659","399","True","W50_raw_top5"
"COG","T7W50","TEST","R2","-0.027338","0.07157","-0.034373","-0.020302","1.9659","399","True","W50_raw_top5"
"COG","T7W50","TEST","RMSE","2.169906","0.255975","2.144744","2.195067","1.9659","399","True","W50_raw_top5"
"COG","T7W50","TEST","MAE","1.68302","0.171209","1.666191","1.699849","1.9659","399","True","W50_raw_top5"
"COG","T7W50","TEST","rho","0.05036","0.200243","0.030676","0.070043","1.9659","399","True","W50_raw_top5"
"MOT_V4","T7W50","VALIDATION","R2","-0.014014","0.030011","-0.016964","-0.011064","1.9659","399","True","W50_raw_top5"
"MOT_V4","T7W50","VALIDATION","RMSE","3.520792","0.179362","3.503162","3.538423","1.9659","399","True","W50_raw_top5"
"MOT_V4","T7W50","VALIDATION","MAE","2.936767","0.116943","2.925272","2.948262","1.9659","399","True","W50_raw_top5"
"MOT_V4","T7W50","VALIDATION","rho","0.039048","0.11824","0.027425","0.05067","1.9659","399","True","W50_raw_top5"
"MOT_V4","T7W50","TEST","R2","-0.01388","0.037504","-0.017567","-0.010194","1.9659","399","True","W50_raw_top5"
"MOT_V4","T7W50","TEST","RMSE","3.510257","0.275693","3.483157","3.537356","1.9659","399","True","W50_raw_top5"
"MOT_V4","T7W50","TEST","MAE","2.917822","0.181995","2.899933","2.935712","1.9659","399","True","W50_raw_top5"
"MOT_V4","T7W50","TEST","rho","0.05502","0.19245","0.036102","0.073937","1.9659","399","True","W50_raw_top5"
"COG_V1","T7W50","VALIDATION","R2","-0.011581","0.020342","-0.013581","-0.009582","1.9659","399","True","W50_raw_top5"
"COG_V1","T7W50","VALIDATION","RMSE","1.340484","0.076155","1.332998","1.34797","1.9659","399","True","W50_raw_top5"
"COG_V1","T7W50","VALIDATION","MAE","1.02017","0.055425","1.014722","1.025618","1.9659","399","True","W50_raw_top5"
"COG_V1","T7W50","VALIDATION","rho","-0.010841","0.123867","-0.023016","0.001335","1.9659","399","False","W50_raw_top5"
"COG_V1","T7W50","TEST","R2","-0.014358","0.027537","-0.017065","-0.011651","1.9659","399","True","W50_raw_top5"
"COG_V1","T7W50","TEST","RMSE","1.34327","0.115822","1.331885","1.354655","1.9659","399","True","W50_raw_top5"
"COG_V1","T7W50","TEST","MAE","1.029239","0.08461","1.020922","1.037555","1.9659","399","True","W50_raw_top5"
"COG_V1","T7W50","TEST","rho","0.00361","0.177996","-0.013886","0.021107","1.9659","399","False","W50_raw_top5"
"MOT","T7W50","VALIDATION","R2","-0.009994","0.026863","-0.012634","-0.007353","1.9659","399","True","W50_z_all"
"MOT","T7W50","VALIDATION","RMSE","7.769347","0.345661","7.73537","7.803324","1.9659","399","True","W50_z_all"
"MOT","T7W50","VALIDATION","MAE","6.658882","0.253855","6.633929","6.683835","1.9659","399","True","W50_z_all"
"MOT","T7W50","VALIDATION","rho","0.031582","0.120349","0.019752","0.043412","1.9659","399","True","W50_z_all"
"MOT","T7W50","TEST","R2","-0.010144","0.028957","-0.01299","-0.007297","1.9659","399","True","W50_z_all"
