"target","window","feature_type","covariates","n_subjects","n_candidate_predictors","n_selected_per_split","predictors","n_iter","alpha_mean","alpha_std","r2_mean","r2_std","r2_ci_lower","r2_ci_upper","rmse_mean","rmse_std","rmse_ci_lower","rmse_ci_upper","mae_mean","mae_std","mae_ci_lower","mae_ci_upper","rho_mean","rho_std","rho_ci_lower","rho_ci_upper","frac_r2_below_zero","run_name"
"COG_V1","T7W40","z","","248","13","13","z_nodes_T7W40, z_edges_T7W40, z_re_T7W40, z_pe_T7W40, z_l1_T7W40, z_l2_T7W40, z_l3_T7W40, z_lcc_T7W40, z_lsc_T7W40, z_atd_T7W40, z_density_T7W40, z_diameter_T7W40, z_asp_T7W40","400","992.5635813368685","61.3142968920899","-0.014809879466058596","0.017514443513962315","-0.016531485594906744","-0.013088273337210448","1.3423409831668016","0.11547313660767353","1.3309903936066703","1.353691572726933","1.0292506460154207","0.08196908327778409","1.0211933831035502","1.0373079089272912","-0.10101655099963178","0.18235048085776628","-0.11894094038676083","-0.08309216161250273","0.8375","W40_z_all"
"MOT","T7W40","z","","248","13","5","z_nodes_T7W40, z_edges_T7W40, z_re_T7W40, z_pe_T7W40, z_l1_T7W40, z_l2_T7W40, z_l3_T7W40, z_lcc_T7W40, z_lsc_T7W40, z_atd_T7W40, z_density_T7W40, z_diameter_T7W40, z_asp_T7W40","400","886.4800231602202","227.8674520764929","-0.009577983300415285","0.02556478288088594","-0.012090908524406512","-0.007065058076424057","7.748752321444926","0.4998163527168581","7.699622190907242","7.797882451982611","6.581528870804314","0.3833933780034998","6.543842695459694","6.619215046148933","0.02967652269943069","0.18667526202985976","0.01132702304454648","0.0480260223543149","0.6025","W40_z_top5"
"COG","T7W40","z","","248","13","5","z_nodes_T7W40, z_edges_T7W40, z_re_T7W40, z_pe_T7W40, z_l1_T7W40, z_l2_T7W40, z_l3_T7W40, z_lcc_T7W40, z_lsc_T7W40, z_atd_T7W40, z_density_T7W40, z_diameter_T7W40, z_asp_T7W40","400","876.4379337340372","266.2026918360745","-0.018574944725481747","0.02771139763701568","-0.021298874376618072","-0.01585101507434542","2.1804859949078117","0.2706956560475357","2.1538775959522587","2.2070943938633647","1.672354931299897","0.17986456724684163","1.654674898183919","1.6900349644158752","-0.06786451778951513","0.19327670210299583","-0.08686291500600755","-0.04886612057302271","0.85","W40_z_top5"
"MOT_V4","T7W40","z","","248","13","5","z_nodes_T7W40, z_edges_T7W40, z_re_T7W40, z_pe_T7W40, z_l1_T7W40, z_l2_T7W40, z_l3_T7W40, z_lcc_T7W40, z_lsc_T7W40, z_atd_T7W40, z_density_T7W40, z_diameter_T7W40, z_asp_T7W40","400","700.2679558368832","313.0439834114293","-0.0074205551745207664","0.0383215186090018","-0.0111874211472496","-0.0036536892017919338","3.510666458455903","0.2848101987264068","3.4826706512642582","3.538662265647548","2.9244144745205767","0.18704425636703517","2.9060287040637176","2.9428002449774358","0.08815634444696599","0.192790423030564","0.06920574669557","0.10710694219836198","0.4825","W40_z_top5"
"COG_V1","T7W40","z","","248","13","5","z_nodes_T7W40, z_edges_T7W40, z_re_T7W40, z_pe_T7W40, z_l1_T7W40, z_l2_T7W40, z_l3_T7W40, z_lcc_T7W40, z_lsc_T7W40, z_atd_T7W40, z_density_T7W40, z_diameter_T7W40, z_asp_T7W40","400","915.7631574564115","217.0747428507232","-0.01583104914175266","0.022832418990138936","-0.018075392927983484","-0.01358670535552184","1.343023897971549","0.11633228724985109","1.3315888570264793","1.3544589389166186","1.0304187128245816","0.08355523868308765","1.0222055366023683","1.038631889046795","-0.08862105940779796","0.1801597107853102","-0.10633010406070062","-0.07091201475489531","0.8275","W40_z_top5"
"MOT","T7W50","raw","","243","13","13","nodes_T7W50, edges_T7W50, re_T7W50, pe_T7W50, l1_T7W50, l2_T7W50, l3_T7W50, lcc_T7W50, lsc_T7W50, atd_T7W50, density_T7W50, diameter_T7W50, asp_T7W50","400","941.0771217454192","179.81135634635777","-0.011025340842811357","0.02559549659584029","-0.01354128511333198","-0.008509396572290735","7.724203230089786","0.4847880353490011","7.6765503285183625","7.771856131661209","6.57855461282069","0.3553749950006449","6.543622542672714","6.613486682968666","0.005731976921786735","0.18222844870601107","-0.012180417148436538","0.023644370992010007","0.7025","W50_raw_all"
"COG","T7W50","raw","","243","13","13","nodes_T7W50, edges_T7W50, re_T7W50, pe_T7W50, l1_T7W50, l2_T7W50, l3_T7W50, lcc_T7W50, lsc_T7W50, atd_T7W50, density_T7W50, diameter_T7W50, asp_T7W50","400","793.7312228329616","313.1301582220368","-0.015800959310982247","0.04310541064368489","-0.02003806448029718","-0.011563854141667315","2.158962836638054","0.253115416922401","2.134082511280747","2.1838431619953615","1.6692217150174564","0.16637434108180835","1.6528677220937775","1.6855757079411353","0.039768031587837885","0.20173862519523222","0.019937858092194925","0.05959820508348085","0.62","W50_raw_all"
"MOT_V4","T7W50","raw","","243","13","13","nodes_T7W50, edges_T7W50, re_T7W50, pe_T7W50, l1_T7W50, l2_T7W50, l3_T7W50, lcc_T7W50, lsc_T7W50, atd_T7W50, density_T7W50, diameter_T7W50, asp_T7W50","400","868.7025441298455","248.12506231746914","-0.009370821147082735","0.030332225682106844","-0.012352368667807046","-0.006389273626358423","3.502637571154182","0.27253960780753245","3.4758479184437623","3.529427223864602","2.911813491918922","0.1800885385087847","2.894111443242076","2.929515540595768","0.05581829664786206","0.19214690270444887","0.03693095460519556","0.07470563869052856","0.53","W50_raw_all"
"COG_V1","T7W50","raw","","243","13","13","nodes_T7W50, edges_T7W50, re_T7W50, pe_T7W50, l1_T7W50, l2_T7W50, l3_T7W50, lcc_T7W50, lsc_T7W50, atd_T7W50, density_T7W50, diameter_T7W50, asp_T7W50","400","987.3497396867813","92.87460713241113","-0.013871611364698295","0.03128889699714283","-0.016947196197995295","-0.010796026531401295","1.3428960973642308","0.11563448626782176","1.331529647719046","1.3542625470094156","1.0285997492077015","0.08484185397689299","1.020260103379216","1.036939395036187","-0.01559178991236879","0.17657526006342422","-0.0329484960895195","0.0017649162647819135","0.7175","W50_raw_all"
"MOT","T7W50","raw","","243","13","5","nodes_T7W50, edges_T7W50, re_T7W50, pe_T7W50, l1_T7W50, l2_T7W50, l3_T7W50, lcc_T7W50, lsc_T7W50, atd_T7W50, density_T7W50, diameter_T7W50, asp_T7W50","400","667.2204222737755","363.4935532905493","-0.01576465396728869","0.03698096657157114","-0.01939974854791816","-0.012129559386659222","7.741533151214385","0.49301758773789583","7.693071314559234","7.789994987869535","6.597851294015674","0.3652291938112257","6.561950591946641","6.633751996084707","0.026021170826600715","0.18698072620556158","0.007641645153669593","0.044400696499531836","0.6625","W50_raw_top5"
"COG","T7W50","raw","","243","13","5","nodes_T7W50, edges_T7W50, re_T7W50, pe_T7W50, l1_T7W50, l2_T7W50, l3_T7W50, lcc_T7W50, lsc_T7W50, atd_T7W50, density_T7W50, diameter_T7W50, asp_T7W50","400","416.63444931690685","373.7943795942361","-0.02733753226339177","0.0715701045887703","-0.034372613372540564","-0.02030245115424298","2.1699055591005747","0.25597462323422365","2.1447441841566137","2.1950669340445357","1.683020148274103","0.17120948370746467","1.6661908784070516","1.6998494181411543","0.05035961372944502","0.2002431711534979","0.030676437929824097","0.07004278952906595","0.5975","W50_raw_top5"
"MOT_V4","T7W50","raw","","243","13","5","nodes_T7W50, edges_T7W50, re_T7W50, pe_T7W50, l1_T7W50, l2_T7W50, l3_T7W50, lcc_T7W50, lsc_T7W50, atd_T7W50, density_T7W50, diameter_T7W50, asp_T7W50","400","608.6952533520847","365.2697408340653","-0.013880397021270054","0.037503808936084106","-0.017566885105692515","-0.010193908936847592","3.510256857921913","0.27569293052042637","3.4831572450517867","3.5373564707920395","2.917822143284769","0.18199503842809037","2.8999326925963715","2.9357115939731666","0.05501951407839882","0.1924496587148496","0.03610241222048978","0.07393661593630786","0.58","W50_raw_top5"
"COG_V1","T7W50","raw","","243","13","5","nodes_T7W50, edges_T7W50, re_T7W50, pe_T7W50, l1_T7W50, l2_T7W50, l3_T7W50, lcc_T7W50, lsc_T7W50, atd_T7W50, density_T7W50, diameter_T7W50, asp_T7W50","400","836.6949010409895","277.93741169072143","-0.0143579321331958","0.027536808726731702","-0.01706470032911751","-0.01165116393727409","1.3432697972964496","0.11582173814246627","1.3318849414726859","1.3546546531202133","1.029238563799346","0.08460977237263842","1.020921730748895","1.037555396849797","0.0036103821696791953","0.17799563877505697","-0.013885942071458697","0.021106706410817088","0.715","W50_raw_top5"
"MOT","T7W50","z","","243","13","13","z_nodes_T7W50, z_edges_T7W50, z_re_T7W50, z_pe_T7W50, z_l1_T7W50, z_l2_T7W50, z_l3_T7W50, z_lcc_T7W50, z_lsc_T7W50, z_atd_T7W50, z_density_T7W50, z_diameter_T7W50, z_asp_T7W50","400","914.4121151957594","224.73669153588193","-0.01014357268846414","0.028956856000674505","-0.012989926369252959","-0.007297219007675321","7.720869497814123","0.49082899001166785","7.672622792359462","7.7691162032687835","6.579977630707558","0.35736088815422373","6.544850354481712","6.615104906933404","0.03848973636353877","0.17903405774720685","0.020891339312303307","0.05608813341477424","0.605","W50_z_all"
"COG","T7W50","z","","243","13","13","z_nodes_T7W50, z_edges_T7W50, z_re_T7W50, z_pe_T7W50, z_l1_T7W50, z_l2_T7W50, z_l3_T7W50, z_lcc_T7W50, z_lsc_T7W50, z_atd_T7W50, z_density_T7W50, z_diameter_T7W50, z_asp_T7W50","400","938.7957752227329","218.49818623529026","-0.016818359959757157","0.02964109419055572","-0.019731971767265925","-0.013904748152248389","2.1605227901012714","0.25358942023093445","2.135595871941834","2.1854497082607085","1.6651333214188202","0.16610599698742418","1.6488057057441337","1.6814609370935067","-0.052574837645745054","0.19949111918351428","-0.07218408947057889","-0.032965585820911227","0.7575","W50_z_all"
"MOT_V4","T7W50","z","","243","13","13","z_nodes_T7W50, z_edges_T7W50, z_re_T7W50, z_pe_T7W50, z_l1_T7W50, z_l2_T7W50, z_l3_T7W50, z_lcc_T7W50, z_lsc_T7W50, z_atd_T7W50, z_density_T7W50, z_diameter_T7W50, z_asp_T7W50","400","882.5758384975895","246.4600023162232","-0.009925489866133933","0.03260812824361254","-0.013130750335284259","-0.006720229396983607","3.503654870132314","0.2752398265825356","3.476599795732157","3.530709944532471","2.91256412334738","0.1778181678585574","2.8950852438521912","2.930043002842569","0.06278273348941768","0.18154882860538396","0.04493714360452837","0.08062832337430699","0.6025","W50_z_all"
"COG_V1","T7W50","z","","243","13","13","z_nodes_T7W50, z_edges_T7W50, z_re_T7W50, z_pe_T7W50, z_l1_T7W50, z_l2_T7W50, z_l3_T7W50, z_lcc_T7W50, z_lsc_T7W50, z_atd_T7W50, z_density_T7W50, z_diameter_T7W50, z_asp_T7W50","400","977.8061425031","135.89280761291602","-0.01818603644862277","0.027745854056931602","-0.02091335304058072","-0.015458719856664822","1.3456823391460286","0.11451494858839871","1.3344259359849833","1.356938742307074","1.0297928223230395","0.08270193542522772","1.0216635227091424","1.0379221219369366","-0.11706631142014697","0.177575830286826","-0.13452137001298123","-0.0996112528273127","0.8575","W50_z_all"
"MOT","T7W50","z","","243","13","5","z_nodes_T7W50, z_edges_T7W50, z_re_T7W50, z_pe_T7W50, z_l1_T7W50, z_l2_T7W50, z_l3_T7W50, z_lcc_T7W50, z_lsc_T7W50, z_atd_T7W50, z_density_T7W50, z_diameter_T7W50, z_asp_T7W50","400","697.3136203314166","347.56847633252903","-0.011349259162258993","0.0378297811876458","-0.015067789134034351","-0.007630729190483635","7.725212554941005","0.5041258984486271","7.675658811723966","7.7747662981580445","6.582996583071257","0.3643669901634986","6.5471806324865085","6.618812533656005","0.05972578835366182","0.18300408126592949","0.041737152422381116","0.07771442428494252","0.5725","W50_z_top5"
"COG","T7W50","z","","243","13","5","z_nodes_T7W50, z_edges_T7W50, z_re_T7W50, z_pe_T7W50, z_l1_T7W50, z_l2_T7W50, z_l3_T7W50, z_lcc_T7W50, z_lsc_T7W50, z_atd_T7W50, z_density_T7W50, z_diameter_T7W50, z_asp_T7W50","400","760.5555200605013","365.39809052365234","-0.021247586090425763","0.03931422197382526","-0.02511203119523754","-0.017383140985613985","2.164731997252181","0.25238017812822106","2.139923943195599","2.189540051308763","1.6692680796069987","0.1651245159040843","1.6530369399549207","1.6854992192590768","-0.04398456035366147","0.19825117818813284","-0.06347193048608771","-0.024497190221235223","0.77","W50_z_top5"
"MOT_V4","T7W50","z","","243","13","5","z_nodes_T7W50, z_edges_T7W50, z_re_T7W50, z_pe_T7W50, z_l1_T7W50, z_l2_T7W50, z_l3_T7W50, z_lcc_T7W50, z_lsc_T7W50, z_atd_T7W50, z_density_T7W50, z_diameter_T7W50, z_asp_T7W50","400","697.6440799010841","343.2999357013738","-0.013919684631883493","0.038089918165652374","-0.017663785122945926","-0.010175584140821061","3.5106768275265914","0.28147080707496586","3.4830092703949136","3.538344384658269","2.9185428693998006","0.18289498208156527","2.900564957521745","2.936520781277856","0.06525014573372499","0.18576742141867725","0.04698988351073424","0.08351040795671574","0.58","W50_z_top5"
"COG_V1","T7W50","z","","243","13","5","z_nodes_T7W50, z_edges_T7W50, z_re_T7W50, z_pe_T7W50, z_l1_T7W50, z_l2_T7W50, z_l3_T7W50, z_lcc_T7W50, z_lsc_T7W50, z_atd_T7W50, z_density_T7W50, z_diameter_T7W50, z_asp_T7W50","400","901.903750451176","258.43785218208694","-0.019924557481588074","0.03088395641061898","-0.022960338127271402","-0.016888776835904746","1.3468022282115901","0.115026396639078","1.335495551566381","1.3581089048567994","1.031330662331912","0.0838380821725976","1.0230896836228738","1.0395716410409503","-0.11346412966820232","0.18194744207784308","-0.1313489018083931","-0.09557935752801155","0.86","W50_z_top5"
