"target","window","feature_type","covariates","n_subjects","n_candidate_predictors","n_selected_per_split","predictors","n_iter","alpha_mean","alpha_std","r2_mean","r2_std","r2_ci_lower","r2_ci_upper","rmse_mean","rmse_std","rmse_ci_lower","rmse_ci_upper","mae_mean","mae_std","mae_ci_lower","mae_ci_upper","rho_mean","rho_std","rho_ci_lower","rho_ci_upper","frac_r2_below_zero","run_name"
"MOT_V4","T7W20","z","","250","13","13","z_nodes_T7W20, z_edges_T7W20, z_re_T7W20, z_pe_T7W20, z_l1_T7W20, z_l2_T7W20, z_l3_T7W20, z_lcc_T7W20, z_lsc_T7W20, z_atd_T7W20, z_density_T7W20, z_diameter_T7W20, z_asp_T7W20","400","949.0558810170121","174.0559059424188","-0.0074891686023044034","0.023906621882701786","-0.009839102627927549","-0.005139234576681258","3.483358474803156","0.2710667882609583","3.456713594900165","3.510003354706147","2.8887865686642","0.1794810806167008","2.871144230889912","2.9064289064384874","0.04191222385734511","0.18379987907026113","0.02384536389478593","0.059979083819904286","0.5825","W20_z_all"
"COG_V1","T7W20","z","","250","13","13","z_nodes_T7W20, z_edges_T7W20, z_re_T7W20, z_pe_T7W20, z_l1_T7W20, z_l2_T7W20, z_l3_T7W20, z_lcc_T7W20, z_lsc_T7W20, z_atd_T7W20, z_density_T7W20, z_diameter_T7W20, z_asp_T7W20","400","933.8340199959732","233.36706697890838","-0.019484057412997094","0.03927885273268595","-0.023345025849979287","-0.015623088976014903","1.35585364260626","0.11356035290151949","1.3446910727310848","1.3670162124814351","1.0412130168816347","0.08199221594673031","1.0331534801124989","1.0492725536507705","-0.11082269833274631","0.18987625907429248","-0.12948684436082114","-0.09215855230467149","0.8175","W20_z_all"
"MOT","T7W20","z","","250","13","5","z_nodes_T7W20, z_edges_T7W20, z_re_T7W20, z_pe_T7W20, z_l1_T7W20, z_l2_T7W20, z_l3_T7W20, z_lcc_T7W20, z_lsc_T7W20, z_atd_T7W20, z_density_T7W20, z_diameter_T7W20, z_asp_T7W20","400","901.2204461855139","225.6059674509395","-0.011407063273925554","0.024218660183285546","-0.013787669530173218","-0.00902645701767789","7.758224622876112","0.5012276786531135","7.708955764129351","7.807493481622872","6.588517250665748","0.3799016038417575","6.551174304027916","6.62586019730358","-0.0017063118433308722","0.19010645568761317","-0.020393085361683487","0.016980461675021742","0.6775","W20_z_top5"
"COG","T7W20","z","","250","13","5","z_nodes_T7W20, z_edges_T7W20, z_re_T7W20, z_pe_T7W20, z_l1_T7W20, z_l2_T7W20, z_l3_T7W20, z_lcc_T7W20, z_lsc_T7W20, z_atd_T7W20, z_density_T7W20, z_diameter_T7W20, z_asp_T7W20","400","736.0507310327652","347.39205002895363","-0.01592813940348221","0.03678666068318345","-0.019544134421624705","-0.012312144385339717","2.2163209151825796","0.22818343171154934","2.1938913133386477","2.2387505170265114","1.7115944141138135","0.1435717400544468","1.6974818339790188","1.7257069942486083","-0.005686505107877864","0.20136279611580538","-0.025479735971228518","0.014106725755472789","0.6925","W20_z_top5"
"MOT_V4","T7W20","z","","250","13","5","z_nodes_T7W20, z_edges_T7W20, z_re_T7W20, z_pe_T7W20, z_l1_T7W20, z_l2_T7W20, z_l3_T7W20, z_lcc_T7W20, z_lsc_T7W20, z_atd_T7W20, z_density_T7W20, z_diameter_T7W20, z_asp_T7W20","400","742.8019506182885","329.1693637316688","-0.008364511448121843","0.03146680167987086","-0.011457583665011203","-0.005271439231232484","3.4846975904434117","0.27331161407216786","3.457832052323578","3.511563128563245","2.8880451756226564","0.18126070157004226","2.8702279075779407","2.905862443667372","0.06614179750024711","0.1927331654537871","0.04719682796050533","0.08508676703998888","0.5275","W20_z_top5"
"COG_V1","T7W20","z","","250","13","5","z_nodes_T7W20, z_edges_T7W20, z_re_T7W20, z_pe_T7W20, z_l1_T7W20, z_l2_T7W20, z_l3_T7W20, z_lcc_T7W20, z_lsc_T7W20, z_atd_T7W20, z_density_T7W20, z_diameter_T7W20, z_asp_T7W20","400","864.2002319310932","309.76005120220356","-0.022385227842504775","0.03742082455665043","-0.02606355886409405","-0.0187068968209155","1.3578934058435699","0.1148393120607264","1.346605118932322","1.3691816927548177","1.0429256187577185","0.08121152282763466","1.0349428212842111","1.0509084162312259","-0.11687912448053879","0.17192398837761944","-0.13377862755929612","-0.09997962140178146","0.855","W20_z_top5"
"MOT","T7W30","raw","","250","13","13","nodes_T7W30, edges_T7W30, re_T7W30, pe_T7W30, l1_T7W30, l2_T7W30, l3_T7W30, lcc_T7W30, lsc_T7W30, atd_T7W30, density_T7W30, diameter_T7W30, asp_T7W30","400","854.8990448139105","252.41304344337294","-0.009480945016746224","0.03594283286229515","-0.01301399482758163","-0.005947895205910818","7.749321600638982","0.4972370354621781","7.700445007611089","7.798198193666876","6.565014814579041","0.3768233016968377","6.527974453851799","6.602055175306283","0.08279505780257677","0.19676235228112868","0.06345403384462321","0.10213608176053034","0.565","W30_raw_all"
"COG","T7W30","raw","","250","13","13","nodes_T7W30, edges_T7W30, re_T7W30, pe_T7W30, l1_T7W30, l2_T7W30, l3_T7W30, lcc_T7W30, lsc_T7W30, atd_T7W30, density_T7W30, diameter_T7W30, asp_T7W30","400","811.1319464539956","315.6662589274689","-0.02013690717282901","0.07541183739275112","-0.027549616651126832","-0.012724197694531189","2.2195667624855564","0.23340422152394566","2.196623975981702","2.242509548989411","1.717410452168381","0.15149925356934912","1.7025186262732","1.7323022780635622","0.051072844191161086","0.21057655044939522","0.030373934770694753","0.07177175361162742","0.575","W30_raw_all"
"MOT_V4","T7W30","raw","","250","13","13","nodes_T7W30, edges_T7W30, re_T7W30, pe_T7W30, l1_T7W30, l2_T7W30, l3_T7W30, lcc_T7W30, lsc_T7W30, atd_T7W30, density_T7W30, diameter_T7W30, asp_T7W30","400","772.7424081229011","305.0726648522596","-0.0047442719408232435","0.040939262757629984","-0.008768452647328343","-0.0007200912343181447","3.4783459004034443","0.2792000138124532","3.450901553994675","3.5057902468122135","2.8823305914637434","0.18689474088741065","2.863959517835012","2.9007016650924746","0.11279102013678738","0.19201656898927147","0.09391648942453318","0.13166555084904158","0.4475","W30_raw_all"
"COG_V1","T7W30","raw","","250","13","13","nodes_T7W30, edges_T7W30, re_T7W30, pe_T7W30, l1_T7W30, l2_T7W30, l3_T7W30, lcc_T7W30, lsc_T7W30, atd_T7W30, density_T7W30, diameter_T7W30, asp_T7W30","400","989.6277565998697","87.37243498143292","-0.014338401092571229","0.021143462661275956","-0.016416726611375547","-0.012260075573766911","1.3525142799693544","0.11048385662566809","1.3416541184944037","1.363374441444305","1.0364928736283359","0.07857875056959195","1.0287688680971299","1.0442168791595419","-0.08786986664303802","0.19165456867672023","-0.10670881404051338","-0.06903091924556265","0.81","W30_raw_all"
"MOT","T7W30","raw","","250","13","5","nodes_T7W30, edges_T7W30, re_T7W30, pe_T7W30, l1_T7W30, l2_T7W30, l3_T7W30, lcc_T7W30, lsc_T7W30, atd_T7W30, density_T7W30, diameter_T7W30, asp_T7W30","400","569.6978102271747","329.609139923525","-0.012426979565318292","0.045655930392740324","-0.01691479155430589","-0.007939167576330692","7.759623512689011","0.5037543416732625","7.710106292152305","7.809140733225717","6.575337793526776","0.38278148451160027","6.537711765088052","6.6129638219655","0.09844891081582935","0.20194842945707434","0.0785981143239286","0.1182997073077301","0.5275","W30_raw_top5"
"COG","T7W30","raw","","250","13","5","nodes_T7W30, edges_T7W30, re_T7W30, pe_T7W30, l1_T7W30, l2_T7W30, l3_T7W30, lcc_T7W30, lsc_T7W30, atd_T7W30, density_T7W30, diameter_T7W30, asp_T7W30","400","474.99878848021484","363.13592249711525","-0.024983764838263936","0.06842834842158961","-0.03171002273710331","-0.018257506939424555","2.2251726316419806","0.23417790302762806","2.202153795058804","2.248191468225157","1.7252928042566305","0.1512078155415678","1.7104296256601434","1.7401559828531175","0.044549875705051534","0.20390659971796649","0.02450659819485336","0.06459315321524971","0.62","W30_raw_top5"
"MOT_V4","T7W30","raw","","250","13","5","nodes_T7W30, edges_T7W30, re_T7W30, pe_T7W30, l1_T7W30, l2_T7W30, l3_T7W30, lcc_T7W30, lsc_T7W30, atd_T7W30, density_T7W30, diameter_T7W30, asp_T7W30","400","456.0684886117132","311.43854086966513","-0.007539137379744911","0.047498913117249734","-0.012208107870933694","-0.0028701668885561284","3.4827342056991824","0.2796845844263726","3.4552422277605777","3.510226183637787","2.8855310374799554","0.19045347190152515","2.86681015352925","2.904251921430661","0.11331402210366036","0.19706568478645375","0.09394318166310886","0.13268486254421186","0.5","W30_raw_top5"
"COG_V1","T7W30","raw","","250","13","5","nodes_T7W30, edges_T7W30, re_T7W30, pe_T7W30, l1_T7W30, l2_T7W30, l3_T7W30, lcc_T7W30, lsc_T7W30, atd_T7W30, density_T7W30, diameter_T7W30, asp_T7W30","400","918.5720377332784","217.21564663827212","-0.01625237023682059","0.023983507249984787","-0.018609861814553662","-0.013894878659087517","1.3537335700803994","0.11034111048677608","1.3428874400319906","1.3645797001288082","1.037879795827064","0.07829952471183178","1.030183237182633","1.045576354471495","-0.1102486819348889","0.1883841432886537","-0.12876615840538064","-0.09173120546439716","0.8575","W30_raw_top5"
"MOT","T7W30","z","","250","13","13","z_nodes_T7W30, z_edges_T7W30, z_re_T7W30, z_pe_T7W30, z_l1_T7W30, z_l2_T7W30, z_l3_T7W30, z_lcc_T7W30, z_lsc_T7W30, z_atd_T7W30, z_density_T7W30, z_diameter_T7W30, z_asp_T7W30","400","858.9198693093841","258.46422208910417","-8.713462706489798e+16","3.950800500289297e+17","-1.2596955978618102e+17","-4.829969434361495e+16","632518743.5951618","2182628534.7216063","417974292.9319116","847063194.258412","126503753.86616448","436525707.2594256","83594863.70254081","169412644.02978814","0.102375659167881","0.1882626604103322","0.08387012402271321","0.12088119431304878","0.5625","W30_z_all"
"COG","T7W30","z","","250","13","13","z_nodes_T7W30, z_edges_T7W30, z_re_T7W30, z_pe_T7W30, z_l1_T7W30, z_l2_T7W30, z_l3_T7W30, z_lcc_T7W30, z_lsc_T7W30, z_atd_T7W30, z_density_T7W30, z_diameter_T7W30, z_asp_T7W30","400","904.1854753577561","270.905545844987","-5.994837552384735e+17","6.936987279649897e+18","-1.2813643874644572e+18","8.239687698751027e+16","248261095.3160663","1681883169.9787006","82938093.69551292","413584096.93661964","49652220.37129174","336376634.06527776","16587620.040345773","82716820.70223771","-0.061157028208716026","0.1878068271970277","-0.07961775660606267","-0.04269629981136938","0.81","W30_z_all"
"MOT_V4","T7W30","z","","250","13","13","z_nodes_T7W30, z_edges_T7W30, z_re_T7W30, z_pe_T7W30, z_l1_T7W30, z_l2_T7W30, z_l3_T7W30, z_lcc_T7W30, z_lsc_T7W30, z_atd_T7W30, z_density_T7W30, z_diameter_T7W30, z_asp_T7W30","400","838.2398358442042","256.82847830281315","-1.339553643587375e+17","4.854234296289273e+17","-1.8167072287808938e+17","-8.624000583938563e+16","399707439.22350585","1197151150.1327572","282031833.0540526","517383045.3929591","79941490.09357257","239430230.2027656","56406368.842360705","103476611.34478444","0.11927001117502087","0.18254727826183792","0.10132627731847027","0.13721374503157147","0.5","W30_z_all"
"COG_V1","T7W30","z","","250","13","13","z_nodes_T7W30, z_edges_T7W30, z_re_T7W30, z_pe_T7W30, z_l1_T7W30, z_l2_T7W30, z_l3_T7W30, z_lcc_T7W30, z_lsc_T7W30, z_atd_T7W30, z_density_T7W30, z_diameter_T7W30, z_asp_T7W30","400","876.0575855954655","297.69943848057386","-1.1982419604215488e+17","1.5161937781394294e+18","-2.6886053275964058e+17","2.9212140675330816e+16","76637165.95314698","440621118.11475736","33325711.79009796","119948620.116196","15327433.98557148","88124223.66637553","6665143.148693247","23989724.822449714","-0.04262980472730051","0.1845315374294982","-0.060768584046845334","-0.024491025407755693","0.7725","W30_z_all"
"MOT","T7W30","z","","250","13","5","z_nodes_T7W30, z_edges_T7W30, z_re_T7W30, z_pe_T7W30, z_l1_T7W30, z_l2_T7W30, z_l3_T7W30, z_lcc_T7W30, z_lsc_T7W30, z_atd_T7W30, z_density_T7W30, z_diameter_T7W30, z_asp_T7W30","400","467.33249832204666","344.8157161300402","-2.4285611315861773e+17","1.1877297914006003e+18","-3.596056340132605e+17","-1.2610659230397498e+17","963902172.6775287","3685034208.510956","601676705.8318343","1326127639.5232232","192780439.67522597","737006842.0084767","120335346.27598031","265225533.07447165","0.10898061837156302","0.19145635289657414","0.09016115486472122","0.12780008187840483","0.56","W30_z_top5"
"COG","T7W30","z","","250","13","5","z_nodes_T7W30, z_edges_T7W30, z_re_T7W30, z_pe_T7W30, z_l1_T7W30, z_l2_T7W30, z_l3_T7W30, z_lcc_T7W30, z_lsc_T7W30, z_atd_T7W30, z_density_T7W30, z_diameter_T7W30, z_asp_T7W30","400","770.4172182634891","365.03932738602106","-3.628507429182772e+16","3.335970065213656e+17","-6.907644733972018e+16","-3493701243935264.0","66373763.492479354","405524422.00444967","26512186.97342504","106235340.01153368","13274753.98011584","81104884.46792887","5302438.669715294","21247069.290516388","-0.057874192638637606","0.18223045986627862","-0.0757867843986042","-0.03996160087867101","0.8125","W30_z_top5"
"MOT_V4","T7W30","z","","250","13","5","z_nodes_T7W30, z_edges_T7W30, z_re_T7W30, z_pe_T7W30, z_l1_T7W30, z_l2_T7W30, z_l3_T7W30, z_lcc_T7W30, z_lsc_T7W30, z_atd_T7W30, z_density_T7W30, z_diameter_T7W30, z_asp_T7W30","400","453.019054583784","311.57087124375244","-6.451993127131607e+17","5.471719559984139e+18","-1.1830494546430116e+18","-1.0734917078330989e+17","715375794.659539","2669905645.2558093","452933775.3824564","977817813.9366215","143075161.18122002","533981129.1920675","90586757.31195301","195563565.05048704","0.09795017272527826","0.19419294754107155","0.07886171191296204","0.11703863353759447","0.5575","W30_z_top5"
"COG_V1","T7W30","z","","250","13","5","z_nodes_T7W30, z_edges_T7W30, z_re_T7W30, z_pe_T7W30, z_l1_T7W30, z_l2_T7W30, z_l3_T7W30, z_lcc_T7W30, z_lsc_T7W30, z_atd_T7W30, z_density_T7W30, z_diameter_T7W30, z_asp_T7W30","400","712.1325481124362","369.70192269875406","-3.6884334782133357e+17","5.682960180393099e+18","-9.274576748346463e+17","1.8977097919197907e+17","95501828.01487142","787844327.4357034","18059594.602757514","172944061.42698532","19100366.390364308","157568865.52432466","3611919.7042864766","34588813.07644214","-0.051191597157446915","0.18069903683233354","-0.06895365560021177","-0.03342953871468205","0.77","W30_z_top5"
"MOT","T7W40","raw","","248","13","13","nodes_T7W40, edges_T7W40, re_T7W40, pe_T7W40, l1_T7W40, l2_T7W40, l3_T7W40, lcc_T7W40, lsc_T7W40, atd_T7W40, density_T7W40, diameter_T7W40, asp_T7W40","400","933.2587442763033","184.1775732974416","-0.010528811375450147","0.02698943972212025","-0.013181775188016522","-0.007875847562883773","7.752193500808343","0.4989628382254696","7.703147267642463","7.801239733974223","6.571601296331838","0.38809457107005374","6.533453010798572","6.609749581865104","0.019674994434405915","0.185490541402104","0.0014419485105289787","0.03790804035828285","0.6825","W40_raw_all"
"COG","T7W40","raw","","248","13","13","nodes_T7W40, edges_T7W40, re_T7W40, pe_T7W40, l1_T7W40, l2_T7W40, l3_T7W40, lcc_T7W40, lsc_T7W40, atd_T7W40, density_T7W40, diameter_T7W40, asp_T7W40","400","843.8329451376065","272.4964658505004","-0.014807312688218222","0.040227288745681294","-0.01876150893751951","-0.010853116438916934","2.175732915619044","0.26727128331726013","2.1494611200545837","2.2020047111835046","1.6739780617406592","0.17838474432722282","1.6564434898382214","1.691512633643097","0.046234708311176806","0.18654760970056256","0.027897756416220255","0.06457166020613336","0.62","W40_raw_all"
"MOT_V4","T7W40","raw","","248","13","13","nodes_T7W40, edges_T7W40, re_T7W40, pe_T7W40, l1_T7W40, l2_T7W40, l3_T7W40, lcc_T7W40, lsc_T7W40, atd_T7W40, density_T7W40, diameter_T7W40, asp_T7W40","400","803.733046416372","291.2297898602812","-0.0061593240094868105","0.036198066719864676","-0.009717462380694172","-0.0026011856382794495","3.508445574176268","0.2825037560018236","3.48067648192006","3.5362146664324756","2.919360809328463","0.186454038958959","2.9010330550972574","2.937688563559669","0.09454810015250431","0.19847545948265607","0.07503868398413469","0.11405751632087394","0.485","W40_raw_all"
"COG_V1","T7W40","raw","","248","13","13","nodes_T7W40, edges_T7W40, re_T7W40, pe_T7W40, l1_T7W40, l2_T7W40, l3_T7W40, lcc_T7W40, lsc_T7W40, atd_T7W40, density_T7W40, diameter_T7W40, asp_T7W40","400","983.7677461082727","113.17776157960789","-0.017275212560297955","0.028108195615686744","-0.020038146010296066","-0.014512279110299845","1.343952965498527","0.11729864345821858","1.3324229352510768","1.355482995745977","1.0297500564499422","0.08628285697032483","1.0212687652655423","1.038231347634342","-0.10563395208730025","0.18337333776951703","-0.1236588845905609","-0.0876090195840396","0.85","W40_raw_all"
"MOT","T7W40","raw","","248","13","5","nodes_T7W40, edges_T7W40, re_T7W40, pe_T7W40, l1_T7W40, l2_T7W40, l3_T7W40, lcc_T7W40, lsc_T7W40, atd_T7W40, density_T7W40, diameter_T7W40, asp_T7W40","400","636.0878737096713","360.86346845525696","-0.015250341518700514","0.03542539113486585","-0.018732528688735834","-0.011768154348665193","7.769642793696699","0.5044587512464148","7.720056332259625","7.819229255133773","6.592626624645363","0.39568575789514526","6.553732153042703","6.631521096248023","0.0231820592247178","0.19134023868607897","0.004374009322668834","0.04199010912676677","0.64","W40_raw_top5"
"COG","T7W40","raw","","248","13","5","nodes_T7W40, edges_T7W40, re_T7W40, pe_T7W40, l1_T7W40, l2_T7W40, l3_T7W40, lcc_T7W40, lsc_T7W40, atd_T7W40, density_T7W40, diameter_T7W40, asp_T7W40","400","412.69278984404826","341.8292159438496","-0.03252540226546587","0.08458679079623681","-0.04083997631049943","-0.024210828220432315","2.1919808363384545","0.26712462010860755","2.1657234572342543","2.2182382154426548","1.6939360734059203","0.18367045688932815","1.6758819351732708","1.71199021163857","0.04848918022098537","0.19122285359430022","0.029692668846739503","0.06728569159523123","0.635","W40_raw_top5"
"MOT_V4","T7W40","raw","","248","13","5","nodes_T7W40, edges_T7W40, re_T7W40, pe_T7W40, l1_T7W40, l2_T7W40, l3_T7W40, lcc_T7W40, lsc_T7W40, atd_T7W40, density_T7W40, diameter_T7W40, asp_T7W40","400","456.9047216023064","343.4421716785045","-0.010770320714133497","0.04846733732911045","-0.015534483784928662","-0.006006157643338331","3.5165394919063555","0.2948356486101402","3.487558219435695","3.545520764377016","2.926320129968094","0.1986076791496639","2.906797717087103","2.945842542849085","0.08569061004145379","0.1968987674929655","0.06633617696407378","0.1050450431188338","0.5175","W40_raw_top5"
"COG_V1","T7W40","raw","","248","13","5","nodes_T7W40, edges_T7W40, re_T7W40, pe_T7W40, l1_T7W40, l2_T7W40, l3_T7W40, lcc_T7W40, lsc_T7W40, atd_T7W40, density_T7W40, diameter_T7W40, asp_T7W40","400","902.358988787493","251.50505547597808","-0.019359623885371092","0.0327396253036304","-0.02257781003750254","-0.016141437733239644","1.3452529688159551","0.11728943548817614","1.3337238436784873","1.356782093953423","1.0309565860830932","0.08510252298572017","1.022591317438625","1.0393218547275613","-0.1085854301605205","0.18579640830950744","-0.1268485416895066","-0.09032231863153439","0.86","W40_raw_top5"
"MOT","T7W40","z","","248","13","13","z_nodes_T7W40, z_edges_T7W40, z_re_T7W40, z_pe_T7W40, z_l1_T7W40, z_l2_T7W40, z_l3_T7W40, z_lcc_T7W40, z_lsc_T7W40, z_atd_T7W40, z_density_T7W40, z_diameter_T7W40, z_asp_T7W40","400","988.6389869529213","70.94950373878464","-0.00854913049883157","0.020734858725146126","-0.010587291736072972","-0.006510969261590169","7.744878591271936","0.4944006909830459","7.696280800595651","7.793476381948222","6.5797890822711","0.38106319946185185","6.54233195500645","6.61724620953575","0.013549085907282953","0.18048912627288813","-0.004192339090556121","0.031290510905122026","0.6425","W40_z_all"
"COG","T7W40","z","","248","13","13","z_nodes_T7W40, z_edges_T7W40, z_re_T7W40, z_pe_T7W40, z_l1_T7W40, z_l2_T7W40, z_l3_T7W40, z_lcc_T7W40, z_lsc_T7W40, z_atd_T7W40, z_density_T7W40, z_diameter_T7W40, z_asp_T7W40","400","982.2797440614767","113.3754828979249","-0.017205546274278716","0.043447672010305145","-0.021476294491742546","-0.012934798056814887","2.1787523016321035","0.2709949287322808","2.1521144852595575","2.2053901180046496","1.6703929932343413","0.18086991492247265","1.6526141380964925","1.6881718483721901","-0.06065944394506213","0.19453671456019167","-0.07978169580569464","-0.04153719208442963","0.8425","W40_z_all"
"MOT_V4","T7W40","z","","248","13","13","z_nodes_T7W40, z_edges_T7W40, z_re_T7W40, z_pe_T7W40, z_l1_T7W40, z_l2_T7W40, z_l3_T7W40, z_lcc_T7W40, z_lsc_T7W40, z_atd_T7W40, z_density_T7W40, z_diameter_T7W40, z_asp_T7W40","400","934.386480130737","173.87556595712775","-0.0040579027371137515","0.028476385313281852","-0.006857027895940816","-0.0012587775782866863","3.504951425121106","0.2793863188255842","3.4774887656068025","3.5324140846354095","2.9214545117636375","0.18232179326483341","2.9035329422626086","2.9393760812646663","0.08732473432636448","0.19246018464681364","0.06840659780760729","0.10624287084512167","0.4825","W40_z_all"
