feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,r_MOT_V4,p_MOT_V4,r_partial_MOT_V4,p_partial_MOT_V4,r_COG_V1,p_COG_V1,r_partial_COG_V1,p_partial_COG_V1
l3,raw,6,T6W150,252,0.09387962481486482,0.13723477531718006,0.10659928956531833,0.0919450815295585,-0.17045403213861415,0.006681838566855551,-0.10658787805602818,0.09198007949742516,0.12807362570773292,0.042217384794541526,0.14796345050153215,0.01900641024311637,-0.13552228912898354,0.0315089606384272,-0.11041268193567151,0.08083247555308008
diameter,raw,6,T6W150,252,-0.10132711034769543,0.10857006522800142,-0.10516085432691932,0.09644112760905187,0.11781822334316479,0.06182940188748251,0.09074596068909552,0.15172375510968591,-0.08910472696400143,0.15846056886613283,-0.09487814150590095,0.1338650790811977,0.0787593067736402,0.2127696493712868,0.066459828846076,0.2942581913115593
re,raw,6,T6W150,252,0.09563691679774233,0.12999701589944723,0.11094248815917306,0.07937816144302623,-0.11220712187243026,0.07540449231352482,-0.034836930262138646,0.5827772021381075,0.12912145996020138,0.040547212504763425,0.1527668946342217,0.015416773453150477,-0.0638831355356946,0.31244564117122514,-0.03075431499116903,0.6277312217573596
cc,raw,6,T6W150,252,0.0963048841173748,0.1273244322115062,0.10273909318672102,0.10440388057530521,-0.11039095064716768,0.08028427899606129,-0.0683622263143706,0.2806243239600487,0.15807010985071362,0.011983621232201914,0.16899687091469873,0.007288269431575554,-0.037496673114163735,0.5535223159532301,-0.018142614327950557,0.7748613624248817
lsc,raw,6,T6W150,252,-0.0870875489357423,0.16813579588775882,-0.10258944580212809,0.10491245963718498,0.10776601208240878,0.08778443943617693,0.02703388481813179,0.6699349098970971,-0.1268591394045529,0.044225203525868215,-0.1516399408431869,0.016200941424932377,0.12023340326296164,0.056640203096790576,0.0907987532722563,0.1514847480255981
asp,raw,6,T6W150,252,-0.1085694773596783,0.08543131499585538,-0.11849692096301744,0.06085006822092471,0.10756825766699657,0.0883715041513885,0.05157830708668579,0.4158644348555955,-0.14353251288806085,0.022667483688751947,-0.1589503549812541,0.011677941282974792,0.09869821037874693,0.11809633225040655,0.0758715607319579,0.23101092918236663
nodes,raw,6,T6W150,252,-0.1064695499685707,0.09169070528984542,-0.12326136304344747,0.05111369642740255,0.10328083343808676,0.10189015962845638,0.022929141251042718,0.7177255569670755,-0.15454703257540667,0.014051894317889177,-0.18115112603129244,0.003982943468552005,0.10693685882196602,0.09026699181103463,0.07662127669551051,0.2264212580082002
atd,raw,6,T6W150,252,0.10320159744448948,0.10215459340476331,0.11945923582933367,0.05876914687069074,-0.10288875397020938,0.1032039508098622,-0.023356524066214093,0.7126941929086457,0.1530521241450717,0.01502014844963684,0.17910779566893012,0.004420400799212034,-0.10113341095011796,0.10925067793097183,-0.07060201415190101,0.26512728221836684
lcc,raw,6,T6W150,252,-0.10882228228108945,0.08470149295420225,-0.12582645879633939,0.04643284579358485,0.10000934116530516,0.11326680604107035,0.0192330338293983,0.7617255227490767,-0.15618816933526708,0.013052387514008404,-0.18296224461250207,0.003628285816183955,0.10527990235720089,0.09539614089427743,0.07480104407079934,0.23767778984812568
density,raw,6,T6W150,252,0.1066870825103524,0.09102575017443927,0.12051418891773122,0.05655575044465313,-0.09039006872315407,0.15251784843405586,-0.01846761510504365,0.7709393166202665,0.15662044513401896,0.012799746494269234,0.17875686576294772,0.004499743145602566,-0.10530077376953983,0.0953301199502085,-0.07787235515861683,0.21890698716108334
edges,raw,6,T6W150,252,-0.0412021167354712,0.514989627723213,-0.04350026458836098,0.4926761522766663,0.05298586126541211,0.4022940532107351,0.03180794578661489,0.6159881967145657,-0.011805910658503966,0.8520622733002257,-0.015430416920645805,0.8078055265626614,0.1462351564981146,0.020213121826439272,0.13786070864849734,0.028987294247336003
l1,raw,6,T6W150,252,-0.012248500217187305,0.8465834718617163,-0.008597028144500326,0.8921966523828853,-0.04780191721758157,0.4499542800126959,-0.007453794586396199,0.9064618665159868,-0.0386496162639372,0.5413839422169493,-0.03273316410648874,0.6057561927943422,-0.05154804553388834,0.41520203958566804,-0.034438940571219365,0.5870932414392542
l2,raw,6,T6W150,252,0.03989433402658725,0.5284293980072334,0.04175561137344956,0.5102050081532779,0.018916299257529638,0.7650768151705442,0.03824021795580653,0.5464850412358513,0.0724636349236439,0.2517484563882566,0.07569333044943492,0.23211163321431696,-0.015364612566542426,0.8082320965993435,-0.007401074826116865,0.9071204610767278
pe,raw,6,T6W150,252,0.034855782897324064,0.5818154390808747,0.03915706884702596,0.5369017144035233,-0.01825925471691113,0.7730102134455228,0.021797914720607804,0.7311012727503878,0.08386813669394037,0.1844804041512496,0.09166291545581122,0.14761285171225208,0.01607144282015279,0.7995927172529562,0.03398919831967945,0.5919881464205785
