subject,edges_T6W50,re_T6W50,pe_T6W50,l1_T6W50,l2_T6W50,l3_T6W50,lcc_T6W50,lsc_T6W50,y_true,y_pred
CSO-12-6B-GQULO,0.0,0.00034860812704598276,0.00020249792347042176,-0.0004479827084239372,0.0,0.00041131209620233494,-0.0008104008721882064,5.826074301682073e-05,7,8.001061226471416
CSO-12-6B-LJHEFE,1.2164832670752933e-05,0.0005196480146601882,0.00059834305306715,0.00013140005022190546,6.898638500280201e-05,0.00021741536528477494,0.001450800818021107,0.0006726846940316325,6,8.004970374375253
CSO-12-6B-VPAMA,0.0002447742479155341,-0.0003917961870047687,-0.0003270304878857655,0.0,0.0,-5.860948177339076e-05,-0.00039382674096863417,0.00016169893933439553,9,8.00053414145191
CSO-12-7A-DALRE,0.0,-0.0010893582778477447,-0.0008616116942029953,-3.899076708304989e-05,-4.8821516928155275e-05,-0.00029037759838639797,-0.0010924203361461476,-0.001469764398265823,11,7.996407586573432
CSO-12-7A-ESALA,0.0,-6.969458890935016e-05,0.0,0.0001367044872942094,0.0,-0.00046799221914658166,-0.0016589310421636326,-0.0002965300088555149,7,7.9989424877905115
CSO-12-7A-IMERO,0.0,0.00014785100381158687,0.0,4.453363569208918e-05,3.2670406545384e-05,0.00012510252857328633,0.001059880055802538,0.0009878138428441017,10,8.003696782635561
CSO-12-7A-JHEZA,-7.440419670944661e-05,0.0005030259737149234,0.0005698703770610347,-0.00016330233722809516,5.810345650029751e-05,0.0001391451215841923,0.0016876182950205558,0.0,10,8.004018987852236
CSO-12-7A-LSARAR,0.0,-0.0006786138661597942,-0.0008565329450000314,6.302781129461583e-05,5.243140477206821e-05,9.795961419989776e-05,-0.0010450809562572263,-0.0008654172676854054,8,7.9980667049574565
CSO-12-7A-SCAHO,0.0,-0.00047094501024502007,-0.0004738683866409161,0.00020293366054103962,4.43173699538218e-05,0.0,-0.00036688041853199214,0.0002969431495289358,8,8.000531431526898
CSO-12-7B-DVAGRO,0.0,0.0005646295254305205,0.0006187346168529359,-0.00028045453615210434,2.027942001813594e-05,0.0001320391233115375,0.0018176955002792037,0.0008234948447731799,12,8.004995349656806
CSO-12-7B-SMUGU,0.0,0.000629948617147926,0.0010236885485418853,4.0602860871716186e-05,5.857159996695239e-05,-0.00028393789123833156,0.0008038514855648547,0.0008313599140774296,7,8.004403016297225
CSO-12-7B-SSARA,0.0,0.00046813701710277247,0.0005129298532027963,0.0,0.0,0.0003818377977655948,0.0012809611199146075,0.0004891791336344829,8,8.004431976083913
CSO-12-7B-VHOMA,0.0,-4.793030602058973e-05,-0.0004396950322375975,0.0,-8.479552184366837e-05,0.00016320088884738421,-0.0011733327728434195,-0.0012023166210900678,9,7.9985140617971044
CSO-12-8A-YTOME,1.2404663177987066e-05,0.00044739677999888376,0.0005627174882265394,0.0002472182069579996,7.74773819040343e-05,0.00017291842812856015,0.0009013485656215055,0.0013338975339099346,10,8.005054310210218
CSO-13-6A-ANASA,0.0,0.0002872471272146486,0.0002949423285704213,0.00012592178089672034,3.9593131998279046e-05,0.0003066887511333441,0.00021234733053609125,-0.0006205861264290486,10,8.001945085486213
CSO-13-6B-JETAVE,0.0,-0.0008845546260386257,-0.0007185738770962911,6.736680103309372e-05,-5.177243983541928e-05,-0.00045194343833124224,-0.0011114286380806279,-0.00034830241450824114,5,7.997799722529435
CSO-13-6B-LFMIES,0.0,0.0002971756928032746,0.0004809534169914324,0.0,0.0,0.0,-0.0011086189977911707,-0.0009001071272244161,14,8.000068334147072
CSO-13-6B-LJMAHU,0.0,-0.0003158801511394798,-0.0006435304852636618,9.03232091387699e-05,0.0,0.0007366440931051316,-0.0005109989749026869,-0.0009926424608486908,10,7.999662846392382
CSO-13-7A-CAPAMU,0.0,0.0003753769563098908,-0.0003735899640080456,-0.00016350675059960147,-0.00029031598193978667,0.00027162335187239534,0.0011541163492256648,0.0007223472783593804,3,8.002994982401512
CSO-13-7A-CDDITR,0.0,0.0003982089535443524,0.0004175146233162969,0.0001508861545386988,-7.277808308598093e-05,0.0002631532098798343,0.0006611476726846215,5.791265577414171e-05,13,8.003174976348944
CSO-13-7A-JJATFL,0.0,0.0,-0.00032682232651061807,0.00014618684330351377,0.0,0.00011610833293741393,-0.0008995347306122109,0.00023333242981445464,6,8.000568201711225
CSO-13-7A-KRAMA,0.0,-1.8904427614911288e-05,-6.151500629011885e-05,0.0,0.0,0.00044045514264759515,-0.0015307076443908847,-8.8525361485987e-05,9,8.000039733865158
CSO-13-7A-RXCHLU,0.0,0.0005946420919552584,0.0008684544764213618,0.0001869605398644898,8.14687095719289e-05,0.00020947035885168655,-0.0005146148947233754,0.0007306067432539109,8,8.003455919187488
CSO-13-7A-YAMEZA,1.2505974180424158e-05,0.0005565428697274043,0.0007013001811936685,8.83389831407154e-05,6.903770400990888e-05,0.0002550854317820354,0.001745399918360249,0.0007363781967282588,7,8.005463520421415
CSO-13-7A-YBOSO,0.00013403150461556502,-0.00023306682767379566,-0.00021180986353975685,0.0,0.0,-3.502767726617443e-05,-0.00041485968366017237,0.00037420914906842744,10,8.000912407763836
CSO-13-8A-KIGAGU,0.0,-0.0001890819720114464,-0.00012352793783621622,-0.0009385766550630853,0.0,0.00012649095728827636,-0.0006878404179849547,0.0005089071030018222,7,7.999995302239687
CSO-13-8A-MBUAN,2.8400061567228352e-05,9.277408752597475e-05,0.0002539783137305276,3.448432872409205e-05,7.955244335335217e-05,0.0005626623864724216,0.001829038768998744,0.0012759754958011373,7,8.005455797048466
CSO-13-8A-MGAAN,9.570805331675219e-06,0.00037723402148976824,0.00038023845652708884,8.163594105520082e-05,7.995052897886382e-06,0.00036457040701780747,0.0008841241461012464,0.0,10,8.003404299992713
CSO-13-8A-MGAHE,0.0,0.00024571525163363247,0.0008053646316179088,0.00014233235253828178,0.0,0.00038815976960592647,0.0015031171471808593,0.0012523123809021037,9,8.005635932695771
CSO-13-8A-MJAGA,0.0,-0.0009479777697355807,-0.0006419402796436413,0.00022483346907215462,0.0,-0.00013530958325032002,-0.0008291415389861817,-0.0011751697395056028,6,7.997794225720243
CSO-13-8A-VHODU,0.0,0.0006652359928078817,0.0009785814495881873,4.721962041720831e-05,8.344202415732166e-05,0.0,0.0003950461189737145,0.001054052052211827,8,8.004522508420449
CSO-13-8B-FCJISA,1.1702909961529891e-05,0.0004520627351399753,0.0006006482802405433,0.00019209522598534343,3.424294386410369e-05,0.0,0.001620380860842845,0.0007662079304754988,3,8.004976272048802
CSO-13-8B-JEMABE,-8.666761531029636e-05,-0.001054887146409051,-0.0008368275919380748,0.0,-7.065538290612832e-05,0.00012493397453231143,-0.0013276929514237919,-0.0020377797514930674,5,7.996009354697344
CSO-13-9B-DMLLLU,0.0,-0.0006326583444903795,-0.0005451360793506935,0.0,-4.499834151269408e-05,-0.00041671550846101744,-0.0013174841295256479,-0.0005451664863406517,7,7.997796772272611
CSO-14-7A-MVEBE,0.0,0.0004037539717170623,0.0007195136435006978,6.0178182502085634e-05,7.074199949190689e-05,0.0,-0.0005212898314568898,0.0005941917279427957,10,8.00262602085599
CSO-14-7B-EALHU,0.0,-0.0007755204411223676,-0.0009682315817191301,0.00015822812251770112,0.0,0.0,-0.0006019214888533246,0.0003640906210165866,5,7.999475576394132
CSO-14-7B-EVEGO,9.849912448794181e-06,0.00040469291263117875,0.0004567308265138176,0.00015452494923285555,2.5619995630421156e-05,0.00019954475035408598,0.0007465395570561199,4.728035683140638e-05,8,8.003343714422991
CSO-14-8A-AQUMA,0.0,0.00030859243369375176,7.991436253823524e-05,0.00010757985405394856,0.0,-0.00025372112752361156,-0.0017517808925013114,-5.9899243890315255e-05,8,7.999729616548663
CSO-14-8A-MCIDOS,-0.00017053178810381804,-0.0004677356336494365,-0.0004174924008239998,-2.8421695373872895e-05,-4.7247151365532145e-05,-0.000334325456580745,-0.0013956414162761808,-0.0022494783677265854,6,7.996188057252392
CSO-14-8A-SZARA,0.0,0.0005132855003819103,0.00038482166273920947,-0.0006758550634130907,0.0,0.000409403234761197,0.0011417950150176485,0.0009697387796261024,11,8.004042120291405
CSO-14-8B-JLLORA,0.0,0.00045924360308076975,0.0007320128302394272,0.0,5.076028373549442e-05,-0.001248494818702967,-0.00038120735502722,0.0005002932588738448,11,8.001411538964492
CSO-14-9A-AEDCAGO,3.7524978247049055e-05,0.0006252648475858437,0.0007777066295493519,0.00015534125921681344,6.92258736694193e-05,0.0003598701142584572,0.0017217230332231951,0.001211721518689437,4,8.006257309416732
CSO-14-9A-HASACA,1.5132310079071564e-05,0.000613592267644544,0.0006465233953276039,0.0002300326774602557,1.1353476492297412e-05,0.0005063249118207588,0.0018916831539074158,0.001348958398819007,11,8.006562531753843
CSO-14-9A-JSMAAL,2.741703669507673e-05,0.0005337390466423103,0.0006659737192707427,-0.00020770737650697865,6.275997422822575e-05,0.0003788059938561698,0.001689388087850464,0.001251400484444132,9,8.005700708128773
CSO-14-9A-MARJA,0.0,0.000256974824115299,0.0006831014313955893,0.00022964805369845838,2.3586876496035393e-05,-0.0004984688042336989,0.0014186327889322795,0.0012113289854518248,8,8.004623735318148
CSO-14-9A-SORZU,0.0,-0.00013038045195986356,-0.0005193720501005837,-9.937627913082347e-05,0.0,-0.00010084002136039444,-0.0008019074108260429,-0.001173272416980613,10,7.998473782531934
CSO-14-9B-ERAGA,-1.3048449574952665e-05,-4.216556608148396e-05,-0.00041897887577642656,-2.2738862185665566e-05,0.0,-0.0004333887539912351,-0.0012299626838560794,-0.0014751299701289257,6,7.997663518000698
CSO-14-9B-MFEGA,0.0,-0.0004645932980944625,-0.0005935823150171901,-0.00019490591237933462,0.0,-0.00045468584719430226,-0.001218961270448796,-0.00013789101677170144,9,7.998234311502387
CSO-15-10A-LJRAGU,2.3428671066444092e-05,-0.0005214104932190649,0.00013916229373299048,0.00022150689365090767,0.0,0.00014034136588020492,0.00011263054825915216,0.00048137828822014027,7,8.001895968729883
CSO-15-10A-MAARLO,0.0,0.0,0.00010926120433439917,0.0,4.38234760927283e-05,-0.0002929893862790103,-0.0010124247317279788,6.109598362263167e-05,10,8.000207697708335
CSO-15-10A-SFEGA,-6.769510459252496e-05,-0.0008601689442651562,-0.0006974320909442687,-1.997486622180942e-05,0.0,-0.0002811042476831802,-0.0011227255489061176,-0.001729790619049599,9,7.99652003974063
CSO-15-10B-MEBUAR,0.0,0.0006317756821543227,0.0006873200274304559,0.00022421522523545523,-0.00021626552713035433,0.00022125615708050382,0.0014823608560429243,0.0011346284707983545,8,8.005464222053904
CSO-15-10B-YVBUAN,1.7160358814567907e-05,0.0006548261551127456,0.0009371376108136106,0.00021030318062997125,3.681218973029434e-05,0.000244708405630215,0.001730691863492534,0.00130913568940174,9,8.006439706615918
CSO-15-10C-ALBAHO,0.0,-0.00019318315557869238,-0.00042370080458451647,-0.0004907638453216304,-9.589486427411691e-05,0.00019814533409995345,0.0005507953452235214,0.0007482551886235631,7,8.00159258436048
CSO-15-10C-SSCAMO,0.0,-0.0005776643730899191,-0.001012001446357861,0.0,0.0,0.0004797782377501792,0.0010605751102022738,0.0010288579716728637,9,8.00227847666247
CSO-15-11C-JETALO,0.0,-0.0003188931191431117,-0.0011218202429660899,-0.00010477762991341474,-0.00012977863035046027,0.0,-0.0007796328911132141,-0.0002422374514515205,8,7.998601791197355
CSO-15-7B-JCRAGA,0.0,0.0006580326015486051,0.001050878225894153,-0.000497439777864573,8.646487179228123e-05,-0.00026210366785191946,0.0007615367185383533,0.0004835509701675568,12,8.003579851104517
CSO-15-8A-VBMABR,0.0,-0.0008155193496886249,-0.000946265072294558,0.000143169821347512,0.0,0.00025129268058200196,-0.0008249124870826987,0.00021544629182115881,11,7.999322143046977
CSO-15-8B-KEPOGO,0.0,8.269050917391139e-05,-0.00043060350644739275,7.210922677580375e-05,-0.00031529559933761713,0.0001399523380583714,-0.0005868553514108263,-0.0011817358046894908,5,7.999079192974415
CSO-15-9B-ALRIHE,0.0,0.0006110377051260499,0.0008082995973966443,-0.00013691091681422053,7.811591841666392e-05,0.0004715386649191874,0.001837632672114073,0.0011444915869637505,7,8.006113136390415
CSO-15-9B-AMSAGO,3.135504337686422e-05,0.0002618678817540187,0.0,9.79972172635838e-05,-0.00012729198208276195,-6.879327436016515e-05,0.00023801503299439544,0.0001386258898604723,11,8.001870706971099
CSO-15-9B-JCAPA,0.0,0.000549070613199481,0.0009406473255412153,8.559364834510603e-05,0.0,0.00020092249616789746,0.0013907575060206527,0.0012551070161693834,9,8.005721029767736
CSO-15-9B-KSBEJA,0.0,-0.00048626780486697724,-0.0006819218278163029,0.0,0.0,0.0004559859872421239,-0.0010767591333321984,-0.0007386614533385924,11,7.9987713069301805
CSO-15-9B-RMCHLU,0.0,-0.00016967607750275755,-0.0008268270638517944,0.00017075292320777946,-9.670687637282792e-05,-0.0001963579311073463,-0.0009409623585507955,0.00034872442003154407,7,7.999587878198146
CSO-15-9B-SJAGRO,0.0,-0.0004935842579651835,-0.00044579827271383114,0.0,5.723902664350614e-05,0.00012527000402595912,-0.0018722737771355775,-0.001007591911434747,7,7.9976621919737125
CSO-16-10A-JEGAHE,0.0,-0.00022400707341568732,-0.00026870461305368343,0.00018785808440548906,5.7983082158935204e-05,0.00041983872973062035,-0.0003122299200706252,0.0005754424166162544,5,8.001735111868664
CSO-16-10A-MSACO,0.0,0.00041752912100267097,0.000281219469088379,0.00015937305549873628,-8.97163088990423e-05,0.00022564313953621698,0.0012751131505339252,0.0005318395974614468,9,8.004099932386515
CSO-16-10A-SARI,-0.00021526842294423087,-0.0007531182256102606,-0.0006789746195848604,0.0,-2.5734828149688062e-05,0.0002672502377581934,-0.0005506055661885315,-0.001709267818847356,7,7.997633211918726
CSO-16-10A-SMOUT,0.0,0.0004938451237104404,0.0005814087858924717,-8.161473350656867e-05,6.139938647695921e-05,0.000294664217945965,0.001392874377806473,0.0007137406468181418,8,8.004755248967436
CSO-16-10A-YKMUJO,0.0,0.00012912490393715618,0.00023077749678258435,-4.033572329145674e-05,0.0,0.0,-0.0018588062076528846,-0.00026204471196290575,7,7.999497646920105
CSO-16-10B-JESUGU,0.0,-7.921588475702767e-05,-0.0005560164240560916,8.396790513349973e-05,-0.00014417903554579477,0.0,0.00032946088799534214,-0.0009170699685157366,6,8.000015878642547
CSO-16-10B-LTVIFA,0.0,-0.00016490637058093165,-0.00030378523726988787,0.0,-4.358639402628996e-05,9.164385530664731e-05,-0.0013707107401962715,-0.0013344115022680503,7,7.998173174773258
CSO-16-10B-VVILI,1.5425067789506114e-05,0.0005580453159088188,0.0005833302903376829,0.00015177458336762973,2.9049061215653802e-05,0.0004519755495134807,0.0018159829822856656,0.0009880886241444722,11,8.005892602636855
CSO-16-10C-ACALGU,0.0,0.00013087485040346264,0.00045765732815452193,0.00021555306463761332,7.4974339376021e-05,9.77298037688003e-05,0.0013250754791217076,0.00047880622540209106,12,8.004079602253157
CSO-16-10C-MAVAVE,0.0,0.00030212759368518615,0.00024236412935783064,0.00010646207434706453,0.0,0.00014313011849197653,0.000311671749465712,-0.00022714616170894258,9,8.002177540665931
CSO-16-11A-JAVABO,8.538655800949778e-06,0.0004996275484028848,0.0005222620518708104,1.9105723611568984e-05,1.7141961820963312e-05,0.00022422463627494647,0.0014081891036265533,0.0005010014774651979,7,8.004499022321166
CSO-16-11A-JDMUVA,0.0,0.00036633891328740486,0.00030376184813267503,0.00013443978539495098,0.0,0.00024179521327620724,0.0007340296852202223,0.0,15,8.003079296607604
CSO-16-11A-VZAOR,0.0,0.0003504546131522191,0.000512208718145547,2.8211105525226745e-05,4.352880778463834e-05,0.00021398842377372967,-7.075614002429375e-05,2.6620002742983886e-05,9,8.002403186693392
CSO-16-11B-KRORE,0.0,-6.017135026349261e-05,0.00043988307992090644,0.00021052016715359423,-7.493933656448366e-05,0.00043602124678592723,0.0017102914950825718,0.0010393578992066042,10,8.004999894363614
CSO-16-11B-LLOZA,0.0,-0.00011700759979701601,-0.00030724990324922276,5.9311537677736795e-05,0.0,0.00014880588919758902,-0.0006328950121761184,-0.0014905118036602956,9,7.998959384270285
CSO-16-11B-YAROMO,0.0,0.0004266012907778064,9.183057601892695e-05,3.668841578451185e-05,-0.00031749851840770786,0.00029214435782329545,0.0010924199430136416,0.000727819162363467,11,8.003648936389666
CSO-16-9A-JALEMO,1.2897099917777606e-05,0.000502032022842087,0.0007489942539787667,0.00020536889646483633,5.961013967736546e-05,0.00038266407125529415,0.0018163988918544283,0.0010676309010457417,13,8.006094527439329
CSO-16-9A-JPROSO,0.0,0.0004395851265434376,0.000529181166494307,0.0,1.2990448170695917e-05,0.00031712247314610425,0.0002536274714941606,0.0008396528257733776,8,8.003691090673914
CSO-16-9A-JSMAGU,0.0,8.540105000370515e-05,3.0207042062731313e-05,0.00010789388997210147,3.273865138188336e-05,-0.00033548859973620937,-0.0009432021155464356,8.392950565286755e-05,12,8.000360410586083
CSO-16-9B-SJPAJI,1.0004516073392443e-05,0.000347513756834869,0.0007909509377633728,0.00021957957419139465,2.6380792484948478e-05,0.00028132704247629776,0.0009107177702794941,0.0012711893868549613,10,8.005156594939251
CSO-17-10A-YVGOCA,0.0,0.0004674753383212503,0.00022080790977651636,0.0002237650165511484,-7.03934580779551e-05,-9.605557170615555e-05,0.00046014304634357653,0.0011428449835915362,12,8.003647518427092
CSO-17-10B-EHECO,2.7677861993742267e-05,0.0003308710281601613,0.000466891978482977,0.00021564082879914093,9.12786210899045e-05,0.0005951306116267881,0.0016280798057129037,0.0009819265278255304,8,8.005636428425984
CSO-17-10B-YCQUVE,0.0,-0.0002412571581197542,-0.0006377530108582156,0.00013566010267662617,0.0,0.00015179217424490083,-3.1530245261637054e-05,-0.0009228849850158746,8,7.9997529580399585
CSO-17-11A-DJAPA,2.8744769281507238e-05,0.0006094652292636398,0.0006763035093556176,0.00023409864595815518,4.714184552058669e-05,0.0004537479206738398,0.001810543148934982,0.001374733976305463,9,8.006533710207586
CSO-17-11A-JDAMO,0.0,-0.0009035263490376308,-0.0003946167696213459,0.0002520745808259977,0.0,0.0005136367595927518,0.00017453105245804714,0.0008106265011998418,8,8.00175165693771
CSO-17-11A-NPAHE,9.2842694929254e-06,0.0003991895663293701,0.0004196506446192763,0.00016565747794720155,2.2674792500310707e-05,0.0003429065464034173,0.0012469328428102691,0.0,11,8.003905227302395
CSO-17-11A-RLPAIG,0.0,0.00039491973278640087,0.0003036421718840991,-0.000661595430554916,-0.00014314380400506444,0.00018751973257576283,0.0003063620688861438,0.0007541090254809084,6,8.002440744659346
CSO-17-11A-SPUVA,0.0,-0.0007808573961760464,-0.0007975975171149019,-1.1423426438146936e-05,-1.671495961957554e-05,-0.00040884786508355226,-0.0011173841564250293,-0.000275377442589969,9,7.997890728398845
CSO-17-11B-CDBEBU,7.709806429025395e-06,0.0003566610131168284,0.0004025293614557019,0.0001433054853279423,4.471189277883907e-05,0.0001622411517932858,0.0010540995406729977,0.0003952720425751513,7,8.003865461456442
CSO-17-11C-JDAAG,0.0,-0.00037056189507177564,-0.0007217129793822452,0.0,-8.755594679193463e-05,-1.559996074047918e-05,-0.0012687835409478012,-0.0018615858361084785,7,7.99697313100325
CSO-17-11C-MAPAMA,0.0,0.0006016258263151966,0.0006894168693324929,6.152729124207449e-05,5.2503562383341904e-05,-0.000278974352606945,0.0009516948567864576,0.001194344325769182,8,8.004571069541514
CSO-17-11C-MCAAG,1.6521633656744507e-05,0.00031631218101283863,0.0005615290262627155,0.00023774482062800597,5.3685748792875285e-05,0.00040469593663073635,0.0018711826255708188,0.0012456342904724426,7,8.00600623742532
CSO-17-11C-SARJA,0.0,0.0005838823321283964,0.0006980820684608026,0.00023770105594665006,6.848265290172517e-05,-0.00022855736636065004,0.0011560604411038338,0.0013091563680983393,10,8.005123738714572
CSO-18-11A-ADBAHO,0.0,0.00024470590674062265,0.00014801199388698308,0.00010803195292117586,0.0,0.00020477231228104606,0.00044447929305070914,-0.0007533987196794794,8,8.001695533901493
CSO-18-11B-YLLRE,1.4850995514650162e-05,0.0004885717427302609,0.0006765692378367011,0.00020846304952962998,4.889807683562738e-05,0.0002968339010976308,0.0018002556577591193,0.0011408066984867373,7,8.005974180522083
CSO-18-9B-MAMOLO,0.0,-0.0006941106880048484,-0.001059950663912531,-0.0002231818447439365,0.0,0.00047204120250722304,0.0011799530095910936,0.0004554003851745658,8,8.001429082562904
CSO-8-3A-AIPRBR,0.0,-0.0003214247372741897,-0.00025558259928301586,-6.282689666343489e-05,-7.45647142375537e-06,-0.00030929598807000755,-0.001466930106685685,-0.00037696804428213914,8,7.99849844631861
CSO-8-3A-DAPAVA,0.0,-0.00026700796329148205,-0.0007742095181265658,-0.00014961855051521945,-1.4492392634990556e-05,-0.00011786399337570921,-0.001032483145371487,-0.0005248085197872535,5,7.99841844707919
CSO-8-3A-KVPECO,0.0,-0.0002962070265857988,0.00023048895742919798,-4.182049668117412e-05,-3.2296165075207644e-05,-0.0005721146780468514,-0.0011532851308423033,-0.00032112097861081504,8,7.9991125756438795
CSO-8-4A-ARAGR,2.6992110518799555e-05,0.0003731364098057912,0.0002523729854102265,0.00010409179626990836,-7.854080400168358e-05,0.0003991736967400731,0.001788321422853022,0.000691796990533261,9,8.004856275770422
CSO-8-4A-JRAAR,-7.92961819940339e-05,-0.0009241741149672995,-0.0008112242003531699,0.0,-3.306834589607115e-05,-9.813222383701395e-05,-0.0010189048538793784,-0.0019389073589491353,4,7.996395223882416
CSO-9-2A-EXMOCO,-0.0001691209092768604,-0.0007242168727923616,-0.0005787375024113924,-1.3798845266345394e-05,-8.512061811627915e-05,-0.00032192096143615634,-0.0013790205467139572,-0.002232407430374617,2,7.995794587475904
CSO-9-4A-AGAPE,0.0,0.0005679634964205612,0.00048500225564558283,0.00023902763318651987,0.0,0.00031529456710080423,0.0009301507635124497,0.0008653745492385806,9,8.004701744427397
CSO-9-4A-DKVIMO,0.0,-0.0005533880627537734,-0.000428624317718892,-1.5738568472458293e-05,-5.8315305377045604e-05,0.0,-0.0013087655608035674,-0.0009490683588552962,7,7.997985030988311
CSO-9-4A-DSMOMU,8.040448138916557e-06,0.00062863146576769,0.0007553536049399205,0.0,5.1943717271300034e-05,0.00040889888204560457,0.0017882556788704825,0.001157638797137976,12,8.006097693756464
CSO-9-4A-DVGATO,0.0,0.0,-0.00015833707994496025,-0.00029869473509240455,0.0,0.0002415320579751848,-0.0005276233500641164,-0.0007198583410800386,7,7.999835949714086
CSO-9-4A-EGCAMO,0.0,-0.00032341738760397794,-0.0007153347591246711,-3.1024133786054005e-05,0.0,-0.000620605007188499,-0.001196268644558977,-0.0003842919593421941,5,7.998027989270688
CSO-9-4A-FAGIGA,-8.630036074574711e-05,0.00047313712247403693,0.0002492528106431656,-0.0003796720683813682,-0.00010164100358364709,0.0004072315564047041,-0.00010091349266033776,-0.0008053408101025579,9,8.00095468491634
CSO-9-4A-GSBRCO,0.0,-0.0009461167242630081,-0.0007765879398792691,0.0,-2.7726560611271434e-05,-0.000251268520027586,-0.000941952634721432,-0.0012926189961435166,9,7.997062659786646
CSO-9-4A-KEMOCO,0.0,-0.0006559230188786559,-0.0004992615509279182,0.0,-7.139081036617798e-05,-0.00020978078015330135,-0.0012017627906454379,-0.0011663059393973157,6,7.997494506271924
CSO-9-4A-LCOMO,7.866112556770364e-06,0.0002720690128493112,0.0004511684805042909,0.00011040690601755934,5.3544595345178125e-05,9.880961307458259e-05,0.0008185916026373172,0.0003808316377476939,10,8.003492219123025
CSO-9-4A-MLORO,0.0,-0.0006077496244253556,-0.0003773643605139767,0.0,-7.082630085777312e-05,-0.0003440559879388605,-0.001436733508661969,-0.0003991882354958665,5,7.998063013144399
CSO-9-4A-MPAME,0.0,-0.0005690091461032589,-0.0006474389738010587,-2.5027942588374055e-05,0.0,0.0005520818095443803,-0.0010955766201393667,-0.0008628225542233512,11,7.998651137734981
CSO-9-4A-NSARPA,3.850006539516265e-05,0.0002029646883775155,0.0,7.276008037082795e-05,0.0,0.00021308011502201788,-0.0005525871739219195,0.0,8,8.001273648937536
CSO-9-4A-SLOCA,0.0,-0.0007726369427616121,-0.0005634502002413027,-3.249657580117575e-05,-8.745135411258832e-05,-0.0007322192937300239,-0.0012040014975503543,-0.0006084729025623297,6,7.997298202395533
CSO-9-4A-YVDITR,0.0,-0.00039103470642317995,-0.0003269794498265777,0.0,0.0,-0.00016143695369454526,-0.0002529532357242761,-0.0008075039182027804,9,7.999359022898421
