subject,edges_T6W50,re_T6W50,pe_T6W50,l1_T6W50,l2_T6W50,l3_T6W50,lcc_T6W50,lsc_T6W50,y_true,y_pred
CSO-10-5A-DABRZA,0.0,-0.0010261985285593765,-0.0008520319954328654,-2.779033332832217e-05,0.0,-0.00025174732043018995,-0.0010836736625919597,-0.0013586766381526825,6,7.996698812683797
CSO-10-5A-GZAMA,1.752228515976761e-05,0.00013198189169360433,0.00027947927704751667,0.00023236621753156055,7.123349943422006e-05,0.0,0.0009688078986440658,0.0012126746086780135,6,8.004212996840481
CSO-10-5A-IPECA,0.0,0.0001973816981265367,0.0005140060441237354,0.00021429400769340355,7.137073124819293e-05,-0.0005394281944986892,0.0008180321032900636,0.0009141403904552701,7,8.003488727942731
CSO-10-5A-JANORO,2.043687086078971e-05,0.0004629281607518515,0.00023617306641923212,0.00019916841125272502,0.0,0.0,0.001020999032500077,0.0008966091956836953,7,8.00413524589976
CSO-10-5A-JBUVE,8.214893249795623e-06,0.00022160326608753461,0.00044185646304937154,0.0,4.6549224488326865e-05,0.00020307929305051053,0.0018242129852340714,0.0012005990575988364,9,8.00524504634505
CSO-10-5A-JJSEMO,0.0,-0.0006439445600727672,-0.0005954667192807484,0.0,-3.0073579640511622e-05,0.00019332699890293046,-0.0012848108662706695,-0.0009479994891518638,10,7.997989962946779
CSO-10-5A-JLCARI,4.3044799133846665e-05,0.0005521823677662352,0.0008872423952263336,0.00014673784552305053,9.336413100632736e-05,0.0005164592734119759,0.001445820857812269,0.0005107722920129522,9,8.005494555124185
CSO-10-5A-MAARAN,0.0,-0.0007550770460585101,-0.0006038868963976071,0.0,-6.61992859237277e-05,-0.0007125967702759591,-0.0012038260711957783,-0.0005712818925229729,9,7.997386063199918
CSO-10-5A-MAOSMO,0.0,0.00032893769200673047,0.000298241767862127,0.00013353860939881556,-6.27052247049694e-05,0.000329899623450736,0.0002744178680738763,-0.00041935204737611557,7,8.002181909451004
CSO-10-5A-RVMOIB,0.0,0.0004982353138188591,0.0005046913038394052,0.00014834047228482698,0.0,0.00017976911469612863,0.0015114068810052814,0.0005715906644153848,4,8.004712964912352
CSO-10-5A-SVHEES,0.0,0.0,-3.3991110630816716e-05,-0.0002793285661201381,0.0,0.0,-0.0015281001166686575,-0.00021014164246286398,6,7.99924736972641
CSO-11-5A-MDVOSPE,0.0,-0.00037088775955375656,-8.534186294246061e-05,0.000193759604252679,6.756758859440126e-05,9.951471435154444e-05,0.00015178963003647665,0.0008296032709738064,7,8.002184936348005
CSO-11-5A-MTAGA,0.0,0.00030394699275556865,0.0003262756508595431,0.0,0.0,0.0002939264924250157,-0.00017897607559600446,-0.00019774250944919116,6,8.001846361713287
CSO-11-6A-CAPAMU,-6.323322947627196e-05,0.0006276178669884892,0.0008821189419605411,4.577116646824676e-05,0.0,0.0001993034871457383,0.001593364897490116,-8.767716666096317e-05,9,8.004496197126208
CSO-11-6A-DSCACH,0.0,0.00031923795662511543,7.424191090700386e-05,0.00012954520724694842,-0.00027066742051378134,0.00031057915553256513,0.0004361729028382706,-0.00035159192341766753,7,8.00194644895151
CSO-11-6A-EROMO,0.0,-0.00023100853042486613,-0.001350479145299929,9.58584413468396e-05,-0.00047112135954034874,0.00037066734022592445,-0.0005555642015333826,-0.00020837826811932172,7,7.998948905438947
CSO-11-6A-FSOVRE,0.0,-0.0005340982199105559,-0.0006811508929819245,0.0,0.0,-0.00022255610369865259,-0.001178131854718039,-0.0008703096722938106,7,7.997812684418689
CSO-11-6B-ANREVA,0.0,-0.00011787244842313441,0.0,0.00017062902643461515,6.086409485670004e-05,-0.00025544456589881735,-0.00024690700145667033,0.0006148435895455406,11,8.00152504385735
CSO-11-6B-DISEMO,-0.0002765308313299156,0.0004907467255679062,0.0005576091971010067,0.00010880157822718288,6.0183507452348116e-05,0.0003095131038955806,0.0014913105745061456,0.0003554458811370081,8,8.00439601089885
CSO-11-6B-LHFDLACH,0.0,-0.0009882272713110255,-0.0015653781370903637,0.0,0.0,0.0001718586856642862,0.0006680802687618186,-0.00029712377900983146,6,7.999288140929307
CSO-11-6B-RJGIHE,0.0,0.00043830765329978247,0.0006888626302211881,-8.955515841949362e-05,5.42680175604371e-05,-0.0011641772970103618,-0.0003988342181721244,0.000487268856746174,8,8.001315071646518
CSO-11-6B-SFLVA,0.0,-0.0002450632628371615,-0.0005106348133097798,-1.5865874264334428e-05,6.488163831632347e-05,-0.0005453693332532438,-0.0008724888134137874,-0.00059282925694992,8,7.9985815614465805
CSO-11-6B-VCOMA,1.2077293960441153e-05,0.0002976546965242711,0.00026384569527481994,0.00020781405091208904,5.046282493790341e-05,0.00016601046107669903,0.0017443847232177937,0.0012364785635727467,9,8.00527765947177
CSO-12-6A-DGISE,0.0,-0.00026005565478844626,-0.00024034005105991857,-0.0008436740114611069,-1.962072830593393e-05,0.0001524221737407342,-0.0003409890485634942,-0.0006289249356496,5,7.999117748906205
CSO-12-6A-FJOVRE,0.0,0.00017722010354097577,0.0,-6.614691016970572e-05,0.0,-0.0002641312898806818,-0.001378121119316174,-0.0006111651477628139,7,7.999156586798704
