subject,edges_T6W50,re_T6W50,pe_T6W50,l1_T6W50,l2_T6W50,l3_T6W50,lcc_T6W50,lsc_T6W50
CSO-13-7A-YAMEZA,49.0,2.505226480836237,3.552264808362369,0.5975609756097561,1.1306620209059233,1.3745644599303135,34.606271777003485,32.721254355400696
CSO-13-7A-YBOSO,45.68354430379747,5.006329113924051,5.753164556962025,0.930379746835443,0.7468354430379747,1.7911392405063291,30.67721518987342,20.525316455696203
CSO-13-8A-KIGAGU,49.0,3.7836538461538463,4.615384615384615,1.8990384615384612,1.0625,1.4423076923076923,32.68269230769231,31.08173076923077
CSO-13-8A-MBUAN,48.80360721442886,3.629258517034068,4.50501002004008,0.6753507014028056,0.93186372745491,0.7635270541082164,34.64128256513026,31.749498997995996
CSO-13-8A-MGAAN,49.0,2.553314121037464,4.236311239193084,0.5648414985590778,1.6829971181556196,0.7204610951008645,35.76657060518732,33.31412103746398
CSO-13-8A-MGAHE,49.0,3.445497630331753,3.734597156398104,0.4644549763033175,0.2890995260663507,1.2037914691943128,33.9739336492891,31.528436018957347
CSO-13-8A-MJAGA,49.0,5.992673992673993,6.241758241758242,2.8095238095238093,1.5494505494505495,1.9706959706959708,29.765567765567766,27.783882783882785
CSO-13-8A-VHODU,49.0,2.234375,3.09375,0.6380208333333334,0.859375,1.75,33.125,31.3515625
CSO-13-8B-FCJISA,49.0,3.0829268292682928,3.897560975609756,0.1951219512195122,0.8146341463414634,1.721951219512195,35.10243902439024,32.68780487804878
CSO-13-8B-JEMABE,48.41492537313433,5.877611940298507,6.602985074626866,0.426865671641791,0.7253731343283583,1.2358208955223882,30.077611940298507,27.065671641791045
CSO-13-9B-DMLLLU,49.0,4.697674418604652,5.418604651162791,0.4476744186046512,0.7209302325581395,2.1802325581395348,31.203488372093023,29.42441860465116
CSO-14-7A-MVEBE,49.0,1.5193798449612403,2.263565891472868,0.5736434108527132,0.7441860465116279,1.697674418604651,32.42635658914729,30.751937984496124
CSO-14-7B-EALHU,49.0,4.742049469964664,5.745583038869258,0.1731448763250883,1.0035335689045937,1.6501766784452296,32.63250883392226,30.795053003533567
CSO-14-7B-EVEGO,49.0,2.8678362573099414,3.76374269005848,0.1707602339181286,0.895906432748538,1.383625730994152,35.811695906432746,33.095906432748535
CSO-14-8A-AQUMA,49.0,2.9220183486238533,4.344036697247707,0.2247706422018348,1.4220183486238531,1.981651376146789,31.623853211009173,30.15596330275229
CSO-14-8A-MCIDOS,47.95112781954887,4.383458646616542,5.2105263157894735,0.5526315789473685,0.9360902255639098,2.3947368421052637,30.43233082706767,26.518796992481203
CSO-14-8A-SZARA,49.0,2.8823529411764706,4.269896193771626,1.4048442906574394,1.3875432525951557,1.0484429065743943,33.88235294117647,31.294117647058822
CSO-14-8B-JLLORA,49.0,2.8661417322834644,3.543307086614173,0.7716535433070866,0.6771653543307087,3.0393700787401574,32.75590551181102,30.75984251968504
CSO-14-9A-AEDCAGO,48.757425742574256,2.5445544554455446,3.7004950495049513,0.4356435643564356,1.155940594059406,1.188118811881188,35.351485148514854,31.57673267326733
