subject,edges_T6W50,re_T6W50,pe_T6W50,l1_T6W50,l2_T6W50,l3_T6W50,lcc_T6W50,lsc_T6W50
CSO-14-9A-HASACA,49.0,2.739130434782609,4.086956521739131,0.2367149758454106,1.3478260869565215,0.9130434782608696,34.44444444444444,31.96135265700483
CSO-14-9A-JSMAAL,48.88812785388128,3.0205479452054798,4.034246575342466,0.9748858447488584,1.1232876712328768,1.2123287671232876,34.21232876712329,31.56392694063927
CSO-14-9A-MARJA,49.0,3.4037854889589907,3.911671924290221,0.0,0.5078864353312302,2.138801261829653,34.00630914826498,31.55205047318612
CSO-14-9A-SORZU,48.30872483221477,3.761744966442953,5.177852348993288,0.9228187919463088,1.4161073825503356,1.7416107382550337,32.45637583892618,28.78187919463087
CSO-14-9B-ERAGA,48.71176470588235,3.744117647058824,5.323529411764706,0.8470588235294118,1.5794117647058823,2.420588235294117,30.623529411764707,27.897058823529413
CSO-14-9B-MFEGA,49.0,4.375,5.392241379310345,1.3017241379310345,1.3491379310344829,2.2672413793103448,31.689655172413797,30.04310344827586
CSO-15-10A-LJRAGU,48.6625,4.160416666666666,4.40625,0.1020833333333333,0.2458333333333333,1.4895833333333333,33.15625,30.71875
CSO-15-10A-MAARLO,48.691823899371066,3.5849056603773586,4.345911949685535,0.6415094339622641,0.7610062893081762,1.981132075471698,32.41509433962264,30.31132075471698
CSO-15-10A-SFEGA,48.2,5.522448979591837,7.048979591836734,0.5877551020408164,1.526530612244898,2.673469387755102,30.220408163265308,26.959183673469383
CSO-15-10B-MEBUAR,49.0,2.270967741935484,3.983870967741936,0.0967741935483871,1.7129032258064516,1.435483870967742,34.035483870967745,31.316129032258065
CSO-15-10B-YVBUAN,48.55045871559633,2.7752293577981653,3.330275229357798,0.2247706422018348,0.555045871559633,1.4311926605504588,34.137614678899084,31.729357798165136
CSO-15-10C-ALBAHO,49.0,3.807580174927114,4.970845481049563,1.2857142857142858,1.5364431486880463,1.3935860058309038,33.650145772594755,31.21865889212828
CSO-15-10C-SSCAMO,49.0,4.317365269461078,5.57185628742515,0.6437125748502994,1.2544910179640718,0.9760479041916168,34.11077844311377,31.59880239520958
CSO-15-11C-JETALO,49.0,4.248618784530387,6.489871086556169,1.0018416206261511,2.241252302025783,1.5248618784530388,32.25046040515654,29.902394106814
CSO-15-7B-JCRAGA,49.0,2.625,3.125,1.4375,0.7053571428571429,2.017857142857143,33.580357142857146,30.5
CSO-15-8A-VBMABR,49.0,5.131958762886598,6.074226804123711,0.1010309278350515,0.9422680412371134,1.288659793814433,32.154639175257735,30.527835051546397
CSO-15-8B-KEPOGO,49.0,2.3940520446096656,2.45724907063197,0.1821561338289963,0.0631970260223048,1.20817843866171,36.33457249070632,33.63568773234201
CSO-15-9B-ALRIHE,49.0,2.691729323308271,3.5413533834586466,0.9285714285714286,0.849624060150376,0.8872180451127819,34.46992481203007,32.18796992481203
CSO-15-9B-AMSAGO,48.6996336996337,2.230769230769231,2.652014652014652,0.0,0.4212454212454212,1.8424908424908424,35.97802197802198,32.62271062271062
CSO-15-9B-JCAPA,49.0,2.994047619047619,3.294642857142857,0.5833333333333334,0.3005952380952381,1.4642857142857142,33.82440476190476,31.654761904761905
CSO-15-9B-KSBEJA,49.0,4.68944099378882,6.114906832298137,0.7204968944099379,1.4254658385093169,0.8913043478260869,30.403726708074533,28.900621118012424
CSO-15-9B-RMCHLU,49.0,3.7777777777777777,5.437710437710438,0.1649831649831649,1.65993265993266,1.8686868686868687,32.43097643097643,30.828282828282827
CSO-15-9B-SJAGRO,49.0,1.2010309278350515,2.5463917525773194,0.0,1.345360824742268,0.4536082474226804,37.61340206185567,33.644329896907216
CSO-16-10A-JEGAHE,49.0,3.865420560747664,4.826168224299066,0.2747663551401869,0.9607476635514018,1.1177570093457945,32.89719626168224,30.921495327102804
CSO-16-10A-MSACO,49.0,2.333333333333333,2.7946127946127945,0.1649831649831649,0.4612794612794613,1.3602693602693603,35.195286195286194,32.51178451178451
CSO-16-10A-SARI,46.86440677966102,5.803389830508475,6.667796610169492,0.4983050847457627,0.864406779661017,0.5796610169491525,32.14237288135593,25.17627118644068
CSO-16-10A-SMOUT,49.0,2.884,3.876,0.894,0.992,1.268,35.478,32.574
CSO-16-10A-YKMUJO,49.0,3.3482142857142856,4.084821428571429,0.7901785714285714,0.7366071428571429,1.5848214285714286,31.361607142857142,29.794642857142858
CSO-16-10B-JESUGU,49.0,1.7674418604651163,2.13953488372093,0.3798449612403101,0.3720930232558139,1.6356589147286822,35.565891472868216,33.46511627906977
CSO-16-10B-LTVIFA,49.0,1.3652173913043475,1.7869565217391303,0.0,0.4217391304347826,0.6608695652173913,40.57391304347826,36.426086956521736
CSO-16-10B-VVILI,49.0,2.7231182795698925,4.096774193548387,0.4596774193548387,1.3736559139784943,0.967741935483871,34.88709677419355,32.553763440860216
CSO-16-10C-ACALGU,48.34271099744245,3.524296675191816,4.19693094629156,0.0,0.6726342710997443,1.578005115089514,34.0460358056266,30.537084398976983
CSO-16-10C-MAVAVE,49.0,2.408713692946058,3.199170124481328,0.4315352697095436,0.7904564315352697,1.4398340248962656,35.97717842323652,33.066390041493776
CSO-16-11A-JAVABO,49.0,2.5636363636363635,3.18961038961039,0.7402597402597403,0.7506493506493507,1.3844155844155843,35.20519480519481,32.64935064935065
CSO-16-11A-JDMUVA,49.0,2.483552631578948,3.1578947368421053,0.3223684210526316,0.6743421052631579,1.256578947368421,35.67763157894737,32.93421052631579
CSO-16-11A-VZAOR,48.14410480349345,1.882096069868996,2.8209606986899565,0.8122270742358079,1.0524017467248907,1.0960698689956332,36.92139737991266,29.46288209606987
CSO-16-11B-KRORE,49.0,3.843478260869565,4.265217391304348,0.2130434782608695,0.4217391304347826,1.0739130434782609,34.8,32.55652173913043
CSO-16-11B-LLOZA,48.824057450628366,1.895870736086176,2.7289048473967683,0.4272890484739677,0.8330341113105925,1.1346499102333931,36.40215439856373,33.89228007181328
CSO-16-11B-YAROMO,49.0,2.550877192982456,4.782456140350877,0.6877192982456141,2.280701754385965,1.143859649122807,35.85614035087719,32.67368421052632
CSO-16-9A-JALEMO,49.0,2.216117216117216,3.432234432234432,0.1794871794871795,1.216117216117216,1.1282051282051282,34.633699633699635,32.28937728937729
CSO-16-9A-JPROSO,49.0,2.841860465116279,3.637209302325581,0.8465116279069768,0.7953488372093023,0.9953488372093025,36.38139534883721,31.851162790697675
CSO-16-9A-JSMAGU,49.0,3.4198473282442747,4.454198473282442,0.3740458015267175,1.034351145038168,2.0267175572519083,32.47709923664122,30.370229007633583
CSO-16-9B-SJPAJI,49.0,3.2883116883116883,3.735064935064935,0.2545454545454545,0.4467532467532467,1.3636363636363635,33.46493506493506,31.662337662337663
CSO-17-10A-YVGOCA,49.0,2.953488372093023,4.428571428571429,0.2159468438538206,1.4750830564784052,1.780730897009967,33.3156146179402,31.58803986710964
CSO-17-10B-EHECO,48.64874551971326,3.326164874551971,4.261648745519714,0.2724014336917563,0.935483870967742,0.5448028673835126,34.225806451612904,31.050179211469533
CSO-17-10B-YCQUVE,48.77090301003344,3.9013377926421406,5.217391304347826,0.245819397993311,1.3160535117056855,1.4364548494983278,33.252508361204015,29.37458193979933
CSO-17-11A-DJAPA,48.89640591966173,2.8498942917547567,4.054968287526427,0.2389006342494714,1.2198731501057083,1.1014799154334038,34.25581395348837,31.82875264270613
CSO-17-11A-JDAMO,49.0,4.657894736842105,5.037593984962406,0.0,0.3796992481203007,0.9548872180451128,33.19548872180451,31.24812030075188
CSO-17-11A-NPAHE,49.0,2.452322738386308,3.2762836185819078,0.1320293398533007,0.823960880195599,1.0513447432762837,35.20048899755501,33.09779951100244
CSO-17-11A-RLPAIG,48.89906103286385,3.0211267605633805,4.274647887323944,1.448356807511737,1.6056338028169015,1.4107981220657275,33.34507042253521,31.13849765258216
CSO-17-11A-SPUVA,49.0,5.124031007751938,6.073643410852713,0.5697674418604651,0.9496124031007752,2.1782945736434107,31.34108527131783,29.782945736434108
CSO-17-11B-CDBEBU,49.0,2.2114695340501798,3.132616487455197,0.3512544802867383,0.921146953405018,1.4695340501792116,35.49820788530466,32.645161290322584
CSO-17-11C-JDAAG,49.0,1.4696969696969695,2.0545454545454547,0.0,0.5848484848484848,1.6757575757575758,36.99393939393939,34.49393939393939
CSO-17-11C-MAPAMA,49.0,2.805732484076433,3.936305732484077,0.6114649681528662,1.1305732484076434,1.9681528662420384,33.59235668789809,31.554140127388536
CSO-17-11C-MCAAG,49.0,3.394273127753304,4.156387665198238,0.1079295154185022,0.762114537444934,1.1872246696035242,34.65418502202643,32.279735682819386
CSO-17-11C-SARJA,49.0,2.8547008547008548,3.931623931623931,0.141025641025641,1.0769230769230769,1.9188034188034189,33.68803418803419,31.82051282051282
CSO-18-11A-ADBAHO,49.0,2.394463667820069,3.141868512110727,0.0,0.7474048442906575,1.259515570934256,35.740484429065745,33.49134948096886
CSO-18-11B-YLLRE,49.0,3.0993227990970653,3.893905191873589,0.0,0.7945823927765236,1.3431151241534989,35.02031602708804,32.252821670428894
CSO-18-9B-MAMOLO,49.0,4.444015444015444,5.634491634491635,1.0592020592020592,1.2445302445302446,0.8841698841698842,34.6036036036036,30.7966537966538
CSO-8-3A-AIPRBR,49.0,4.044871794871795,4.788461538461538,0.7852564102564102,0.7435897435897436,2.019230769230769,31.666666666666668,29.73397435897436
CSO-8-3A-DAPAVA,49.0,4.069395017793594,5.7562277580071175,1.165480427046263,1.834519572953737,1.7686832740213525,31.92170818505338,29.4288256227758
CSO-8-3A-KVPECO,48.67557251908397,3.946564885496183,4.125954198473282,0.7480916030534351,0.1793893129770992,2.385496183206107,32.14885496183206,29.81679389312977
CSO-8-4A-ARAGR,48.604395604395606,3.2362637362637363,4.467032967032967,0.5384615384615384,1.4945054945054943,1.1483516483516485,34.67032967032967,30.75274725274725
CSO-8-4A-JRAAR,48.374545454545455,5.461818181818182,6.461818181818182,0.3563636363636364,1.0,1.76,28.901818181818182,26.938181818181818
CSO-9-2A-EXMOCO,47.88432835820896,4.876865671641791,5.541044776119403,0.4067164179104477,0.664179104477612,2.279850746268657,30.97761194029851,26.753731343283583
CSO-9-4A-AGAPE,49.0,2.8012048192771086,4.192771084337349,0.108433734939759,1.391566265060241,1.289156626506024,33.6144578313253,31.0
CSO-9-4A-DKVIMO,48.85714285714285,4.635568513119534,5.346938775510204,0.7084548104956269,0.7113702623906706,1.510204081632653,30.26822157434402,28.755102040816325
CSO-9-4A-DSMOMU,48.48010610079576,2.56498673740053,2.962864721485411,0.8859416445623343,0.7029177718832891,0.8196286472148541,34.88328912466844,31.48275862068965
CSO-9-4A-DVGATO,48.58297872340425,3.5404255319148934,4.663829787234042,1.251063829787234,1.123404255319149,1.3063829787234045,32.82127659574468,29.4468085106383
CSO-9-4A-EGCAMO,49.0,4.173431734317343,5.712177121771218,0.6937269372693727,1.5387453874538746,2.5424354243542435,31.468634686346864,29.645756457564577
CSO-9-4A-FAGIGA,47.543103448275865,2.521551724137931,4.176724137931035,1.5258620689655171,1.6551724137931034,0.8146551724137931,33.081896551724135,29.16810344827586
CSO-9-4A-GSBRCO,49.0,5.441527446300716,6.317422434367542,1.5727923627684963,0.9904534606205252,2.167064439140812,29.646778042959426,28.09307875894988
CSO-9-4A-KEMOCO,49.0,4.786407766990291,5.475728155339806,0.4757281553398058,0.7087378640776699,1.9546925566343043,29.83495145631068,28.48543689320388
CSO-9-4A-LCOMO,49.0,2.045901639344262,3.4295081967213115,0.4819672131147541,1.383606557377049,1.5639344262295083,35.77377049180328,32.66885245901639
CSO-9-4A-MLORO,49.0,4.602941176470588,5.078431372549019,0.5294117647058824,0.4754901960784313,2.07843137254902,31.20098039215686,29.62254901960784
CSO-9-4A-MPAME,48.810344827586206,4.758620689655173,5.850574712643678,0.6839080459770115,1.091954022988506,0.8448275862068966,31.25862068965517,28.867816091954023
CSO-9-4A-NSARPA,48.66206896551724,3.2758620689655173,4.506896551724138,0.506896551724138,1.2310344827586206,1.3793103448275863,32.772413793103446,30.244827586206892
CSO-9-4A-SLOCA,49.0,5.006872852233677,5.505154639175258,0.6735395189003437,0.4982817869415807,2.8419243986254297,31.116838487972508,29.31615120274914
CSO-9-4A-YVDITR,48.64874551971326,7.03584229390681,8.13978494623656,0.0,1.103942652329749,2.781362007168459,27.76344086021505,25.76702508960573
