split,subject,set
0,CDMS-8-4A-DJAVDA,TRAIN
0,CSO-14-9A-JSMAAL,TRAIN
0,CDMS-11-7C-SPGAVE,TRAIN
0,CDMS-10-5A-SROPU,TRAIN
0,CSO-16-11B-KRORE,TRAIN
0,CSO-12-8A-YTOME,TRAIN
0,CSO-9-4A-AGAPE,TRAIN
0,CSO-9-4A-SLOCA,TRAIN
0,CSO-15-10B-YVBUAN,TRAIN
0,CDMS-12-6A-JSOTGU,TRAIN
0,CDMS-9-5C-JDMADE,TRAIN
0,CDMS-15-10A-SHEGA,TRAIN
0,CSO-10-4A-LSCAVA,TRAIN
0,CSO-16-11A-JDMUVA,TRAIN
0,CDMS-10-5A-KSRAGU,TRAIN
0,CDMS-9-5C-SCAAG,TRAIN
0,CSO-12-7B-SMUGU,TRAIN
0,CSO-10-5A-JJSEMO,TRAIN
0,CDMS-12-6B-IJDAGA,TRAIN
0,CDMS-11-6B-VZAPE,TRAIN
0,CSO-14-7A-MVEBE,TRAIN
0,CSO-16-10A-YKMUJO,TRAIN
0,CSO-11-6B-DISEMO,TRAIN
0,CSO-15-8B-KEPOGO,TRAIN
0,CDMS-13-7C-MVEAR,TRAIN
0,CSO-17-11A-DJAPA,TRAIN
0,CSO-13-8A-MGAHE,TRAIN
0,CDMS-11-6B-SCAPA,TRAIN
0,CDMS-9-5C-MLOGO,TRAIN
0,CSO-15-11C-JETALO,TRAIN
0,CSO-12-7A-DALRE,TRAIN
0,CSO-17-11A-JDAMO,TRAIN
0,CDMS-11-6B-LESTA,TRAIN
0,CDMS-XX-5C-MPCAQU,TRAIN
0,CSO-16-10C-ACALGU,TRAIN
0,CSO-16-10B-JESUGU,TRAIN
0,CDMS-11-6A-DFVEBE,TRAIN
0,CSO-15-7B-JCRAGA,TRAIN
0,CSO-16-9A-JALEMO,TRAIN
0,CDMS-10-5C-ICAPA,TRAIN
0,CSO-13-8A-KIGAGU,TRAIN
0,CSO-16-10A-SMOUT,TRAIN
0,CSO-9-4A-MLORO,TRAIN
0,CDMS-11-6B-JACUPE,TRAIN
0,CSO-10-5A-JLCARI,TRAIN
0,CSO-12-7B-VHOMA,TRAIN
0,CDMS-17-10A-ASSAMO,TRAIN
0,CDMS-9-5A-VVAAR,TRAIN
0,CDMS-11-6B-MMAMO,TRAIN
0,CSO-13-7A-RXCHLU,TRAIN
0,CSO-9-4A-NSARPA,TRAIN
0,CSO-13-7A-CDDITR,TRAIN
0,CSO-16-10C-MAVAVE,TRAIN
0,CDMS-15-11B-VSAHO,TRAIN
0,CSO-10-5A-SVHEES,TRAIN
0,CSO-13-8A-MGAAN,TRAIN
0,CSO-14-7B-EVEGO,TRAIN
0,CDMS-11-6B-MEBRTA,TRAIN
0,CSO-16-11A-JAVABO,TRAIN
0,CDMS-15-10A-JJMACH,TRAIN
0,CDMS-9-4C-SCAMO,TRAIN
0,CSO-8-3A-DAPAVA,TRAIN
0,CDMS-12-6A-JGIGA,TRAIN
0,CDMS-8-4A-LGOPA,TRAIN
0,CSO-16-11B-YAROMO,TRAIN
