feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
l1_T7W30,-0.17066047329578227,0.11721389064991168,1.0,222,0.555
re_T7W30,-0.1680954713032473,0.15281182802533577,1.0,99,0.2475
diameter_T7W30,-0.12065113339891338,0.2717547682886728,1.0,390,0.975
density_T7W30,0.08978402446793356,0.12425715759639838,1.0,196,0.49
edges_T7W30,0.0839101068766206,0.06121510522735136,1.0,183,0.4575
asp_T7W30,-0.07395295193083937,0.24473194390211866,1.0,369,0.9225
lsc_T7W30,0.0723122925599109,0.0760042596866124,1.0,372,0.93
nodes_T7W30,-0.06867610222791369,0.08407532900767661,1.0,23,0.0575
l3_T7W30,0.06276283123217144,0.07215435780703275,1.0,23,0.0575
l2_T7W30,-0.04770746382564427,0.03496975615493831,1.0,41,0.1025
pe_T7W30,-0.04148782482571567,0.02571656775902184,1.0,35,0.0875
lcc_T7W30,-0.0360068603279854,0.022145523624296826,1.0,17,0.0425
atd_T7W30,0.011365793353309917,0.16811732181157593,1.0,30,0.075
