subject,density_T6W30,z_l1_T6W30,z_diameter_T6W30,z_asp_T6W30
CDMS-12-6A-FAROPA,-1.09528348332708,0.7008685820772974,-1.681671859378982,-1.484681336565337
CDMS-12-6A-JGIGA,1.016264185639353,-0.5001883415734943,-0.6255804320122831,-0.9239096206727204
CDMS-12-6A-JSOTGU,1.1315272473096782,-0.5047997801181893,0.32036275971230105,0.24713039947321389
CDMS-12-6A-SROAL,-0.793455258198691,-0.05485535522512853,-0.6002135919118823,-0.42308380274366614
CDMS-12-6B-IJDAGA,0.5579378695409256,3.349126727034176,2.0516171342862792,2.087716300877653
CDMS-12-6B-SCLAG,0.33203179784364845,1.023924950285062,0.7889760437561505,0.833847709769124
CDMS-12-7C-ARAHE,0.6803519620846142,-1.521502121001836,-0.8675396193994591,-0.940331488899356
CDMS-12-7C-CATRAR,-0.4811980074973625,-0.9803145553481055,-0.5345872399776049,-0.5228755036832069
CDMS-12-7C-DLOLO,0.7240384709495328,-0.7481966353210202,-0.34724731977273665,-0.4542288894304549
CDMS-12-7C-JSZAOR,-1.2710244468284184,-0.09726371205150698,-1.4798055261135608,-1.2603953624998565
CDMS-12-7C-MAROBE,-0.9962714495286534,-0.849610401910776,-0.896075229575141,-0.8908833764493226
CDMS-12-7C-VMAPA,0.0687899249908428,-1.354249770593663,-1.1253364740726608,-1.1478454580029813
CDMS-12-7C-VQURA,-0.33982115872951385,-0.9542386211522298,0.8926950771143191,0.6242651806671029
CDMS-13-6B-ASUMO,-0.5529204668278835,0.031164135195238137,0.34109424240160535,0.24174366853782386
CDMS-13-6B-JDTAHE,-0.30162438055569424,0.32016194171566065,0.2629506113294663,0.5014508194084399
CDMS-13-7C-MVEAR,0.9164414290435413,2.3862633562806304,-0.16872714957444382,-0.0617960838116826
CDMS-13-7C-RAIZAC,-0.9842560617075073,-0.18133458244644945,0.0387414372657316,0.032145614438440696
CDMS-13-7C-SSOSLO,0.728995057411398,0.6041592214357837,0.6000749908974291,0.6858313608320427
CDMS-14-10A-IMORTO,-0.15187954109107213,-0.8290328119827947,1.302192724479587,1.2766528750350226
CDMS-14-10A-JCVANI,-0.8519287869850474,-0.29393948589497904,-0.24498321149407395,-0.29145666923497565
CDMS-14-5A-LSDUCO,1.0061548427848712,-0.7163505718254252,0.4569851459347444,0.6345449669871588
CDMS-14-6B-KDCAHE,-0.22888539216517725,0.8068624263570026,1.2742777878506346,1.632228191693993
CDMS-15-10A-AMALOS,-0.3758144595445745,1.5073736260895334,-0.1792967373199446,0.0691400044128409
CDMS-15-10A-JJMACH,-1.1225901047112117,0.0716981751868359,-0.49801040429220356,-0.5756542423433524
CDMS-15-10A-MAALCA,-0.8022288117490557,0.07903813025291846,-0.7032690173347994,-0.5212412314494446
CDMS-15-10A-MAALRI,-0.9822645660769309,-0.22969468052118666,0.18533059129987142,0.22954554355074433
CDMS-15-10A-SGOMO,-1.1000465103224437,-0.31863474061404035,-0.4004924181539342,-0.43484343758218186
CDMS-15-10A-SHEGA,-0.31400479360370215,-0.8957950956537511,-0.04984030102340721,-0.12491591942159151
CDMS-15-11B-JEMOLO,-0.9244136826921912,0.3067098293203989,0.7024518560910663,0.8267634190817843
CDMS-15-11B-VSAHO,-0.21134037206376904,-0.13092742678932834,0.32212235305962483,0.30206284394559124
CDMS-16-10A-SGALO,-0.9187055632871011,-0.3418014642457925,0.5153370371061229,0.49789158753875684
CDMS-16-11B-NGABE,-1.1833870423595318,-0.4560728531872368,-0.4864530309490526,-0.6495547398037523
CDMS-17-10A-ASSAMO,-1.4188569812003735,-0.7805455426495788,-0.5558517211721712,-0.7524508904120284
CDMS-18-7C-VVECA,0.36728072447162485,-0.9319530085307276,-0.2119448921844037,-0.2162301473877272
CDMS-8-4A-DBEVA,2.157451358753553,0.2419070644434499,0.30425152923705884,0.19816811405663476
CDMS-8-4A-DJAVDA,2.9130371556243655,2.5171651273841684,1.0595011534261711,0.7570322884701023
CDMS-8-4A-DOSTR,1.4451066349470412,0.546412363098675,0.5121182861643828,0.5441608150689692
CDMS-8-4A-LGOPA,1.4045991571034626,-0.3075889672731881,2.1314397071216877,2.105970023299025
CDMS-8-4C-JDBUTU,1.6433052338357792,2.000592481351522,1.4371981133831553,1.5356303272390566
CDMS-9-4A-ACDUTR,0.7481324789280214,0.4985161697665696,-0.46205449932803694,-0.5577885233069637
CDMS-9-4A-CARGA,0.6677718772161115,0.16368580981289227,-0.3232546594465183,-0.4172875506386524
CDMS-9-4A-CRAAG,1.7315738437817636,-0.0321401478461164,0.4226081974147897,0.5008947918711871
CDMS-9-4A-EROHI,-0.3750214703951068,1.3294972942823349,0.941725553430037,0.9434696323229117
CDMS-9-4A-ILOSE,1.4437453443073478,-1.5000858502936811,-0.7379934440052673,-0.5891918472741361
CDMS-9-4A-TGAFR,1.2710372325461539,-1.2600007107354578,-0.30317094899020636,-0.33846999191704336
CDMS-9-4C-SCAMO,-1.611293790603748,0.20463582139453212,-0.6692942653887627,-0.8087524607476949
CDMS-9-5A-ABERO,0.1627577322790922,1.060472567383353,1.090957008095813,1.1598605544711376
CDMS-9-5A-PAGACO,0.2364181508458109,0.18807871406085633,1.224147094010453,1.2691229867578269
CDMS-9-5A-VVAAR,1.3508317712122024,-0.7093280216167147,-0.4889501506994529,-0.4515693018409173
CDMS-9-5C-JDMADE,0.3562823639285445,3.4706659376786613,4.771496378839206,4.415210832606128
CDMS-9-5C-LVIZAC,0.05476978319544696,-0.06054873416237516,1.5555002641103504,1.1531901755246594
CDMS-9-5C-MLOGO,1.1929692274950854,0.49473751263408194,0.6569161765799589,0.6489628079954366
CDMS-9-5C-SCAAG,-0.05118623180420806,-0.02340019700022908,-0.06580873166238883,0.012523029131423714
CDMS-XX-10A-VGILO,-0.48918304227518855,2.5055164787664714,0.07366137740645255,0.12905655965545829
CDMS-XX-5C-MJSARU,-0.6944764266402452,-0.5153787715232782,-0.9105549270051592,-0.7731137201716882
CDMS-XX-5C-MPCAQU,1.1186468346103242,-1.3696087085132678,-0.4362822699966382,-0.44384129108675735
CDMS-XX-6A-MAGICA,-0.7961000351982975,-0.6190058713435483,-0.8409928823604974,-0.7981917291951727
CDMS-XX-6B-SPUCA,-0.5860735329947883,-1.1119285075700092,-0.34010825010173473,-0.31562315533410984
CSO-10-4A-ICAPA,1.041423238544986,-1.1946806156369487,-0.08803623449270102,-0.19511186605680966
CSO-10-4A-KCOMO,1.5253818027943353,-0.45538341557545897,0.7919102232202478,0.6617135097449702
CSO-10-4A-LRAVI,2.400157797421265,-2.2346507349223503,-0.7318396924087593,-0.8084296312462548
CSO-10-4A-LSCAVA,-0.6090008907935768,-0.6084753311893814,1.665799629639645,1.6357595365873363
CSO-10-5A-ACAVA,-1.077761216354986,2.282838902624619,0.7105878039550788,0.6069137898490904
CSO-10-5A-ARACA,-0.29255573451580325,1.6682624849656273,1.5885612277797045,1.5775036385223127
CSO-10-5A-DABRZA,1.7783658964540596,-0.4434118237509783,1.8687280480067856,1.4378346827555624
CSO-10-5A-GZAMA,-0.09012417839007907,-0.7440732843105466,-0.3984033629713446,-0.24463129463268113
CSO-10-5A-IPECA,-0.2528962498757934,-0.7205075579056945,-0.494354287681808,-0.5298940748091281
CSO-10-5A-JANORO,-0.466719668288502,-0.5105991087181602,-0.45446195927198596,-0.17824232816572982
CSO-10-5A-JBUVE,-0.9065273084991293,0.9966281942819726,-0.03490863467169692,0.17240339899373247
CSO-10-5A-JJSEMO,1.4334209550519876,-1.143502308249406,-0.7825929551467229,-0.5171341611623135
CSO-10-5A-JLCARI,-0.3028645381836344,0.23960696327264092,0.7407651694260493,0.5939523520952358
CSO-10-5A-MAARAN,1.274980107135815,-1.0782931974444105,-0.6193892442161157,-0.7981776183400531
CSO-10-5A-MAOSMO,-1.236898918909523,-0.43063444182149313,-0.630532083684482,-0.6787503158990507
CSO-10-5A-RVMOIB,-0.558912661278257,-0.03690285725439102,-0.8051322218430553,-0.871148069812124
CSO-10-5A-SVHEES,0.6059808560404562,1.2619953052064357,-0.23602478620718442,-0.27447114275197426
CSO-11-5A-MDVOSPE,-0.18855299662244965,-0.4669933696703935,-0.4220340536035396,-0.4704871339116254
CSO-11-5A-MTAGA,-1.621545014016647,1.5672916368697445,0.27854902925455866,0.23746543201521883
CSO-11-6A-CAPAMU,-0.8781690027284444,0.6599824445617046,0.4904022007151798,0.2980733076983354
CSO-11-6A-DSCACH,-1.0784226251655642,-0.4584832071946508,-1.4993808960014219,-1.4457202557775939
CSO-11-6A-EROMO,0.13786174173117627,-1.3822981376405314,-0.3049950628438669,0.030433932405937374
CSO-11-6A-FSOVRE,0.877013541026774,-0.18610809795276426,0.31113393993689903,0.5044158343934738
CSO-11-6B-ANREVA,0.1515549261935169,-0.6684898613041723,-1.1727123126958947,-0.8899406666421784
CSO-11-6B-DISEMO,-1.44012045930405,-0.06124135136111408,0.34736467919801267,0.2940625992369185
CSO-11-6B-LHFDLACH,-0.5106924532895267,0.6361880086195247,2.273477541486042,2.6035125780807498
CSO-11-6B-RJGIHE,0.5432647690097555,0.3848274306456764,0.3152186894185614,-0.011441404623348939
CSO-11-6B-SFLVA,1.1512418714990482,1.805702967908671,1.5923496477906136,1.9681301771146738
CSO-11-6B-VCOMA,-0.5450380695196613,-0.2659198847061451,0.16163561940848248,0.06459633938226411
CSO-12-6A-DGISE,-0.2519818120804408,3.2941615209265587,2.3484089349691346,2.246016364648129
CSO-12-6A-FJOVRE,0.3825061625448688,0.855434811399759,-0.5403612499094607,-0.6021104632349998
CSO-12-6B-GQULO,0.5537422832015223,1.2173749741935442,0.5861257625234768,0.331977597119146
CSO-12-6B-LJHEFE,-0.8193908819930247,0.21828927484222732,0.7290420591754818,0.8391299809623095
CSO-12-6B-VPAMA,0.4565357363156144,0.1672718130352658,-1.0257054421088199,-1.3006467986210912
CSO-12-7A-DALRE,1.6351875535057987,0.3706746838411073,1.5135508255903107,1.766331855219485
CSO-12-7A-ESALA,0.9738268418396988,-1.5381788351572865,-1.8766907975799993,-1.9638818408605763
CSO-12-7A-IMERO,-0.09315533346902682,-0.005952866577544616,1.4628198718774732,1.2057992723609692
CSO-12-7A-JHEZA,-1.3818270498229026,1.180841502020939,2.084471957050047,2.2680820859951654
CSO-12-7A-LSARAR,0.8086808813898421,-1.4224824975214596,-0.7674081090242698,-0.7589962728607917
CSO-12-7A-SCAHO,0.11824759394066885,-0.8975374083115052,-0.19820768084591767,-0.17084797321000572
CSO-12-7B-DVAGRO,-0.9973932421829292,1.2411306562109663,1.7577387435560012,1.648790954118245
CSO-12-7B-SMUGU,-0.12550526719196176,0.10324037401343399,-0.5345025365007411,-0.7901125402626946
CSO-12-7B-SSARA,-1.2255819756065867,1.4581562076325802,-0.31184805018578493,-0.2503484142069773
CSO-12-7B-VHOMA,-1.490016890391989,1.125364993139927,-0.009309093353431806,-0.11816420042203228
CSO-12-8A-YTOME,-0.7513433825479171,-0.6020181864870743,-0.8148184571275877,-0.7175887498627801
CSO-13-6A-ANASA,-1.291948789296234,-0.3811656992036237,-0.8412068194485135,-0.8143035117098157
CSO-13-6B-JETAVE,0.8952153071408251,-1.1579123769076638,-0.9264279265225995,-0.8719513939862292
CSO-13-6B-LFMIES,-0.32148638633335114,0.6087070180455191,-0.4713574559206519,-0.6031285450098459
CSO-13-6B-LJMAHU,-0.3416207863261194,-0.7099138917851743,0.0755776471211731,0.1447863609731692
CSO-13-7A-CAPAMU,-0.7405739755040137,1.0341093161725463,1.4357206415431503,1.5206004818136942
CSO-13-7A-CDDITR,-1.4334407591568843,-0.2652279913424989,-0.13777689004385302,-0.38914054854467856
CSO-13-7A-JJATFL,0.4118351630818356,-0.8818124532421858,-1.7992518190263,-1.5345469371546592
CSO-13-7A-KRAMA,1.0551855098964935,-0.3562001802044841,-1.764592308847754,-1.7339064312386567
CSO-13-7A-RXCHLU,0.08297303639133864,-1.1125886660069904,-1.6705881701534377,-1.4054685296957838
CSO-13-7A-YAMEZA,-1.00178604137156,0.6086856390832619,-0.17890314547207334,-0.33644125732882835
CSO-13-7A-YBOSO,0.41746550500314894,0.2276773417519534,-0.46156853506013157,-0.44559370892838446
CSO-13-8A-KIGAGU,-0.3125973243073581,2.5259811381406254,0.34326498470380146,0.2442972695616571
CSO-13-8A-MBUAN,-1.062057694695749,0.6952533880962399,0.6273659147208462,0.6296703199378315
CSO-13-8A-MGAAN,-1.4026752097580628,0.12389202830209212,-0.08395133193594492,-0.016541505956868093
CSO-13-8A-MGAHE,-0.18952620210511528,-0.01530597889985979,-0.3462544776016505,-0.4359460859853229
CSO-13-8A-MJAGA,1.2771484019522095,2.869134338025899,1.7629768701873925,1.8390237711201176
CSO-13-8A-VHODU,0.1454941726095178,0.21751884144197578,-0.8475500992174392,-0.9002290417584219
CSO-13-8B-FCJISA,-0.7280892064759342,-0.5500641394794346,0.5970009612683994,0.43083926283821655
CSO-13-8B-JEMABE,1.216056176431785,-0.5794563924506435,-0.7468154158396477,-0.6575945435965659
CSO-13-9B-DMLLLU,1.0704118726618919,-0.4315386506508872,-0.13341393910873886,-0.06439019021523618
CSO-14-7A-MVEBE,0.7469838399831883,-0.1936248044320162,-2.000067169307548,-2.3671371579519542
CSO-14-7B-EALHU,0.07331689967938218,-1.0929667808265036,0.19043777913703397,0.39470360899777374
CSO-14-7B-EVEGO,-1.1106313058820434,-0.5646919206352172,-0.3928046143155677,-0.34501795003131
CSO-14-8A-AQUMA,0.8751246053792451,-0.9510931184856931,-0.4205781869931801,-0.3754806282486757
CSO-14-8A-MCIDOS,0.5783893534577045,0.021031185582744697,0.31576686441051804,0.5949610792385045
CSO-14-8A-SZARA,-0.4067009269063125,1.5875735900456573,0.3447484508954674,0.26452037105812376
CSO-14-8B-JLLORA,0.690533292344438,-0.25491781053261114,-0.7654083487728932,-0.9495306078212196
CSO-14-9A-AEDCAGO,-1.177237228407437,-0.010127173102268716,-0.4443110273938404,-0.32894549275879553
CSO-14-9A-HASACA,-0.6533429158080405,-0.4866418463285668,-0.2450682560053798,-0.4335597629562039
CSO-14-9A-JSMAAL,-0.6519370126613219,1.0664830713037223,-0.21777215237480024,0.08322444517516181
CSO-14-9A-MARJA,-0.24173629383921205,-1.0865080421962794,-0.6439356804855186,-0.6327304856657546
CSO-14-9A-SORZU,-0.2650493213073006,0.8171985319010319,0.6708523469814232,0.8066078551862441
CSO-14-9B-ERAGA,1.1989982247860531,0.11245413024465929,0.255723745450416,0.04441807394529333
CSO-14-9B-MFEGA,0.5596249774542293,0.7008444564272739,1.7046291530956637,1.3533401170079562
CSO-15-10A-LJRAGU,-0.40280873065979556,-0.8916423379238685,-1.106870240011994,-0.991430952165109
CSO-15-10A-MAARLO,0.2922978003275864,0.01770104737218038,-0.030882066090784074,-0.15289336682330482
CSO-15-10A-SFEGA,1.6838473645532581,-0.7869272406369747,-0.6278560300313284,-0.42127802371161766
CSO-15-10B-MEBUAR,-0.32398445516055846,-0.7516827004200562,0.046106728390791885,-0.18995819946935494
CSO-15-10B-YVBUAN,-0.21391419231779235,-0.7182969018830098,-0.5905465014429233,-0.5629253647495623
CSO-15-10C-ALBAHO,-0.7814065561124565,1.3223966460214522,0.9506810298127016,1.3569965465037424
CSO-15-10C-SSCAMO,-0.9563824288493558,0.6225306738954969,1.1256004452114714,1.2595196597576799
CSO-15-11C-JETALO,-0.07237859890759825,0.7774331751252467,3.282422213854562,3.595757471507275
CSO-15-7B-JCRAGA,-0.12567829179587223,1.6953122172036195,-0.07270611982242665,0.07601848059691095
CSO-15-8A-VBMABR,-0.11830792988821835,-0.9982022489804622,0.11505256848351693,0.2560123326700964
CSO-15-8B-KEPOGO,-1.4785454911952085,-0.20539802677340546,-0.9469035321824115,-1.066381052914482
CSO-15-9B-ALRIHE,-0.6942791103095984,1.190638394640792,-0.1199549577441562,-0.29771045554586917
CSO-15-9B-AMSAGO,-1.0348353900833358,-0.7986764671554077,-1.234591931394487,-0.9990498589794468
CSO-15-9B-JCAPA,-0.17867738780040232,0.03214284870294514,-0.42402089296196943,-0.5578137688867786
CSO-15-9B-KSBEJA,1.416097083353608,-0.14624143922075972,0.3795360296525653,0.5758315972575047
CSO-15-9B-RMCHLU,-0.10953832785164543,-0.9528214174453048,0.0843927849089846,0.04206998993857299
CSO-15-9B-SJAGRO,-1.525030671276379,-0.8122792250455887,-0.9514017163223429,-1.0175202379920758
CSO-16-10A-JEGAHE,-0.15803980420897218,-0.5183269982262435,-0.1334645767918209,0.032859203337087764
CSO-16-10A-MSACO,-0.8307624446980598,-0.46006546701236706,-0.5997119207307778,-0.5501530269119327
CSO-16-10A-SARI,-0.36132063539300524,-0.13584364072206057,0.7161535058635112,1.1830674294339114
CSO-16-10A-SMOUT,-1.0789423869038681,1.0984789669106914,0.09798402107535543,0.0847929474713741
CSO-16-10A-YKMUJO,1.065095778986025,0.36250899426960037,-0.6795380782381989,-1.0372986171134169
CSO-16-10B-JESUGU,-1.062856947718954,-0.10166570832802967,-1.6441588480521112,-1.4746071790278683
CSO-16-10B-LTVIFA,-2.6056684709309623,-0.35238242389351404,-0.8400354803284089,-0.8680870504505899
CSO-16-10B-VVILI,-0.9665788298658653,0.2530767547022127,0.29740509742748433,0.30920008421948514
CSO-16-10C-ACALGU,-0.37511936110731053,-0.9356728242216692,-0.9859033844326943,-0.9461594161347212
CSO-16-10C-MAVAVE,-1.0884031885324694,0.05597173885982286,-0.0037315735571063643,-0.15757967255702376
CSO-16-11A-JAVABO,-0.5979342638563416,0.3459071686521243,-0.27764778609937796,-0.4493716123262653
CSO-16-11A-JDMUVA,-1.2881218139248425,-0.1640374450092364,-1.3139279777615342,-1.1360303750513938
CSO-16-11A-VZAOR,-1.441789182683543,0.7269216245231229,-0.35343687742706154,-0.448672483002368
CSO-16-11B-KRORE,-0.7927708888391033,-0.5741465794251708,0.29823481199388313,0.2911993066744289
CSO-16-11B-LLOZA,-1.3768470566094182,0.24849391967002832,-0.9364240366688898,-0.9336218265106575
CSO-16-11B-YAROMO,-1.5536265567224332,0.8190042649418254,2.2497207370113776,2.344596061922183
CSO-16-9A-JALEMO,-0.6782308766352719,-0.5309978472273167,-1.1145402207755661,-1.0871123371094333
CSO-16-9A-JPROSO,-1.1551399146621195,0.982642365497445,0.8652479447313284,0.8240073925215836
CSO-16-9A-JSMAGU,0.2764959254383533,-0.6782294094479849,-0.993613516821557,-0.8360425652512037
CSO-16-9B-SJPAJI,-0.04619794193682119,-0.349081762891184,-0.9556078918000661,-1.1543795273158852
CSO-17-10A-YVGOCA,-0.3358107740260394,-0.8206568113002163,-0.5561642826162565,-0.40219524354057046
CSO-17-10B-EHECO,-0.7769772344011989,-0.17421222686153232,-0.2264127876857317,-0.32873798505908025
CSO-17-10B-YCQUVE,-0.22543405589222426,-0.6485653984267544,0.8214417670998292,0.7718215167547922
CSO-17-11A-DJAPA,-0.48669424558962904,-0.4384627979791754,-0.5894489978483105,-0.4889080977726984
CSO-17-11A-JDAMO,-0.17846417363353034,-1.0292168633393428,-0.6983472620609987,-0.5152387473717319
CSO-17-11A-NPAHE,-0.9212863363363878,-0.7545013090483077,-1.465391351010896,-1.4440141002273938
CSO-17-11A-RLPAIG,-0.15377136363273228,1.439452747365548,1.182068556651146,1.2436744096885173
CSO-17-11A-SPUVA,0.9087041639529564,-0.46598981934934547,0.33742295854026316,0.46100119062876055
CSO-17-11B-CDBEBU,-0.7597618949264446,-0.2483819375104011,-0.09273270998859971,-0.5873562752311396
CSO-17-11C-JDAAG,-1.3676793604577695,-0.7464314234073302,-1.4140673226803424,-1.4884616117606713
CSO-17-11C-MAPAMA,-0.25654535306722914,0.22708922674764695,0.22083598839430557,-0.031476637028979244
CSO-17-11C-MCAAG,-0.7557815459677266,-0.8034962118754045,-0.33407906187486097,-0.1610674331585896
CSO-17-11C-SARJA,-0.5873626814272167,-0.5732979622991351,-0.8539133624104454,-0.7332961836731715
CSO-18-11A-ADBAHO,-1.2636852149417472,-0.7940688029141332,-1.6823314620067216,-1.7112670515128712
CSO-18-11B-YLLRE,-0.6827977249509973,-1.0327732785869503,0.21691453856078824,0.20149958448269403
CSO-18-9B-MAMOLO,-0.8644337376191521,1.099851656991328,2.8730790190339226,2.6946431000161777
CSO-8-3A-AIPRBR,0.9324871463393932,-0.182285248253731,-0.3985196983815645,-0.5551252435001419
CSO-8-3A-DAPAVA,0.4980359262674704,0.7902522781893365,0.9430472822503181,1.1585700953685945
CSO-8-3A-KVPECO,0.5210632127501155,0.16817213069782966,-0.6110029505993924,-0.6493251391598982
CSO-8-4A-ARAGR,-0.7672415109689724,-0.3807316650095779,0.07700368564589485,0.12723981386757238
CSO-8-4A-JRAAR,2.703678992311058,-1.2201353907487924,-1.1325380606417799,-1.3314003305714608
CSO-9-2A-EXMOCO,0.7230017362758285,-0.6112539718695347,-0.11059123308522863,-0.2349755626229088
CSO-9-4A-AGAPE,0.20083517481276583,-0.8318913821808301,-1.5876499202341217,-1.235050875738149
CSO-9-4A-DKVIMO,1.2398152475003907,-0.011181065122609834,-1.1393027622291412,-0.9985351233442868
CSO-9-4A-DSMOMU,-0.9022621983274599,1.0538805954176496,-0.08129202130791494,-0.06943486770841971
CSO-9-4A-DVGATO,-0.33879691000179074,1.0390992665632814,1.0643966848205764,0.8265180894492935
CSO-9-4A-EGCAMO,1.1035551340424643,-0.12050382904056735,-0.22231765744269755,-0.08410618731760244
CSO-9-4A-FAGIGA,-0.7430530221170922,2.318022624238817,0.9197150153276699,0.9556821019938149
CSO-9-4A-GSBRCO,1.9150336601532565,1.3134612135497257,0.21549562040490028,0.46517391812323494
CSO-9-4A-KEMOCO,1.3656217000621285,-0.5071125009975965,-0.2010879183008036,-0.21961535338592583
CSO-9-4A-LCOMO,-0.8821680310483606,0.19185179875174205,0.44936792178448165,0.38135334146169925
CSO-9-4A-MLORO,0.7574070554288772,-0.047562775746009506,0.24764600354074254,0.07287229886088674
CSO-9-4A-MPAME,0.9170972103138424,-0.21095603424363715,0.8437049468170484,0.5093604187714601
CSO-9-4A-NSARPA,-0.24924524173671808,-0.23644754696563539,-0.906889408584148,-0.5804813225930651
CSO-9-4A-SLOCA,1.1983018777632608,-0.44028731851784614,-0.06243897585787853,-0.27806175537776145
CSO-9-4A-YVDITR,3.6526939220485297,-1.864884382305695,-0.5444252393473015,-0.29037816848702375
