target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T7W30,VALIDATION,R2,-4.5387704900492166e+17,2.7406167165407805e+18,-7.232697095401508e+17,-1.844843884696925e+17,1.9659,399,True
MOT,T7W30,VALIDATION,RMSE,1550791680.786252,4840317511.071521,1075006064.989286,2026577296.583219,1.9659,399,True
MOT,T7W30,VALIDATION,MAE,217154276.103788,677780021.373595,150530963.871379,283777588.336198,1.9659,399,True
MOT,T7W30,VALIDATION,rho,0.084323,0.129321,0.071611,0.097034,1.9659,399,True
MOT,T7W30,TEST,R2,-2.4285611315861773e+17,1.1877297914006003e+18,-3.596056340132605e+17,-1.2610659230397498e+17,1.9659,399,True
MOT,T7W30,TEST,RMSE,963902172.677529,3685034208.510956,601676705.831834,1326127639.523223,1.9659,399,True
MOT,T7W30,TEST,MAE,192780439.675226,737006842.008477,120335346.27598,265225533.074472,1.9659,399,True
MOT,T7W30,TEST,rho,0.108981,0.191456,0.090161,0.1278,1.9659,399,True
COG,T7W30,VALIDATION,R2,-6.336372714294432e+17,7.409231365535673e+18,-1.3619377805944297e+18,9.46632377355433e+16,1.9659,399,False
COG,T7W30,VALIDATION,RMSE,235396853.390798,1700959285.945914,68198738.916239,402594967.865356,1.9659,399,True
COG,T7W30,VALIDATION,MAE,32962154.018311,238181941.227999,9549735.035534,56374573.001089,1.9659,399,True
COG,T7W30,VALIDATION,rho,-0.062434,0.120162,-0.074246,-0.050623,1.9659,399,True
COG,T7W30,TEST,R2,-3.628507429182772e+16,3.335970065213656e+17,-6.907644733972018e+16,-3493701243935264.0,1.9659,399,True
COG,T7W30,TEST,RMSE,66373763.492479,405524422.00445,26512186.973425,106235340.011534,1.9659,399,True
COG,T7W30,TEST,MAE,13274753.980116,81104884.467929,5302438.669715,21247069.290516,1.9659,399,True
COG,T7W30,TEST,rho,-0.057874,0.18223,-0.075787,-0.039962,1.9659,399,True
MOT_V4,T7W30,VALIDATION,R2,-3.5598738699283904e+17,1.2427282029552904e+18,-4.781430517728646e+17,-2.338317222128135e+17,1.9659,399,True
MOT_V4,T7W30,VALIDATION,RMSE,802054210.982249,1868887511.671539,618349362.372213,985759059.592286,1.9659,399,True
MOT_V4,T7W30,VALIDATION,MAE,112310056.252749,261696596.333336,86586232.153685,138033880.351814,1.9659,399,True
MOT_V4,T7W30,VALIDATION,rho,0.075068,0.12269,0.063008,0.087128,1.9659,399,True
MOT_V4,T7W30,TEST,R2,-6.451993127131607e+17,5.471719559984139e+18,-1.1830494546430116e+18,-1.0734917078330989e+17,1.9659,399,True
MOT_V4,T7W30,TEST,RMSE,715375794.659539,2669905645.255809,452933775.382456,977817813.936622,1.9659,399,True
MOT_V4,T7W30,TEST,MAE,143075161.18122,533981129.192068,90586757.311953,195563565.050487,1.9659,399,True
MOT_V4,T7W30,TEST,rho,0.09795,0.194193,0.078862,0.117039,1.9659,399,True
COG_V1,T7W30,VALIDATION,R2,-2.7585368803021267e+17,2.9267752500944046e+18,-5.6354505568952544e+17,1.1837679629100096e+16,1.9659,399,False
COG_V1,T7W30,VALIDATION,RMSE,177144642.348246,673270387.73734,110964610.708843,243324673.98765,1.9659,399,True
COG_V1,T7W30,VALIDATION,MAE,24805212.349729,94276711.556264,15538154.318823,34072270.380635,1.9659,399,True
COG_V1,T7W30,VALIDATION,rho,-0.024804,0.126865,-0.037275,-0.012334,1.9659,399,True
COG_V1,T7W30,TEST,R2,-3.688433478213336e+17,5.682960180393099e+18,-9.274576748346464e+17,1.8977097919197907e+17,1.9659,399,False
COG_V1,T7W30,TEST,RMSE,95501828.014871,787844327.435703,18059594.602758,172944061.426985,1.9659,399,True
COG_V1,T7W30,TEST,MAE,19100366.390364,157568865.524325,3611919.704286,34588813.076442,1.9659,399,True
COG_V1,T7W30,TEST,rho,-0.051192,0.180699,-0.068954,-0.03343,1.9659,399,True
