feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
l3_T6W50,-0.294829546949641,0.13367553905145904,1.0,392,0.98
pe_T6W50,-0.27788898456249383,0.06034120966491648,1.0,5,0.0125
re_T6W50,-0.19089529943642486,0.12834966699270167,1.0,340,0.85
diameter_T6W50,0.17769423769114234,0.17357463533347828,1.0,72,0.18
nodes_T6W50,-0.12093450918618268,1.022112279201816,1.0,338,0.845
atd_T6W50,-0.11595539398813841,0.3233834251565855,1.0,360,0.9
l2_T6W50,0.07685316847509155,0.0668610608550231,1.0,3,0.0075
density_T6W50,-0.06870712051974284,0.16524380741433398,1.0,74,0.185
lcc_T6W50,-0.06795780130477787,0.9018541429083671,1.0,351,0.8775
asp_T6W50,0.05386883069305388,0.07076672534596797,1.0,55,0.1375
lsc_T6W50,0.051378167189558364,0.06150692421588879,1.0,2,0.005
l1_T6W50,-0.024698143062929563,7.949570492217853e-05,1.0,2,0.005
edges_T6W50,-0.0010236481766183747,0.08200921553229439,1.0,6,0.015
