r2,rmse,rho,p_rho
-0.1270751040427358,7.75337061032568,0.09268586264517877,0.5401097521579594
-0.039881371341309535,7.934950599103775,0.20599159827424884,0.1696171305501178
0.020651263795325225,7.706424902303696,0.1582735207948741,0.2934603950037063
-0.17201559896770857,8.211422117561911,-0.05006502288168187,0.7410826273232299
0.09224176272848217,6.891952369371958,0.30651404732098214,0.0382814135923058
-0.11173008338237023,7.799791619807971,-0.05458310276135859,0.718636804299184
-0.13356467719587273,7.428241952484855,0.23802350949884976,0.11117929855244736
-0.020948944344083786,7.801736005582409,-0.001977203918733943,0.9895950832973973
-0.04893297763559601,8.025907566824438,0.07651697984450531,0.6132615666288496
0.06576187572920378,7.9147585941102685,0.26596696316909013,0.07400788818817453
0.045924644003212944,7.658559979942147,0.2875941675531791,0.05261823067471889
-0.14409145311529348,7.865345727769409,-0.07234434962139323,0.6328019459828126
0.021316557640661427,6.370223633512774,0.2241759645559742,0.1342039672185996
-0.007859323388637485,8.026422236849099,0.11310163452836935,0.45422611394601087
-0.00033834784188102596,7.880380670654081,0.3141151013170468,0.03350842555768014
-0.051897082462249555,7.55850752544939,0.09068736468580611,0.5489183829838912
-0.014455998856204522,7.259108814181374,0.13612936743434945,0.36701730698638857
0.05058963092048152,7.928024267535244,0.22379422277240973,0.1348855818403332
0.027680329015635885,8.206881019898221,0.18726089613863303,0.21270163554633614
-0.01785763719597666,6.754317330771283,0.12468353618049217,0.4090304171871671
-0.01203564576549998,7.995530786001979,0.05793169181053465,0.7021497441207203
-0.03415882992736119,7.673527825916976,0.05520909189682632,0.7155448031398898
-0.281665382152239,7.339406915477369,-0.15437415278125513,0.30566584180772516
0.023532708345872178,7.046592744365944,0.1481737413111749,0.32573310150954293
0.0037098992185726765,7.369918743160408,0.13442074541085267,0.37311836548153765
0.014622390185507594,6.602830535572953,0.2088126947374191,0.16372023338766983
-0.011299251553930967,6.65354586139929,0.09292858418049531,0.5390445960487328
-0.12837786673944973,8.362294266887695,0.013706250360432954,0.9279644546295097
-0.035602681367235656,7.682291772107603,0.1030896487204075,0.495387009455264
0.03184085676904014,6.796038006596281,0.12554042913292277,0.40579270693109587
0.08626004916689911,7.792198995931651,0.3652230451042563,0.01256825669526847
0.012647293891863032,7.699131440627152,0.17155237110778768,0.25429473528235086
-0.15520820086455034,7.999451152248514,0.01204895932598411,0.9366557235229441
-0.03026238949097948,7.6145566448856785,0.19741145376109206,0.1884941916821872
0.06373280652078794,7.156747629549934,0.2847705442066395,0.055088299722119656
-0.1017469354586491,6.759607881300239,0.06242675692654159,0.6802301357833566
0.020552104258877657,7.47927941420935,0.03872286515236672,0.7983375054987536
0.08168366964285245,7.224382424828475,0.38377241343938917,0.008465867708289623
-0.20715257076239268,7.148289172645061,0.024972249758368363,0.8691529813849075
-0.015223719193833807,7.7064666355020695,0.07850291561209537,0.6040527352744454
-0.16021809346909865,7.718179217184015,0.06105751118810251,0.6868805057629642
-0.12304181786231783,8.000073539778931,0.07227224572002981,0.6331418434308808
0.048037085912438826,7.724868174999441,0.2639624030597375,0.07629529545391107
-0.028628343708014592,7.746766698160506,0.3546586423954886,0.015588689642888093
0.04060552809464213,8.788312055714634,0.20731840301695262,0.16682486665785323
-0.0006327659822762399,7.566766876765389,0.46719602716417225,0.0010626787884049367
-0.014093424257794362,8.702610524135798,0.06658645030548263,0.6601752516053669
0.00899662837703874,7.047300410229135,0.12952690386789892,0.39092561604005216
0.0033124527688838112,7.6283834209963555,0.2135912051230336,0.15407445000344244
0.07523330902148928,7.2410245014244445,0.3510270487781825,0.016760208190292485
0.02439002885598829,8.03334120479128,0.15384631588490597,0.307342641116795
-0.07701999538751592,7.38864583344095,0.05753139981903431,0.7041136836393318
-0.08618234922607648,8.012474149164168,0.09908894607738258,0.5123557274509787
-0.11254128954923504,8.790490457738974,0.1594097236444625,0.28996421323906807
0.017650835158344313,7.635462487085479,0.15182229342072073,0.31382681308426674
0.0747758019457011,7.186421258921263,0.2617516112464098,0.07888219194446833
0.06495376489952098,7.699435866006173,0.2078613620739548,0.1656918786030403
0.008863950017398703,6.9149277076136935,0.13023621546032282,0.3883142176722562
0.09991168880175194,7.39766546927901,0.37538254032455176,0.01015016713438086
0.0031474183322984794,8.045842889928087,0.18259335426862908,0.22453052859043637
-0.2910343599322722,8.625957476697973,0.09209399491061619,0.5427113513591272
0.0342538222393971,7.078273969443863,0.2792886982228111,0.06014984498864993
-0.020877893402854397,7.487451130310175,0.04302470980140561,0.7764804789707711
0.01727284438640897,6.931949303840939,0.11296761027106404,0.454764513390474
0.07102106401165043,6.990029786038996,0.432873695492414,0.0026583782168316467
-0.07122771806359807,7.925664996431314,0.04316417115785195,0.7757746495137287
-0.02313500481389741,6.835340212801666,0.13361792988624138,0.3760058283161248
0.049176948265487797,7.402425043424517,0.23116120410873012,0.12218108904897346
-0.37831467316718914,7.607982632977319,-0.0424836153042032,0.7792207008698437
-0.03185194532738267,7.647098282213679,0.05560197665179668,0.7136064890773224
0.006715181439929774,7.140456367254525,0.15649470594472478,0.29898854950177856
