target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T6W150,VALIDATION,R2,-0.007017,0.022502,-0.009229,-0.004805,1.9659,399,True
MOT,T6W150,VALIDATION,RMSE,7.624246,0.319081,7.592882,7.655611,1.9659,399,True
MOT,T6W150,VALIDATION,MAE,6.483931,0.248227,6.459531,6.508331,1.9659,399,True
MOT,T6W150,VALIDATION,rho,0.03616,0.117238,0.024635,0.047684,1.9659,399,True
MOT,T6W150,TEST,R2,-0.003234,0.026553,-0.005844,-0.000624,1.9659,399,True
MOT,T6W150,TEST,RMSE,7.793252,0.492983,7.744793,7.84171,1.9659,399,True
MOT,T6W150,TEST,MAE,6.666519,0.382822,6.628889,6.704149,1.9659,399,True
MOT,T6W150,TEST,rho,0.069894,0.1803,0.052171,0.087617,1.9659,399,True
COG,T6W150,VALIDATION,R2,-0.004821,0.047378,-0.009478,-0.000164,1.9659,399,True
COG,T6W150,VALIDATION,RMSE,2.246731,0.190118,2.228043,2.265419,1.9659,399,True
COG,T6W150,VALIDATION,MAE,1.753497,0.127501,1.740965,1.76603,1.9659,399,True
COG,T6W150,VALIDATION,rho,0.128876,0.120449,0.117036,0.140715,1.9659,399,True
COG,T6W150,TEST,R2,-0.007413,0.061827,-0.01349,-0.001336,1.9659,399,True
COG,T6W150,TEST,RMSE,2.172046,0.277283,2.14479,2.199302,1.9659,399,True
COG,T6W150,TEST,MAE,1.690853,0.193841,1.671799,1.709907,1.9659,399,True
COG,T6W150,TEST,rho,0.119055,0.191311,0.10025,0.13786,1.9659,399,True
MOT_V4,T6W150,VALIDATION,R2,-0.006667,0.034558,-0.010064,-0.00327,1.9659,399,True
MOT_V4,T6W150,VALIDATION,RMSE,3.459627,0.175041,3.442421,3.476833,1.9659,399,True
MOT_V4,T6W150,VALIDATION,MAE,2.860274,0.120098,2.848469,2.872079,1.9659,399,True
MOT_V4,T6W150,VALIDATION,rho,0.094547,0.12356,0.082402,0.106693,1.9659,399,True
MOT_V4,T6W150,TEST,R2,-0.013449,0.052904,-0.018649,-0.008249,1.9659,399,True
MOT_V4,T6W150,TEST,RMSE,3.480406,0.271699,3.453699,3.507113,1.9659,399,True
MOT_V4,T6W150,TEST,MAE,2.890464,0.182674,2.872508,2.90842,1.9659,399,True
MOT_V4,T6W150,TEST,rho,0.098609,0.200867,0.078865,0.118354,1.9659,399,True
COG_V1,T6W150,VALIDATION,R2,-0.005379,0.041931,-0.0095,-0.001257,1.9659,399,True
COG_V1,T6W150,VALIDATION,RMSE,1.384737,0.079104,1.376961,1.392513,1.9659,399,True
COG_V1,T6W150,VALIDATION,MAE,1.082908,0.060084,1.077002,1.088814,1.9659,399,True
COG_V1,T6W150,VALIDATION,rho,0.121687,0.128353,0.109071,0.134304,1.9659,399,True
COG_V1,T6W150,TEST,R2,-0.015004,0.071137,-0.021996,-0.008011,1.9659,399,True
COG_V1,T6W150,TEST,RMSE,1.344179,0.116849,1.332693,1.355665,1.9659,399,True
COG_V1,T6W150,TEST,MAE,1.042809,0.081437,1.034804,1.050814,1.9659,399,True
COG_V1,T6W150,TEST,rho,0.107174,0.183208,0.089165,0.125183,1.9659,399,True
