feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_l3_T2W20,-0.02626141579432078,0.02620266822131565,1.0,400,1.0
z_diameter_T2W20,-0.020168065864268014,0.06880642708496422,1.0,400,1.0
z_l1_T2W20,0.018683184691069853,0.07879393274192822,1.0,400,1.0
z_asp_T2W20,-0.018295025397804997,0.057379350232269304,1.0,400,1.0
z_pe_T2W20,0.010226161318296838,0.060654491526555686,1.0,400,1.0
z_atd_T2W20,-0.007931892656181067,0.0172530643933295,1.0,400,1.0
z_re_T2W20,0.007700449311187849,0.04099484816703191,1.0,400,1.0
z_lsc_T2W20,-0.007193224514381886,0.07162951398798578,1.0,400,1.0
z_l2_T2W20,-0.004816427527300492,0.025898016230663085,1.0,400,1.0
z_density_T2W20,0.00420920596646388,0.05424015040171339,1.0,400,1.0
z_lcc_T2W20,-4.063158977661501e-18,2.4162834724153056e-16,0.0,400,1.0
z_edges_T2W20,0.0,0.0,0.0,400,1.0
z_nodes_T2W20,0.0,0.0,0.0,400,1.0
