target,window,feature_type,covariates,n_subjects,n_predictors,predictors,n_iter,alpha_mean,alpha_std,r2_mean,r2_std,r2_ci_lower,r2_ci_upper,rmse_mean,rmse_std,rmse_ci_lower,rmse_ci_upper,mae_mean,mae_std,mae_ci_lower,mae_ci_upper,rho_mean,rho_std,rho_ci_lower,rho_ci_upper,frac_r2_below_zero
MOT,T2W10,raw,,240,4,"l2_T2W10, pe_T2W10, l3_T2W10, nodes_T2W10",400,60.97697066624076,227.1603508186571,0.009385646193311973,0.05821514862217641,0.0036633087076905976,0.015107983678933349,7.617976974937052,0.5213482243285615,7.566730339692682,7.6692236101814215,6.509255785430508,0.4357185613844339,6.466426234772256,6.552085336088759,0.10441344986951716,0.20093262605692597,0.08466250315919845,0.12416439657983587,0.3675
COG,T2W10,raw,,240,4,"edges_T2W10, l3_T2W10, lcc_T2W10, diameter_T2W10",400,91.16138837278439,226.58310459980356,-0.012556599133083936,0.0585759450676166,-0.018314401597723417,-0.006798796668444456,2.2160353589568693,0.2950101836194056,2.1870369303292683,2.2450337875844704,1.7449772828302768,0.19565298243047308,1.725745305895857,1.7642092597646966,0.10001163007345706,0.1827911310860934,0.08204392637073692,0.11797933377617721,0.545
MOT_V4,T2W10,raw,,240,5,"l2_T2W10, pe_T2W10, atd_T2W10, l3_T2W10, nodes_T2W10",400,108.74348664824822,305.2930163892773,-0.006474086180350702,0.06902013276715599,-0.013258514329102463,0.00031034196840105856,3.4504731984223986,0.2647283834281311,3.42445136067308,3.476495036171717,2.8519434727378927,0.1948314291313539,2.8327922515062625,2.871094693969523,0.06974331503577248,0.20503393605034098,0.04958922446219939,0.08989740560934557,0.5025
COG_V1,T2W10,raw,,240,5,"edges_T2W10, lcc_T2W10, lsc_T2W10, diameter_T2W10, asp_T2W10",400,32.96639464435838,104.94856241945013,0.012359053971177036,0.08852831026112,0.0036570428909726126,0.02106106505138146,1.344202739386804,0.12130478187838531,1.3322789202957817,1.3561265584778261,1.0588183773691007,0.09484985355991335,1.0494949815627241,1.0681417731754772,0.15037945262359106,0.2041471923580216,0.13031252573147878,0.17044637951570335,0.35
