subject,nodes_T2W10,lcc_T2W10,lsc_T2W10,atd_T2W10,z_lsc_T2W10,z_diameter_T2W10,z_asp_T2W10,y_true,y_pred
CDMS-10-4A-JURAN,0.11750517818347006,-0.131094607542003,-0.08337130706730478,0.11817369146030256,0.1773949728702835,0.6505555310957455,-0.44836757792567633,2,3.190447939663636
CDMS-10-5A-HEPIHO,1.6243877474119433,-0.19939531043642217,0.16532552726025107,-0.6980690197086686,-0.431488456429939,-1.1741592308701463,0.9068807451603476,3,2.9831340609761843
CDMS-10-5A-KSRAGU,-0.05513386308862467,-0.11104302504088875,-0.04262868157244165,0.20630080341589851,0.1434309788773784,0.37086878349061375,-0.3881335556996119,2,2.9133134989711422
CDMS-10-5A-SROPU,0.8059559891099828,-0.2110564060525428,-0.16573446114474197,-0.1346930037673309,-0.0523067432400652,-0.20123546194185302,0.036725969167132215,3,2.8673079407193995
CDMS-10-5A-SZURO,1.2579691477991046,-0.18076784601067197,0.4267042821003776,-0.9599551863111228,-0.634686280011907,-1.1749226344564718,1.089466510752291,2,2.613460052450418
CDMS-10-5B-SRAJA,-1.020659468912781,0.0011003012859057693,0.680827962725137,0.6863752423591404,-0.04618517947835125,-0.2537030472438386,0.25120074241787893,1,3.08860861174191
CDMS-10-5C-DAAUSA,0.14994941180184496,-0.13486292218445345,0.409265058040475,0.42468423729731425,-0.35621406548227524,-0.9543816503781106,0.7431551538043045,1,3.071247281487918
CDMS-10-5C-ICAPA,-0.9765445601106015,-0.00402353238959452,-0.11612666359247559,0.11993541296278755,0.20917656048565358,1.6396142040995978,-1.3914528446456629,3,2.270230635398523
CDMS-10-5C-JFALGI,2.3086020513148693,-0.3855848977787424,0.29081064466836504,-0.938152259051722,-0.509982289020617,-1.7498673863187835,1.511677311618124,6,3.3171552340203116
CDMS-10-5C-MAORTO,1.8507102899019778,-0.15985279823439,-0.3308782043885081,-1.5936761774614436,-0.4576278434656758,-0.15372607749116163,0.1760812797725958,2,2.120682527222213
CDMS-10-5C-NBEMO,0.7192325342451971,-0.016730639904835032,-0.6012818213054638,-0.6130676304931955,0.18958754605943096,0.6377019338643679,-0.6510555150957392,1,2.4540384659585808
CDMS-10-6B-ASCACO,-1.0887547896792256,0.10241206902011502,-0.24328983883348654,0.6863313785326282,0.36874633245154353,1.3801593535190704,-1.118317488476412,2,2.876939075123051
CDMS-10-6B-JJMOBE,1.90966284472232,-0.14410426523617814,0.8435209011145337,-1.217263823843103,-0.8719260070577917,-2.0831440195827944,1.6212494853761352,4,2.84764717408194
CDMS-11-5A-EAARCA,0.8412611589010742,-0.21515701110436405,-0.2733338857310877,-0.23553979913119194,0.10501906363167901,0.06860328225110973,-0.08507277777580638,3,2.9954320896302313
CDMS-11-5A-MGTHAR,1.4986175083602034,-0.16618487691895215,-0.13096321275800973,-0.7483995639339908,-0.10746268361482325,-0.44170019847111447,0.3064409687478685,3,3.0
CDMS-11-6A-DFVEBE,-2.2790830221173115,0.1472629740654424,0.6762699558748912,1.3336170286570244,0.12868826438207037,0.5157543933498783,-0.2337476485168214,4,3.0784140042839927
CDMS-11-6A-NMREPR,-0.7025302678589658,-0.03584959066171145,-0.09170342111997974,0.7714633262195454,0.1984238887150741,0.40810544506145036,-0.43340863684091974,2,2.9041528021033116
CDMS-11-6B-ARAHE,-1.5055176085757853,0.057415332446594844,-0.04061661725099264,1.4019800211871936,0.1783272894705866,0.9295347895934096,-0.5333746155448903,4,3.277400649914935
CDMS-11-6B-AVROTO,1.6966091361128175,-0.31450348804170336,-0.530905181070604,-0.6299688250157137,0.025661867370012248,-0.10868834257853836,0.07603919655024348,2,3.0038964219153326
CDMS-11-6B-EAFESA,1.0662945310569873,-0.24129406095148706,-0.4780329674068178,-0.306506850025697,0.09738153375740222,0.5774290423171683,-0.3042205073604091,6,3.2007027799759653
CDMS-11-6B-EFRGR,-0.38810939713093723,-0.07236876953932492,0.09221219157686904,0.35154714351486305,0.1532352179673786,0.4431409676608814,-0.3301777589143481,4,3.0391316537242004
CDMS-11-6B-EROCO,-0.959408841318038,-0.006013802241379873,-0.3865066155585638,0.9382405599107176,0.32065058584149436,0.6694001515902196,-0.5070528871618674,2,2.858961209651401
CDMS-11-6B-JACUPE,-4.6809969739743185,0.4453633248868971,0.9810703853892047,2.694527077056184,0.20731047065877395,0.5329184223584688,-0.4038299262381482,1,2.5660148387258808
CDMS-11-6B-JDCHBA,-0.8130382255963176,0.02201905608944353,-0.07935384380526937,0.5753806710451909,0.20252194452228028,0.46606871203358186,-0.3816141825975234,0,2.7816361902802047
CDMS-11-6B-JFSAHE,2.818187217342722,-0.44477190972378133,-0.8178278081289247,-1.1305225968697261,-0.09796463945314492,-0.2436775208657789,0.1324495503758969,2,3.0055243512660814
CDMS-11-6B-JLPENA,0.5095396677388477,0.3900144589857904,-0.6395229211062019,-1.072352532335444,0.14899142171508672,0.6531150244766747,-0.5141942043272613,0,2.265242973736311
CDMS-11-6B-JMARME,0.584724364365907,-0.14606462461475184,-0.37966458119104796,-0.13462316004997799,0.1730933787636005,0.42390286783305053,-0.32211983240585185,4,2.988900471289747
CDMS-11-6B-JPSAMA,1.5176283551669518,-0.293715328719192,-0.13715597751043807,-0.5605381836062527,-0.15018784854391085,-0.5458175761216773,0.33955321029672947,6,2.959418709551029
CDMS-11-6B-LESTA,0.871647860381593,0.08162819231237278,-0.037309129652021156,-0.6397180710335836,-0.16863914766864552,-0.18323775357018182,0.20196685483437035,3,2.9159908641927226
CDMS-11-6B-MAGIMU,-1.1204984730440308,0.01269634591993285,-1.0628666879554722,0.5736644825344711,1.1491592405217443,3.627136362137386,-2.636759244951728,3,3.332184083751122
CDMS-11-6B-MEBRTA,-1.2830455173273352,0.0315757688172259,-0.33130802733834097,1.030642871440916,0.3698796882657696,1.2287056003553476,-0.808144224392427,4,3.0279582184099745
CDMS-11-6B-MMAMO,1.006357569249121,-0.234332536340942,-0.17700753060076924,-0.28460855684508524,-0.005308916174208811,0.2544938966480412,-0.17470295551957066,3,3.1745430290054046
CDMS-11-6B-RSECA,1.74372232004281,-0.3199755636944724,-0.7980161540152877,-0.5903426336326479,0.08536310622353147,0.38491910081259384,-0.17772780468554963,5,3.117594429639796
CDMS-11-6B-SCAPA,2.0776776259603422,-0.3587636171900674,-0.1244199141516722,-0.7880797434629637,-0.32886378626325796,-1.0895999240883107,0.7662322760366029,3,2.943834975429492
CDMS-11-6B-VZAPE,-0.6113476756377866,-0.04644021522215952,-0.28765678255275634,0.4406915794321048,0.4414401592758096,1.2757435914143258,-0.9064355899633325,5,3.0956471253350237
CDMS-11-6B-YLNIME,2.3016973342776987,-0.3847829325784176,0.0029407194359867828,-0.9212748028912855,-0.3998507763743005,-1.2087438299536888,0.9059913480840627,2,3.0856291185888742
CDMS-11-7C-ICARE,0.9015741572942171,-0.22216221140122852,-0.05958177341613662,-0.3289604098274651,0.06882068189761029,-0.24963082669691508,0.1462411888290232,3,3.0459528652679237
CDMS-11-7C-SALMA,0.9505784684886442,-0.2278539366424312,0.7225282992062568,-0.24558736599969927,-0.5702723468742537,-1.458614199269629,1.0756146715713646,4,3.036045649069071
CDMS-11-7C-SPGAVE,0.44420058614628377,0.028273699211642245,-0.5404646505380234,-0.5586882522253037,0.17333949971328186,0.34454260827748395,-0.23627162935776094,2,2.4445839198164223
CDMS-12-5A-SRIGO,0.9396357582219386,-0.22658296887012475,-0.22482460781495167,-0.09979750675691344,-0.047491746721475346,0.020264982209835747,0.07710847143267173,4,3.2279644402897993
CDMS-12-6A-FAROPA,0.19462671711239546,-0.14005207677405782,0.12696074624101775,0.06331326618882496,0.016882337118238444,0.1502575827024269,-0.10962548620680308,6,3.092015144970861
CDMS-12-6A-JGIGA,1.9992707280492716,-0.34965685680414516,0.13709392014832034,-0.761194074059839,-0.4240625715857786,-0.7850499734072403,0.7826990290110101,2,3.388752259940418
CDMS-12-6A-JSOTGU,3.057763849848781,-0.47259812201410056,-1.7068757864783277,-1.888788915127555,-0.26020809810544576,0.9640935231798017,-0.5860528184847613,3,1.8969856914072107
CDMS-12-6A-SROAL,-0.15521446672461806,-0.09941891924314164,1.2244953181071814,0.22970424325561262,-0.609098776053645,-1.6671209970325327,0.9493435388891632,3,2.6623419997868383
CDMS-12-6B-IJDAGA,-0.5097500051051272,-0.05824052445462202,-0.39544334242620915,0.4457504903747043,0.4873977738298135,1.2233679227260064,-0.9474201787885088,2,3.035314194744875
CDMS-12-6B-SCLAG,-5.341938083772864,0.5704632295957383,0.4303064010301305,3.434011795678992,0.3294083647254949,0.7429391022743974,-0.6892248919148392,3,2.265617976205868
CDMS-12-7C-ARAHE,1.9656677718016637,0.08356474441188705,-1.3343459332344285,-1.3948572364142022,0.2201862932212239,1.1584824747206581,-0.8282389081559312,6,2.6601112649396894
CDMS-12-7C-CATRAR,0.5230580984131685,-0.17819854057263718,1.4495818471523567,-0.17721964332618445,-0.6903310391498932,-2.2280028485941004,1.6893263318642873,3,3.177866264375816
CDMS-12-7C-DLOLO,1.5218078273370523,-0.29420076370778075,-0.15103258385655582,-0.524174607058344,-0.21799269920104708,-0.30977711015968995,0.31100807627289284,3,3.125290198215346
CDMS-12-7C-JSZAOR,-1.6466500248157168,0.10795785258846557,-0.36958913380791447,0.8065611069149818,0.5879744437027948,1.5341455015310594,-1.1469506950287929,2,2.663101109673696
CDMS-12-7C-MAROBE,1.983048611240079,-0.3477726994829192,-0.5701821317084765,-0.7450209958029516,0.003929709055084274,-0.26053546302559283,0.1370470580982439,3,2.9901661469622858
CDMS-12-7C-VMAPA,3.8810362779150736,-0.5682191060662873,-0.8519038532043781,-1.5805903470614682,-0.3873499870893749,-1.1390369719653082,0.7983042872059407,2,2.9418923583230168
CDMS-12-7C-VQURA,0.7143338040737449,-0.20041472391245863,-0.270789597528533,-0.08035674112741134,0.03526761350613296,0.047214071533722514,0.00504817020881726,2,3.039954655342833
CDMS-13-6B-ASUMO,-2.794751029942169,0.2331758078949008,0.5887996339392153,0.6420053059810517,-0.19469048873771344,-0.8290772363271962,0.5648859486030967,1,1.0000000000000044
CDMS-13-6B-JDTAHE,-0.7025302678589653,0.10952438247136442,-0.12114826484850258,0.047308535739482654,0.36997019851979984,0.9674711591663996,-0.7067659883464772,3,2.7534818134319203
