subject,nodes_T2W10,lcc_T2W10,lsc_T2W10,atd_T2W10,z_lsc_T2W10,z_diameter_T2W10,z_asp_T2W10,y_true,y_pred
CDMS-13-7C-MVEAR,-1.641154214214469,0.0731691768151389,0.14220421597576258,0.9611946234683155,0.4450131577250486,1.6039337294870322,-1.1686955640375998,4,3.205317183808048
CDMS-13-7C-RAIZAC,-0.43058187517550023,-0.0674356999899226,-0.1728911455753245,0.4788897660020518,0.2656358350552423,0.4091418861654863,-0.2845475584769873,3,2.9878632665938643
CDMS-13-7C-SSOSLO,-0.6910659565244904,-0.03718114106217618,0.29069615094810264,0.48247625311499825,0.1135256674373679,0.3225137104705478,-0.2628927691951321,3,3.0077239737780364
CDMS-14-10A-IMORTO,2.133682553039685,-0.36526844603715525,-0.10404221277764747,-0.7861769568997028,-0.35629889356477623,-0.7535658172684533,0.6988298956828738,4,3.2568121807636428
CDMS-14-10A-JCVANI,-0.25227407834037663,-0.08814569393153834,0.10138103447972277,0.30961622119248117,0.10981059013695423,0.022869479945293297,0.011661331182340362,4,3.0045709432536953
CDMS-14-6B-KDCAHE,-2.9474917401585548,0.48154200023824467,0.8643617320652398,1.167241667673321,-0.007589043945159801,-0.27145325519500585,0.3577120846073931,0,2.4339755038742963
CDMS-15-10A-AMALOS,1.1236514981984203,-0.24795592578910167,-0.534624220712616,-0.309770895660402,0.1554648424032709,0.2645188836575119,-0.2013905476570184,3,3.0395456930288836
CDMS-15-10A-JJMACH,2.3340078691311787,-0.38853571845173906,-0.529034850087849,-0.8591597992155774,-0.19653612980144838,-0.4190284916090264,0.32579042495981525,3,3.0571553635141724
CDMS-15-10A-MAALCA,-0.1592250497379699,-0.09895310029757032,-0.1543871220546504,0.20388766341391648,0.29784275349856176,0.6328026317425947,-0.5431205331196904,3,2.96849930203401
CDMS-15-10A-MAALRI,0.45726840246480666,-0.10073873958892764,-0.23734634259939627,-0.0035855091819046725,-0.02186638696005142,0.1687407849460239,-0.12151489380364176,3,2.9306093738657273
CDMS-15-10A-SGOMO,0.2712441936953814,-0.14895100045557655,0.2531669054258567,0.02436659125259022,-0.08683654396102447,-0.17220778845507087,0.13993066957211578,4,3.0703650856630906
CDMS-15-10A-SHEGA,-1.6826531922238637,0.07798917682866896,0.3413561172546221,1.014093204896126,0.13680851602955618,0.8868514077693536,-0.6048817999692049,3,2.9592154891740767
CDMS-15-11B-JEMOLO,-1.1997307067225862,0.03829113563615763,-0.2064401621821245,0.5395050127611997,0.4947134974117432,1.7582504560918109,-1.2142412915850138,3,3.0000000000000053
CDMS-15-11B-VSAHO,0.7297234221466578,-0.20220218863756298,-0.4126387726267568,-0.17638599451303988,0.1607564324519948,0.5158783114254762,-0.3818909846055163,3,3.022892284230071
CDMS-16-10A-SGALO,3.2537810946264685,-0.4953650229789067,-0.5439608247933717,-1.3045370572266934,-0.39086450525467537,-0.8963734983173163,0.7027421699976493,2,3.115074414641973
CDMS-16-11B-NGABE,1.0405230903011888,-0.2383007741104589,-0.5464833809016588,-0.22537276771357134,0.17147964698142687,0.4084395201158821,-0.24104556360419893,4,3.158891829657428
CDMS-17-10A-ASSAMO,1.809946755044478,-0.32766736221374637,-0.19182785924562812,-0.6203676716827913,-0.2646424867884453,-0.9738499076840761,0.8041681361787693,4,3.025411662197379
CDMS-18-7C-VVECA,0.67252029822816,-0.19555819229628674,-0.21858092190524436,0.19666575208574127,-0.1656658780390105,-0.33386010328909094,0.23960495347632116,4,2.9847779668494083
CDMS-8-4A-DBEVA,-1.0585982904826543,1.1666187474519671,-1.6400114538448083,-1.0600196564624513,1.4593145194202084,3.2322911857552588,-2.4653818228260405,4,2.4238652876002984
CDMS-8-4A-DJAVDA,-2.23470175914878,0.14210820403567548,2.116019753220792,1.1750996107196696,-0.688756115349663,-1.1522355141237293,0.8528137620572096,3,2.999999999999993
CDMS-8-4A-DOSTR,-2.553645072685356,0.17915265306315623,0.13246000783021497,1.6235409723726835,0.4319091811595391,0.8818545622023622,-0.7301969304384279,3,2.75472743209299
CDMS-8-4A-LGOPA,-1.1406520208547075,0.1548153115509159,0.41878799747568984,0.22645704317742746,-0.03758813894760282,-0.4690541143533859,0.2753130256648837,2,2.217731162302039
CDMS-8-4C-JDBUTU,-6.878802635420147,1.2419246506432498,-0.39873512495585905,2.9974490716141435,1.4307959147577507,3.027123666781165,-2.320175676058288,1,1.8892319259508334
CDMS-9-4A-ACDUTR,-3.9837787125496846,0.6534878257067132,0.4790735496175404,2.2984596144433036,0.18334558763444198,0.708583215759798,-0.39143019717733823,3,2.737392942023593
CDMS-9-4A-CARGA,-0.4179565636482596,-0.06890209758936117,1.188947790259598,0.3059065068415991,-0.4333046386291242,-1.4946247698347124,1.0002105486683799,5,2.869928834656938
CDMS-9-4A-CRAAG,-4.273281104836729,0.3788839740696625,1.1356012874755628,2.5262573186450723,0.10692925960296656,1.1353285524997903,-0.7639818716894022,2,3.0353894743557417
CDMS-9-4A-EROHI,-0.013172985001658477,-0.11591667356546471,0.14303741638241094,0.09248759386870806,0.1477996440937007,0.2420672239568351,-0.07917590694016248,3,3.2067783713831877
CDMS-9-4A-ILOSE,2.125822212396961,-0.28447162456806785,-0.21826459153205202,-0.8896636947326155,-0.3406508407288708,-1.1300722824549887,0.7922975767641633,2,2.8446488137333477
CDMS-9-4A-TGAFR,-1.3386229258793538,0.33725306944830247,0.5123832537866203,0.22955869999997058,-0.02777517158771925,-0.16801825865037195,0.13284455937176362,2,2.4672752850780304
CDMS-9-4C-SCAMO,2.1518463131735195,-0.2964930664430836,-0.09743322854823255,-0.9388941493411864,-0.3492007476217853,-0.8334064342094352,0.6115570809664664,0,3.037627826565081
CDMS-9-5A-ABERO,-4.048592680972155,0.35278698908313727,-0.15635511779753214,2.3789475588892732,0.9488110893222278,2.5970000723106166,-2.165280636629713,1,2.6969693327946724
CDMS-9-5A-VVAAR,1.5288293405828237,-0.2950162944886097,0.250020348596044,-0.5782975248633595,-0.32228494684181047,-0.6494945085420515,0.5347689384595182,4,3.2581774114913733
CDMS-9-5C-JDMADE,-0.6220533348642233,0.002524234801664693,-0.41251077964689914,0.5506081555002023,0.4402990415373483,1.325452322658998,-0.977075896296618,5,3.0968958022792914
CDMS-9-5C-LVIZAC,-4.075029466595252,0.36718202290018653,-0.49950687856216497,2.315376643380926,0.9088481652543343,2.5095584737346437,-1.9725459881077456,5,2.3435350305937472
CDMS-9-5C-MLOGO,-2.254468204000311,0.14440402598170593,0.6816979784384495,1.4032028413756419,0.15538884219482274,0.27371026801581233,-0.29976237199931105,3,2.8938254385956292
CDMS-9-5C-SCAAG,-7.78591013125289,1.0054290886211354,0.01822399546650555,6.625705258827819,0.5614589271619439,1.127097072630649,-1.3416562700439862,3,2.999999999999995
CDMS-XX-10A-VGILO,2.9924247682562166,-0.3826146562960554,-1.2112306540996907,-1.3553920336206253,0.08080796572260857,0.16356047567373785,-0.0995465957590407,2,2.9776613284659694
CDMS-XX-5C-MPCAQU,0.3488697949702456,-0.15796701523816767,0.1444989318498105,0.007997285224056905,-0.04287484233071556,-0.43412740341760625,0.23886991411822447,3,2.894918723764666
CDMS-XX-6B-SPUCA,0.2936062323152951,-0.15154829397027783,-0.04813974858045436,0.2370592366558059,-0.1594141108635782,-0.30089975168717414,0.21699428264359208,6,2.877309905102027
CSO-10-4A-KCOMO,2.1839299642510634,-0.25875947276521694,-0.45770007681096436,-1.013563902998812,-0.21235668367653487,-0.675639393036972,0.48959651543779753,4,2.8451590089891794
CSO-10-4A-LRAVI,2.57663061266718,-0.4167157287368472,-0.497239223380999,-1.0529562820988316,-0.15230353497071203,-0.4522209392039429,0.40032844734160866,2,3.1951754102062737
CSO-10-4A-LSCAVA,1.293608646849595,-0.26769601333084186,-0.007407332043011083,-0.41069374174939094,-0.20889256442782717,-0.473738000911975,0.456414812987831,3,3.171247865963199
CSO-10-5A-ACAVA,-1.5699476246853132,0.13022982092360197,0.49964719042785477,0.4847534784290471,-0.07394580295659009,-0.4905664099460426,0.4780652807203763,3,2.2478879915017527
CSO-10-5A-ARACA,-1.996503588279688,0.11444209653413748,0.38115343639376725,1.566016480926812,0.1180543799079736,-0.04708163233693692,-0.11541718734776833,1,2.8103160443871156
CSO-10-5A-DABRZA,-2.1718085255302686,0.14356918163769394,-0.4886577047542381,1.5584840181618467,0.6698455858680934,1.7387169792373252,-1.442543728297343,2,2.7972578649119284
CSO-10-5A-GZAMA,1.5074456411525148,-0.27390516813942534,0.5482757959795063,-0.6162883884048449,-0.5257000201071312,-1.4143665142194832,0.9776271402681954,1,2.99274054511815
CSO-10-5A-IPECA,1.9295757076838653,-0.34156195868332484,-0.33838577857893787,-0.7676071695137932,-0.06296428050385722,-0.4458502940587356,0.2829719565266515,2,3.045830241460687
CSO-10-5A-JANORO,1.5565023633749586,-0.2596606365197331,-0.25867300555701517,-0.6232835032683178,-0.19178018576382727,-0.6245139198161564,0.48473563868855507,3,2.8729788097272824
CSO-10-5A-JBUVE,0.1175051781834707,-0.13109460754200325,-1.0783510597232344,0.11431678416390804,0.8011920411069757,2.1980595953592625,-1.692259292681066,4,3.1190206974561314
CSO-10-5A-JJSEMO,-1.0585982904826545,0.26820180937921834,-0.3438720827950218,0.5868461798238224,0.33953082817831015,1.2431578985302287,-1.0651302345027165,3,2.7597881667200053
CSO-10-5A-JLCARI,-0.8065761186256268,0.00550679824683642,-0.35048503876976594,0.48077497693430304,0.4601165559682107,1.3664609259938385,-1.075403131625133,2,2.8700470267114815
CSO-10-5A-MAARAN,0.16650948937788906,-0.1367863327832043,0.7782485764008578,0.10474338926749455,-0.39671479032556023,-1.240699378949292,1.0077060492896228,3,3.0726590608666267
CSO-10-5A-RVMOIB,1.3457511651648433,-0.20646090039101708,-0.373871086144052,-0.5351221312837581,-0.012838538096986152,-0.061369490664737895,0.02396463008771829,1,2.969705707260829
CSO-10-5A-SVHEES,-0.679009340278244,0.013457144615498629,-0.04517329769712836,0.4011814345690548,0.22016243235261523,0.7430449343635285,-0.527232469308344,3,2.9160828972057993
CSO-11-5A-MDVOSPE,0.30568173317004593,-0.15295083246821645,-0.13868430511348953,0.14606160666098883,0.004570114720686053,-0.2046480994430655,0.22841569780927592,3,2.9780979739250437
CSO-11-5A-MTAGA,1.2936086468495946,-0.055204937659314474,-0.4116888987993903,-0.9093530228807242,-0.1346342709162456,-0.3892649623888681,0.4091208316862392,3,2.5922354444801097
CSO-11-6A-CAPAMU,-0.4320758819408845,-0.011089634232182177,0.35217071845111764,0.25590396221196926,0.027813642032600217,0.10507576962041883,0.032874259605599754,5,3.1203248943374575
CSO-11-6A-DSCACH,1.8018015036806325,-0.3267213121284874,0.3774753233937665,-0.6861279695795578,-0.5114338947110343,-1.3205955207589062,0.9434619634876124,4,3.067512151972844
CSO-11-6A-EROMO,2.4967489768643687,-0.3289311262706664,-0.7392643521610572,-1.0311224524772822,-0.10727127294413996,-0.35368021367022606,0.2455792105476871,3,2.971710828477503
CSO-11-6A-FSOVRE,-0.532446738710969,0.11694478717983642,0.06326944060908805,0.16531647139238073,-0.016410408262152787,0.28884411810980226,-0.3437430260767844,2,2.5314267028300192
CSO-11-6B-ANREVA,1.7727619118617173,-0.32334843791147927,-0.04517329769712869,-0.6740006416377838,-0.2633346998336496,-0.7934167034383157,0.4306260113014754,4,2.8937662012336536
CSO-11-6B-DISEMO,0.6877371629912795,0.3987532694571293,-1.2590873770235396,-1.8391771190021093,0.17734589360745348,-0.14270619779659255,0.026898807608715547,2,0.839416498431155
CSO-11-6B-LHFDLACH,-0.3127765786456013,-0.08111848347291539,-0.17225781066996315,0.3842804290052072,0.2111587384404058,1.0604148631287895,-0.7563503078018153,2,3.123002908572926
CSO-11-6B-RJGIHE,-0.6324738453137676,-0.04398646472013451,-0.12441991415167201,0.38702884243544067,0.4499505483456381,0.8032696765380407,-0.7117917744802222,6,2.9172291272421416
CSO-11-6B-SFLVA,0.551758766614038,-0.18153204967941985,-0.27803643220201696,-0.07241244338079489,0.1346860014848835,0.6904834663526168,-0.4965609861329067,2,3.1380383816452184
CSO-11-6B-VCOMA,0.5830461345304806,-0.18516599733341846,-0.13556396959059186,-0.0634847456875447,0.025900760051082772,0.20548912507513192,-0.13546311703244332,5,3.0844102486015155
CSO-12-6A-DGISE,-0.00010516868314391914,0.1967487663512109,-1.1585882588834588,-0.8877910448961075,0.4529786001404457,1.6537742733353287,-1.369632339937212,2,1.6770368860158817
CSO-12-6A-FJOVRE,-1.8648579010776674,0.2709774547798631,-0.48775817449986025,0.9559983311722657,0.7138456787039533,2.416988087953348,-1.8294298968425022,2,2.9654156387782185
CSO-12-6B-GQULO,0.9247714643685117,-0.2248565192077156,-0.3438720827950216,-0.2551024716381056,0.13569259573371922,0.309718500913955,-0.24326956082650691,5,3.0927339851376545
CSO-12-6B-LJHEFE,-1.0424872840625712,0.008625551803659037,0.10517815954881939,0.8032160255138133,0.15409389336197402,0.42058888954535983,-0.2660531505314339,4,2.972814143768439
CSO-12-6B-VPAMA,1.9469994627752212,-0.34358568321353083,-1.075379311606189,-0.8139787827962464,0.40865307951131385,1.583692994351799,-1.1361842819797692,1,3.359869535631417
CSO-12-7A-DALRE,-3.9770772682837774,0.34448065705617825,2.5303417370755223,2.317338401356574,-0.8358846029660232,-2.794736968131626,1.7668814685554601,2,2.140995483251126
CSO-12-7A-ESALA,2.8768248546693784,-0.45158252112350955,-0.5290348500878482,-1.1357956918743959,-0.2867653016211673,-0.9521819762001064,0.7445242812345715,2,3.0556408535857407
CSO-12-7A-IMERO,-0.8840797112612294,-0.0147630877734434,0.6739258380661933,0.6171281335058136,-0.12523257631618875,-0.4404912560176194,0.3710653125664196,4,2.987204711358764
CSO-12-7A-JHEZA,0.2289841799527747,-0.14404260809070857,-0.2799085360103489,0.3802176794610358,0.02500323681925337,-0.042358654708362496,0.04139268696565887,3,2.9989400429781217
CSO-12-7A-LSARAR,1.394417515592409,-0.16231778600802205,-0.654240149876331,-0.7521382194902412,0.12263350084180608,0.744100594590526,-0.33988405667302296,2,3.1422234575659425
CSO-12-7A-SCAHO,0.9933269101688783,-0.16015873643324371,0.015947762866215853,-0.30776670853276533,-0.21377334509722198,-0.7115622064233516,0.4877132167010969,4,2.893378951838427
CSO-12-7B-DVAGRO,-1.4736936323648144,0.05371905911348496,-0.515117387186754,1.233840846167675,0.6086572839074339,1.58678972599017,-1.211572481308599,3,3.072275472907415
CSO-12-7B-SMUGU,0.024348467794073812,0.014974222410418486,0.5075914675724316,-0.048656675652004606,-0.1910241854462578,-0.4949405781395909,0.44962776703854745,2,3.0515725441664365
CSO-12-7B-SSARA,0.9788767326995059,-0.2311407075563638,-0.12944258702555128,-0.27890567238545755,-0.031238700115734208,0.07094072502305933,-0.05444893614684122,2,3.1142929130814356
CSO-12-7B-VHOMA,0.6820348431432062,-0.19666328232064484,-0.21285913811494206,-0.08667456051342923,-0.030978881156207227,-0.2592798545740941,0.1761297296307652,5,2.8613609146834724
CSO-12-8A-YTOME,-0.14806657280565552,-0.1002491288154907,-0.22507589876127274,0.4391408645761973,0.14629212145179532,-0.07714231199839916,-0.06941184038751001,4,2.755139291848483
CSO-13-6A-ANASA,2.1059687746911466,-0.3169851803680515,-0.13177269299796968,-0.9134555053017079,-0.3132604903127192,-0.9103730558416041,0.7182723597376973,5,3.02804626819561
CSO-13-6B-JETAVE,1.0637953253860997,-0.1436556563501715,-0.37035768935542607,-0.6474849585108486,-0.0013526342243425082,0.39528088734563516,-0.22387834813914417,4,2.861998984740621
CSO-13-6B-LFMIES,2.3984331174147404,-0.0234692575265536,-0.8052203918747928,-1.7659646831378906,-0.22273692754401644,-1.0103458626613917,0.9611766949899839,6,2.3215247482488977
CSO-13-6B-LJMAHU,0.11750517818347016,0.07492718479526282,-0.11857385228207382,-0.30315510770275167,0.07964612942779002,0.03191893001746348,0.03006578864884224,2,2.7019863096768217
CSO-13-7A-CAPAMU,-0.5411127642695622,-0.03274159537403906,0.4675523107637651,0.3264669149311238,-0.13870846975037263,-0.5350336596381501,0.3430694055767128,1,2.679144200828296
CSO-13-7A-CDDITR,0.5655445948181909,-0.1831332383187041,0.8689930278320657,-0.2053513584640623,-0.32983089886327915,-1.2695495484926074,0.9276231467012827,5,3.1639477838017047
CSO-13-7A-JJATFL,1.4745476420289982,-0.0890634057608215,-0.3644457236053362,-0.763034518613192,-0.1746639704687062,-0.2084041485905506,-0.013334704693213711,2,2.651253228885997
CSO-13-7A-KRAMA,-0.5545539467685987,0.083564744411887,-0.455557561479584,-0.32480407049104837,0.18067266626632658,0.420872522761629,-0.48492652507854556,1,1.6549198882108844
CSO-13-7A-RXCHLU,0.04223455618883787,-0.12235211757151741,0.9853497026777499,0.14188816146557043,-0.4944272500598437,-0.9408634322588028,0.7420376591718659,4,3.1435193382026787
CSO-13-7A-YAMEZA,0.8173353413566973,-0.2123780886725511,0.055358566978675694,-0.16787878148302451,-0.13374824207057592,-0.3558079315230624,0.3588543551708574,3,3.151387278345835
CSO-13-8A-KIGAGU,-0.4334622125429987,-0.06710115618146606,-0.924382380253614,0.39237647016415694,0.789972509464083,2.2728638655148687,-1.614397757334583,3,3.2055213974192647
CSO-13-8A-MBUAN,2.5455897586554674,0.38005903992591084,-0.561554475884796,-2.0537908592670284,-0.27310106928629685,-0.55538098298643,0.5411923368130792,2,2.8126658065587242
