feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_re_T7W30,0.03558241755158952,0.07804715724020254,1.0,400,1.0
z_l3_T7W30,0.018772628289250384,0.031567404205757287,1.0,400,1.0
z_pe_T7W30,-0.0176143161777015,0.05044380023682799,1.0,400,1.0
z_diameter_T7W30,-0.013750757478569854,0.08398723090564879,1.0,400,1.0
z_lsc_T7W30,-0.01173684417579081,0.04221510620277506,1.0,400,1.0
z_l2_T7W30,0.010325822514173626,0.08243666880034556,1.0,400,1.0
z_density_T7W30,-0.00986830589449003,0.06440631250606707,1.0,400,1.0
z_l1_T7W30,0.008313865176418613,0.042948174189345004,1.0,400,1.0
z_asp_T7W30,-0.007269166046141748,0.07218034388048655,1.0,400,1.0
z_lcc_T7W30,-2.1026524011522382e-17,4.389900164318818e-16,0.0,400,1.0
z_atd_T7W30,3.532308586692098e-18,8.151948311853802e-17,0.0,400,1.0
z_edges_T7W30,0.0,0.0,0.0,400,1.0
z_nodes_T7W30,0.0,0.0,0.0,400,1.0
