subject,lcc_T6W50,z_density_T6W50,z_diameter_T6W50,z_asp_T6W50,y_true,y_pred
CDMS-8-4A-DOSTR,0.7263695593558968,-1.0766356801267098,-0.3791181684379712,0.9989037668990987,9,5.839516554327277
CDMS-8-4A-LGOPA,0.7104876278461958,-1.1425775970521836,-1.2813633306772279,3.2449290857444537,6,7.101472862498201
CDMS-8-4C-JDBUTU,1.0087434704106673,-2.578501891884679,-0.1530693637588977,1.3035643384388573,3,5.150733629842911
CDMS-9-4A-ACDUTR,0.38101151219390955,0.9559477913630511,0.3914782496362,-1.3103253189011446,3,5.988109310928979
CDMS-9-4A-CARGA,0.10662952590119543,1.091698157980615,0.41011005420895424,-1.1474143091802178,3,6.0310205055475095
CDMS-9-4A-CRAAG,0.8810069349640876,-0.49347390217113457,-0.11716963145743724,0.5329080424206704,14,6.3732685203931485
CDMS-9-4A-EROHI,0.07924984230858584,-0.9169409828771597,-0.618245891832187,1.6440391916138581,2,5.75809923585006
CDMS-9-4A-ILOSE,0.33630819445615384,0.6257326393188248,0.19325713914989956,-0.30474736784468087,1,6.42054768171716
CDMS-9-4A-TGAFR,0.8374551617250324,-0.4841991640926135,0.5953025617351114,-0.9789671462753293,2,5.539588489729164
CDMS-9-4C-SCAMO,-1.287119961772997,1.5645017458306587,0.6522651995705012,-1.6424032897764957,1,4.85724077048863
CDMS-9-5A-ABERO,0.32910734381155815,-2.0602756907411983,-0.6346465899716823,1.8772039846328412,6,5.081386124368481
CDMS-9-5A-PAGACO,0.11928439932069494,-0.1354956730888873,-0.14812748651173,1.0977003221888744,6,6.503358638545915
CDMS-9-5A-VVAAR,0.7252751085901104,-0.3868091824717955,0.25765826351177307,-0.47423464648489133,2,5.691886619782159
CDMS-9-5C-JDMADE,-0.005570941902311488,-4.036746190219995,-2.309651315832974,6.5539201750087335,6,5.7719488036904165
CDMS-9-5C-LVIZAC,-0.30947884988811214,-0.34743596178427094,-0.9823267196458013,1.4584567752697037,2,5.3892123205884825
CDMS-9-5C-MLOGO,0.6231383911652747,0.20713487401944347,-0.6994861907757335,1.0694512858012104,5,6.770235436847158
CDMS-9-5C-SCAAG,0.06209446545517954,0.329816063561855,-0.2376070953335199,-0.17255806826640138,10,5.551742442054076
CDMS-XX-10A-VGILO,-0.23080933376166907,-0.3512995260696448,0.27277771558896624,0.061539248503709176,7,5.322205180898324
CDMS-XX-5C-MJSARU,-0.27748579786739,0.8801344885870224,0.5740374972235105,-1.1454095025999715,2,5.601273761980134
CDMS-XX-5C-MPCAQU,0.37310581557152067,1.162436277042376,0.1881945363912344,-0.5891049784226219,9,6.704628727219472
CDMS-XX-6A-MAGICA,-0.3851420863256339,1.3034546749673799,0.21005452720556886,-0.7555980552247055,2,5.942766137259572
CDMS-XX-6B-SPUCA,-0.3543433546193646,0.48597409850412066,0.2615853962794619,-0.7563970676563089,0,5.206816149144872
CSO-10-4A-ICAPA,0.5243900978841898,0.37126126156080796,-0.2253991669483265,0.10542192555696915,6,6.3456711946906035
CSO-10-4A-KCOMO,0.731993444478047,-0.7650667157436158,-0.3986077695353733,0.7869341776241477,4,5.925250213460169
CSO-10-4A-LRAVI,1.3471185634344904,1.3170817397126464,0.3994406272322674,-1.736932823280767,12,6.8967051837356
CSO-10-4A-LSCAVA,-0.5580259558404712,-2.5102591508358456,-1.264118459703343,3.4249048828249853,11,4.662498393082288
CSO-10-5A-ACAVA,-0.48900730986650576,0.056077070841342315,0.0568111189009361,0.24772733824026213,4,5.441605294752998
CSO-10-5A-ARACA,0.2740515514383878,-2.2674580114299263,-0.4952482701130467,1.8629044948480962,0,4.944246841380473
CSO-10-5A-DABRZA,0.9198619830790176,-1.6263715470286837,-1.3685956348407977,2.989884081934888,3,6.484775959781387
CSO-10-5A-GZAMA,-0.07059237811450997,0.5742212290480317,0.5620866888714308,-0.9260642461410954,6,5.70964837030082
CSO-10-5A-IPECA,-0.1057260710208365,1.172646731537261,0.6528576847004655,-1.0794086844178798,11,6.210366737435973
CSO-10-5A-JANORO,-0.19580655271049,0.11334332780730375,0.5887395952434912,-1.0351012708673408,5,5.041172176109927
CSO-10-5A-JBUVE,-0.5471703472318843,-1.2909454054472043,-0.07591349738594488,0.8065584921109614,2,4.46252631868289
CSO-10-5A-JJSEMO,0.6125888098423412,0.9209378597332623,0.6613194798427745,-1.4726895794364736,13,6.292153646618868
CSO-10-5A-JLCARI,-0.15483286989677375,0.522877978151731,-0.027140922765086988,0.41351028327036493,9,6.324411545397198
CSO-10-5A-MAARAN,0.7347775560719219,0.45487040091556147,0.23771117282484958,-0.5759063281425792,4,6.421449878306717
CSO-10-5A-MAOSMO,-0.8074930347002695,0.3194759551703575,0.06274456209011654,-0.4600159472866443,2,4.684708611910523
CSO-10-5A-RVMOIB,-0.46513690396471186,1.2809825653432394,0.6254482440936693,-2.0285564065993404,4,4.982734575509819
CSO-10-5A-SVHEES,0.2603095771481577,0.233108200810657,0.27846220373081004,-0.9832956423382114,7,5.358581415988376
CSO-11-5A-MDVOSPE,-0.009406723292113311,-0.011022227816013804,0.5749419317675029,-1.2190431806570592,3,4.905466876639279
CSO-11-5A-MTAGA,-0.8984039102507329,-1.0522150445722085,-0.4226560406998712,1.1168237684513111,5,4.313545849565461
CSO-11-6A-CAPAMU,-0.45824273438023627,0.7058421204318914,-0.049750997125933706,-0.2124701572995405,1,5.555375308263144
CSO-11-6A-DSCACH,-0.6454445817792388,1.9327327057537331,1.3776154286238644,-3.0870836118996916,0,5.147817017335631
CSO-11-6A-EROMO,0.016571056931872438,-2.019222723290148,0.15939531925555642,0.8001907852571971,7,4.526931514791441
CSO-11-6A-FSOVRE,0.6989535114387018,-0.5061728386869926,0.26796250668342364,-0.04861316829956062,5,5.982127087772535
CSO-11-6B-ANREVA,0.11446195053632309,0.9851390706475238,0.6398375581134709,-1.572923816441072,5,5.736511839493209
CSO-11-6B-DISEMO,-0.5723699976759756,-0.8557300347970734,-0.3963960866560604,0.3992645736720669,0,4.14476553117992
CSO-11-6B-LHFDLACH,-0.38315224095344147,-4.02417651901381,-1.9311046531629075,4.924781842898144,7,4.156345506404947
CSO-11-6B-RJGIHE,0.12708550289236747,1.5190248789118712,0.48418152562371614,-1.4793581683717845,3,6.2209308156931336
CSO-11-6B-SFLVA,0.8233802081715155,-1.560721019756727,-0.4678239722812198,1.9159497832122057,8,6.280782075982737
CSO-11-6B-VCOMA,-0.3283468644442714,-0.03521006118912796,-0.5150280934079385,0.923134122434079,14,5.614546180029704
CSO-12-6A-DGISE,0.15506332346316012,-2.8964692890276917,-1.4952209055509185,4.57239616380505,2,5.905766369326563
CSO-12-6A-FJOVRE,0.3656078536961926,0.16435657642639498,0.6147794361505572,-1.7265613032042701,1,4.988179639705837
CSO-12-6B-GQULO,0.274536833095386,-0.25120144709328524,-0.2292491348951495,-0.08632502528245421,4,5.27775830246146
CSO-12-6B-LJHEFE,-0.6253290265383563,-0.14692875143751524,-0.16468572645523633,0.5521838185011363,2,5.185237390706991
CSO-12-6B-VPAMA,1.0637555062226876,-1.0509369081125848,0.9312103041669862,-2.107206824862049,9,4.406819154052003
CSO-12-7A-DALRE,0.9640249640441814,-1.893267513169495,-1.1305180284839407,3.5205170206299377,8,7.030753519657646
CSO-12-7A-ESALA,0.5173294630907129,2.5216932329635386,1.3751920958557384,-3.5789486894803497,7,6.405263179066603
CSO-12-7A-IMERO,-0.0874269840236254,-0.5604184805863272,-0.9399797357469184,1.9638475650899354,9,5.946019441370027
CSO-12-7A-JHEZA,-0.6464153108348364,-2.0279181018605947,-1.1271421902031138,3.797498308232202,9,5.5660197819706205
CSO-12-7A-LSARAR,0.5306123347195296,-0.6629044726764524,0.34229415873139996,-0.45046235607111546,6,5.329536741340324
CSO-12-7A-SCAHO,0.162275453054082,-0.029697536481903927,-0.05913128701894544,0.04323350552477419,1,5.6866772117149695
CSO-12-7B-DVAGRO,-0.7139859238804664,-1.2662377685924093,-1.5651775756430866,3.938633612110901,8,5.963229420631902
CSO-12-7B-SMUGU,0.022221292334747803,1.7401421819301501,-0.2723821868731145,-0.42346991463829237,4,6.636508449390454
CSO-12-7B-SSARA,-0.7234359587614035,-0.4737998782622644,0.07108658852732716,-0.2391972617298452,2,4.204650566410777
CSO-12-7B-VHOMA,-1.0713759891462376,0.6737334087981742,0.3537284109312707,-0.9182619750340627,8,4.607820932186107
CSO-12-8A-YTOME,-0.20291506115692423,0.8492118846734501,0.9264015731504108,-1.8080721542855953,13,5.334623319018304
CSO-13-6A-ANASA,-0.7823429779072116,0.41903426795015264,0.43954942644268696,-1.158441333850151,3,4.48779645927244
CSO-13-6B-JETAVE,0.523574367821111,0.3205943324840404,0.2462134822750891,-0.6026406044039081,9,6.057738654813296
CSO-13-6B-LFMIES,-0.23073883286726868,0.14146727504802364,-0.9231012650251806,0.8336469327761961,8,5.3912711865687335
CSO-13-6B-LJMAHU,0.24310201475859447,-0.8886144187949062,0.02959481018345807,-0.1793812451570203,8,4.774698237627089
CSO-13-7A-CAPAMU,-0.18747397364879073,-1.8156002233802946,-0.5471264461174973,2.193302408934943,7,5.213098842425323
CSO-13-7A-CDDITR,-0.611993783241799,0.4214428835712261,0.1860400221309566,-0.6589611153896945,2,4.906525083707652
CSO-13-7A-JJATFL,0.22533359751919738,1.2877290787860218,1.1367423613001397,-3.0871508055260146,7,5.132651308716307
CSO-13-7A-KRAMA,0.5084986514273788,0.9063002290587109,0.5701598834787825,-2.4359863384503564,6,5.1189695021514785
CSO-13-7A-RXCHLU,0.032844904958907385,2.524443321290621,0.856660705170727,-2.524486801806636,1,6.459459206250582
CSO-13-7A-YAMEZA,-0.4306557103012848,0.2053918823251745,0.25580737348314786,-0.9506072696043063,3,4.649933352539694
CSO-13-7A-YBOSO,0.6808707990820614,-1.0454946840834953,0.46531283322931616,-1.372830560259585,4,4.29785546460526
CSO-13-8A-KIGAGU,0.15295324632765736,-1.5576524822804085,0.26457033460913126,-0.13911146480968042,2,4.290756710483663
CSO-13-8A-MBUAN,-0.5580224198964769,-1.8838726735439582,-0.7691442332344799,2.2862045888919287,3,4.645162338853977
CSO-13-8A-MGAAN,-0.7123209520075627,-0.7933155707207984,0.7808874455637285,-1.3323744671199336,9,3.5128735323523967
CSO-13-8A-MGAHE,-0.2499146564958434,0.590204068116473,0.12469415204547622,-0.705434990230561,12,5.329545650072507
CSO-13-8A-MJAGA,0.9314694037253376,-2.629382207065404,-1.1947282130160926,3.687557987411917,2,6.364914047692721
CSO-13-8A-VHODU,0.026448923825543372,1.9074011225136644,0.9426864795830464,-2.763473170567784,8,5.683060431991433
CSO-13-8B-FCJISA,-0.680986727251921,1.0381036604879659,0.1887881561619058,-0.3590518177864239,5,5.75685034824849
CSO-13-8B-JEMABE,0.9155214297570129,-0.9623032116506117,-0.04185448631467589,0.06736024390975184,6,5.54872105233844
CSO-13-9B-DMLLLU,0.6399009163004729,0.09401500601209674,-0.24375669264424213,0.5907766270781138,10,6.650932933383404
CSO-14-7A-MVEBE,0.2553570005869182,3.8831730741597914,1.4926719260942858,-4.495273020579015,10,6.705926056898944
CSO-14-7B-EALHU,0.22435981819556702,-0.41466270375669023,0.18500523844365332,0.284370988702927,5,5.84907041822242
CSO-14-7B-EVEGO,-0.690750640965633,0.2581919207551735,0.5335885946071065,-0.9755671063295406,1,4.695459844704069
CSO-14-8A-AQUMA,0.4426797651454579,1.6252254758688311,0.7562863441588048,-2.407896247529619,3,5.986292414280437
CSO-14-8A-MCIDOS,0.45638338184768756,-0.7206346662616887,-0.48629650789574386,1.9424859041854285,7,6.761935188512647
CSO-14-8A-SZARA,-0.1423964133245899,-1.322160226980553,-0.5131807227570491,1.26555778657957,12,4.857817500154342
CSO-14-8B-JLLORA,0.17077094608277565,2.0481404859311776,0.4985511042501453,-1.5210354307033587,13,6.766424182197703
CSO-14-9A-AEDCAGO,-0.6001451202609334,-0.24048251349406946,0.1995192363310128,-0.4012178919291347,2,4.527670787283838
CSO-14-9A-HASACA,-0.43618105029263987,0.012232224165850746,-0.01316170763893734,-0.26002222583607654,11,4.87286431703516
CSO-14-9A-JSMAAL,-0.3154154428196485,-0.7997709956180445,0.4703912574877679,-0.5065123222025675,2,4.41868957348447
CSO-14-9A-MARJA,-0.3280696670889401,1.2074907786808105,0.13723377457595856,-0.6603425640570724,3,5.92630939874772
CSO-14-9A-SORZU,0.08010304868813943,-1.378317055287183,-0.11591123555246716,0.7053170243520078,5,4.86118885883746
CSO-14-9B-ERAGA,0.7325971383612156,-0.2029323576979029,0.38449835194720783,-0.5602448960352739,1,5.923915313212209
CSO-14-9B-MFEGA,0.39136748951660805,-1.2419681326335836,-0.5189475930326413,1.3092902100422412,11,5.509739050529587
CSO-15-10A-LJRAGU,0.011095371492533606,1.0977254467760833,0.8008986604003497,-1.5177437388228303,8,5.961972816483099
CSO-15-10A-MAARLO,0.08825851850393014,0.34411460425436013,0.13239092259014867,-0.8049765436414915,4,5.329784578343911
CSO-15-10A-SFEGA,0.624398177622825,-0.8818047935225386,0.26968503190811255,-0.42266364360006214,2,5.1596118490453
CSO-15-10B-MEBUAR,-0.1512143989150899,1.0620474837868619,-0.6706619079633178,0.5268791849052865,8,6.337047438450703
CSO-15-10B-YVBUAN,-0.21654157908027663,1.5839997586340684,0.6979877711878951,-1.7570798385314303,6,5.878363188847219
CSO-15-10C-ALBAHO,-0.1024844705332415,-2.199622329181158,-0.5387285790357845,2.335818763380782,5,5.06498046126756
CSO-15-10C-SSCAMO,-0.3632728296423211,-2.118733707923174,-0.49777824523259856,1.647033150104191,3,4.23724544394306
CSO-15-11C-JETALO,0.21857435138401154,-2.863875791400879,-1.3402812958272359,4.344005588430077,5,5.928419929222938
CSO-15-7B-JCRAGA,-0.17139823005092208,0.5508230525749973,-0.8559314920607456,1.6736880375287386,8,6.767178444629032
CSO-15-8A-VBMABR,0.39104332074989245,-0.8078857901000263,-0.3478537235992961,1.3162756679636434,12,6.121576551651176
CSO-15-8B-KEPOGO,-0.8229395739331598,1.7920280669056803,0.3051202491687431,-1.369015535112531,5,5.475190283665696
CSO-15-9B-ALRIHE,-0.5307391195486201,0.16750739883090718,0.24271677087379517,-1.0765393881820595,3,4.372942738610986
CSO-15-9B-AMSAGO,-0.7098476242253483,1.8930012765091226,0.6229016706973801,-1.6575564375092566,15,5.718495962108861
CSO-15-9B-JCAPA,-0.24788819045579516,1.4737767777220143,0.6565381950126974,-1.3153583188336542,5,6.137065540082226
CSO-15-9B-KSBEJA,0.8427486108577027,-1.146023654569045,0.03065428267001426,0.532648210752111,13,5.830024526347746
CSO-15-9B-RMCHLU,0.25606719823554197,-0.05594786564673398,0.26491878723261475,-0.43263297539461393,5,5.602402221063771
CSO-15-9B-SJAGRO,-1.230142204227401,1.9457539601240312,0.7523159992651242,-2.2970701275576704,3,4.7408547042410465
CSO-16-10A-JEGAHE,0.13395974227963942,-0.3140628475571197,0.10666117802180967,0.25278598398668184,6,5.749341133367974
CSO-16-10A-MSACO,-0.6609586549533533,1.6663630601250592,-0.11555710191705948,-0.41244213863475443,5,6.047402241256854
CSO-16-10A-SARI,0.3146047431672358,-2.371587214408813,-0.25364883727889426,1.2466299746227578,3,4.505995742739249
CSO-16-10A-SMOUT,-0.5646351665810985,-0.7308793895971546,-0.40566717919487644,1.0556160693905425,0,4.9244314106543765
CSO-16-10A-YKMUJO,0.49689195688499027,1.5382243113379266,0.6739613500354511,-2.2943247581508572,5,5.984749936744473
CSO-16-10B-JESUGU,-0.7983156680925018,2.3313765016643133,0.9727906461935661,-3.0466000890005285,3,5.029248467401811
CSO-16-10B-LTVIFA,-1.691717531634167,1.5094632936660188,1.378628554072143,-3.251217196268188,10,3.5151541964727695
CSO-16-10B-VVILI,-0.5605722655642777,-0.5289013527741463,-0.06968832807616393,0.49145501792891816,13,4.902290148151293
CSO-16-10C-ACALGU,-0.21625403991940384,0.9163091484974994,0.5358403970428358,-1.3199046502087701,6,5.485987932049124
CSO-16-10C-MAVAVE,-0.7976612368362652,0.5273839660605155,-0.24900112137493507,0.30877506676150723,4,5.359493751247785
CSO-16-11A-JAVABO,-0.5155767756927042,1.0000521126485857,0.5811766332719722,-1.206965635867935,4,5.428683410996881
CSO-16-11A-JDMUVA,-0.7257957523048466,0.7269261718570852,0.35370093870213315,-1.1255527352573922,4,4.7992756996339425
CSO-16-11A-VZAOR,-1.0647294606423083,0.4945199398677343,0.17086413239213755,-0.006307133694805321,1,5.164344554559721
CSO-16-11B-KRORE,-0.3638719385086548,-0.17615603731988308,-0.18746127353378675,0.1642803094455138,3,5.006788136720152
CSO-16-11B-LLOZA,-0.8285951571582111,1.2138129393963875,0.9792935363513995,-2.171467796857525,4,4.763040598369013
CSO-16-11B-YAROMO,-0.9996314365815862,-3.263510700956191,-0.854848222101933,3.274561069898821,4,3.726567786896073
CSO-16-9A-JALEMO,-0.4428068460864527,0.8218495499667101,0.7301317707853723,-2.08281462130305,5,4.596356929999542
CSO-16-9A-JPROSO,-0.9910202005125666,-1.2137349161668378,-0.9936016371246197,2.0469678897433856,0,4.4186082125763235
CSO-16-9A-JSMAGU,0.235098497368101,1.1567960717438066,0.6238089281043286,-1.2573940904658631,9,6.328306483387336
CSO-16-9B-SJPAJI,-0.02973908763818575,1.284803313209597,0.11865913998903678,-1.0679819415097578,7,5.875738500687653
CSO-17-10A-YVGOCA,0.09984378927785675,0.6825479884449314,0.5370782583982817,-1.0243577994592747,13,5.865109313298758
CSO-17-10B-EHECO,-0.3696248464178154,-0.22506771150781726,-0.23001139550057403,-0.13993374616811052,8,4.605359377042646
CSO-17-10B-YCQUVE,-0.05107861519994489,-0.6769337130918872,-0.23840031316905935,0.5286663574780566,4,5.132250792654128
CSO-17-11A-DJAPA,-0.2058724436555815,0.2307553757138187,0.6080638247399339,-1.1505641002030096,7,5.052379733232124
