subject,lcc_T6W50,z_density_T6W50,z_diameter_T6W50,z_asp_T6W50
CDMS-11-6B-JLPENA,-0.1616905894868953,0.13044016965207544,0.8974849493215438,0.3609862601144415
CDMS-11-6B-JMARME,-0.08992542497617893,-0.034095990660962236,-0.01576366070123438,0.12160612543414136
CDMS-11-6B-JPSAMA,1.0025390272352082,-0.20926569955509405,-0.02958031182805733,-0.1037858602942226
CDMS-11-6B-LESTA,-0.8300053015520453,-0.10819590790714854,0.3118649584411704,0.32807097438687705
CDMS-11-6B-MAGIMU,-1.669145235479125,0.16513465181230305,-0.32514059877919804,-0.3377504258982714
CDMS-11-6B-MEBRTA,-0.31348353988833,-1.1650210316725222,1.6824232889633595,1.4115174249170188
CDMS-11-6B-MMAMO,0.6344423049256633,0.6522665562515431,-0.8644401368249729,-0.8962758826595624
CDMS-11-6B-RSECA,-0.4438738132912992,0.47755987456672166,-1.309362378247723,-1.2907085750629834
CDMS-11-6B-SCAPA,0.873966641407799,1.527130233404084,-0.8117287351279938,-0.9840182716770693
CDMS-11-6B-VZAPE,-0.6436163005415689,-1.863964110029777,0.7154373630838955,1.2930550818779016
CDMS-11-6B-YLNIME,0.26080833734785347,0.7832392940741029,-0.3132534387288419,-0.6221590565325195
CDMS-11-7C-ICARE,0.14885143861899025,-0.7003350013466245,1.74930508619051,1.7383901101766868
CDMS-11-7C-IMOIB,0.7457148354599067,0.41208812047640614,-0.6231316393755093,-0.7520309556112107
CDMS-11-7C-SALMA,-0.1309925167007073,-0.7128272569507006,0.3837517413351524,0.7339315021145048
CDMS-11-7C-SPGAVE,-0.12313125571265632,-2.1774890283016948,3.1792835344750596,3.108382786459004
CDMS-12-5A-SRIGO,0.652462944660996,-0.013164011851240163,-0.6207394521989003,-0.8101046561695995
CDMS-12-6A-FAROPA,0.6477206710464355,0.8670183561780652,-1.7330675614648448,-1.3710347901067856
CDMS-12-6A-JGIGA,-0.9952550661844932,0.5611987805639199,-0.837838662109448,-1.2153216102809
CDMS-12-6A-JSOTGU,-0.6366533404817437,0.2896337767653069,0.4637224762261768,0.3856352632163259
CDMS-12-6A-SROAL,0.7803539165271702,0.8166014408202156,-1.263489312924587,-0.9791734739238938
CDMS-12-6B-IJDAGA,-0.6592782492079527,-1.6389180210891003,2.384407676254906,2.108863328792075
CDMS-12-6B-SCLAG,-0.5102451757529493,-0.9685645595873721,0.7214282948567592,0.7026948907945805
CDMS-12-7C-ARAHE,-0.6907276373508641,1.0618527287881434,-0.8100635366822309,-0.9606595727025968
CDMS-12-7C-CATRAR,0.395445168010254,0.033051811345479284,-0.3863621936653724,-0.2065834037125878
CDMS-12-7C-DLOLO,0.08253745969808637,0.9616561964752307,0.05377217539522932,-0.0185529980395724
CDMS-12-7C-JSZAOR,2.1339779629021733,1.607194493719085,-2.115189746058627,-1.9837433103202782
CDMS-12-7C-MAROBE,1.4455735721138046,0.429402060724729,-0.42928925925089517,-0.5669087863129544
CDMS-12-7C-VMAPA,-0.07782672173563253,0.742210011563757,-1.397141856757883,-1.3579243361650304
CDMS-12-7C-VQURA,0.5951245455031197,-0.22501170042372848,0.7621619798916773,0.5787417956534107
CDMS-13-6B-ASUMO,-0.027172611071567883,0.6735525761914766,0.5545676233650423,-0.08933519634228727
CDMS-13-6B-JDTAHE,0.3181070209229908,-0.2521559959655168,0.5539639744939443,0.4082564933563312
CDMS-13-7C-MVEAR,-1.218553860620127,0.13062030832809537,-0.4009302942288276,-0.4374808413582308
CDMS-13-7C-RAIZAC,0.7754733985065336,-0.9535418593783233,-1.2612872453446629,-0.6239949843122571
CDMS-13-7C-SSOSLO,-0.6291606369950011,-0.04533637992299396,0.5858699202912654,0.44931701605918023
CDMS-14-10A-IMORTO,0.17753757618384178,-0.8528170940030326,0.3662795900203756,0.7091223168413007
CDMS-14-10A-JCVANI,1.3066842496125324,0.7304439078052786,0.03187005890410186,-0.17645708006301047
CDMS-14-5A-LSDUCO,-1.2505795263418777,-0.8602421135650135,0.8360351323404609,1.3176867673709014
CDMS-14-6B-KDCAHE,-0.04654049075234231,-1.2426530660364115,0.9730086152527234,1.4340526204594972
CDMS-15-10A-AMALOS,0.18392631154233682,-0.9202429101752247,-0.3054671436422588,0.04951438375132599
CDMS-15-10A-JJMACH,1.5081019719533673,0.9648367904787752,-0.9391380003394896,-0.8289631530257656
CDMS-15-10A-MAALCA,0.8203695402902124,0.49993445152503313,-0.860275612109393,-0.516911833779625
CDMS-15-10A-MAALRI,1.4774736253101233,-0.3571750380795213,0.5174520893542788,0.3519700852138237
CDMS-15-10A-SGOMO,1.2961450605616494,0.7000658708236672,-1.2751634653178505,-0.8734102797953722
CDMS-15-10A-SHEGA,0.6614102552988201,1.9993384792371731,-0.9374088892730951,-0.9973915441747352
CDMS-15-11B-JEMOLO,0.7351458799172309,-0.7641895415354317,0.44297076205014363,0.7360113093534503
CDMS-15-11B-VSAHO,0.39830562772487593,-0.4612799346637068,-0.2070080914155444,0.3405475920669718
CDMS-16-10A-SGALO,0.8991978678665016,0.09847707544388878,0.7290337885170193,0.7748259973942896
CDMS-16-11B-NGABE,1.4071561177014258,0.6816156164401572,-0.6320198694525575,-0.6889082759185092
CDMS-17-10A-ASSAMO,1.8869356575108458,1.6248351464676074,-1.4979042929185382,-1.3740851467029005
CDMS-18-7C-VVECA,-0.390050234921359,-0.05472430488286479,-0.14353320509223766,-0.22466970677860032
CDMS-8-4A-DBEVA,-2.0720861581810355,0.6917226660614041,-0.684604121365897,-0.5822189961982361
CDMS-8-4A-DJAVDA,-2.4042007611438434,-1.4298658498487709,0.8206414280303754,0.5039369662769027
CDMS-8-4A-DOSTR,-1.2651228141230322,-0.8144013952867376,0.6461499984722935,0.609794528559657
CDMS-8-4A-LGOPA,-1.2380322094292076,-0.864020458833142,1.9663123498942927,1.8617627207417349
CDMS-8-4C-JDBUTU,-1.746782113280785,-1.944504954205697,0.3153960814542017,0.77961689956297
CDMS-9-4A-ACDUTR,-0.6760283247165094,0.7150489625062548,-0.4813843146597704,-0.6774043910722288
CDMS-9-4A-CARGA,-0.20800125123227828,0.8171965248110824,-0.5086463139094597,-0.5865953513808518
CDMS-9-4A-CRAAG,-1.5288955177726564,-0.37559186915611775,0.2628677033658207,0.35004152406558564
CDMS-9-4A-EROHI,-0.16129835590771902,-0.6942365335371972,0.9960409492010308,0.9694026881898317
CDMS-9-4A-ILOSE,-0.5997756404257948,0.4665732223820178,-0.19134779435124566,-0.11688016237407452
CDMS-9-4A-TGAFR,-1.454607080512134,-0.368612942252696,-0.7796194223655799,-0.49270037688935836
CDMS-9-4C-SCAMO,2.1693869392242324,1.1729652431668651,-0.8629669791663627,-0.8625096315928642
CDMS-9-5A-ABERO,-0.5874927894291853,-1.5545572547020348,1.020038400367255,1.0993722401566604
CDMS-9-5A-PAGACO,-0.2295873015844439,-0.10622535199623298,0.3081651418381135,0.6648652099460736
CDMS-9-5A-VVAAR,-1.2632559547278344,-0.2953302730168592,-0.2855793218008171,-0.21135491297311462
CDMS-9-5C-JDMADE,-0.016615303127012843,-3.0417844977630675,3.470900172845919,3.7062439726728247
CDMS-9-5C-LVIZAC,0.5017756113245245,-0.2657032553259893,1.5287628986999762,0.865956266485816
CDMS-9-5C-MLOGO,-1.0890362488443908,0.15159255325395493,1.1149115052008622,0.6491187734654149
CDMS-9-5C-SCAAG,-0.13203557181717293,0.2439060015683734,0.43909143075643503,-0.04319586459246587
CDMS-XX-10A-VGILO,0.36758508408706875,-0.26861045685621243,-0.307702057662211,0.08729349009656293
CDMS-XX-5C-MJSARU,0.447203462797568,0.6580020147756018,-0.7485044452576937,-0.585477842130673
CDMS-XX-5C-MPCAQU,-0.6625431826923405,0.8704245683459029,-0.18394020953737156,-0.2753853584915864
CDMS-XX-6A-MAGICA,0.6308381769785989,0.9765361461418745,-0.21592568098494508,-0.3681910960875874
CDMS-XX-6B-SPUCA,0.5783032403296109,0.36140964447640433,-0.2913254904098804,-0.36863647759826407
CSO-10-4A-ICAPA,-0.9205963474486628,0.2750921121500166,0.42122882742255924,0.11175435231281054
CSO-10-4A-KCOMO,-1.27471575617763,-0.5799562811071718,0.674667122963342,0.4916395009847386
CSO-10-4A-LRAVI,-2.323965428656834,0.986790051746568,-0.4930348411131854,-0.9152018110514638
CSO-10-4A-LSCAVA,0.9257348376337869,-1.8931545982779214,1.9410797076284696,1.9620839287961822
CSO-10-5A-ACAVA,0.8080062821717733,0.03792666235264045,0.008299603576589735,0.19107752323165705
CSO-10-5A-ARACA,-0.49358137151532416,-1.7104549479335491,0.8160712067143485,1.091401490127833
CSO-10-5A-DABRZA,-1.5951725161464472,-1.2280590531976394,2.093950389536116,1.7195968111834739
CSO-10-5A-GZAMA,0.09429501177854313,0.4278126273195469,-0.7310180591668902,-0.4632115070682938
CSO-10-5A-IPECA,0.15422430850030222,0.878107590223959,-0.8638339015895485,-0.548687996384655
CSO-10-5A-JANORO,0.3078790902624018,0.08101758503039891,-0.7700165099438854,-0.523990379675842
CSO-10-5A-JBUVE,0.9072178832352318,-0.9756622195862228,0.20250185465212078,0.5025783881489755
CSO-10-5A-JJSEMO,-1.0710413004887467,0.6887051723453308,-0.8762151742633716,-0.7679086645689747
CSO-10-5A-JLCARI,0.23798823074833472,0.38917856650233135,0.13113797320267678,0.2834874227294326
CSO-10-5A-MAARAN,-1.2794647545325901,0.3380051633946804,-0.2563927999469114,-0.2680282329099196
CSO-10-5A-MAOSMO,1.3512633077311391,0.23612541951562105,-0.0003821922816629512,-0.20342919682866728
CSO-10-5A-RVMOIB,0.7672893372729968,0.9596266432421908,-0.8237284922429101,-1.077757169328862
CSO-10-5A-SVHEES,-0.4701409988514621,0.1711366037252401,-0.31601958325951307,-0.49511314550120095
CSO-11-5A-MDVOSPE,-0.010072419016249718,-0.012563291825691129,-0.7498278111057752,-0.6265223584267943
CSO-11-5A-MTAGA,1.506334533822421,-0.7960256924876841,0.7098544795010749,0.6755249056514551
CSO-11-6A-CAPAMU,0.7555296074950956,0.526852899093739,0.16422096459268917,-0.06544346150678623
CSO-11-6A-DSCACH,1.0748491589452678,1.4500465937261207,-1.9242972074326834,-1.667796106323888
CSO-11-6A-EROMO,-0.05438401766791176,-1.5236662843496818,-0.14180128344040088,0.49902893286404976
CSO-11-6A-FSOVRE,-1.218357890351763,-0.3851473896403684,-0.3006564587747065,0.025892881219824027
CSO-11-6B-ANREVA,-0.22136140956407885,0.737014413456886,-0.8447828923403122,-0.8237807313014679
CSO-11-6B-DISEMO,0.9502021870138027,-0.6481773641327943,0.6714309953643788,0.27554665058297223
CSO-11-6B-LHFDLACH,0.6274439982323314,-3.032326245054976,2.917011858196309,2.7981378372016708
CSO-11-6B-RJGIHE,-0.24289403401221418,1.1387454379997668,-0.6170274634780606,-0.7716258360379227
CSO-11-6B-SFLVA,-1.4305987284694768,-1.1786592505160802,0.775944058321658,1.1209697292833614
CSO-11-6B-VCOMA,0.5339597271788225,-0.030763818852328952,0.8450129834337581,0.5675593925586452
CSO-12-6A-DGISE,-0.2906172014881058,-2.1837646727600584,2.2792280968892213,2.601712775603596
CSO-12-6A-FJOVRE,-0.6497535342135135,0.11940333028860785,-0.8081179252146619,-0.9094205702384585
CSO-12-6B-GQULO,-0.4944091407023952,-0.19329003589826038,0.426862088702634,0.004871726643091857
CSO-12-6B-LJHEFE,1.0405370505663416,-0.11482835699763048,0.3323931076883003,0.36078613069574317
CSO-12-6B-VPAMA,-1.840618893440406,-0.7950639380048302,-1.2711185998276415,-1.1215980918423036
CSO-12-7A-DALRE,-1.6705035209865935,-1.4288892462171572,1.7455959668324967,2.0153795681257813
CSO-12-7A-ESALA,-0.9085526696402861,1.8932194826637467,-1.920751394366191,-1.9419690761516397
CSO-12-7A-IMERO,0.12301064083043786,-0.4259654015820077,1.4668009218678366,1.147668671135816
CSO-12-7A-JHEZA,1.076504980033146,-1.5302092628065358,1.7406564506240905,2.1697730912076767
CSO-12-7A-LSARAR,-0.9312099279388308,-0.5030826464428672,-0.4094183038470509,-0.19810388182772104
CSO-12-7A-SCAHO,-0.30291929154742625,-0.026615830342107034,0.17794617596588636,0.07708959446297814
CSO-12-7B-DVAGRO,1.1917635533257231,-0.9570705580097916,2.38158848179538,2.2484440259329004
CSO-12-7B-SMUGU,-0.06402190671389164,1.3051287344100524,0.48997423793479306,-0.18305789021770444
CSO-12-7B-SSARA,1.2078829503364676,-0.3607878311774979,-0.012588219753885705,-0.08034155029283438
CSO-12-7B-VHOMA,1.8013816576288,0.5026921789140816,-0.4261488665618118,-0.4588624041571085
CSO-12-8A-YTOME,0.32000442855437444,0.6347338005630558,-1.2640824793673862,-0.9548559408975795
CSO-13-6A-ANASA,1.3083635983228847,0.3110396846556008,-0.5517219129805755,-0.5927419802836197
CSO-13-6B-JETAVE,-0.9192049158924799,0.2369669606412636,-0.26883335303171607,-0.2829303193821232
CSO-13-6B-LFMIES,0.3674648271863514,0.10217990469559991,1.4421043953260764,0.51767789117066
CSO-13-6B-LJMAHU,-0.4407891992825468,-0.6729217515475086,0.04812242293570864,-0.04699920570577008
CSO-13-7A-CAPAMU,0.2936657935168106,-1.3704472359267557,0.8919791945738149,1.2755702418018742
CSO-13-7A-CDDITR,1.0177904592954785,0.31285208649548024,-0.1807877308862682,-0.3143242167393866
CSO-13-7A-JJATFL,-0.4104807215527804,0.9647031665651696,-1.5718524748246372,-1.6678335610587782
CSO-13-7A-KRAMA,-0.8934895126337927,0.6776908500375608,-0.7428307327309992,-1.3048647228103214
CSO-13-7A-RXCHLU,-0.08214313396170085,1.895288831172586,-1.1620378554496846,-1.354196208161697
CSO-13-7A-YAMEZA,0.7084730411356824,0.1502810109198652,-0.28287110519331654,-0.47689215637269017
CSO-13-7A-YBOSO,-1.1875133037253403,-0.7909688483786317,-0.5894188506950042,-0.7122457498800897
CSO-13-8A-KIGAGU,-0.2870179374114117,-1.1763502797865206,-0.29569304300984767,-0.024552226289283902
CSO-13-8A-MBUAN,0.925728806197314,-1.4218199469592263,1.2168349390706092,1.327355309990827
CSO-13-8A-MGAAN,1.1889235275513002,-0.6012125896219839,-1.051166654622832,-0.6896949169193832
CSO-13-8A-MGAHE,0.40017398836633195,0.43983917347356954,-0.09102664211403455,-0.34022945145781225
CSO-13-8A-MJAGA,-1.6149718739293668,-1.9827906715448937,1.8395481117094203,2.108490707812262
CSO-13-8A-VHODU,-0.07123318913494674,1.4309854335851355,-1.2879105044636232,-1.487410793742535
CSO-13-8B-FCJISA,1.135475173632632,0.7768684770257736,-0.18480879216335672,-0.14715027707427633
CSO-13-8B-JEMABE,-1.5877686173116567,-0.7283700773748792,0.15266681421659112,0.09053820022251552
CSO-13-9B-DMLLLU,-1.1176289261160801,0.06647367620703802,0.4480895026617168,0.38229834090100767
CSO-14-7A-MVEBE,-0.46169314137553163,2.9176870430140944,-2.092647521298541,-2.4527419987150454
CSO-14-7B-EALHU,-0.408819697470201,-0.3162891062911224,-0.17927363857187664,0.21150324347611046
CSO-14-7B-EVEGO,1.1521299694628002,0.19001125511448966,-0.6893197351308125,-0.4908051436395105
CSO-14-8A-AQUMA,-0.7812189472707456,1.2186577974634603,-1.0151703985745422,-1.289206884916337
CSO-14-8A-MCIDOS,-0.8045938914788249,-0.5465226657448461,0.8029730157206336,1.135761361026609
CSO-14-8A-SZARA,0.21677474493376875,-0.9991503176802377,0.8423099163689557,0.7584314776431459
CSO-14-8B-JLLORA,-0.3174104787924351,1.5368870473460234,-0.6380529868084694,-0.7948573670178064
CSO-14-9A-AEDCAGO,0.9975796024000865,-0.1852244006815851,-0.20051047572149977,-0.17065427908748776
CSO-14-9A-HASACA,0.7178978898332953,0.004934897253783466,0.11068362854742901,-0.09194969755884043
CSO-14-9A-JSMAAL,0.5119019547253992,-0.6060700786536951,-0.5968495854787927,-0.22934697342632127
CSO-14-9A-MARJA,0.5334868977895968,0.9043265579161431,-0.10937457930296902,-0.3150942569415952
CSO-14-9A-SORZU,-0.16275371269077887,-1.0414064327922745,0.2610264223410469,0.44614487589044144
CSO-14-9B-ERAGA,-1.275745507019649,-0.15696917769901503,-0.4711713497900941,-0.25929831580798535
CSO-14-9B-MFEGA,-0.693693033048495,-0.9388084773024613,0.8507479832514385,0.7828085862549261
CSO-15-10A-LJRAGU,-0.04504386722246679,0.8217318558978761,-1.0804470027357091,-0.7930225286042287
CSO-15-10A-MAARLO,-0.1766649053399257,0.25466517012642576,-0.10228853314528386,-0.3957154059683095
CSO-15-10A-SFEGA,-1.091185129596035,-0.6677977387060456,-0.3031768523951779,-0.1826084626508501
CSO-15-10B-MEBUAR,0.23181602386650826,0.7948853947194847,1.0727359030826424,0.34668094848296543
CSO-15-10B-YVBUAN,0.3432478615202812,1.1876368387380767,-0.9298681055848971,-0.9264320594594402
CSO-15-10C-ALBAHO,0.14869494846426973,-1.659410889993598,0.879691461241992,1.3550109948222644
CSO-15-10C-SSCAMO,0.5935346923619116,-1.5985449366589832,0.8197730585420462,0.9710715655471613
CSO-15-11C-JETALO,-0.39895113744868493,-2.159239167507122,2.05252093561881,2.4744044441415873
CSO-15-7B-JCRAGA,0.26624459385333576,0.41020629041857976,1.3438217897412146,0.9859293994912967
CSO-15-8A-VBMABR,-0.6931400821742381,-0.6121761872086303,0.6004039587687482,0.7867023852482151
CSO-15-8B-KEPOGO,1.377611242048214,1.3441711090300068,-0.35502555350191567,-0.7101191976562966
CSO-15-9B-ALRIHE,0.8791903165926201,0.12177421764527385,-0.26371697564453295,-0.5470886076373183
CSO-15-9B-AMSAGO,1.1847046486834938,1.4201500362040536,-0.8200023538676484,-0.8709562233626335
CSO-15-9B-JCAPA,0.3967173439158207,1.104697771311049,-0.8692192129789386,-0.6802098607051339
CSO-15-9B-KSBEJA,-1.4636363813772364,-0.8666135006324418,0.04657220604604686,0.3498966899973191
CSO-15-9B-RMCHLU,-0.4629045610156176,-0.046368315736424776,-0.29620289781875064,-0.18816551768463075
CSO-15-9B-SJAGRO,2.072197129214947,1.4598446475009894,-1.0093610021153925,-1.227430743791105
CSO-16-10A-JEGAHE,-0.2546197678562087,-0.2405911149335597,-0.06464084988531162,0.1938972882257981
CSO-16-10A-MSACO,1.1013122892826759,1.249612439101529,0.2605082550929376,-0.17691084251031886
CSO-16-10A-SARI,-0.5627549783608172,-1.7888086534451013,0.4625636583214463,0.7478808314332827
CSO-16-10A-SMOUT,0.9370084988634143,-0.5542314737670988,0.6849964295041616,0.6414068163771413
CSO-16-10A-YKMUJO,-0.8736913934026551,1.1531923619295035,-0.8947127199177201,-1.2259004337165564
CSO-16-10B-JESUGU,1.3356090146277164,1.750012575364511,-1.3319588286258806,-1.6452299836039168
CSO-16-10B-LTVIFA,2.859529244553784,1.1315506682988115,-1.9257796094782265,-1.759286627456495
CSO-16-10B-VVILI,0.9300782054485612,-0.40224982823159716,0.19339320602982848,0.3269349866200958
CSO-16-10C-ACALGU,0.34275739159623947,0.6852222235981046,-0.6926145655415538,-0.6827440539864861
CSO-16-10C-MAVAVE,1.3344927185115194,0.39256917009424686,0.45576313467964136,0.22510644252846038
CSO-16-11A-JAVABO,0.8533271485401978,0.7482359734785212,-0.758950407206071,-0.6197901538568961
CSO-16-11A-JDMUVA,1.2119081681763384,0.5427179351172551,-0.4261086692804797,-0.5744093822589698
CSO-16-11A-VZAOR,1.7900443416243708,0.36784010123970823,-0.15858241561165157,0.0494748992933054
CSO-16-11B-KRORE,0.5945566223114582,-0.13682090169609837,0.365718218250842,0.1445628980818236
CSO-16-11B-LLOZA,1.3872582531418778,0.9090837701556862,-1.3414738375404174,-1.15741812123467
CSO-16-11B-YAROMO,1.6790033869960934,-2.4599509286619803,1.3422367524632075,1.878280033045045
CSO-16-9A-JALEMO,0.729199841017416,0.6141445685859789,-0.9769011071112164,-1.10800151181408
CSO-16-9A-JPROSO,1.6643147710598944,-0.9175639362381467,1.545260323340064,1.1940011864983164
CSO-16-9A-JSMAGU,-0.4271371994830531,0.8661805045064974,-0.8213298501201411,-0.6478997306313736
CSO-16-9B-SJPAJI,0.024609511494142883,0.9625016268643662,-0.08219623100103325,-0.5423185585420908
CSO-17-10A-YVGOCA,-0.1964264809779808,0.5093248521516763,-0.6944258004765066,-0.518001807613159
CSO-17-10B-EHECO,0.6043696449851709,-0.1736252832313671,0.4279774260802887,-0.025010578248694577
CSO-17-10B-YCQUVE,0.06100941066103445,-0.5136391756451951,0.4402520646581527,0.3476771452739253
CSO-17-11A-DJAPA,0.3250489837553978,0.16936618236904055,-0.7982916632161146,-0.5883510921285043
CSO-17-11A-JDAMO,0.3616453529885376,-0.18622531932427377,-0.14807772783468717,0.21167815119301822
CSO-17-11A-NPAHE,1.006817076008366,1.3979309692207587,-1.3670882161379712,-1.3847043938183872
CSO-17-11A-RLPAIG,0.23426440851520253,-0.5270353030886314,0.37488601600518623,0.8980955554863699
CSO-17-11A-SPUVA,-1.0370529615432613,-0.1415265059002418,0.3604482362160426,0.4344873618504843
CSO-17-11B-CDBEBU,1.1520319254389078,1.0260347254515276,1.0456207551154855,-0.12807982394751438
CSO-17-11C-JDAAG,1.693557367641468,2.0240589116337526,-1.3756446967822133,-1.4633563559630525
CSO-17-11C-MAPAMA,0.3342292494983441,0.47694429715213194,-0.5406345087220825,-0.5582239750152991
CSO-17-11C-MCAAG,0.5680755436096354,0.1888691986904971,-0.12050601251311471,-0.20202664092689396
CSO-17-11C-SARJA,0.2626480535440534,0.7178705876738544,-1.203411733305333,-0.9293964586690943
CSO-18-11A-ADBAHO,1.3809226379391477,1.0073039041123961,-1.2891936998639277,-1.325184388774004
CSO-18-11B-YLLRE,0.9235110914998202,0.6262649352147001,0.3821453976551865,0.15892467279846556
CSO-18-9B-MAMOLO,0.5638748570958382,-2.4889946235365135,2.326504995668157,2.411610694467123
CSO-8-3A-AIPRBR,-0.6577792994664265,0.47147228187753576,-0.4385253344425302,-0.3836977708101874
CSO-8-3A-DAPAVA,-0.7609912331680154,-0.9122673502419105,0.9989735110565818,1.177524539866754
CSO-8-3A-KVPECO,-0.7038905394184111,1.0393516752804592,-1.5024001825812536,-1.4092162198773641
CSO-8-4A-ARAGR,0.5608095834264535,-0.0780683842201256,0.5726474091411117,0.8372314550299556
CSO-8-4A-JRAAR,-2.153197944844481,0.6666410593725258,-1.0804476131278822,-1.33101568984734
CSO-9-2A-EXMOCO,-0.9674880109326514,0.004841985107947677,0.3014303010811111,0.48186515772420824
CSO-9-4A-AGAPE,0.16428583902180427,0.98435673377583,-0.2937783674002892,-0.4111968416584437
CSO-9-4A-DKVIMO,-1.337248784922327,0.26521537220179675,-1.2056654417473998,-0.780559661725058
CSO-9-4A-DSMOMU,1.02122850137516,0.29204970403303077,-0.4950257668651782,-0.5889859965238728
CSO-9-4A-DVGATO,-0.18546146844427627,-0.785067357456275,0.9480803144213247,0.3943249895393656
CSO-9-4A-EGCAMO,-1.0700098700412644,-0.46898814103331166,-0.2261671668959534,-0.14612903865224638
CSO-9-4A-FAGIGA,0.0005398012945341632,-1.5035706962869124,-0.7433928932984658,0.08330617028883441
CSO-9-4A-GSBRCO,-1.7454885427984164,-0.9576743893131604,0.3452037338174955,0.446412850067438
CSO-9-4A-KEMOCO,-1.5988403556803903,0.3077674833289848,-0.25678789121842993,-0.37603796048010174
CSO-9-4A-LCOMO,0.8734263029110629,-0.3046741230184579,0.9603675641319362,0.4000497986367349
CSO-9-4A-MLORO,-1.06168215016357,0.40474185903052734,0.02663169896608751,-0.10997801307197667
CSO-9-4A-MPAME,-1.0071798438672654,-0.3755054508048666,1.3699189078139402,0.9597097983016082
CSO-9-4A-NSARPA,0.09007087007146457,0.06548184342729767,-1.0227026480033239,-0.8532029532441029
CSO-9-4A-SLOCA,-1.1463245489204388,0.3263463767144929,0.9679739547036076,0.44176998769498405
CSO-9-4A-YVDITR,-2.9610357350680045,-0.26392327878872457,1.2537001038769435,0.9152850890183309
