feature,selected,ranking
lcc_T6W50,True,1
z_asp_T6W50,True,1
z_density_T6W50,True,1
z_diameter_T6W50,True,1
asp_T6W50,False,2
pe_T6W50,False,2
z_l1_T6W50,False,2
l2_T6W50,False,3
re_T6W50,False,3
z_re_T6W50,False,3
l3_T6W50,False,4
z_l2_T6W50,False,4
z_lsc_T6W50,False,4
edges_T6W50,False,5
l1_T6W50,False,5
z_l3_T6W50,False,5
density_T6W50,False,6
diameter_T6W50,False,6
z_pe_T6W50,False,6
atd_T6W50,False,7
lsc_T6W50,False,7
nodes_T6W50,False,7
