target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T7W40,VALIDATION,R2,-0.014942,0.028794,-0.017772,-0.012111,1.9659,399,True
MOT,T7W40,VALIDATION,RMSE,7.700286,0.329701,7.667878,7.732695,1.9659,399,True
MOT,T7W40,VALIDATION,MAE,6.538329,0.250164,6.513739,6.562919,1.9659,399,True
MOT,T7W40,VALIDATION,rho,0.011191,0.121832,-0.000784,0.023167,1.9659,399,False
MOT,T7W40,TEST,R2,-0.01525,0.035425,-0.018733,-0.011768,1.9659,399,True
MOT,T7W40,TEST,RMSE,7.769643,0.504459,7.720056,7.819229,1.9659,399,True
MOT,T7W40,TEST,MAE,6.592627,0.395686,6.553732,6.631521,1.9659,399,True
MOT,T7W40,TEST,rho,0.023182,0.19134,0.004374,0.04199,1.9659,399,True
COG,T7W40,VALIDATION,R2,-0.026035,0.052689,-0.031215,-0.020856,1.9659,399,True
COG,T7W40,VALIDATION,RMSE,2.234553,0.173235,2.217524,2.251581,1.9659,399,True
COG,T7W40,VALIDATION,MAE,1.738403,0.120608,1.726548,1.750258,1.9659,399,True
COG,T7W40,VALIDATION,rho,0.030719,0.1302,0.017921,0.043517,1.9659,399,True
COG,T7W40,TEST,R2,-0.032525,0.084587,-0.04084,-0.024211,1.9659,399,True
COG,T7W40,TEST,RMSE,2.191981,0.267125,2.165723,2.218238,1.9659,399,True
COG,T7W40,TEST,MAE,1.693936,0.18367,1.675882,1.71199,1.9659,399,True
COG,T7W40,TEST,rho,0.048489,0.191223,0.029693,0.067286,1.9659,399,True
MOT_V4,T7W40,VALIDATION,R2,-0.00863,0.034723,-0.012043,-0.005217,1.9659,399,True
MOT_V4,T7W40,VALIDATION,RMSE,3.499453,0.196884,3.4801,3.518806,1.9659,399,True
MOT_V4,T7W40,VALIDATION,MAE,2.91134,0.133159,2.898251,2.924429,1.9659,399,True
MOT_V4,T7W40,VALIDATION,rho,0.082215,0.127815,0.069651,0.094779,1.9659,399,True
MOT_V4,T7W40,TEST,R2,-0.01077,0.048467,-0.015534,-0.006006,1.9659,399,True
MOT_V4,T7W40,TEST,RMSE,3.516539,0.294836,3.487558,3.545521,1.9659,399,True
MOT_V4,T7W40,TEST,MAE,2.92632,0.198608,2.906798,2.945843,1.9659,399,True
MOT_V4,T7W40,TEST,rho,0.085691,0.196899,0.066336,0.105045,1.9659,399,True
COG_V1,T7W40,VALIDATION,R2,-0.01702,0.025732,-0.019549,-0.01449,1.9659,399,True
COG_V1,T7W40,VALIDATION,RMSE,1.355538,0.074783,1.348187,1.362889,1.9659,399,True
COG_V1,T7W40,VALIDATION,MAE,1.051371,0.052656,1.046195,1.056547,1.9659,399,True
COG_V1,T7W40,VALIDATION,rho,-0.117248,0.111992,-0.128256,-0.10624,1.9659,399,True
COG_V1,T7W40,TEST,R2,-0.01936,0.03274,-0.022578,-0.016141,1.9659,399,True
COG_V1,T7W40,TEST,RMSE,1.345253,0.117289,1.333724,1.356782,1.9659,399,True
COG_V1,T7W40,TEST,MAE,1.030957,0.085103,1.022591,1.039322,1.9659,399,True
COG_V1,T7W40,TEST,rho,-0.108585,0.185796,-0.126849,-0.090322,1.9659,399,True
