subject,z_re_T2W20,z_pe_T2W20,z_l1_T2W20,z_l2_T2W20,z_density_T2W20,z_diameter_T2W20
CDMS-16-10A-SGALO,0.0125958429009968,-0.4225901254300839,-0.4319291574240285,-0.424448785400868,0.6469632666511602,-0.4313170056222989
CDMS-16-11B-NGABE,0.5061554299292699,0.5785110504964501,-0.1706400125688887,0.5992071693809493,-0.4341079967045748,0.2489340486811934
CDMS-17-10A-ASSAMO,1.6794286139016892,-0.5569976820369827,-0.5612167830885959,-0.5611423383244042,0.3276367237611377,0.2072009294916331
CDMS-18-7C-VVECA,2.522230386586968,-0.3879990459470385,-0.3122312979023145,-0.3994405732646659,-0.2913352926145409,0.5375728402216429
CDMS-8-4A-DJAVDA,1.4857263613301537,-1.0437130075367185,0.5856144505196013,-1.0708848284382506,-0.3053530132403517,-0.0471797394461749
CDMS-8-4A-DOSTR,1.8471081507109897,-0.3288923444126782,0.8469913310100173,-0.3164859353319347,-1.0666475952679697,0.7475247839669154
CDMS-8-4A-LGOPA,1.0469043325652645,0.0166105641309134,-0.3669466404965869,0.0365139965755967,-0.1703425719684123,0.0573122530779012
CDMS-8-4C-JDBUTU,2.008894970815509,0.0084388398289771,1.695023816053174,-0.4722737974684832,-1.6380411004517803,1.4699590636011863
CDMS-9-4A-ACDUTR,0.9786156485843056,0.0892391759523766,0.5818764098831454,0.166550523172135,-0.8890804303464183,0.8679124313977835
CDMS-9-4A-CARGA,1.80624652115536,-0.1287446640473305,-0.5521062408969242,-0.1146217337823806,-0.1770374023380781,-0.0023104947141223
CDMS-9-4A-CRAAG,3.3059913070771563,1.0798422723590144,0.5403494079770208,-0.1724510599005352,-0.9990108707178526,1.0602384214633702
CDMS-9-4A-EROHI,2.74664689565015,-0.2193417047296045,0.9119380001237724,-0.2063428904329615,-1.3170627988769317,0.862581888927842
CDMS-9-4A-ILOSE,1.3471524319341652,-0.3761722315657439,-0.5759613141718593,-0.37985529287279,0.2467715911897729,-0.1787097473950649
CDMS-9-4A-TGAFR,-0.2012914139782107,-0.2834038039509491,0.2395083800900234,-0.2576302993228477,0.0862170248090472,-0.1408912821317507
CDMS-9-4C-SCAMO,1.5674820332996446,-0.2045167225211978,-0.3673744474430822,-0.2023857432699119,-0.0799444768344357,0.1322742678284652
CDMS-9-5A-ABERO,1.6797204915497927,0.4757302086076904,1.284992071747154,0.3347528957222161,-1.7240375317721568,1.6959519731380193
CDMS-9-5A-VVAAR,0.0313539084221708,-0.3732901479018201,0.1896430652594919,-0.4336525932613473,0.1647320643623359,0.3414825854832525
CDMS-9-5C-JDMADE,2.625264032346315,0.2740477835704711,0.748500347439875,-0.1147110686717851,-1.0572782036712678,0.6683310206863923
CDMS-9-5C-LVIZAC,2.510336458884119,0.283243797716373,0.8282481878014607,-0.0625428102611429,-1.6706414446070104,1.5486669771617
CDMS-9-5C-MLOGO,1.8785060290409803,-0.3379275626241226,0.1708592434174498,-0.4648143962102429,-0.5096938416747948,0.6367571700097481
CDMS-9-5C-SCAAG,3.600078045847134,3.802236017823119,-1.5937559042401257,0.8780638281546459,-1.5827016310902204,1.5738250107863907
CDMS-XX-10A-VGILO,0.8570271309305778,-0.2093913478898263,0.0334295762527755,-0.2033508849520653,-0.0784536103535194,-0.1378611798184979
CDMS-XX-5C-MPCAQU,1.0749062817207835,0.1650758557610452,-0.1377605272689833,0.1822081688768177,-0.440053132666493,0.2463615649675872
CDMS-XX-6B-SPUCA,1.8886873730962663,0.3490544694875092,-0.5912472814856581,0.1196458292480694,-0.3375255595244557,0.1221448619535904
CSO-10-4A-KCOMO,0.8357917127040642,-0.2017547776021993,-0.2135248807001279,-0.202847971383547,0.0200639470923282,-0.0911771160738199
CSO-10-4A-LRAVI,0.0166325225440887,0.4980499466118616,-0.5359779722513088,0.5147082272698347,-0.0670191689891323,0.056968064529395
CSO-10-4A-LSCAVA,0.9461162276616638,0.1907975455669583,-0.3993839369339457,0.1929472417442323,-0.1321003155979905,0.3141840112790539
CSO-10-5A-ACAVA,0.1453919282561514,0.0709921318555474,0.1299066373232899,0.0743075426954011,-0.120351931556758,0.3848877410811547
CSO-10-5A-ARACA,2.196974801239836,-0.0706465149613826,-0.1895400495290117,-0.2924161095344181,-0.6553612075698385,0.632923142348589
CSO-10-5A-DABRZA,2.178226329753759,0.7243202768434259,0.662098315939687,0.3255774249727151,-1.526908873041796,1.2587017995684433
CSO-10-5A-GZAMA,2.6241388856358507,-0.6761670659666424,-0.4116587509693682,-0.682110500114919,-0.0308734411469661,0.0908340428960104
CSO-10-5A-IPECA,0.4631879236560674,-0.265674107329026,0.0856433733221055,-0.2630969151863885,0.0018200980307164,-0.0513354099461451
CSO-10-5A-JANORO,2.453316187497654,-0.1694553952693315,-0.5752511362561676,-0.1697266156420724,-0.2304204182282333,0.2802108635435275
CSO-10-5A-JBUVE,0.9881627040909556,0.7833299444813929,0.9943981437362646,0.5660826891295517,-1.4672326951917165,1.064798566219887
CSO-10-5A-JJSEMO,1.1374459473684673,0.4094101283854455,0.2187784929744158,0.2970643479758248,-0.9594783920906004,0.445649652322703
CSO-10-5A-JLCARI,1.8568366580721027,1.35481555768054,0.0372971407015416,0.9405931921489548,-1.316032073683667,0.9088053922439742
CSO-10-5A-MAARAN,1.2728413724573742,-0.3413886329857425,-0.6529641740067258,-0.3412582946495925,0.3557580136630257,-0.3312531539121597
CSO-10-5A-RVMOIB,1.476223048365689,0.3182220894048409,-0.3068743918752803,0.1691589926190221,-0.3261566801866119,0.2569475161822337
CSO-10-5A-SVHEES,0.9647804194351912,0.1177402992032148,0.8160191713065031,0.0637339498597741,-0.8701730497177814,0.7079027598234421
CSO-11-5A-MDVOSPE,2.15256823089271,0.1456617962748417,-0.4471436350630652,-0.0941089400162258,-0.2833182222566469,0.3409061879252259
CSO-11-5A-MTAGA,0.129716938946449,-0.594416485259896,0.1739327147520337,-0.597657665886391,0.2811135103725198,-0.0801141711557963
CSO-11-6A-CAPAMU,1.4421499196635847,0.2701557840124892,-0.3602201588614628,0.1537326612718232,-0.3423783481106993,0.5521023972557066
CSO-11-6A-DSCACH,1.0349390305030597,-0.2238538133707448,-0.2495051922996605,-0.2142236601201022,-0.0061199155865132,0.1618603735390655
CSO-11-6A-EROMO,1.424066572272572,0.0962355923839477,-0.2836759962276095,0.1053445534751845,-0.3358850908978928,-0.1498274584639141
CSO-11-6A-FSOVRE,1.3744162344491613,0.7538133727907367,-0.3264771104887955,0.3493406637439024,-0.6257032776230748,0.6882846187845151
CSO-11-6B-ANREVA,0.548474277294459,-0.1513859833287476,-0.0322507913016221,-0.1372560071912354,-0.0556479944385019,-0.4822548140807257
CSO-11-6B-DISEMO,1.259348224284128,-0.4313628366268885,0.0782097721359731,-0.4317191310439827,-0.4371835109267881,0.5058706494003194
CSO-11-6B-LHFDLACH,2.89696922565777,0.7889511135146249,-0.2863456117992233,0.4311609859806835,-1.0734162359049813,1.2312444047247266
CSO-11-6B-RJGIHE,-0.2122969650630829,-0.6927802223149653,1.5235994852704386,-0.7000658054720059,-0.5579588499777003,0.3389246384464761
CSO-11-6B-SFLVA,1.9567490215377437,0.9550417313191149,-0.531865906041243,0.5304020725281189,-0.6015315563185047,0.8057998817112612
CSO-11-6B-VCOMA,2.8224873095209166,0.1915355628900024,-0.2149672623311653,-0.1508538755416334,-0.5332648716757609,0.5083882109593068
CSO-12-6A-DGISE,-0.2049233008053643,0.5142465280055637,0.5507081145184085,0.5629610700616676,-0.7807460323764371,0.0304449130618075
CSO-12-6A-FJOVRE,1.9221691680189128,0.2028569747490218,1.099441942368362,-0.0515106460004,-1.5596873929734714,1.4497042286905153
CSO-12-6B-GQULO,0.4058626820777448,0.0658170082817465,0.2845416024390395,0.0839866324862429,-0.4446717399844564,0.327263289716171
CSO-12-6B-LJHEFE,0.921792531905166,0.2388851980205223,0.4004099201273265,-0.0639883189990791,-0.7362972957734204,0.9485666860382944
CSO-12-6B-VPAMA,-0.1101001798942099,-0.477624106272153,2.134734838490104,-0.4814735449634181,-1.1756329809727704,0.4935583450269394
CSO-12-7A-DALRE,4.020714335996884,-0.9122762634982984,-1.050426391306598,-0.9261825530180368,-0.4693888013029612,0.1572437182198076
CSO-12-7A-ESALA,0.4760228949029533,-0.3731606258052593,-0.0589733460355603,-0.3728650695206182,0.1665633127084188,-0.2185976143192027
CSO-12-7A-IMERO,1.4329133076762686,-0.1235338185920494,0.1408197390212085,-0.1210537356793223,-0.51880219105303,0.7818041805686332
CSO-12-7A-JHEZA,2.0356850393358035,0.1632482930320021,-0.3622936453745239,0.081170145910147,-0.5966541361602263,0.7606912610894735
CSO-12-7A-LSARAR,0.9636834091802782,-0.5429642112292934,0.8761941849705999,-0.5473339520321241,-0.5213837716777497,0.2057899549957529
CSO-12-7A-SCAHO,1.7100699843745977,-0.2029232450008706,-0.2875751856509521,-0.229832064277623,-0.1987416029036737,0.3561981579929342
CSO-12-7B-DVAGRO,0.6867228717130093,0.4755670975194558,0.8848329184298949,-0.0786706639737585,-0.8802496725415958,0.7570859053140778
CSO-12-7B-SMUGU,2.1084981361517543,-0.3194280446999891,-0.2764328343309072,-0.5307734204724122,-0.104640226066533,0.1476368163457232
CSO-12-7B-SSARA,1.5886748226129082,0.5682170824566167,-0.3773762165680739,0.2089491249465961,-0.4024119258442163,0.2890983808851244
CSO-12-7B-VHOMA,0.6075697761070338,0.3926636194972279,-0.3561396022239659,0.4168436308690111,-0.1505084231982296,0.3226690012912229
CSO-12-8A-YTOME,0.3876329666122504,1.000758529919331,-0.376374653616859,0.8806521810226645,-0.6389539385691588,0.403890266687965
CSO-13-6A-ANASA,0.4212565146558017,-0.1468675174658193,-0.3372619454305999,-0.3119480298869783,0.3845956391354004,-0.0489207113466027
CSO-13-6B-JETAVE,2.0837969967094034,0.5674861885498131,-0.4049315251564286,0.2586954669884634,-0.6809071870554773,0.4322105030496633
CSO-13-6B-LFMIES,-0.0953813080210426,0.2794202457467087,-0.4642542891989195,0.2944730140069481,0.1555651736929564,-0.4536988603949153
CSO-13-6B-LJMAHU,0.4961089348599324,0.5910366462465942,-0.0185191280832873,0.6001822724106036,-0.5365256054010454,0.3464361546795404
CSO-13-7A-CAPAMU,1.1445112261516828,0.3790190931135322,-0.4062705380498229,0.2206478586542022,-0.2041526424530754,0.4043775969573764
CSO-13-7A-CDDITR,0.38496217717818,0.0472864476793019,-0.7072272805865231,0.0685933615653941,0.3757861895318413,-0.5196170814121566
CSO-13-7A-JJATFL,2.488501463963768,-0.2360418906610847,-0.5499542802889724,-0.3404867243011018,-0.1493361933728178,-0.0155965540258693
CSO-13-7A-KRAMA,0.5819304307662942,0.7328287808555832,-0.10427777044019,0.7843773448988985,-0.8420251237281942,0.3986791724027216
CSO-13-7A-RXCHLU,2.459416147791522,0.3047432141012117,-0.7801421695059173,0.1404124080796174,-0.5192773851887746,0.3093427400795724
CSO-13-7A-YAMEZA,1.824552329772694,-0.0334953027083271,-0.3588531233091112,-0.0228931317949443,-0.253607544464709,0.3371517506263634
CSO-13-8A-KIGAGU,2.0637198080235666,0.4262803304727837,1.235023220584256,0.1573175314018378,-1.3591139479932073,1.3627450697980603
CSO-13-8A-MBUAN,-0.0856392924725081,-0.4530394790780992,-0.4956170959489237,-0.4530394790780992,0.7636397434980721,0.6207144215377988
CSO-13-8A-MGAAN,1.280212086668833,-0.2444793669093423,0.1784090232304569,-0.2412290224550205,-0.3851191615311664,0.1302061838430318
CSO-13-8A-MGAHE,0.7753550417650708,0.3210734130310116,-0.6103522657988417,0.1480769952456176,0.0004019463495034,-0.3447146902684132
CSO-13-8A-MJAGA,1.0174771190095349,0.3404434113632162,0.2222518235859195,0.0144432814286702,-0.5388798995297948,0.5276646821005296
CSO-13-8A-VHODU,3.27077227632538,-0.0137655147674683,-0.4438685908821925,-0.1813347290563496,-0.701373966928003,0.1867427267177099
CSO-13-8B-FCJISA,0.9075764542284313,0.018188001803275,-0.4657625752066143,0.0219507097102321,-0.1434291047186804,-0.3764572724037532
CSO-13-8B-JEMABE,2.200094661403086,0.3355159398360212,-0.7450327016422847,0.0856870438162184,-0.2464017232012493,0.3999305227483591
CSO-13-9B-DMLLLU,0.1291788426360425,-0.2608665394921283,1.5730945412063255,-0.2329108105109206,-1.1548591516261362,0.9008198459831546
CSO-14-7A-MVEBE,-0.2283848607759437,-0.7098640380623231,-0.6309939719060746,-0.7198475063768562,1.0508556601911043,-0.8602285448298167
CSO-14-7B-EVEGO,1.474584357993845,-0.0025332103181397,-0.2715858183999329,-0.0285369309394164,-0.2042402503894061,0.303138870794313
CSO-14-8A-AQUMA,0.915966057752828,-0.4876467357922763,-0.4397431230580697,-0.4825709855184485,0.3397855869355985,0.0448912577830644
CSO-14-8A-MCIDOS,-0.3387172615899538,1.949904895427148,0.8083956715157848,2.116786273300585,-2.1600527413177946,0.6557610422558683
CSO-14-8A-SZARA,1.2502074538670729,0.6902624486650181,-0.7513886748542326,0.7459581369226245,-0.5053790704320993,0.6428580375001794
CSO-14-8B-JLLORA,1.228220815537184,-0.7883224628071721,0.5454664593866295,-0.7998581897802652,-0.2795611943476803,0.4616442120102113
CSO-14-9A-AEDCAGO,0.8138451396713042,-0.1277941030834649,-0.3555611100233186,-0.1809909288332941,0.0753646551983763,0.1254019477737203
CSO-14-9A-HASACA,0.8212106745795476,-0.4693159303502616,-0.2233529536212067,-0.4678587709895948,0.2538559080723249,-0.2436896851221535
CSO-14-9A-JSMAAL,0.1543121055472975,-0.1789250616391336,-0.1475165228491581,-0.1771468203350321,0.2206304921459308,-0.0034163239630761
CSO-14-9A-MARJA,2.0773736690374744,-0.5404558057605834,0.0705510122736544,-0.5438316060426466,-0.1893812621962557,0.0991055243602007
CSO-14-9A-SORZU,1.521415082190816,-0.4953981583440235,-0.0726167269677902,-0.7003065344918461,-0.0972378315645409,0.2409428730791816
CSO-14-9B-ERAGA,1.708590951223172,-0.5925743033661168,0.4671424844375849,-0.5914573594871266,-0.3740361325544992,0.4908933276769345
CSO-14-9B-MFEGA,0.9071608368093066,0.6903195432917704,0.1009966051212333,0.2944119112661629,-0.554313408120445,0.2561895799079461
CSO-15-10A-LJRAGU,0.0002946851398363,0.5753924095823776,-0.2406508087388058,0.4903535281511396,-0.2243787766628416,0.0771148728416935
CSO-15-10A-MAARLO,0.701587621697249,0.2334023540131449,0.9344431589479324,0.2302664046041298,-0.906775870591902,0.5468713778185934
CSO-15-10A-SFEGA,0.5180985982724856,-0.4230674792343213,1.2381570894687155,-0.4248561309340569,-0.8325515472021003,0.9022564941318114
CSO-15-10B-MEBUAR,2.519456871479767,-0.2810150753781374,-0.5869513831345611,-0.2708623167965346,-0.4239311298573152,0.6234064422041672
CSO-15-10B-YVBUAN,0.2092414439531288,-0.2586700023856921,0.3070058153825413,-0.2519588575039653,-0.167306504253663,0.0526963457303686
CSO-15-10C-ALBAHO,0.0,-0.0849168327611167,-0.0974045936119267,-0.0849168327611167,0.1377086252229945,-0.4429129499396526
CSO-15-10C-SSCAMO,1.815385673108869,-0.6743580837040957,-0.0447818302597584,-0.68787717939377,-0.1925174564761031,0.7798208429717657
CSO-15-11C-JETALO,1.644538160957165,0.1078046008406539,-0.3325733804834969,-0.2290264473467516,-0.1982083590116545,0.7912542082376656
CSO-15-7B-JCRAGA,-0.1996686798795929,-0.618386392561663,0.0032088027509651,-0.6219648132743961,0.5399766404732366,-0.7307500989388173
CSO-15-8A-VBMABR,1.669358245316931,-0.1958333352048747,-0.0900584627084675,-0.4283204065635667,-0.144521938762701,-0.2328069429404376
CSO-15-8B-KEPOGO,0.5869082956609412,-0.0375092915782109,-0.388568052545918,-0.0911911020237296,0.1923064937390911,0.0547080605162005
CSO-15-9B-ALRIHE,1.4782500746245817,-0.3214366852709689,-0.0758143481833815,-0.3205667509280989,-0.0744311786228434,-0.1694357240547524
CSO-15-9B-AMSAGO,3.3821654730047586,-0.03601276047716,-0.5207442167474838,-0.0203115694611665,-0.4984615479908832,0.6533563217357174
CSO-15-9B-JCAPA,1.098283037122705,0.0056723919303752,-0.1654261830878198,0.0214242673369413,-0.3465525091947414,0.2781361868655616
CSO-15-9B-KSBEJA,1.9212495071335287,-0.5714760067847913,-0.2916811050729518,-0.5776630865224541,-0.0576729274182012,-0.0651701642485868
CSO-15-9B-RMCHLU,1.6264839415202512,0.2735607487862783,-0.6076489929507668,-0.0170798843443982,0.0226595701537765,-0.1640800832633932
CSO-16-10A-JEGAHE,2.6193970581525483,-1.30159439813072,-0.5414717704767852,-1.3746907576084018,0.0610005726917772,0.3738613290820525
CSO-16-10A-MSACO,4.001955065787265,-0.648285486370665,-0.6442212937816579,-0.6496608370260198,-0.2739963383268382,0.8446170453150369
CSO-16-10A-SMOUT,-0.17076721831059,-0.6041157430568325,-0.6192501859936936,-0.6098294477450548,0.9879768802498992,0.3996164940108797
CSO-16-10A-YKMUJO,-0.2547605857653867,0.8365980690704972,-0.682602038425681,0.8789471318536264,-0.0624352853322806,-0.1194173247009553
CSO-16-10B-JESUGU,1.1880067473420102,-0.6493929985070502,0.1231563049104094,-0.6570249228369865,0.0812894183665305,0.2365918391507978
CSO-16-10B-LTVIFA,0.0814816860314156,0.0933269322650817,-0.5456689963657189,0.1181219083618439,0.2365485600154639,0.1724968224393526
CSO-16-10B-VVILI,0.260428166380082,0.0881934838432797,0.0815231869419582,0.0975291544380206,-0.2211719351242807,-0.0408387178490419
CSO-16-10C-ACALGU,1.2157506373266198,-0.0766943462477646,-0.5485419131028774,-0.1427649642219313,0.0350899225983447,0.0476356330444892
CSO-16-10C-MAVAVE,0.6346784082420459,-0.1899653320082421,-0.5573656829480699,-0.1817622609245511,0.3480697205616719,-0.3315733492495257
