feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_l2_T6W50,0.2481384708207571,0.30381488025566905,1.0,400,1.0
z_l3_T6W50,-0.21227889151623025,0.13854952613681998,1.0,400,1.0
z_lsc_T6W50,-0.2050022341122614,0.19683967722845447,1.0,400,1.0
z_density_T6W50,0.18091804463232122,0.240940385280936,1.0,400,1.0
z_pe_T6W50,-0.16176756394026526,0.22253369788648839,1.0,400,1.0
z_asp_T6W50,-0.07541213906800764,0.15953265831205146,1.0,400,1.0
z_l1_T6W50,0.0726294078994025,0.12663197375689328,1.0,400,1.0
z_re_T6W50,0.049008431167415184,0.1716054746757124,1.0,400,1.0
z_diameter_T6W50,0.044382818467380625,0.09566177555294549,1.0,400,1.0
z_atd_T6W50,0.020263482914957408,0.06241819493671077,1.0,400,1.0
z_lcc_T6W50,-3.223452736742997e-17,9.287004161175374e-16,0.0,400,1.0
z_edges_T6W50,0.0,0.0,0.0,400,1.0
z_nodes_T6W50,0.0,0.0,0.0,400,1.0
