subject,z_pe_T6W30,z_l1_T6W30,z_l2_T6W30,z_l3_T6W30,z_lsc_T6W30,z_density_T6W30,z_diameter_T6W30,z_asp_T6W30
CDMS-10-4A-JURAN,0.2721588245245593,-0.6207269239913721,0.1234378964252123,0.3593629229125848,0.121910772505247,-0.1207103922762504,-0.1722424378995547,-0.0810245535655661
CDMS-10-5A-HEPIHO,0.0045095778223531,-0.7374590919412687,-0.1341380488645992,0.1891009375695204,0.1845462739093122,0.1123706868593087,-0.2100098736168354,-0.195359106859464
CDMS-10-5A-KSRAGU,-0.0293218805217411,-0.1661996230335149,-0.3542107932971876,-0.6560818876959176,0.1098205442775728,-0.5007981872115297,0.0709786985021434,0.2603711176510582
CDMS-10-5A-SROPU,0.4530617208820606,-0.3828205305780334,0.0427176687681231,-0.602462241429704,-0.2382005900959584,-1.1110050577538444,0.7541580826484147,0.9941286474405728
CDMS-10-5A-SZURO,-0.4319653059466811,-0.5259503307970721,-0.5349033701781309,-0.3578032579422293,-0.0234994988819772,-0.311387152618772,0.1578950894797511,0.1809485853659124
CDMS-10-5B-SRAJA,-0.68674895398691,-0.759347254673385,-0.6920344084481728,0.0070560966362137,0.0795802186813657,0.1463355206242201,-0.0638711377536982,-0.1138269659131767
CDMS-10-5C-DAAUSA,0.3507291524765153,-0.7635584890491423,0.0489469175144672,0.7113398176676654,-0.2089100718251879,-0.5373669846509792,0.3611006976087206,0.4935487954116532
CDMS-10-5C-ICAPA,0.0562448017999578,-0.3952251953347981,-0.4037902502521436,-0.0554322199473768,-0.0790115393692782,-0.4703599491600544,0.1417322593599051,0.1428922130098162
CDMS-10-5C-JFALGI,-0.4398165436303111,-0.9994056824457478,-0.6026808443495503,0.1190684025722004,0.1303581610617791,0.4100697685236554,-0.0674145442438835,-0.2066106662302585
CDMS-10-5C-MAORTO,0.1189187722240576,-0.3402946213192677,-0.2843632788792223,0.1813091846149189,-0.4000659344049718,-1.0767061261030657,0.7354560888688431,0.8385475562858618
CDMS-10-5C-NBEMO,-0.2146869167224204,0.2436177508944487,-0.3260342703083841,0.5081207795423898,-0.5101703413076394,-1.2628931054585804,0.6902077936481266,1.129621847744476
CDMS-10-6B-ASCACO,-0.7292520305741625,-0.934824208630118,-0.7309679974073466,0.2979917358321976,0.2870139724236441,0.3087533371128822,-0.4035298913208521,-0.4429895067001541
CDMS-10-6B-JJMOBE,-0.0510618609341344,-0.7908901415977682,-0.0261679731250646,0.2398559341229817,0.1854168428816809,-0.1873610500603632,-0.1862174080785213,-0.1142426770066484
CDMS-11-4A-GACHSA,-0.1718199433277153,-0.4587529660562847,-0.3582158596076465,0.5589832849524919,-0.4217052224772394,-0.9528210291077538,0.7318344334524153,1.1304817470664632
CDMS-11-5A-EAARCA,-0.6214456806081406,-0.7145966428022812,-0.638874100917415,0.3284806724068336,0.0364847967301844,-0.214524479828683,0.2861737911861725,0.4060309447650317
CDMS-11-5A-MGTHAR,0.0461595810417594,-0.5822033695380217,-0.4188328321177924,-0.0823881123738079,-0.5039793060343002,-1.016033829981811,0.7303978269200753,0.9742428523168754
CDMS-11-6A-DFVEBE,-0.5301336836112738,0.6205354761448739,-0.5364482252754159,-0.4959120829387505,-0.0029973319233942,-0.3506814768639727,0.2382758558106511,0.2626208933335476
CDMS-11-6A-NMREPR,-0.596895476054599,-0.7660103320166033,-0.6005356106134988,-0.3445846519767197,0.1097960378087033,-0.2191446267214798,0.0476502218725209,0.0817249830578214
CDMS-11-6B-ARAHE,-0.7277519450978327,0.1582460343166435,-0.7310339800843657,-0.2106716760520899,-0.0681844566227556,-0.6346802472877974,0.2495636650008434,0.4431357358556669
CDMS-11-6B-AVROTO,-0.506736866587829,-0.7069849146778955,-0.5139350429556313,0.2085965969073311,-0.1067674160048738,-0.0329764942970957,0.2150578690301131,0.2474336612085144
CDMS-11-6B-EAFESA,0.0886633299834062,-0.2912519374883303,-0.0732423075349946,0.2573353185595165,0.0102459337622217,-0.950769064794142,0.3459797750082579,0.5590523015792758
