number,value,datetime_start,datetime_complete,duration,params_et_max_depth,params_et_max_features,params_et_min_samples_leaf,params_et_min_samples_split,params_et_n_estimators,params_regressor,params_rfe_n_features,params_use_scaler,user_attrs_d2mae_ci_lower_val,user_attrs_d2mae_ci_upper_val,user_attrs_d2mae_df_val,user_attrs_d2mae_mean_val,user_attrs_d2mae_samperror_val,user_attrs_d2mae_std_val,user_attrs_d2mae_t_critical_val,user_attrs_mae_ci_lower_val,user_attrs_mae_ci_upper_val,user_attrs_mae_df_val,user_attrs_mae_mean_val,user_attrs_mae_samperror_val,user_attrs_mae_std_val,user_attrs_mae_t_critical_val,user_attrs_mape_ci_lower_val,user_attrs_mape_ci_upper_val,user_attrs_mape_df_val,user_attrs_mape_mean_val,user_attrs_mape_samperror_val,user_attrs_mape_std_val,user_attrs_mape_t_critical_val,user_attrs_max_error_ci_lower_val,user_attrs_max_error_ci_upper_val,user_attrs_max_error_df_val,user_attrs_max_error_mean_val,user_attrs_max_error_samperror_val,user_attrs_max_error_std_val,user_attrs_max_error_t_critical_val,user_attrs_median_ae_ci_lower_val,user_attrs_median_ae_ci_upper_val,user_attrs_median_ae_df_val,user_attrs_median_ae_mean_val,user_attrs_median_ae_samperror_val,user_attrs_median_ae_std_val,user_attrs_median_ae_t_critical_val,user_attrs_n_splits_val,user_attrs_r2_below_zero_val,user_attrs_r2_ci_lower_val,user_attrs_r2_ci_upper_val,user_attrs_r2_df_val,user_attrs_r2_mean_val,user_attrs_r2_samperror_val,user_attrs_r2_std_val,user_attrs_r2_t_critical_val,user_attrs_regressor_final,user_attrs_rfe_estimator,user_attrs_rfe_n_features,user_attrs_rfe_selected_features,user_attrs_rho_ci_lower_val,user_attrs_rho_ci_upper_val,user_attrs_rho_df_val,user_attrs_rho_mean_val,user_attrs_rho_samperror_val,user_attrs_rho_std_val,user_attrs_rho_t_critical_val,user_attrs_rmse_ci_lower_val,user_attrs_rmse_ci_upper_val,user_attrs_rmse_df_val,user_attrs_rmse_mean_val,user_attrs_rmse_samperror_val,user_attrs_rmse_std_val,user_attrs_rmse_t_critical_val,user_attrs_termination_reason,user_attrs_trial_time_seconds,user_attrs_use_scaler_final,state
0,3.0225927372082895,2026-06-13 19:45:30.376047,2026-06-13 19:46:12.904824,0 days 00:00:42.528777,13,log2,1,3,380,ExtraTreesRegressor,10,False,-0.0767518270100842,-0.06706457951051062,298.0,-0.07190820326029741,0.004843623749786796,0.042558910173781855,1.9679565064968196,3.0036861953124565,3.0414992791041224,298.0,3.0225927372082895,0.01890654189583301,0.16612393113255725,1.9679565064968196,943241177173180.9,1075203953332984.6,298.0,1009222565253082.8,65981388079901.85,579751052826427.5,1.9679565064968196,8.761371479886948,9.026084990122735,298.0,8.893728235004842,0.13235675511789277,1.1629638351252176,1.9679565064968196,2.7121310215133443,2.7729881070020896,298.0,2.742559564257717,0.030428542744372476,0.26736296712432145,1.9679565064968196,299.0,0.9933110367892977,-0.14894388508704237,-0.13149207999008117,298.0,-0.14021798253856177,0.008725902548480598,0.07667088154035633,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",10,"['nodes_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",-0.06509680291493081,-0.03961411129664295,298.0,-0.05235545710578688,0.012741345809143934,0.11195291372669426,1.9679565064968196,3.658769179129588,3.7069890870888837,298.0,3.682879133109236,0.024109953979648057,0.21184415196556544,1.9679565064968196,completed,42.51756691932678,False,COMPLETE
1,2.8831051067659645,2026-06-13 19:46:12.925220,2026-06-13 19:46:52.662665,0 days 00:00:39.737445,6,log2,1,4,425,ExtraTreesRegressor,5,False,-0.026076208905156974,-0.01874185203479003,298.0,-0.0224090304699735,0.003667178435183474,0.032221973810635726,1.9679565064968196,2.866667638378403,2.899542575153526,298.0,2.8831051067659645,0.016437468387561577,0.14442920770247789,1.9679565064968196,915524574134900.2,1043251956515892.8,298.0,979388265325396.5,63863691190496.24,561143729808103.06,1.9679565064968196,8.49853332408575,8.762765671099528,298.0,8.630649497592639,0.13211617350688962,1.160849944430756,1.9679565064968196,2.547249413899765,2.5960566875800852,298.0,2.571653050739925,0.024403636840160163,0.21442462128477385,1.9679565064968196,299.0,0.7491638795986622,-0.052416190406482835,-0.03871204120088226,298.0,-0.045564115803682546,0.0068520746028002885,0.06020633364378595,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",5,"['nodes_T6W30', 'l3_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.025734478600103586,0.052528740308067534,298.0,0.03913160945408556,0.013397130853981972,0.11771502454667694,1.9679565064968196,3.5047477219387297,3.5504353880408543,298.0,3.527591554989792,0.022843833051062207,0.20071927322757463,1.9679565064968196,completed,39.72981405258179,False,COMPLETE
2,2.849717016450235,2026-06-13 19:46:52.681815,2026-06-13 19:47:10.987899,0 days 00:00:18.306084,8,,4,7,181,ExtraTreesRegressor,2,True,-0.013958150099770208,-0.007219467378159139,298.0,-0.010588808738964674,0.0033693413608055353,0.029605003139569333,1.9679565064968196,2.8340280235624533,2.8654060093380167,298.0,2.849717016450235,0.015688992887781517,0.13785266435230167,1.9679565064968196,930868989726627.0,1062511828961091.2,298.0,996690409343859.1,65821419617232.14,578345476385091.0,1.9679565064968196,8.384748821600178,8.656819234635778,298.0,8.520784028117978,0.13603520651780013,1.1952848597948504,1.9679565064968196,2.5432494932137426,2.5904308421060036,298.0,2.566840167659873,0.023590674446130583,0.2072814583783465,1.9679565064968196,299.0,0.6655518394648829,-0.034072395088667294,-0.021714107742470654,298.0,-0.027893251415568972,0.006179143673098319,0.0542935690547515,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",2,"['atd_T6W30', 'density_T6W30']",0.054793951919920675,0.08156378730196931,298.0,0.06817886961094499,0.013384917691024317,0.11760771255629465,1.9679565064968196,3.4756002833825606,3.520247631757542,298.0,3.4979239575700514,0.02232367418749075,0.1961488533323859,1.9679565064968196,completed,18.298876762390137,True,COMPLETE
3,2.9231338736997063,2026-06-13 19:47:11.007340,2026-06-13 19:47:21.645040,0 days 00:00:10.637700,20,,5,12,79,ExtraTreesRegressor,7,True,-0.04083932849049949,-0.03244987268107306,298.0,-0.03664460058578627,0.004194727904713216,0.036857331890819155,1.9679565064968196,2.905800713693964,2.9404670337054486,298.0,2.9231338736997063,0.01733316000574245,0.15229927794136608,1.9679565064968196,941822822987907.6,1074263191738628.6,298.0,1008043007363268.1,66220184375360.54,581849256694699.8,1.9679565064968196,8.519637629102068,8.776485180139076,298.0,8.648061404620572,0.1284237755185046,1.128406376880645,1.9679565064968196,2.6126309271048647,2.670270395800548,298.0,2.6414506614527062,0.028819734347841477,0.25322703593482665,1.9679565064968196,299.0,0.8662207357859532,-0.07690950149848307,-0.06234971248278988,298.0,-0.06962960699063647,0.007279894507846593,0.06396540946180815,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",7,"['nodes_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",-0.0032074058575687226,0.023529632433832416,298.0,0.010161113288131848,0.01336851914570057,0.11746362534938788,1.9679565064968196,3.5446581042882688,3.590674432102918,298.0,3.5676662681955933,0.023008163907324505,0.2021631802095642,1.9679565064968196,completed,10.629810094833374,True,COMPLETE
4,2.9065749626878796,2026-06-13 19:47:21.655729,2026-06-13 19:47:30.480065,0 days 00:00:08.824336,19,,4,4,65,ExtraTreesRegressor,4,False,-0.03541368209525679,-0.02628540440979755,298.0,-0.03084954325252717,0.004564138842729619,0.04010319237470678,1.9679565064968196,2.8890721133047665,2.9240778120709927,298.0,2.9065749626878796,0.017502849383113115,0.15379026802276555,1.9679565064968196,938816357696149.1,1071071428611556.4,298.0,1004943893153852.8,66127535457703.67,581035189135379.0,1.9679565064968196,8.541638576688111,8.781877713647326,298.0,8.661758145167719,0.12011956847960807,1.0554407586390462,1.9679565064968196,2.6276474520725883,2.683914901422891,298.0,2.6557811767477397,0.028133724675151562,0.2471993538631875,1.9679565064968196,299.0,0.7959866220735786,-0.06876352654568017,-0.05308566019555405,298.0,-0.06092459337061711,0.00783893317506306,0.0688774500435696,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",4,"['l1_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.03587616820662571,0.06143854432540243,298.0,0.04865735626601407,0.01278118805938836,0.11230299103180048,1.9679565064968196,3.529751459029116,3.575191182978343,298.0,3.5524713210037295,0.022719861974613273,0.19962999086806651,1.9679565064968196,completed,8.816794157028198,False,COMPLETE
5,2.851172492630921,2026-06-13 19:47:30.490777,2026-06-13 19:48:13.171990,0 days 00:00:42.681213,19,log2,5,8,473,ExtraTreesRegressor,5,True,-0.013967050001346511,-0.00826990679357478,298.0,-0.011118478397460645,0.002848571603885865,0.0250292155782539,1.9679565064968196,2.8364121410806176,2.8659328441812244,298.0,2.851172492630921,0.014760351550303624,0.12969307861504822,1.9679565064968196,932267120561616.0,1062194702473178.5,298.0,997230911517397.2,64963790955781.25,570809849538196.5,1.9679565064968196,8.281986761979507,8.533280041019431,298.0,8.407633401499469,0.12564663951996125,1.104004836296989,1.9679565064968196,2.568113829209353,2.6111116712094793,298.0,2.589612750209416,0.021498921000062902,0.1889020896214707,1.9679565064968196,299.0,0.6220735785953178,-0.021232855127589243,-0.011441453368322505,298.0,-0.016337154247955874,0.004895700879633369,0.04301649028440589,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",5,"['nodes_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.04903439579060302,0.0754814686499254,298.0,0.06225793222026421,0.013223536429661188,0.11618972243962067,1.9679565064968196,3.457291942067007,3.500070393947418,298.0,3.4786811680072125,0.02138922594020513,0.18793824469045187,1.9679565064968196,completed,42.673595905303955,True,COMPLETE
6,2.9031913242148817,2026-06-13 19:48:13.182580,2026-06-13 19:48:53.604854,0 days 00:00:40.422274,8,log2,3,5,423,ExtraTreesRegressor,13,True,-0.03283151848952424,-0.02630495610296808,298.0,-0.029568237296246157,0.0032632811932780783,0.02867309649776711,1.9679565064968196,2.8876205260711703,2.918762122358593,298.0,2.9031913242148817,0.015570798143711593,0.13681413622630786,1.9679565064968196,942902829143199.6,1073758138309486.9,298.0,1008330483726343.2,65427654583143.59,574885626574071.2,1.9679565064968196,8.389735275033136,8.631759926264767,298.0,8.510747600648951,0.12101232561581483,1.0632850448036144,1.9679565064968196,2.581594376631819,2.630754497009276,298.0,2.6061744368205475,0.024580060188728423,0.2159747799742478,1.9679565064968196,299.0,0.8729096989966555,-0.0577817561915416,-0.04676596405706745,298.0,-0.05227386012430452,0.0055078960672370735,0.048395595133165964,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",13,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'lsc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",-0.026312673387662217,-0.0015017925941959755,298.0,-0.013907232990929096,0.01240544039673312,0.1090014523803607,1.9679565064968196,3.5176133129759637,3.5611673663659027,298.0,3.539390339670933,0.021777026694969448,0.19134568885621017,1.9679565064968196,completed,40.414483070373535,True,COMPLETE
7,2.8401694638043957,2026-06-13 19:48:53.615833,2026-06-13 19:49:00.683371,0 days 00:00:07.067538,17,sqrt,4,9,52,ExtraTreesRegressor,3,True,-0.00939456619256774,-0.005011455797249281,298.0,-0.00720301099490851,0.002191555197659229,0.019256285297174325,1.9679565064968196,2.826280678985659,2.8540582486231325,298.0,2.8401694638043957,0.013888784818736842,0.12203498373498244,1.9679565064968196,938759495844396.2,1069063706959353.5,298.0,1003911601401874.9,65152105557478.65,572464491730089.2,1.9679565064968196,8.218873240011565,8.458348563470267,298.0,8.338610901740916,0.11973766172935031,1.0520851026429139,1.9679565064968196,2.529749642597616,2.5652563834633666,298.0,2.547503013030491,0.017753370432875525,0.15599149243743016,1.9679565064968196,299.0,0.451505016722408,-0.00537564997223051,0.0016257575905918988,298.0,-0.0018749461908193056,0.0035007037814112044,0.030759230170315333,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",3,"['nodes_T6W30', 'atd_T6W30', 'density_T6W30']",0.07919021131865799,0.10570910363278173,298.0,0.09244965747571986,0.013259446157061875,0.1165052462998045,1.9679565064968196,3.4336241490559942,3.4749958513256347,298.0,3.4543100001908145,0.020685851134820396,0.18175798241013172,1.9679565064968196,completed,7.060168981552124,True,COMPLETE
8,2.869518999388576,2026-06-13 19:49:00.702420,2026-06-13 19:49:20.602296,0 days 00:00:19.899876,3,,2,5,199,ExtraTreesRegressor,7,True,-0.021001558340402734,-0.014312078662951058,298.0,-0.017656818501676896,0.0033447398387258386,0.029388839782872975,1.9679565064968196,2.854105189745621,2.884932809031531,298.0,2.869518999388576,0.01541380964295495,0.13543474347262574,1.9679565064968196,921680092710229.4,1050110964741082.9,298.0,985895528725656.1,64215436015426.695,564234365493619.9,1.9679565064968196,8.299789428620768,8.546364209693385,298.0,8.423076819157076,0.12328739053630833,1.0832750953510102,1.9679565064968196,2.5328465975293106,2.5813762525732207,298.0,2.5571114250512657,0.024264827521955218,0.2132049614577635,1.9679565064968196,299.0,0.6220735785953178,-0.033276014878941454,-0.021626006825438727,298.0,-0.02745101085219009,0.005825004026751365,0.05118189106809568,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",7,"['nodes_T6W30', 'l1_T6W30', 'l3_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",0.0554549905195917,0.08158384549475352,298.0,0.06851941800717261,0.013064427487580908,0.11479169824871646,1.9679565064968196,3.475641216399574,3.518319235365731,298.0,3.4969802258826523,0.021339009483078437,0.18749701353821907,1.9679565064968196,completed,19.89258098602295,True,COMPLETE
9,2.8369454232495386,2026-06-13 19:49:20.613049,2026-06-13 19:49:55.822972,0 days 00:00:35.209923,12,sqrt,3,10,393,ExtraTreesRegressor,3,False,-0.008195980784100613,-0.003969965303849993,298.0,-0.006082973043975303,0.0021130077401253105,0.018566121411155698,1.9679565064968196,2.8233539142227855,2.8505369322762917,298.0,2.8369454232495386,0.013591509026753065,0.11942294481919458,1.9679565064968196,948597144822351.1,1079578187679349.9,298.0,1014087666250850.5,65490521428499.4,575438011433552.6,1.9679565064968196,8.153150526873088,8.360055160024807,298.0,8.256602843448947,0.10345231657585982,0.9089925386164568,1.9679565064968196,2.553116568760149,2.5887823345169543,298.0,2.5709494516385516,0.01783288287840286,0.1566901352721558,1.9679565064968196,299.0,0.4280936454849498,-5.6844222326102745e-05,0.005735445943781578,298.0,0.0028393008607277377,0.0028961450830538404,0.02544722398087874,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",3,"['l1_T6W30', 'lcc_T6W30', 'density_T6W30']",0.07686575094979324,0.10361037494045348,298.0,0.09023806294512336,0.013372311995330118,0.11749695154378803,1.9679565064968196,3.4261492777578924,3.4661063143934867,298.0,3.4461277960756895,0.019978518317797324,0.17554294272543736,1.9679565064968196,completed,35.20244574546814,False,COMPLETE
10,2.85079300272873,2026-06-13 19:49:55.841846,2026-06-13 19:50:14.518185,0 days 00:00:18.676339,11,log2,2,11,191,ExtraTreesRegressor,2,False,-0.013418206460485933,-0.00854479252714552,298.0,-0.010981499493815727,0.0024367069666702055,0.021410332071914236,1.9679565064968196,2.836614420748404,2.864971584709056,298.0,2.85079300272873,0.014178581980326134,0.12458131103161411,1.9679565064968196,934884021627622.2,1065118656056315.8,298.0,1000001338841969.0,65117317214346.79,572158821007728.0,1.9679565064968196,8.293811038911644,8.548060262287825,298.0,8.420935650599734,0.12712461168808994,1.1169911638880838,1.9679565064968196,2.541507097358543,2.5792585414437794,298.0,2.5603828194011613,0.018875722042618087,0.16585312988285225,1.9679565064968196,299.0,0.5886287625418061,-0.01809203826480021,-0.009370569109885915,298.0,-0.013731303687343063,0.004360734577457149,0.0383159635762114,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",2,"['nodes_T6W30', 'density_T6W30']",0.05840062813885903,0.08465146794560159,298.0,0.07152604804223031,0.013125419903371282,0.1153276132741184,1.9679565064968196,3.4533273471976704,3.4954510221312898,298.0,3.47438918466448,0.021061837466809764,0.18506161814988328,1.9679565064968196,completed,18.668367862701416,False,COMPLETE
11,2.9337282860771863,2026-06-13 19:50:14.529002,2026-06-13 19:51:04.716525,0 days 00:00:50.187523,17,,5,8,469,ExtraTreesRegressor,8,True,-0.04464506393564823,-0.036186570478804074,298.0,-0.04041581720722615,0.00422924672842208,0.0371606344579508,1.9679565064968196,2.9164271655053318,2.951029406649041,298.0,2.9337282860771863,0.017301120571854296,0.1520177607428172,1.9679565064968196,934954213804604.9,1066498652194605.4,298.0,1000726432999605.1,65772219195000.305,577913172709486.8,1.9679565064968196,8.605435436723841,8.857564171175145,298.0,8.731499803949493,0.12606436722565187,1.1076752361508937,1.9679565064968196,2.6481953718707736,2.7047973137627723,298.0,2.676496342816773,0.028300970945999534,0.24866887738227425,1.9679565064968196,299.0,0.9096989966555183,-0.08950262241654962,-0.07458536492690802,298.0,-0.08204399367172882,0.007458628744820803,0.06553587296791753,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",8,"['nodes_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",-0.027539248458429866,-0.0018909308777464648,298.0,-0.014715089668088165,0.0128241587903417,0.11268055699753543,1.9679565064968196,3.565255302121108,3.610982396028966,298.0,3.588118849075037,0.022863546953928966,0.20089249110423527,1.9679565064968196,completed,50.178412199020386,True,COMPLETE
12,2.8588058953570847,2026-06-13 19:51:04.727756,2026-06-13 19:51:23.856628,0 days 00:00:19.128872,4,log2,3,4,193,ExtraTreesRegressor,8,False,-0.01691963318708492,-0.010781391359649603,298.0,-0.013850512273367262,0.0030691209137176587,0.026967090762393467,1.9679565064968196,2.8438611112155683,2.873750679498601,298.0,2.8588058953570847,0.014944784141516298,0.13131361119313784,1.9679565064968196,928577936854790.9,1057465606561963.1,298.0,993021771708377.0,64443834853586.15,566241211223008.4,1.9679565064968196,8.256558749300728,8.492219697862781,298.0,8.374389223581755,0.11783047428102632,1.0353274386519076,1.9679565064968196,2.5352089548285144,2.579372582719635,298.0,2.5572907687740747,0.02208181394556011,0.19402372783902194,1.9679565064968196,299.0,0.6020066889632107,-0.02493788306572537,-0.014479064860504785,298.0,-0.019708473963115078,0.005229409102610292,0.04594864583974859,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",8,"['nodes_T6W30', 'l1_T6W30', 'l3_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",0.05242006644758404,0.07786410412630917,298.0,0.06514208528694661,0.012722018839362564,0.11178309567034897,1.9679565064968196,3.462979643022922,3.505261149079442,298.0,3.484120396051182,0.02114075302826014,0.18575501641213019,1.9679565064968196,completed,19.121492862701416,False,COMPLETE
13,2.9088459756535725,2026-06-13 19:51:23.867327,2026-06-13 19:51:35.823152,0 days 00:00:11.955825,8,log2,2,12,104,ExtraTreesRegressor,13,True,-0.03496243844944219,-0.028181596294701784,298.0,-0.031572017372071985,0.003390421077370203,0.02979022185392632,1.9679565064968196,2.893034566727069,2.924657384580076,298.0,2.9088459756535725,0.015811408926503664,0.13892828324116258,1.9679565064968196,942740007668121.6,1073454763568774.1,298.0,1008097385618447.9,65357377950326.29,574268134989693.1,1.9679565064968196,8.428538272409414,8.679382024051359,298.0,8.553960148230386,0.12542187582097208,1.1020299310256974,1.9679565064968196,2.578740549318116,2.629343197252526,298.0,2.604041873285321,0.025301323967204654,0.22231222523124644,1.9679565064968196,299.0,0.903010033444816,-0.06289604141987812,-0.0513255671197888,298.0,-0.05711080426983346,0.00578523715004466,0.05083247603896031,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",13,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'lsc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",-0.02782200542379162,-0.0024577728423789795,298.0,-0.0151398891330853,0.01268211629070632,0.111432488548142,1.9679565064968196,3.52537781953715,3.569556238371743,298.0,3.5474670289544465,0.022089209417296845,0.19408870877759096,1.9679565064968196,completed,11.948237180709839,True,COMPLETE
14,2.9070926376688817,2026-06-13 19:51:35.834018,2026-06-13 19:52:02.991379,0 days 00:00:27.157361,7,sqrt,1,5,274,ExtraTreesRegressor,5,True,-0.03485666861664605,-0.026979816218310335,298.0,-0.03091824241747819,0.003938426199167855,0.034605315254685465,1.9679565064968196,2.890108747977907,2.9240765273598566,298.0,2.9070926376688817,0.016983889690974887,0.14923038474890546,1.9679565064968196,929368113170568.8,1059421373383511.2,298.0,994394743277040.0,65026630106471.24,571361991056151.9,1.9679565064968196,8.552062705423626,8.796371133596036,298.0,8.674216919509831,0.12215421408620472,1.0733183445292462,1.9679565064968196,2.5778449785715916,2.630054612438915,298.0,2.6039497955052533,0.026104816933661602,0.22937218421055652,1.9679565064968196,299.0,0.822742474916388,-0.06999472908006166,-0.05535030694650917,298.0,-0.06267251801328541,0.007322211066776241,0.06433722748966998,1.9679565064968196,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",5,"['l3_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",0.006151676252514764,0.03180949823645872,298.0,0.01898058724448674,0.012828910991971976,0.11272231261951567,1.9679565064968196,3.533070983911924,3.578949476743449,298.0,3.5560102303276864,0.022939246415762723,0.20155763083490247,1.9679565064968196,completed,27.14930486679077,True,COMPLETE
