target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T7W50,VALIDATION,R2,-0.013637,0.023359,-0.015933,-0.011341,1.9659,399,True
MOT,T7W50,VALIDATION,RMSE,7.783333,0.339359,7.749975,7.81669,1.9659,399,True
MOT,T7W50,VALIDATION,MAE,6.673165,0.252133,6.648381,6.697948,1.9659,399,True
MOT,T7W50,VALIDATION,rho,0.016551,0.125411,0.004223,0.028878,1.9659,399,True
MOT,T7W50,TEST,R2,-0.015765,0.036981,-0.0194,-0.01213,1.9659,399,True
MOT,T7W50,TEST,RMSE,7.741533,0.493018,7.693071,7.789995,1.9659,399,True
MOT,T7W50,TEST,MAE,6.597851,0.365229,6.561951,6.633752,1.9659,399,True
MOT,T7W50,TEST,rho,0.026021,0.186981,0.007642,0.044401,1.9659,399,True
COG,T7W50,VALIDATION,R2,-0.022501,0.050337,-0.027449,-0.017553,1.9659,399,True
COG,T7W50,VALIDATION,RMSE,2.195515,0.187177,2.177116,2.213914,1.9659,399,True
COG,T7W50,VALIDATION,MAE,1.707698,0.125476,1.695364,1.720032,1.9659,399,True
COG,T7W50,VALIDATION,rho,0.038387,0.129044,0.025702,0.051071,1.9659,399,True
COG,T7W50,TEST,R2,-0.027338,0.07157,-0.034373,-0.020302,1.9659,399,True
COG,T7W50,TEST,RMSE,2.169906,0.255975,2.144744,2.195067,1.9659,399,True
COG,T7W50,TEST,MAE,1.68302,0.171209,1.666191,1.699849,1.9659,399,True
COG,T7W50,TEST,rho,0.05036,0.200243,0.030676,0.070043,1.9659,399,True
MOT_V4,T7W50,VALIDATION,R2,-0.014014,0.030011,-0.016964,-0.011064,1.9659,399,True
MOT_V4,T7W50,VALIDATION,RMSE,3.520792,0.179362,3.503162,3.538423,1.9659,399,True
MOT_V4,T7W50,VALIDATION,MAE,2.936767,0.116943,2.925272,2.948262,1.9659,399,True
MOT_V4,T7W50,VALIDATION,rho,0.039048,0.11824,0.027425,0.05067,1.9659,399,True
MOT_V4,T7W50,TEST,R2,-0.01388,0.037504,-0.017567,-0.010194,1.9659,399,True
MOT_V4,T7W50,TEST,RMSE,3.510257,0.275693,3.483157,3.537356,1.9659,399,True
MOT_V4,T7W50,TEST,MAE,2.917822,0.181995,2.899933,2.935712,1.9659,399,True
MOT_V4,T7W50,TEST,rho,0.05502,0.19245,0.036102,0.073937,1.9659,399,True
COG_V1,T7W50,VALIDATION,R2,-0.011581,0.020342,-0.013581,-0.009582,1.9659,399,True
COG_V1,T7W50,VALIDATION,RMSE,1.340484,0.076155,1.332998,1.34797,1.9659,399,True
COG_V1,T7W50,VALIDATION,MAE,1.02017,0.055425,1.014722,1.025618,1.9659,399,True
COG_V1,T7W50,VALIDATION,rho,-0.010841,0.123867,-0.023016,0.001335,1.9659,399,False
COG_V1,T7W50,TEST,R2,-0.014358,0.027537,-0.017065,-0.011651,1.9659,399,True
COG_V1,T7W50,TEST,RMSE,1.34327,0.115822,1.331885,1.354655,1.9659,399,True
COG_V1,T7W50,TEST,MAE,1.029239,0.08461,1.020922,1.037555,1.9659,399,True
COG_V1,T7W50,TEST,rho,0.00361,0.177996,-0.013886,0.021107,1.9659,399,False
