target,window,feature_type,covariates,n_subjects,n_candidate_predictors,n_selected_per_split,predictors,n_iter,alpha_mean,alpha_std,r2_mean,r2_std,r2_ci_lower,r2_ci_upper,rmse_mean,rmse_std,rmse_ci_lower,rmse_ci_upper,mae_mean,mae_std,mae_ci_lower,mae_ci_upper,rho_mean,rho_std,rho_ci_lower,rho_ci_upper,frac_r2_below_zero
MOT,T6W50,raw,,252,13,5,"nodes_T6W50, edges_T6W50, re_T6W50, pe_T6W50, l1_T6W50, l2_T6W50, l3_T6W50, lcc_T6W50, lsc_T6W50, atd_T6W50, density_T6W50, diameter_T6W50, asp_T6W50",400,712.84387097847,306.76751173413743,-0.0043101791313855786,0.03152943184425894,-0.007409407665760865,-0.001210950597010293,7.79695158601055,0.49433112404697344,7.74836063351119,7.8455425385099105,6.654947801608555,0.38986003485681453,6.616625977402871,6.693269625814239,0.07051250526348031,0.18808626631386915,0.05202430901676633,0.08900070151019429,0.4625
COG,T6W50,raw,,252,13,5,"nodes_T6W50, edges_T6W50, re_T6W50, pe_T6W50, l1_T6W50, l2_T6W50, l3_T6W50, lcc_T6W50, lsc_T6W50, atd_T6W50, density_T6W50, diameter_T6W50, asp_T6W50",400,123.67769078511496,194.87267422468543,0.00319939799203705,0.08518961088387766,-0.005174431076237638,0.011573227060311737,2.158517784487009,0.2734992138241996,2.131633805993514,2.185401762980504,1.6850052974441139,0.18983534389604076,1.6663451732293262,1.7036654216589016,0.14680172405402234,0.19266210382590107,0.12786373961397823,0.16573970849406644,0.425
MOT_V4,T6W50,raw,,252,13,5,"nodes_T6W50, edges_T6W50, re_T6W50, pe_T6W50, l1_T6W50, l2_T6W50, l3_T6W50, lcc_T6W50, lsc_T6W50, atd_T6W50, density_T6W50, diameter_T6W50, asp_T6W50",400,553.2992775789123,319.97283929338585,-0.005949770891140274,0.04806095295094271,-0.01067398785485165,-0.0012255539274288975,3.4679109830177572,0.2712738235785262,3.4412457522956648,3.4945762137398497,2.8758193117047837,0.18212550593494983,2.857917036534738,2.8937215868748294,0.11753179117951915,0.19825176033841452,0.09804436382383645,0.13701921853520185,0.4775
COG_V1,T6W50,raw,,252,13,5,"nodes_T6W50, edges_T6W50, re_T6W50, pe_T6W50, l1_T6W50, l2_T6W50, l3_T6W50, lcc_T6W50, lsc_T6W50, atd_T6W50, density_T6W50, diameter_T6W50, asp_T6W50",400,702.5987456005215,349.14278406547095,-0.017132114881067424,0.07239987313067586,-0.02424875922150765,-0.010015470540627198,1.345730559968922,0.11884821210890952,1.334048212756107,1.357412907181737,1.0379522836980974,0.08246901232727945,1.0298458795780057,1.0460586878181892,0.11353044515412297,0.1921198490784689,0.09464576238454486,0.13241512792370108,0.48
