feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
l2_T2W20,0.1549371455647085,0.10256490740844541,1.0,400,1.0
pe_T2W20,0.14281781349282052,0.08942919599335981,1.0,400,1.0
lsc_T2W20,0.07495430824836051,0.06203470529776661,1.0,400,1.0
l1_T2W20,-0.06236051395586029,0.06701199093392093,1.0,400,1.0
diameter_T2W20,-0.05933904324948777,0.054019198009129944,1.0,400,1.0
edges_T2W20,0.054262604600033286,0.0651238204718938,1.0,400,1.0
asp_T2W20,-0.040250847407567694,0.041915272959801714,1.0,400,1.0
l3_T2W20,-0.03578973316555224,0.06738971148307311,1.0,400,1.0
lcc_T2W20,0.03570937073052845,0.05372351571274291,1.0,400,1.0
atd_T2W20,0.017404244510406234,0.028539444263168366,1.0,400,1.0
re_T2W20,0.010732515551111155,0.05329795906819029,1.0,400,1.0
nodes_T2W20,-0.008437476480201551,0.02924232903986722,1.0,400,1.0
density_T2W20,0.004727133268444159,0.03292406701686797,1.0,400,1.0
