feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_diameter_T7W20,-0.07800027487257807,0.3206407493243469,1.0,95,0.2375
z_asp_T7W20,0.07354032382998063,0.3478017648039471,1.0,93,0.2325
z_atd_T7W20,-0.06909524521123239,0.06152019209694223,1.0,323,0.8075
z_l1_T7W20,0.05122562136585898,0.05257235365584141,1.0,367,0.9175
z_lsc_T7W20,0.03651184299890127,0.05384183931139266,1.0,191,0.4775
z_l2_T7W20,-0.02753295154088536,0.026741896830300302,1.0,318,0.795
z_pe_T7W20,-0.025266140079205728,0.025162335758438494,1.0,276,0.69
z_density_T7W20,-0.02149903043616328,0.03959883407744456,1.0,90,0.225
z_l3_T7W20,0.0157948400250578,0.0332058159436432,1.0,128,0.32
z_re_T7W20,-0.007959105255464177,0.030802246739100796,1.0,119,0.2975
