split,subject,set
0,CDMS-9-4C-SCAMO,TRAIN
0,CDMS-14-10A-IMORTO,TRAIN
0,CSO-13-9B-DMLLLU,TRAIN
0,CDMS-10-5C-MAORTO,TRAIN
0,CDMS-13-7C-SSOSLO,TRAIN
0,CDMS-11-6B-ARAHE,TRAIN
0,CSO-17-11C-MCAAG,TRAIN
0,CSO-10-5A-JBUVE,TRAIN
0,CSO-12-7A-SCAHO,TRAIN
0,CSO-14-7B-EALHU,TRAIN
0,CSO-14-9A-MARJA,TRAIN
0,CDMS-14-6B-KDCAHE,TRAIN
0,CDMS-14-5A-LSDUCO,TRAIN
0,CDMS-17-10A-ASSAMO,TRAIN
0,CSO-16-9A-JSMAGU,TRAIN
0,CDMS-10-5A-SZURO,TRAIN
0,CSO-17-11A-SPUVA,TRAIN
0,CDMS-11-7C-SPGAVE,TRAIN
0,CDMS-9-5C-LVIZAC,TRAIN
0,CSO-8-4A-JRAAR,TRAIN
0,CSO-17-10B-YCQUVE,TRAIN
0,CDMS-12-6A-FAROPA,TRAIN
0,CSO-10-4A-ICAPA,TRAIN
0,CSO-13-7A-CAPAMU,TRAIN
0,CDMS-11-7C-ICARE,TRAIN
0,CDMS-11-6B-SCAPA,TRAIN
0,CDMS-13-6B-ASUMO,TRAIN
0,CSO-9-4A-MPAME,TRAIN
0,CDMS-16-11B-NGABE,TRAIN
0,CSO-8-3A-DAPAVA,TRAIN
0,CSO-16-11A-VZAOR,TRAIN
0,CSO-11-6A-DSCACH,TRAIN
0,CSO-9-2A-EXMOCO,TRAIN
0,CDMS-9-5C-SCAAG,TRAIN
0,CSO-15-10C-SSCAMO,TRAIN
0,CSO-15-9B-KSBEJA,TRAIN
0,CSO-16-10B-LTVIFA,TRAIN
0,CDMS-XX-5C-MJSARU,TRAIN
0,CDMS-12-7C-VMAPA,TRAIN
0,CDMS-11-6B-EAFESA,TRAIN
0,CSO-15-9B-RMCHLU,TRAIN
0,CSO-17-11C-JDAAG,TRAIN
0,CSO-11-6B-RJGIHE,TRAIN
0,CDMS-10-5A-SROPU,TRAIN
0,CSO-8-4A-ARAGR,TRAIN
0,CSO-14-9B-MFEGA,TRAIN
0,CSO-16-11A-JDMUVA,TRAIN
0,CDMS-12-7C-CATRAR,TRAIN
0,CSO-16-10B-JESUGU,TRAIN
0,CSO-10-5A-SVHEES,TRAIN
0,CSO-8-3A-KVPECO,TRAIN
0,CSO-14-8A-SZARA,TRAIN
0,CSO-17-11A-JDAMO,TRAIN
0,CSO-17-10B-EHECO,TRAIN
0,CSO-15-8B-KEPOGO,TRAIN
0,CDMS-15-10A-AMALOS,TRAIN
0,CSO-15-9B-JCAPA,TRAIN
0,CSO-16-10B-VVILI,TRAIN
0,CSO-11-5A-MTAGA,TRAIN
0,CDMS-9-5C-JDMADE,TRAIN
0,CDMS-12-6A-SROAL,TRAIN
0,CSO-14-9A-JSMAAL,TRAIN
0,CDMS-XX-6B-SPUCA,TRAIN
0,CSO-9-4A-YVDITR,TRAIN
0,CSO-11-6B-LHFDLACH,TRAIN
0,CSO-10-4A-KCOMO,TRAIN
0,CDMS-9-5A-PAGACO,TRAIN
0,CSO-9-4A-NSARPA,TRAIN
0,CDMS-12-6A-JGIGA,TRAIN
0,CSO-8-3A-AIPRBR,TRAIN
0,CDMS-18-7C-VVECA,TRAIN
0,CSO-16-10C-MAVAVE,TRAIN
0,CDMS-8-4C-JDBUTU,TRAIN
0,CDMS-12-7C-JSZAOR,TRAIN
0,CSO-13-7A-YBOSO,TRAIN
0,CSO-15-10A-SFEGA,TRAIN
0,CSO-11-6B-ANREVA,TRAIN
0,CSO-13-8A-KIGAGU,TRAIN
0,CSO-9-4A-SLOCA,TRAIN
0,CSO-13-8A-VHODU,TRAIN
