feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_atd_T7W40,-0.027538248092614778,0.029370182356626424,1.0,400,1.0
z_l1_T7W40,0.02246807804788494,0.01724945762941207,1.0,400,1.0
z_density_T7W40,-0.014533881452745909,0.02299084395808493,1.0,400,1.0
z_diameter_T7W40,-0.013992646580319562,0.03182266600380168,1.0,400,1.0
z_re_T7W40,0.012440020731850474,0.021870450484935827,1.0,400,1.0
z_asp_T7W40,-0.010201867235560767,0.03882865822007477,1.0,400,1.0
z_l3_T7W40,-0.009885809411308807,0.01876050289895406,1.0,400,1.0
z_lsc_T7W40,-0.0024060759809988504,0.025473947964485648,1.0,400,1.0
z_l2_T7W40,-0.0019305250841937574,0.021245355650535393,1.0,400,1.0
z_pe_T7W40,0.0013589213890284869,0.023150356787615293,1.0,400,1.0
z_lcc_T7W40,-5.8458905856481675e-18,1.0238134630532167e-16,0.0,400,1.0
z_edges_T7W40,0.0,0.0,0.0,400,1.0
z_nodes_T7W40,0.0,0.0,0.0,400,1.0
