feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
edges_T6W150,0.026956973632227238,0.04549499012877797,1.0,400,1.0
atd_T6W150,-0.02513517695239999,0.14090523702049995,1.0,400,1.0
density_T6W150,-0.02012654944952096,0.04645009952268442,1.0,400,1.0
diameter_T6W150,0.018256701579903393,0.022466964932081925,1.0,400,1.0
nodes_T6W150,0.01810646392347662,0.03849270671723616,1.0,400,1.0
cc_T6W150,0.01786889148117167,0.02788086470372637,1.0,400,1.0
lcc_T6W150,0.01704977291672747,0.01990764383808102,1.0,400,1.0
pe_T6W150,-0.015363261377635676,0.029787364267419195,1.0,400,1.0
lsc_T6W150,0.009184216525222142,0.09364212053377018,1.0,400,1.0
l1_T6W150,-0.008754577687552001,0.015787869588809598,1.0,400,1.0
l2_T6W150,-0.007199347214224022,0.02156812988113305,1.0,400,1.0
asp_T6W150,0.006602530464382818,0.017547233375275452,1.0,400,1.0
l3_T6W150,-0.004133195418869829,0.013790400798650501,1.0,400,1.0
re_T6W150,-0.0011418182035172024,0.052289208988009275,1.0,400,1.0
